,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0029400001,"FRIDAY, NOVEMBER 4, 1994",14229.0,,1994-1995
1,0029400002,"FRIDAY, NOVEMBER 4, 1994",19911.0,,1994-1995
2,0029400003,"FRIDAY, NOVEMBER 4, 1994",16611.0,,1994-1995
3,0029400004,"FRIDAY, NOVEMBER 4, 1994",30542.0,,1994-1995
4,0029400005,"FRIDAY, NOVEMBER 4, 1994",17171.0,,1994-1995
5,0029400006,"FRIDAY, NOVEMBER 4, 1994",18756.0,,1994-1995
6,0029400007,"FRIDAY, NOVEMBER 4, 1994",17317.0,,1994-1995
7,0029400008,"FRIDAY, NOVEMBER 4, 1994",21454.0,,1994-1995
8,0029400009,"FRIDAY, NOVEMBER 4, 1994",22313.0,,1994-1995
9,0029400010,"FRIDAY, NOVEMBER 4, 1994",16114.0,,1994-1995
10,0029400011,"FRIDAY, NOVEMBER 4, 1994",14890.0,,1994-1995
11,0029400012,"FRIDAY, NOVEMBER 4, 1994",12568.0,,1994-1995
12,0029400013,"SATURDAY, NOVEMBER 5, 1994",16324.0,,1994-1995
13,0029400014,"SATURDAY, NOVEMBER 5, 1994",17502.0,,1994-1995
14,0029400015,"SATURDAY, NOVEMBER 5, 1994",16010.0,,1994-1995
15,0029400016,"SATURDAY, NOVEMBER 5, 1994",23698.0,,1994-1995
16,0029400017,"SATURDAY, NOVEMBER 5, 1994",17171.0,,1994-1995
17,0029400018,"SATURDAY, NOVEMBER 5, 1994",14239.0,,1994-1995
18,0029400019,"SATURDAY, NOVEMBER 5, 1994",22186.0,,1994-1995
19,0029400020,"SATURDAY, NOVEMBER 5, 1994",18633.0,,1994-1995
20,0029400021,"SATURDAY, NOVEMBER 5, 1994",16578.0,,1994-1995
21,0029400022,"SATURDAY, NOVEMBER 5, 1994",11587.0,,1994-1995
22,0029400023,"SATURDAY, NOVEMBER 5, 1994",16532.0,,1994-1995
23,0029400024,"SUNDAY, NOVEMBER 6, 1994",19023.0,,1994-1995
24,0029400025,"MONDAY, NOVEMBER 7, 1994",18661.0,,1994-1995
25,0029400026,"MONDAY, NOVEMBER 7, 1994",13805.0,,1994-1995
26,0029400027,"MONDAY, NOVEMBER 7, 1994",22122.0,,1994-1995
27,0029400028,"TUESDAY, NOVEMBER 8, 1994",20562.0,,1994-1995
28,0029400029,"TUESDAY, NOVEMBER 8, 1994",12526.0,,1994-1995
29,0029400030,"TUESDAY, NOVEMBER 8, 1994",13424.0,,1994-1995
30,0029400031,"TUESDAY, NOVEMBER 8, 1994",15025.0,,1994-1995
31,0029400032,"TUESDAY, NOVEMBER 8, 1994",19763.0,,1994-1995
32,0029400033,"WEDNESDAY, NOVEMBER 9, 1994",23698.0,,1994-1995
33,0029400034,"WEDNESDAY, NOVEMBER 9, 1994",14354.0,,1994-1995
34,0029400035,"WEDNESDAY, NOVEMBER 9, 1994",15258.0,,1994-1995
35,0029400036,"WEDNESDAY, NOVEMBER 9, 1994",19023.0,,1994-1995
36,0029400037,"WEDNESDAY, NOVEMBER 9, 1994",6811.0,,1994-1995
37,0029400038,"WEDNESDAY, NOVEMBER 9, 1994",15892.0,,1994-1995
38,0029400039,"WEDNESDAY, NOVEMBER 9, 1994",20049.0,,1994-1995
39,0029400040,"WEDNESDAY, NOVEMBER 9, 1994",16352.0,,1994-1995
40,0029400041,"THURSDAY, NOVEMBER 10, 1994",17317.0,,1994-1995
41,0029400042,"THURSDAY, NOVEMBER 10, 1994",8188.0,,1994-1995
42,0029400043,"THURSDAY, NOVEMBER 10, 1994",15355.0,,1994-1995
43,0029400044,"THURSDAY, NOVEMBER 10, 1994",19203.0,,1994-1995
44,0029400045,"THURSDAY, NOVEMBER 10, 1994",19763.0,,1994-1995
45,0029400046,"FRIDAY, NOVEMBER 11, 1994",16950.0,,1994-1995
46,0029400047,"FRIDAY, NOVEMBER 11, 1994",16352.0,,1994-1995
47,0029400048,"FRIDAY, NOVEMBER 11, 1994",15109.0,,1994-1995
48,0029400049,"FRIDAY, NOVEMBER 11, 1994",10121.0,,1994-1995
49,0029400050,"FRIDAY, NOVEMBER 11, 1994",16236.0,,1994-1995
50,0029400051,"FRIDAY, NOVEMBER 11, 1994",10711.0,,1994-1995
51,0029400052,"FRIDAY, NOVEMBER 11, 1994",14890.0,,1994-1995
52,0029400053,"FRIDAY, NOVEMBER 11, 1994",19783.0,,1994-1995
53,0029400054,"SATURDAY, NOVEMBER 12, 1994",13278.0,,1994-1995
54,0029400055,"SATURDAY, NOVEMBER 12, 1994",23698.0,,1994-1995
55,0029400056,"SATURDAY, NOVEMBER 12, 1994",22195.0,,1994-1995
56,0029400057,"SATURDAY, NOVEMBER 12, 1994",20049.0,,1994-1995
57,0029400058,"SATURDAY, NOVEMBER 12, 1994",17317.0,,1994-1995
58,0029400059,"SATURDAY, NOVEMBER 12, 1994",15025.0,,1994-1995
59,0029400060,"SATURDAY, NOVEMBER 12, 1994",17247.0,,1994-1995
60,0029400061,"SATURDAY, NOVEMBER 12, 1994",18018.0,,1994-1995
61,0029400062,"SATURDAY, NOVEMBER 12, 1994",17171.0,,1994-1995
62,0029400063,"SATURDAY, NOVEMBER 12, 1994",19710.0,,1994-1995
63,0029400064,"SATURDAY, NOVEMBER 12, 1994",15100.0,,1994-1995
64,0029400065,"SATURDAY, NOVEMBER 12, 1994",20401.0,,1994-1995
65,0029400066,"SUNDAY, NOVEMBER 13, 1994",16352.0,,1994-1995
