,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0028900001,"FRIDAY, NOVEMBER 3, 1989",10858.0,,1989-1990
1,0028900002,"FRIDAY, NOVEMBER 3, 1989",15908.0,,1989-1990
2,0028900003,"FRIDAY, NOVEMBER 3, 1989",14144.0,,1989-1990
3,0028900004,"FRIDAY, NOVEMBER 3, 1989",17007.0,,1989-1990
4,0028900005,"FRIDAY, NOVEMBER 3, 1989",21454.0,,1989-1990
5,0028900006,"FRIDAY, NOVEMBER 3, 1989",15008.0,,1989-1990
6,0028900007,"FRIDAY, NOVEMBER 3, 1989",12616.0,,1989-1990
7,0028900008,"FRIDAY, NOVEMBER 3, 1989",14890.0,,1989-1990
8,0028900009,"FRIDAY, NOVEMBER 3, 1989",18676.0,,1989-1990
9,0028900010,"FRIDAY, NOVEMBER 3, 1989",23901.0,,1989-1990
10,0028900011,"FRIDAY, NOVEMBER 3, 1989",12884.0,,1989-1990
11,0028900012,"FRIDAY, NOVEMBER 3, 1989",13805.0,,1989-1990
12,0028900013,"SATURDAY, NOVEMBER 4, 1989",18212.0,,1989-1990
13,0028900014,"SATURDAY, NOVEMBER 4, 1989",15025.0,,1989-1990
14,0028900015,"SATURDAY, NOVEMBER 4, 1989",15004.0,,1989-1990
15,0028900016,"SATURDAY, NOVEMBER 4, 1989",17104.0,,1989-1990
16,0028900017,"SATURDAY, NOVEMBER 4, 1989",13893.0,,1989-1990
17,0028900018,"SATURDAY, NOVEMBER 4, 1989",17055.0,,1989-1990
18,0028900019,"SATURDAY, NOVEMBER 4, 1989",15868.0,,1989-1990
19,0028900020,"SATURDAY, NOVEMBER 4, 1989",12439.0,,1989-1990
20,0028900021,"SATURDAY, NOVEMBER 4, 1989",18676.0,,1989-1990
21,0028900022,"SATURDAY, NOVEMBER 4, 1989",15077.0,,1989-1990
22,0028900023,"SUNDAY, NOVEMBER 5, 1989",12884.0,,1989-1990
23,0028900024,"MONDAY, NOVEMBER 6, 1989",15077.0,,1989-1990
24,0028900025,"TUESDAY, NOVEMBER 7, 1989",11756.0,,1989-1990
25,0028900026,"TUESDAY, NOVEMBER 7, 1989",17017.0,,1989-1990
26,0028900027,"TUESDAY, NOVEMBER 7, 1989",16101.0,,1989-1990
27,0028900028,"TUESDAY, NOVEMBER 7, 1989",18676.0,,1989-1990
28,0028900029,"TUESDAY, NOVEMBER 7, 1989",15079.0,,1989-1990
29,0028900030,"TUESDAY, NOVEMBER 7, 1989",15025.0,,1989-1990
30,0028900031,"TUESDAY, NOVEMBER 7, 1989",9521.0,,1989-1990
31,0028900032,"TUESDAY, NOVEMBER 7, 1989",17505.0,,1989-1990
32,0028900033,"TUESDAY, NOVEMBER 7, 1989",11999.0,,1989-1990
33,0028900034,"WEDNESDAY, NOVEMBER 8, 1989",7021.0,,1989-1990
34,0028900035,"WEDNESDAY, NOVEMBER 8, 1989",35427.0,,1989-1990
35,0028900036,"WEDNESDAY, NOVEMBER 8, 1989",13640.0,,1989-1990
36,0028900037,"WEDNESDAY, NOVEMBER 8, 1989",14110.0,,1989-1990
37,0028900038,"WEDNESDAY, NOVEMBER 8, 1989",10118.0,,1989-1990
38,0028900039,"WEDNESDAY, NOVEMBER 8, 1989",12616.0,,1989-1990
39,0028900040,"WEDNESDAY, NOVEMBER 8, 1989",14278.0,,1989-1990
40,0028900041,"WEDNESDAY, NOVEMBER 8, 1989",16921.0,,1989-1990
41,0028900042,"WEDNESDAY, NOVEMBER 8, 1989",6933.0,,1989-1990
42,0028900043,"THURSDAY, NOVEMBER 9, 1989",15025.0,,1989-1990
43,0028900044,"THURSDAY, NOVEMBER 9, 1989",16266.0,,1989-1990
44,0028900045,"THURSDAY, NOVEMBER 9, 1989",14012.0,,1989-1990
45,0028900046,"THURSDAY, NOVEMBER 9, 1989",13482.0,,1989-1990
46,0028900047,"FRIDAY, NOVEMBER 10, 1989",12453.0,,1989-1990
47,0028900048,"FRIDAY, NOVEMBER 10, 1989",11718.0,,1989-1990
48,0028900049,"FRIDAY, NOVEMBER 10, 1989",20049.0,,1989-1990
49,0028900050,"FRIDAY, NOVEMBER 10, 1989",15077.0,,1989-1990
50,0028900051,"FRIDAY, NOVEMBER 10, 1989",13590.0,,1989-1990
51,0028900052,"FRIDAY, NOVEMBER 10, 1989",17007.0,,1989-1990
52,0028900053,"FRIDAY, NOVEMBER 10, 1989",12616.0,,1989-1990
53,0028900054,"FRIDAY, NOVEMBER 10, 1989",14890.0,,1989-1990
54,0028900055,"FRIDAY, NOVEMBER 10, 1989",29117.0,,1989-1990
55,0028900056,"FRIDAY, NOVEMBER 10, 1989",17505.0,,1989-1990
56,0028900057,"SATURDAY, NOVEMBER 11, 1989",15008.0,,1989-1990
57,0028900058,"SATURDAY, NOVEMBER 11, 1989",16611.0,,1989-1990
