,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0028500001,"WEDNESDAY, JANUARY 15, 1986",7050.0,,1985-1986
1,0028500002,"FRIDAY, NOVEMBER 15, 1985",9959.0,,1985-1986
2,0028500003,"SUNDAY, NOVEMBER 24, 1985",10916.0,,1985-1986
3,0028500004,"FRIDAY, OCTOBER 25, 1985",13095.0,,1985-1986
4,0028500005,"FRIDAY, OCTOBER 25, 1985",10129.0,,1985-1986
5,0028500006,"FRIDAY, OCTOBER 25, 1985",10333.0,,1985-1986
6,0028500007,"FRIDAY, OCTOBER 25, 1985",11124.0,,1985-1986
7,0028500008,"FRIDAY, OCTOBER 25, 1985",6593.0,,1985-1986
8,0028500009,"FRIDAY, OCTOBER 25, 1985",12666.0,,1985-1986
9,0028500010,"FRIDAY, OCTOBER 25, 1985",24353.0,,1985-1986
10,0028500011,"FRIDAY, OCTOBER 25, 1985",12431.0,,1985-1986
11,0028500012,"SATURDAY, OCTOBER 26, 1985",19591.0,,1985-1986
12,0028500013,"SATURDAY, OCTOBER 26, 1985",10237.0,,1985-1986
13,0028500014,"SATURDAY, OCTOBER 26, 1985",15137.0,,1985-1986
14,0028500015,"SATURDAY, OCTOBER 26, 1985",7658.0,,1985-1986
15,0028500016,"SATURDAY, OCTOBER 26, 1985",20900.0,,1985-1986
16,0028500017,"SATURDAY, OCTOBER 26, 1985",17007.0,,1985-1986
17,0028500018,"SATURDAY, OCTOBER 26, 1985",9309.0,,1985-1986
18,0028500019,"SATURDAY, OCTOBER 26, 1985",10875.0,,1985-1986
19,0028500020,"SATURDAY, OCTOBER 26, 1985",15856.0,,1985-1986
20,0028500021,"SUNDAY, OCTOBER 27, 1985",12666.0,,1985-1986
21,0028500022,"TUESDAY, OCTOBER 29, 1985",11989.0,,1985-1986
22,0028500023,"TUESDAY, OCTOBER 29, 1985",11210.0,,1985-1986
23,0028500024,"TUESDAY, OCTOBER 29, 1985",17007.0,,1985-1986
24,0028500025,"TUESDAY, OCTOBER 29, 1985",4948.0,,1985-1986
25,0028500026,"TUESDAY, OCTOBER 29, 1985",12855.0,,1985-1986
26,0028500027,"TUESDAY, OCTOBER 29, 1985",5213.0,,1985-1986
27,0028500028,"TUESDAY, OCTOBER 29, 1985",10175.0,,1985-1986
28,0028500029,"TUESDAY, OCTOBER 29, 1985",8430.0,,1985-1986
29,0028500030,"TUESDAY, OCTOBER 29, 1985",9901.0,,1985-1986
30,0028500031,"WEDNESDAY, OCTOBER 30, 1985",8027.0,,1985-1986
31,0028500032,"WEDNESDAY, OCTOBER 30, 1985",8925.0,,1985-1986
32,0028500033,"WEDNESDAY, OCTOBER 30, 1985",14890.0,,1985-1986
