,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0029500001,"FRIDAY, NOVEMBER 3, 1995",23862,,1995-1996
1,0029500002,"FRIDAY, NOVEMBER 3, 1995",15188,,1995-1996
2,0029500003,"FRIDAY, NOVEMBER 3, 1995",19911,,1995-1996
3,0029500004,"FRIDAY, NOVEMBER 3, 1995",21454,,1995-1996
4,0029500005,"FRIDAY, NOVEMBER 3, 1995",13281,,1995-1996
5,0029500006,"FRIDAY, NOVEMBER 3, 1995",16285,,1995-1996
6,0029500007,"FRIDAY, NOVEMBER 3, 1995",21398,,1995-1996
7,0029500008,"FRIDAY, NOVEMBER 3, 1995",16345,,1995-1996
8,0029500009,"FRIDAY, NOVEMBER 3, 1995",17317,,1995-1996
9,0029500010,"FRIDAY, NOVEMBER 3, 1995",17248,,1995-1996
10,0029500011,"FRIDAY, NOVEMBER 3, 1995",28821,,1995-1996
11,0029500012,"FRIDAY, NOVEMBER 3, 1995",33306,,1995-1996
12,0029500013,"FRIDAY, NOVEMBER 3, 1995",18321,,1995-1996
13,0029500014,"FRIDAY, NOVEMBER 3, 1995",18168,,1995-1996
14,0029500015,"SATURDAY, NOVEMBER 4, 1995",17502,,1995-1996
15,0029500016,"SATURDAY, NOVEMBER 4, 1995",17102,,1995-1996
16,0029500017,"SATURDAY, NOVEMBER 4, 1995",16640,,1995-1996
17,0029500018,"SATURDAY, NOVEMBER 4, 1995",23608,,1995-1996
18,0029500019,"SATURDAY, NOVEMBER 4, 1995",18756,,1995-1996
19,0029500020,"SATURDAY, NOVEMBER 4, 1995",17171,,1995-1996
20,0029500021,"SATURDAY, NOVEMBER 4, 1995",13539,,1995-1996
21,0029500022,"SATURDAY, NOVEMBER 4, 1995",15200,,1995-1996
22,0029500023,"SATURDAY, NOVEMBER 4, 1995",18633,,1995-1996
23,0029500024,"SATURDAY, NOVEMBER 4, 1995",24042,,1995-1996
24,0029500025,"SUNDAY, NOVEMBER 5, 1995",21398,,1995-1996
25,0029500026,"SUNDAY, NOVEMBER 5, 1995",19193,,1995-1996
26,0029500027,"SUNDAY, NOVEMBER 5, 1995",17317,,1995-1996
27,0029500028,"SUNDAY, NOVEMBER 5, 1995",19023,,1995-1996
28,0029500029,"MONDAY, NOVEMBER 6, 1995",18742,,1995-1996
29,0029500030,"MONDAY, NOVEMBER 6, 1995",17248,,1995-1996
30,0029500031,"TUESDAY, NOVEMBER 7, 1995",15325,,1995-1996
31,0029500032,"TUESDAY, NOVEMBER 7, 1995",17218,,1995-1996
32,0029500033,"TUESDAY, NOVEMBER 7, 1995",16285,,1995-1996
33,0029500034,"TUESDAY, NOVEMBER 7, 1995",8064,,1995-1996
34,0029500035,"TUESDAY, NOVEMBER 7, 1995",23102,,1995-1996
35,0029500036,"TUESDAY, NOVEMBER 7, 1995",19763,,1995-1996
36,0029500037,"TUESDAY, NOVEMBER 7, 1995",14756,,1995-1996
37,0029500038,"TUESDAY, NOVEMBER 7, 1995",16152,,1995-1996
38,0029500039,"TUESDAY, NOVEMBER 7, 1995",15025,,1995-1996
39,0029500040,"TUESDAY, NOVEMBER 7, 1995",24042,,1995-1996
40,0029500041,"TUESDAY, NOVEMBER 7, 1995",17102,,1995-1996
41,0029500042,"WEDNESDAY, NOVEMBER 8, 1995",19911,,1995-1996
42,0029500043,"WEDNESDAY, NOVEMBER 8, 1995",14731,,1995-1996
43,0029500044,"WEDNESDAY, NOVEMBER 8, 1995",17248,,1995-1996
44,0029500045,"WEDNESDAY, NOVEMBER 8, 1995",6782,,1995-1996
45,0029500046,"WEDNESDAY, NOVEMBER 8, 1995",16793,,1995-1996
46,0029500047,"WEDNESDAY, NOVEMBER 8, 1995",14369,,1995-1996
47,0029500048,"WEDNESDAY, NOVEMBER 8, 1995",17171,,1995-1996
48,0029500049,"WEDNESDAY, NOVEMBER 8, 1995",17848,,1995-1996
49,0029500050,"WEDNESDAY, NOVEMBER 8, 1995",12355,,1995-1996
50,0029500051,"WEDNESDAY, NOVEMBER 8, 1995",12911,,1995-1996
51,0029500052,"THURSDAY, NOVEMBER 9, 1995",19763,,1995-1996
52,0029500053,"THURSDAY, NOVEMBER 9, 1995",20562,,1995-1996
53,0029500054,"THURSDAY, NOVEMBER 9, 1995",15025,,1995-1996
54,0029500055,"THURSDAY, NOVEMBER 9, 1995",15095,,1995-1996
55,0029500056,"FRIDAY, NOVEMBER 10, 1995",19911,,1995-1996
56,0029500057,"FRIDAY, NOVEMBER 10, 1995",17345,,1995-1996
57,0029500058,"FRIDAY, NOVEMBER 10, 1995",15542,,1995-1996
58,0029500059,"FRIDAY, NOVEMBER 10, 1995",15947,,1995-1996
59,0029500060,"FRIDAY, NOVEMBER 10, 1995",16489,,1995-1996
60,0029500061,"FRIDAY, NOVEMBER 10, 1995",14353,,1995-1996
61,0029500062,"FRIDAY, NOVEMBER 10, 1995",18756,,1995-1996
62,0029500063,"FRIDAY, NOVEMBER 10, 1995",11972,,1995-1996
63,0029500064,"FRIDAY, NOVEMBER 10, 1995",14082,,1995-1996
64,0029500065,"FRIDAY, NOVEMBER 10, 1995",25207,,1995-1996
65,0029500066,"FRIDAY, NOVEMBER 10, 1995",18624,,1995-1996
66,0029500067,"FRIDAY, NOVEMBER 10, 1995",14289,,1995-1996
67,0029500068,"SATURDAY, NOVEMBER 11, 1995",16285,,1995-1996
68,0029500069,"SATURDAY, NOVEMBER 11, 1995",17102,,1995-1996
