,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0028200001,"FRIDAY, OCTOBER 29, 1982",11042.0,,1982-1983
1,0028200002,"FRIDAY, OCTOBER 29, 1982",12492.0,,1982-1983
2,0028200003,"FRIDAY, OCTOBER 29, 1982",3622.0,,1982-1983
3,0028200004,"FRIDAY, OCTOBER 29, 1982",5063.0,,1982-1983
4,0028200005,"FRIDAY, OCTOBER 29, 1982",21885.0,,1982-1983
5,0028200006,"FRIDAY, OCTOBER 29, 1982",15252.0,,1982-1983
6,0028200007,"FRIDAY, OCTOBER 29, 1982",8633.0,,1982-1983
7,0028200008,"FRIDAY, OCTOBER 29, 1982",19591.0,,1982-1983
8,0028200009,"FRIDAY, OCTOBER 29, 1982",8436.0,,1982-1983
9,0028200010,"FRIDAY, OCTOBER 29, 1982",15802.0,,1982-1983
10,0028200011,"FRIDAY, OCTOBER 29, 1982",12099.0,,1982-1983
11,0028200012,"SATURDAY, OCTOBER 30, 1982",11052.0,,1982-1983
12,0028200013,"SATURDAY, OCTOBER 30, 1982",12150.0,,1982-1983
13,0028200014,"SATURDAY, OCTOBER 30, 1982",7506.0,,1982-1983
14,0028200015,"SATURDAY, OCTOBER 30, 1982",9203.0,,1982-1983
15,0028200016,"SATURDAY, OCTOBER 30, 1982",13419.0,,1982-1983
16,0028200017,"SATURDAY, OCTOBER 30, 1982",9218.0,,1982-1983
17,0028200018,"SATURDAY, OCTOBER 30, 1982",18482.0,,1982-1983
18,0028200019,"SUNDAY, OCTOBER 31, 1982",6622.0,,1982-1983
19,0028200020,"SUNDAY, OCTOBER 31, 1982",3507.0,,1982-1983
20,0028200021,"SUNDAY, OCTOBER 31, 1982",4268.0,,1982-1983
21,0028200022,"SUNDAY, OCTOBER 31, 1982",8893.0,,1982-1983
22,0028200023,"TUESDAY, NOVEMBER 2, 1982",10274.0,,1982-1983
23,0028200024,"TUESDAY, NOVEMBER 2, 1982",8491.0,,1982-1983
24,0028200025,"TUESDAY, NOVEMBER 2, 1982",5149.0,,1982-1983
25,0028200026,"TUESDAY, NOVEMBER 2, 1982",10220.0,,1982-1983
26,0028200027,"TUESDAY, NOVEMBER 2, 1982",7442.0,,1982-1983
27,0028200028,"TUESDAY, NOVEMBER 2, 1982",7378.0,,1982-1983
28,0028200029,"TUESDAY, NOVEMBER 2, 1982",2976.0,,1982-1983
29,0028200030,"WEDNESDAY, NOVEMBER 3, 1982",14872.0,,1982-1983
30,0028200031,"WEDNESDAY, NOVEMBER 3, 1982",13674.0,,1982-1983
31,0028200032,"WEDNESDAY, NOVEMBER 3, 1982",6288.0,,1982-1983
32,0028200033,"WEDNESDAY, NOVEMBER 3, 1982",7798.0,,1982-1983
33,0028200034,"WEDNESDAY, NOVEMBER 3, 1982",13335.0,,1982-1983
34,0028200035,"WEDNESDAY, NOVEMBER 3, 1982",14807.0,,1982-1983
35,0028200036,"WEDNESDAY, NOVEMBER 3, 1982",9808.0,,1982-1983
36,0028200037,"WEDNESDAY, NOVEMBER 3, 1982",15320.0,,1982-1983
37,0028200038,"THURSDAY, NOVEMBER 4, 1982",10095.0,,1982-1983
