,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0029100001,"FRIDAY, NOVEMBER 1, 1991",17014.0,,1991-1992
1,0029100002,"FRIDAY, NOVEMBER 1, 1991",16057.0,,1991-1992
2,0029100003,"FRIDAY, NOVEMBER 1, 1991",15151.0,,1991-1992
3,0029100004,"FRIDAY, NOVEMBER 1, 1991",18676.0,,1991-1992
4,0029100005,"FRIDAY, NOVEMBER 1, 1991",14890.0,,1991-1992
5,0029100006,"FRIDAY, NOVEMBER 1, 1991",19006.0,,1991-1992
6,0029100007,"FRIDAY, NOVEMBER 1, 1991",12888.0,,1991-1992
7,0029100008,"FRIDAY, NOVEMBER 1, 1991",12863.0,,1991-1992
8,0029100009,"FRIDAY, NOVEMBER 1, 1991",13407.0,,1991-1992
9,0029100010,"FRIDAY, NOVEMBER 1, 1991",21454.0,,1991-1992
10,0029100011,"FRIDAY, NOVEMBER 1, 1991",11713.0,,1991-1992
11,0029100012,"FRIDAY, NOVEMBER 1, 1991",16611.0,,1991-1992
12,0029100013,"SATURDAY, NOVEMBER 2, 1991",7692.0,,1991-1992
13,0029100014,"SATURDAY, NOVEMBER 2, 1991",18633.0,,1991-1992
14,0029100015,"SATURDAY, NOVEMBER 2, 1991",23698.0,,1991-1992
15,0029100016,"SATURDAY, NOVEMBER 2, 1991",13170.0,,1991-1992
16,0029100017,"SATURDAY, NOVEMBER 2, 1991",10533.0,,1991-1992
17,0029100018,"SATURDAY, NOVEMBER 2, 1991",15008.0,,1991-1992
18,0029100019,"SATURDAY, NOVEMBER 2, 1991",12888.0,,1991-1992
19,0029100020,"SATURDAY, NOVEMBER 2, 1991",16435.0,,1991-1992
20,0029100021,"SATURDAY, NOVEMBER 2, 1991",15025.0,,1991-1992
21,0029100022,"SATURDAY, NOVEMBER 2, 1991",18756.0,,1991-1992
22,0029100023,"SATURDAY, NOVEMBER 2, 1991",12842.0,,1991-1992
23,0029100024,"SATURDAY, NOVEMBER 2, 1991",17502.0,,1991-1992
24,0029100025,"SUNDAY, NOVEMBER 3, 1991",12863.0,,1991-1992
25,0029100026,"TUESDAY, NOVEMBER 5, 1991",14487.0,,1991-1992
26,0029100027,"TUESDAY, NOVEMBER 5, 1991",18136.0,,1991-1992
27,0029100028,"TUESDAY, NOVEMBER 5, 1991",16618.0,,1991-1992
28,0029100029,"TUESDAY, NOVEMBER 5, 1991",12814.0,,1991-1992
29,0029100030,"TUESDAY, NOVEMBER 5, 1991",14019.0,,1991-1992
30,0029100031,"TUESDAY, NOVEMBER 5, 1991",11730.0,,1991-1992
31,0029100032,"TUESDAY, NOVEMBER 5, 1991",15008.0,,1991-1992
32,0029100033,"TUESDAY, NOVEMBER 5, 1991",21454.0,,1991-1992
33,0029100034,"TUESDAY, NOVEMBER 5, 1991",15768.0,,1991-1992
34,0029100035,"TUESDAY, NOVEMBER 5, 1991",10952.0,,1991-1992
35,0029100036,"TUESDAY, NOVEMBER 5, 1991",13976.0,,1991-1992
36,0029100037,"TUESDAY, NOVEMBER 5, 1991",9343.0,,1991-1992
37,0029100038,"WEDNESDAY, NOVEMBER 6, 1991",23698.0,,1991-1992
38,0029100039,"WEDNESDAY, NOVEMBER 6, 1991",17014.0,,1991-1992
39,0029100040,"WEDNESDAY, NOVEMBER 6, 1991",14591.0,,1991-1992
40,0029100041,"WEDNESDAY, NOVEMBER 6, 1991",10166.0,,1991-1992
41,0029100042,"WEDNESDAY, NOVEMBER 6, 1991",19006.0,,1991-1992
42,0029100043,"WEDNESDAY, NOVEMBER 6, 1991",9383.0,,1991-1992
43,0029100044,"WEDNESDAY, NOVEMBER 6, 1991",14890.0,,1991-1992
44,0029100045,"WEDNESDAY, NOVEMBER 6, 1991",16057.0,,1991-1992
45,0029100046,"WEDNESDAY, NOVEMBER 6, 1991",15151.0,,1991-1992
46,0029100047,"THURSDAY, NOVEMBER 7, 1991",13011.0,,1991-1992
47,0029100048,"THURSDAY, NOVEMBER 7, 1991",11643.0,,1991-1992
48,0029100049,"THURSDAY, NOVEMBER 7, 1991",9837.0,,1991-1992
49,0029100050,"THURSDAY, NOVEMBER 7, 1991",11429.0,,1991-1992
50,0029100051,"THURSDAY, NOVEMBER 7, 1991",18700.0,,1991-1992
51,0029100052,"FRIDAY, NOVEMBER 8, 1991",12888.0,,1991-1992
52,0029100053,"FRIDAY, NOVEMBER 8, 1991",14338.0,,1991-1992
53,0029100054,"FRIDAY, NOVEMBER 8, 1991",8957.0,,1991-1992
54,0029100055,"FRIDAY, NOVEMBER 8, 1991",14496.0,,1991-1992
55,0029100056,"FRIDAY, NOVEMBER 8, 1991",18120.0,,1991-1992
56,0029100057,"FRIDAY, NOVEMBER 8, 1991",16057.0,,1991-1992
57,0029100058,"FRIDAY, NOVEMBER 8, 1991",14890.0,,1991-1992
58,0029100059,"FRIDAY, NOVEMBER 8, 1991",23698.0,,1991-1992
59,0029100060,"SATURDAY, NOVEMBER 9, 1991",18700.0,,1991-1992
60,0029100061,"SATURDAY, NOVEMBER 9, 1991",14591.0,,1991-1992
61,0029100062,"SATURDAY, NOVEMBER 9, 1991",10711.0,,1991-1992
62,0029100063,"SATURDAY, NOVEMBER 9, 1991",10236.0,,1991-1992
63,0029100064,"SATURDAY, NOVEMBER 9, 1991",17014.0,,1991-1992
64,0029100065,"SATURDAY, NOVEMBER 9, 1991",11930.0,,1991-1992
65,0029100066,"SATURDAY, NOVEMBER 9, 1991",16362.0,,1991-1992
66,0029100067,"SATURDAY, NOVEMBER 9, 1991",15506.0,,1991-1992
