,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0020500001,"TUESDAY, NOVEMBER 1, 2005",17705,2:33,2005-2006
1,0020500002,"TUESDAY, NOVEMBER 1, 2005",18797,2:21,2005-2006
2,0020500003,"TUESDAY, NOVEMBER 1, 2005",17961,3:07,2005-2006
3,0020500004,"WEDNESDAY, NOVEMBER 2, 2005",18106,2:22,2005-2006
4,0020500005,"WEDNESDAY, NOVEMBER 2, 2005",17283,2:23,2005-2006
5,0020500006,"WEDNESDAY, NOVEMBER 2, 2005",20562,2:12,2005-2006
6,0020500007,"WEDNESDAY, NOVEMBER 2, 2005",18624,2:42,2005-2006
7,0020500008,"WEDNESDAY, NOVEMBER 2, 2005",20098,2:27,2005-2006
8,0020500009,"WEDNESDAY, NOVEMBER 2, 2005",22076,2:16,2005-2006
9,0020500010,"WEDNESDAY, NOVEMBER 2, 2005",18119,2:09,2005-2006
10,0020500011,"WEDNESDAY, NOVEMBER 2, 2005",16799,2:16,2005-2006
11,0020500012,"WEDNESDAY, NOVEMBER 2, 2005",19251,2:42,2005-2006
12,0020500013,"WEDNESDAY, NOVEMBER 2, 2005",16457,2:18,2005-2006
13,0020500014,"WEDNESDAY, NOVEMBER 2, 2005",18249,2:18,2005-2006
14,0020500015,"WEDNESDAY, NOVEMBER 2, 2005",16515,2:23,2005-2006
15,0020500016,"WEDNESDAY, NOVEMBER 2, 2005",19245,3:04,2005-2006
16,0020500017,"WEDNESDAY, NOVEMBER 2, 2005",18629,2:22,2005-2006
17,0020500018,"THURSDAY, NOVEMBER 3, 2005",20128,2:56,2005-2006
18,0020500019,"THURSDAY, NOVEMBER 3, 2005",18997,2:35,2005-2006
19,0020500020,"FRIDAY, NOVEMBER 4, 2005",18586,2:13,2005-2006
20,0020500021,"FRIDAY, NOVEMBER 4, 2005",14654,2:19,2005-2006
21,0020500022,"FRIDAY, NOVEMBER 4, 2005",14942,2:23,2005-2006
22,0020500023,"FRIDAY, NOVEMBER 4, 2005",16642,2:18,2005-2006
23,0020500024,"FRIDAY, NOVEMBER 4, 2005",19763,2:13,2005-2006
24,0020500025,"TUESDAY, NOVEMBER 1, 2005",19163,2:06,2005-2006
25,0020500026,"FRIDAY, NOVEMBER 4, 2005",18797,2:18,2005-2006
26,0020500027,"FRIDAY, NOVEMBER 4, 2005",15595,2:02,2005-2006
27,0020500028,"FRIDAY, NOVEMBER 4, 2005",16813,2:16,2005-2006
28,0020500029,"FRIDAY, NOVEMBER 4, 2005",18416,2:19,2005-2006
29,0020500030,"FRIDAY, NOVEMBER 4, 2005",17072,2:54,2005-2006
30,0020500031,"SATURDAY, NOVEMBER 5, 2005",20173,2:28,2005-2006
31,0020500032,"SATURDAY, NOVEMBER 5, 2005",16898,2:30,2005-2006
32,0020500033,"SATURDAY, NOVEMBER 5, 2005",19026,2:55,2005-2006
33,0020500034,"SATURDAY, NOVEMBER 5, 2005",22076,2:14,2005-2006
34,0020500035,"SATURDAY, NOVEMBER 5, 2005",18345,2:20,2005-2006
35,0020500036,"SATURDAY, NOVEMBER 5, 2005",17368,2:23,2005-2006
36,0020500037,"SATURDAY, NOVEMBER 5, 2005",18717,2:17,2005-2006
37,0020500038,"SATURDAY, NOVEMBER 5, 2005",15875,2:30,2005-2006
38,0020500039,"SATURDAY, NOVEMBER 5, 2005",20468,2:14,2005-2006
39,0020500040,"SATURDAY, NOVEMBER 5, 2005",18608,2:12,2005-2006
40,0020500041,"SATURDAY, NOVEMBER 5, 2005",18918,2:28,2005-2006
41,0020500042,"SATURDAY, NOVEMBER 5, 2005",16212,2:38,2005-2006
42,0020500043,"SUNDAY, NOVEMBER 6, 2005",16221,2:19,2005-2006
43,0020500044,"SUNDAY, NOVEMBER 6, 2005",17298,2:15,2005-2006
44,0020500045,"SUNDAY, NOVEMBER 6, 2005",18997,2:26,2005-2006
45,0020500046,"MONDAY, NOVEMBER 7, 2005",18281,2:16,2005-2006
46,0020500047,"MONDAY, NOVEMBER 7, 2005",14872,2:49,2005-2006
47,0020500048,"MONDAY, NOVEMBER 7, 2005",19600,2:18,2005-2006
48,0020500049,"MONDAY, NOVEMBER 7, 2005",11791,2:11,2005-2006
49,0020500050,"MONDAY, NOVEMBER 7, 2005",21827,2:28,2005-2006
50,0020500051,"TUESDAY, NOVEMBER 8, 2005",19523,2:33,2005-2006
51,0020500052,"TUESDAY, NOVEMBER 8, 2005",14712,2:15,2005-2006
52,0020500053,"TUESDAY, NOVEMBER 8, 2005",14319,2:10,2005-2006
53,0020500054,"TUESDAY, NOVEMBER 8, 2005",14616,2:19,2005-2006
54,0020500055,"TUESDAY, NOVEMBER 8, 2005",17317,1:59,2005-2006
55,0020500056,"WEDNESDAY, NOVEMBER 9, 2005",13392,2:13,2005-2006
56,0020500057,"WEDNESDAY, NOVEMBER 9, 2005",13736,2:17,2005-2006
57,0020500058,"WEDNESDAY, NOVEMBER 9, 2005",19564,2:11,2005-2006
58,0020500059,"WEDNESDAY, NOVEMBER 9, 2005",15086,2:17,2005-2006
59,0020500060,"WEDNESDAY, NOVEMBER 9, 2005",14449,2:05,2005-2006
60,0020500061,"WEDNESDAY, NOVEMBER 9, 2005",17237,2:10,2005-2006
61,0020500062,"WEDNESDAY, NOVEMBER 9, 2005",17586,2:39,2005-2006
62,0020500063,"WEDNESDAY, NOVEMBER 9, 2005",18508,2:26,2005-2006
63,0020500064,"WEDNESDAY, NOVEMBER 9, 2005",15192,2:16,2005-2006
64,0020500065,"WEDNESDAY, NOVEMBER 9, 2005",19723,2:15,2005-2006
65,0020500066,"WEDNESDAY, NOVEMBER 9, 2005",12296,2:18,2005-2006
66,0020500067,"WEDNESDAY, NOVEMBER 9, 2005",12371,2:27,2005-2006
67,0020500068,"THURSDAY, NOVEMBER 10, 2005",13850,2:28,2005-2006
68,0020500069,"THURSDAY, NOVEMBER 10, 2005",19600,2:35,2005-2006
69,0020500070,"THURSDAY, NOVEMBER 10, 2005",17633,2:22,2005-2006
70,0020500071,"FRIDAY, NOVEMBER 11, 2005",15617,2:16,2005-2006
71,0020500072,"FRIDAY, NOVEMBER 11, 2005",20173,2:17,2005-2006
72,0020500073,"FRIDAY, NOVEMBER 11, 2005",17584,2:07,2005-2006
73,0020500074,"FRIDAY, NOVEMBER 11, 2005",18624,2:06,2005-2006
74,0020500075,"FRIDAY, NOVEMBER 11, 2005",18130,2:19,2005-2006
