,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0021600001,"TUESDAY, OCTOBER 25, 2016",,2:19,2016-2017
1,0021600002,"TUESDAY, OCTOBER 25, 2016",19446.0,2:12,2016-2017
2,0021600003,"TUESDAY, OCTOBER 25, 2016",19596.0,2:18,2016-2017
3,0021600004,"WEDNESDAY, OCTOBER 26, 2016",19298.0,2:19,2016-2017
4,0021600005,"WEDNESDAY, OCTOBER 26, 2016",17923.0,2:47,2016-2017
5,0021600006,"WEDNESDAY, OCTOBER 26, 2016",18624.0,2:21,2016-2017
6,0021600007,"WEDNESDAY, OCTOBER 26, 2016",19800.0,2:10,2016-2017
7,0021600008,"WEDNESDAY, OCTOBER 26, 2016",18717.0,2:18,2016-2017
8,0021600009,"WEDNESDAY, OCTOBER 26, 2016",18119.0,2:30,2016-2017
9,0021600010,"WEDNESDAY, OCTOBER 26, 2016",15869.0,2:31,2016-2017
10,0021600011,"WEDNESDAY, OCTOBER 26, 2016",20487.0,2:32,2016-2017
11,0021600012,"WEDNESDAY, OCTOBER 26, 2016",18055.0,2:20,2016-2017
12,0021600013,"WEDNESDAY, OCTOBER 26, 2016",18997.0,2:27,2016-2017
13,0021600014,"THURSDAY, OCTOBER 27, 2016",19049.0,2:16,2016-2017
14,0021600015,"THURSDAY, OCTOBER 27, 2016",21501.0,2:31,2016-2017
15,0021600016,"THURSDAY, OCTOBER 27, 2016",17608.0,2:19,2016-2017
16,0021600017,"THURSDAY, OCTOBER 27, 2016",19500.0,2:47,2016-2017
17,0021600018,"FRIDAY, OCTOBER 28, 2016",19800.0,2:26,2016-2017
18,0021600019,"FRIDAY, OCTOBER 28, 2016",17732.0,2:14,2016-2017
19,0021600020,"FRIDAY, OCTOBER 28, 2016",19122.0,1:57,2016-2017
20,0021600021,"FRIDAY, OCTOBER 28, 2016",18203.0,2:52,2016-2017
21,0021600022,"FRIDAY, OCTOBER 28, 2016",19600.0,2:16,2016-2017
22,0021600023,"FRIDAY, OCTOBER 28, 2016",20163.0,2:14,2016-2017
23,0021600024,"FRIDAY, OCTOBER 28, 2016",19911.0,2:29,2016-2017
24,0021600025,"FRIDAY, OCTOBER 28, 2016",18217.0,2:30,2016-2017
25,0021600026,"SATURDAY, OCTOBER 29, 2016",16312.0,2:09,2016-2017
26,0021600027,"SATURDAY, OCTOBER 29, 2016",18708.0,2:18,2016-2017
27,0021600028,"SATURDAY, OCTOBER 29, 2016",19812.0,2:37,2016-2017
28,0021600029,"SATURDAY, OCTOBER 29, 2016",20562.0,2:33,2016-2017
29,0021600030,"SATURDAY, OCTOBER 29, 2016",21373.0,1:60,2016-2017
30,0021600031,"SATURDAY, OCTOBER 29, 2016",12570.0,2:14,2016-2017
31,0021600032,"SATURDAY, OCTOBER 29, 2016",18418.0,2:05,2016-2017
32,0021600033,"SATURDAY, OCTOBER 29, 2016",18055.0,3:19,2016-2017
33,0021600034,"SATURDAY, OCTOBER 29, 2016",17608.0,2:33,2016-2017
34,0021600035,"SUNDAY, OCTOBER 30, 2016",19060.0,2:08,2016-2017
35,0021600036,"SUNDAY, OCTOBER 30, 2016",17011.0,2:29,2016-2017
36,0021600037,"SUNDAY, OCTOBER 30, 2016",19678.0,2:32,2016-2017
37,0021600038,"SUNDAY, OCTOBER 30, 2016",15161.0,2:05,2016-2017
38,0021600039,"SUNDAY, OCTOBER 30, 2016",15573.0,2:37,2016-2017
39,0021600040,"SUNDAY, OCTOBER 30, 2016",18203.0,2:12,2016-2017
40,0021600041,"SUNDAY, OCTOBER 30, 2016",18055.0,2:28,2016-2017
41,0021600042,"MONDAY, OCTOBER 31, 2016",19800.0,2:21,2016-2017
42,0021600043,"MONDAY, OCTOBER 31, 2016",15842.0,2:02,2016-2017
43,0021600044,"MONDAY, OCTOBER 31, 2016",12501.0,2:25,2016-2017
44,0021600045,"MONDAY, OCTOBER 31, 2016",19060.0,2:20,2016-2017
45,0021600046,"TUESDAY, NOVEMBER 1, 2016",12529.0,2:26,2016-2017
46,0021600047,"TUESDAY, NOVEMBER 1, 2016",20562.0,2:23,2016-2017
47,0021600048,"TUESDAY, NOVEMBER 1, 2016",15348.0,2:31,2016-2017
48,0021600049,"TUESDAY, NOVEMBER 1, 2016",19612.0,2:41,2016-2017
49,0021600050,"TUESDAY, NOVEMBER 1, 2016",13087.0,2:06,2016-2017
50,0021600051,"TUESDAY, NOVEMBER 1, 2016",15515.0,2:19,2016-2017
51,0021600052,"TUESDAY, NOVEMBER 1, 2016",14774.0,2:12,2016-2017
52,0021600053,"TUESDAY, NOVEMBER 1, 2016",18418.0,2:10,2016-2017
53,0021600054,"TUESDAY, NOVEMBER 1, 2016",19393.0,2:14,2016-2017
54,0021600055,"WEDNESDAY, NOVEMBER 2, 2016",19581.0,2:12,2016-2017
55,0021600056,"WEDNESDAY, NOVEMBER 2, 2016",15275.0,2:07,2016-2017
56,0021600057,"WEDNESDAY, NOVEMBER 2, 2016",13650.0,2:16,2016-2017
57,0021600058,"WEDNESDAY, NOVEMBER 2, 2016",19812.0,2:15,2016-2017
58,0021600059,"WEDNESDAY, NOVEMBER 2, 2016",13800.0,2:20,2016-2017
59,0021600060,"WEDNESDAY, NOVEMBER 2, 2016",15881.0,2:39,2016-2017
60,0021600061,"WEDNESDAY, NOVEMBER 2, 2016",18624.0,2:27,2016-2017
61,0021600062,"WEDNESDAY, NOVEMBER 2, 2016",19318.0,2:15,2016-2017
62,0021600063,"WEDNESDAY, NOVEMBER 2, 2016",17284.0,2:38,2016-2017
63,0021600064,"WEDNESDAY, NOVEMBER 2, 2016",19060.0,2:26,2016-2017
64,0021600065,"THURSDAY, NOVEMBER 3, 2016",17026.0,2:09,2016-2017
65,0021600066,"THURSDAY, NOVEMBER 3, 2016",11374.0,2:20,2016-2017
66,0021600067,"THURSDAY, NOVEMBER 3, 2016",11219.0,2:24,2016-2017
67,0021600068,"THURSDAY, NOVEMBER 3, 2016",20562.0,2:29,2016-2017
68,0021600069,"THURSDAY, NOVEMBER 3, 2016",19596.0,2:19,2016-2017
69,0021600070,"FRIDAY, NOVEMBER 4, 2016",14663.0,2:33,2016-2017
70,0021600071,"FRIDAY, NOVEMBER 4, 2016",19800.0,2:10,2016-2017
71,0021600072,"FRIDAY, NOVEMBER 4, 2016",15775.0,2:16,2016-2017
72,0021600073,"FRIDAY, NOVEMBER 4, 2016",22376.0,2:22,2016-2017
73,0021600074,"FRIDAY, NOVEMBER 4, 2016",17115.0,2:26,2016-2017
74,0021600075,"FRIDAY, NOVEMBER 4, 2016",15379.0,2:40,2016-2017
75,0021600076,"FRIDAY, NOVEMBER 4, 2016",19475.0,2:14,2016-2017
76,0021600077,"FRIDAY, NOVEMBER 4, 2016",19911.0,2:12,2016-2017
77,0021600078,"FRIDAY, NOVEMBER 4, 2016",18997.0,2:19,2016-2017
78,0021600079,"SATURDAY, NOVEMBER 5, 2016",18203.0,2:18,2016-2017
79,0021600080,"SATURDAY, NOVEMBER 5, 2016",20497.0,2:15,2016-2017
80,0021600081,"SATURDAY, NOVEMBER 5, 2016",18846.0,2:22,2016-2017
81,0021600082,"SATURDAY, NOVEMBER 5, 2016",16218.0,2:09,2016-2017
82,0021600083,"SATURDAY, NOVEMBER 5, 2016",17020.0,2:04,2016-2017
83,0021600084,"SATURDAY, NOVEMBER 5, 2016",16895.0,2:12,2016-2017
