,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
25,0020900026,"FRIDAY, OCTOBER 30, 2009",19356,2:09,2009-2010
26,0020900027,"FRIDAY, OCTOBER 30, 2009",17525,2:14,2009-2010
27,0020900028,"FRIDAY, OCTOBER 30, 2009",17306,2:15,2009-2010
28,0020900029,"FRIDAY, OCTOBER 30, 2009",19911,2:16,2009-2010
29,0020900030,"FRIDAY, OCTOBER 30, 2009",18422,2:20,2009-2010
30,0020900031,"FRIDAY, OCTOBER 30, 2009",18997,2:32,2009-2010
31,0020900032,"SATURDAY, OCTOBER 31, 2009",20173,2:15,2009-2010
32,0020900033,"SATURDAY, OCTOBER 31, 2009",20562,2:12,2009-2010
33,0020900034,"SATURDAY, OCTOBER 31, 2009",19763,2:42,2009-2010
34,0020900035,"SATURDAY, OCTOBER 31, 2009",18100,2:26,2009-2010
35,0020900036,"SATURDAY, OCTOBER 31, 2009",15095,2:20,2009-2010
36,0020900037,"SATURDAY, OCTOBER 31, 2009",16966,2:16,2009-2010
37,0020900038,"SATURDAY, OCTOBER 31, 2009",13626,2:18,2009-2010
38,0020900039,"SUNDAY, NOVEMBER 1, 2009",18147,2:36,2009-2010
39,0020900040,"SUNDAY, NOVEMBER 1, 2009",18624,2:09,2009-2010
40,0020900041,"SUNDAY, NOVEMBER 1, 2009",15865,2:17,2009-2010
41,0020900042,"SUNDAY, NOVEMBER 1, 2009",16920,2:22,2009-2010
42,0020900043,"SUNDAY, NOVEMBER 1, 2009",15823,2:27,2009-2010
43,0020900044,"SUNDAY, NOVEMBER 1, 2009",15376,2:16,2009-2010
44,0020900045,"SUNDAY, NOVEMBER 1, 2009",18997,2:16,2009-2010
45,0020900046,"MONDAY, NOVEMBER 2, 2009",9380,2:18,2009-2010
46,0020900047,"MONDAY, NOVEMBER 2, 2009",19763,2:18,2009-2010
47,0020900048,"MONDAY, NOVEMBER 2, 2009",19911,2:14,2009-2010
48,0020900049,"MONDAY, NOVEMBER 2, 2009",17317,2:45,2009-2010
49,0020900050,"MONDAY, NOVEMBER 2, 2009",13614,2:19,2009-2010
50,0020900051,"TUESDAY, NOVEMBER 3, 2009",20562,2:20,2009-2010
51,0020900052,"TUESDAY, NOVEMBER 3, 2009",10627,2:16,2009-2010
52,0020900053,"TUESDAY, NOVEMBER 3, 2009",11251,2:14,2009-2010
53,0020900054,"TUESDAY, NOVEMBER 3, 2009",15487,2:23,2009-2010
54,0020900055,"TUESDAY, NOVEMBER 3, 2009",15105,2:17,2009-2010
55,0020900056,"TUESDAY, NOVEMBER 3, 2009",19789,2:17,2009-2010
56,0020900057,"TUESDAY, NOVEMBER 3, 2009",18203,2:36,2009-2010
57,0020900058,"TUESDAY, NOVEMBER 3, 2009",19725,2:13,2009-2010
58,0020900059,"TUESDAY, NOVEMBER 3, 2009",20325,2:11,2009-2010
59,0020900060,"WEDNESDAY, NOVEMBER 4, 2009",17461,2:14,2009-2010
60,0020900061,"WEDNESDAY, NOVEMBER 4, 2009",17915,2:23,2009-2010
61,0020900062,"WEDNESDAY, NOVEMBER 4, 2009",17413,2:34,2009-2010
62,0020900063,"WEDNESDAY, NOVEMBER 4, 2009",15319,2:12,2009-2010
63,0020900064,"WEDNESDAY, NOVEMBER 4, 2009",19273,2:16,2009-2010
64,0020900065,"WEDNESDAY, NOVEMBER 4, 2009",19133,2:17,2009-2010
65,0020900066,"WEDNESDAY, NOVEMBER 4, 2009",18291,2:47,2009-2010
66,0020900067,"WEDNESDAY, NOVEMBER 4, 2009",13566,2:43,2009-2010
67,0020900068,"WEDNESDAY, NOVEMBER 4, 2009",11751,2:12,2009-2010
68,0020900069,"WEDNESDAY, NOVEMBER 4, 2009",17457,2:15,2009-2010
69,0020900070,"THURSDAY, NOVEMBER 5, 2009",20562,2:32,2009-2010
70,0020900071,"THURSDAY, NOVEMBER 5, 2009",19797,2:31,2009-2010
71,0020900072,"FRIDAY, NOVEMBER 6, 2009",15874,2:13,2009-2010
72,0020900073,"FRIDAY, NOVEMBER 6, 2009",14556,2:12,2009-2010
73,0020900074,"FRIDAY, NOVEMBER 6, 2009",17461,2:39,2009-2010
74,0020900075,"FRIDAY, NOVEMBER 6, 2009",10054,2:23,2009-2010
75,0020900076,"FRIDAY, NOVEMBER 6, 2009",18624,2:20,2009-2010
76,0020900077,"FRIDAY, NOVEMBER 6, 2009",19600,2:17,2009-2010
77,0020900078,"FRIDAY, NOVEMBER 6, 2009",13758,2:07,2009-2010
78,0020900079,"FRIDAY, NOVEMBER 6, 2009",15010,2:12,2009-2010
79,0020900080,"FRIDAY, NOVEMBER 6, 2009",19763,2:20,2009-2010
80,0020900081,"FRIDAY, NOVEMBER 6, 2009",14911,2:11,2009-2010
81,0020900082,"FRIDAY, NOVEMBER 6, 2009",18788,2:35,2009-2010
82,0020900083,"FRIDAY, NOVEMBER 6, 2009",18997,2:16,2009-2010
83,0020900084,"FRIDAY, NOVEMBER 6, 2009",20498,2:34,2009-2010
84,0020900085,"SATURDAY, NOVEMBER 7, 2009",17801,2:26,2009-2010
85,0020900086,"SATURDAY, NOVEMBER 7, 2009",16119,2:16,2009-2010
86,0020900087,"SATURDAY, NOVEMBER 7, 2009",21108,2:20,2009-2010
87,0020900088,"SATURDAY, NOVEMBER 7, 2009",19977,2:10,2009-2010
88,0020900089,"SATURDAY, NOVEMBER 7, 2009",15486,2:03,2009-2010
89,0020900090,"SATURDAY, NOVEMBER 7, 2009",18825,2:18,2009-2010
90,0020900091,"SATURDAY, NOVEMBER 7, 2009",15399,2:28,2009-2010
91,0020900092,"SUNDAY, NOVEMBER 8, 2009",17187,2:17,2009-2010
92,0020900093,"SUNDAY, NOVEMBER 8, 2009",14143,2:11,2009-2010
93,0020900094,"SUNDAY, NOVEMBER 8, 2009",18203,2:18,2009-2010
94,0020900095,"SUNDAY, NOVEMBER 8, 2009",20306,2:09,2009-2010
95,0020900096,"SUNDAY, NOVEMBER 8, 2009",10760,2:15,2009-2010
96,0020900097,"SUNDAY, NOVEMBER 8, 2009",18997,2:09,2009-2010
97,0020900098,"MONDAY, NOVEMBER 9, 2009",10205,2:15,2009-2010
98,0020900099,"MONDAY, NOVEMBER 9, 2009",19355,2:05,2009-2010
99,0020900100,"MONDAY, NOVEMBER 9, 2009",17714,2:35,2009-2010
100,0020900101,"MONDAY, NOVEMBER 9, 2009",15468,2:17,2009-2010
101,0020900102,"MONDAY, NOVEMBER 9, 2009",14760,2:09,2009-2010
102,0020900103,"TUESDAY, NOVEMBER 10, 2009",13415,2:03,2009-2010
103,0020900104,"TUESDAY, NOVEMBER 10, 2009",15054,2:17,2009-2010
104,0020900105,"TUESDAY, NOVEMBER 10, 2009",21409,2:21,2009-2010
105,0020900106,"TUESDAY, NOVEMBER 10, 2009",10589,2:26,2009-2010
106,0020900107,"TUESDAY, NOVEMBER 10, 2009",19720,2:14,2009-2010
107,0020900108,"TUESDAY, NOVEMBER 10, 2009",10523,2:30,2009-2010
108,0020900109,"WEDNESDAY, NOVEMBER 11, 2009",10682,2:17,2009-2010
109,0020900110,"WEDNESDAY, NOVEMBER 11, 2009",16310,2:16,2009-2010
110,0020900111,"WEDNESDAY, NOVEMBER 11, 2009",18624,2:09,2009-2010
111,0020900112,"WEDNESDAY, NOVEMBER 11, 2009",15417,2:19,2009-2010
112,0020900113,"WEDNESDAY, NOVEMBER 11, 2009",10714,2:18,2009-2010
113,0020900114,"WEDNESDAY, NOVEMBER 11, 2009",19699,2:11,2009-2010
114,0020900115,"WEDNESDAY, NOVEMBER 11, 2009",12987,2:24,2009-2010
115,0020900116,"WEDNESDAY, NOVEMBER 11, 2009",13555,2:08,2009-2010
116,0020900117,"WEDNESDAY, NOVEMBER 11, 2009",17461,2:23,2009-2010
117,0020900118,"WEDNESDAY, NOVEMBER 11, 2009",17220,2:08,2009-2010
118,0020900119,"WEDNESDAY, NOVEMBER 11, 2009",18581,2:18,2009-2010
119,0020900120,"WEDNESDAY, NOVEMBER 11, 2009",14248,2:16,2009-2010
120,0020900121,"WEDNESDAY, NOVEMBER 11, 2009",16517,2:23,2009-2010
121,0020900122,"THURSDAY, NOVEMBER 12, 2009",19600,2:49,2009-2010
122,0020900123,"THURSDAY, NOVEMBER 12, 2009",18997,2:30,2009-2010
123,0020900124,"FRIDAY, NOVEMBER 13, 2009",17461,2:15,2009-2010
124,0020900125,"FRIDAY, NOVEMBER 13, 2009",10738,2:04,2009-2010
125,0020900126,"FRIDAY, NOVEMBER 13, 2009",19763,2:12,2009-2010
126,0020900127,"FRIDAY, NOVEMBER 13, 2009",18624,2:29,2009-2010
127,0020900128,"FRIDAY, NOVEMBER 13, 2009",12372,2:10,2009-2010
128,0020900129,"FRIDAY, NOVEMBER 13, 2009",14742,2:20,2009-2010
129,0020900130,"FRIDAY, NOVEMBER 13, 2009",11762,2:10,2009-2010
130,0020900131,"FRIDAY, NOVEMBER 13, 2009",19141,2:25,2009-2010
131,0020900132,"FRIDAY, NOVEMBER 13, 2009",15615,2:14,2009-2010
132,0020900133,"SATURDAY, NOVEMBER 14, 2009",18572,2:13,2009-2010
133,0020900134,"SATURDAY, NOVEMBER 14, 2009",15872,2:22,2009-2010
134,0020900135,"SATURDAY, NOVEMBER 14, 2009",18165,2:22,2009-2010
135,0020900136,"SATURDAY, NOVEMBER 14, 2009",20173,2:31,2009-2010
136,0020900137,"SATURDAY, NOVEMBER 14, 2009",20562,2:16,2009-2010
137,0020900138,"SATURDAY, NOVEMBER 14, 2009",17124,2:15,2009-2010
138,0020900139,"SATURDAY, NOVEMBER 14, 2009",21837,2:20,2009-2010
139,0020900140,"SATURDAY, NOVEMBER 14, 2009",10019,2:11,2009-2010
140,0020900141,"SATURDAY, NOVEMBER 14, 2009",14978,2:20,2009-2010
141,0020900142,"SATURDAY, NOVEMBER 14, 2009",17947,2:29,2009-2010
142,0020900143,"SUNDAY, NOVEMBER 15, 2009",18215,2:15,2009-2010
143,0020900144,"SUNDAY, NOVEMBER 15, 2009",17715,2:24,2009-2010
144,0020900145,"SUNDAY, NOVEMBER 15, 2009",16605,2:13,2009-2010
145,0020900146,"SUNDAY, NOVEMBER 15, 2009",18997,2:12,2009-2010
146,0020900147,"MONDAY, NOVEMBER 16, 2009",12977,2:35,2009-2010
147,0020900148,"MONDAY, NOVEMBER 16, 2009",17461,2:32,2009-2010
148,0020900149,"MONDAY, NOVEMBER 16, 2009",13683,2:26,2009-2010
149,0020900150,"TUESDAY, NOVEMBER 17, 2009",20562,2:12,2009-2010
150,0020900151,"TUESDAY, NOVEMBER 17, 2009",14443,2:23,2009-2010
151,0020900152,"TUESDAY, NOVEMBER 17, 2009",11332,2:14,2009-2010
152,0020900153,"TUESDAY, NOVEMBER 17, 2009",13116,2:22,2009-2010
153,0020900154,"TUESDAY, NOVEMBER 17, 2009",16396,2:17,2009-2010
154,0020900155,"TUESDAY, NOVEMBER 17, 2009",16446,2:21,2009-2010
155,0020900156,"TUESDAY, NOVEMBER 17, 2009",12634,2:07,2009-2010
156,0020900157,"TUESDAY, NOVEMBER 17, 2009",18997,2:16,2009-2010
157,0020900158,"WEDNESDAY, NOVEMBER 18, 2009",18729,2:20,2009-2010
158,0020900159,"WEDNESDAY, NOVEMBER 18, 2009",12258,2:29,2009-2010
159,0020900160,"WEDNESDAY, NOVEMBER 18, 2009",17461,2:08,2009-2010
160,0020900161,"WEDNESDAY, NOVEMBER 18, 2009",11585,2:23,2009-2010
161,0020900162,"WEDNESDAY, NOVEMBER 18, 2009",20173,2:31,2009-2010
162,0020900163,"WEDNESDAY, NOVEMBER 18, 2009",18624,2:19,2009-2010
163,0020900164,"WEDNESDAY, NOVEMBER 18, 2009",10012,2:13,2009-2010
164,0020900165,"WEDNESDAY, NOVEMBER 18, 2009",13479,2:07,2009-2010
165,0020900166,"WEDNESDAY, NOVEMBER 18, 2009",11137,2:06,2009-2010
166,0020900167,"WEDNESDAY, NOVEMBER 18, 2009",17879,2:10,2009-2010
167,0020900168,"WEDNESDAY, NOVEMBER 18, 2009",20110,2:49,2009-2010
168,0020900169,"WEDNESDAY, NOVEMBER 18, 2009",20391,2:21,2009-2010
169,0020900170,"THURSDAY, NOVEMBER 19, 2009",14520,2:31,2009-2010
170,0020900171,"THURSDAY, NOVEMBER 19, 2009",17519,2:13,2009-2010
171,0020900172,"THURSDAY, NOVEMBER 19, 2009",18997,2:19,2009-2010
172,0020900173,"FRIDAY, NOVEMBER 20, 2009",18165,2:18,2009-2010
173,0020900174,"FRIDAY, NOVEMBER 20, 2009",14269,2:21,2009-2010
174,0020900175,"FRIDAY, NOVEMBER 20, 2009",19800,2:34,2009-2010
175,0020900176,"FRIDAY, NOVEMBER 20, 2009",16674,2:26,2009-2010
176,0020900177,"FRIDAY, NOVEMBER 20, 2009",18624,2:34,2009-2010
177,0020900178,"FRIDAY, NOVEMBER 20, 2009",18203,2:19,2009-2010
178,0020900179,"FRIDAY, NOVEMBER 20, 2009",19871,2:14,2009-2010
179,0020900180,"FRIDAY, NOVEMBER 20, 2009",15578,2:21,2009-2010
180,0020900181,"FRIDAY, NOVEMBER 20, 2009",18630,2:20,2009-2010
181,0020900182,"FRIDAY, NOVEMBER 20, 2009",18155,2:42,2009-2010
182,0020900183,"SATURDAY, NOVEMBER 21, 2009",14050,2:13,2009-2010
183,0020900184,"SATURDAY, NOVEMBER 21, 2009",20562,2:15,2009-2010
184,0020900185,"SATURDAY, NOVEMBER 21, 2009",11209,2:20,2009-2010
185,0020900186,"SATURDAY, NOVEMBER 21, 2009",15933,2:13,2009-2010
186,0020900187,"SATURDAY, NOVEMBER 21, 2009",16202,2:17,2009-2010
187,0020900188,"SATURDAY, NOVEMBER 21, 2009",16888,2:08,2009-2010
188,0020900189,"SATURDAY, NOVEMBER 21, 2009",19359,2:16,2009-2010
189,0020900190,"SATURDAY, NOVEMBER 21, 2009",18355,2:37,2009-2010
190,0020900191,"SATURDAY, NOVEMBER 21, 2009",20453,2:15,2009-2010
191,0020900192,"SUNDAY, NOVEMBER 22, 2009",17233,2:19,2009-2010
192,0020900193,"SUNDAY, NOVEMBER 22, 2009",19763,2:49,2009-2010
193,0020900194,"SUNDAY, NOVEMBER 22, 2009",14730,2:13,2009-2010
194,0020900195,"SUNDAY, NOVEMBER 22, 2009",16500,2:25,2009-2010
195,0020900196,"SUNDAY, NOVEMBER 22, 2009",18422,2:13,2009-2010
196,0020900197,"SUNDAY, NOVEMBER 22, 2009",18997,2:10,2009-2010
197,0020900198,"MONDAY, NOVEMBER 23, 2009",10109,2:22,2009-2010
198,0020900199,"MONDAY, NOVEMBER 23, 2009",17677,2:03,2009-2010
199,0020900200,"MONDAY, NOVEMBER 23, 2009",20383,2:13,2009-2010
200,0020900201,"MONDAY, NOVEMBER 23, 2009",13815,2:19,2009-2010
201,0020900202,"TUESDAY, NOVEMBER 24, 2009",17136,2:13,2009-2010
202,0020900203,"TUESDAY, NOVEMBER 24, 2009",14485,2:10,2009-2010
203,0020900204,"TUESDAY, NOVEMBER 24, 2009",20008,2:17,2009-2010
204,0020900205,"TUESDAY, NOVEMBER 24, 2009",16307,2:21,2009-2010
205,0020900206,"TUESDAY, NOVEMBER 24, 2009",17937,2:12,2009-2010
206,0020900207,"TUESDAY, NOVEMBER 24, 2009",18997,2:07,2009-2010
207,0020900208,"WEDNESDAY, NOVEMBER 25, 2009",13689,2:13,2009-2010
208,0020900209,"WEDNESDAY, NOVEMBER 25, 2009",12356,2:13,2009-2010
209,0020900210,"WEDNESDAY, NOVEMBER 25, 2009",18624,2:33,2009-2010
210,0020900211,"WEDNESDAY, NOVEMBER 25, 2009",17461,2:48,2009-2010
211,0020900212,"WEDNESDAY, NOVEMBER 25, 2009",22076,2:26,2009-2010
212,0020900213,"WEDNESDAY, NOVEMBER 25, 2009",13101,2:19,2009-2010
213,0020900214,"WEDNESDAY, NOVEMBER 25, 2009",14315,2:38,2009-2010
214,0020900215,"WEDNESDAY, NOVEMBER 25, 2009",18157,2:08,2009-2010
215,0020900216,"WEDNESDAY, NOVEMBER 25, 2009",17606,2:18,2009-2010
216,0020900217,"WEDNESDAY, NOVEMBER 25, 2009",18284,2:10,2009-2010
217,0020900218,"WEDNESDAY, NOVEMBER 25, 2009",20322,2:09,2009-2010
218,0020900219,"WEDNESDAY, NOVEMBER 25, 2009",11375,2:07,2009-2010
219,0020900220,"THURSDAY, NOVEMBER 26, 2009",19193,2:25,2009-2010
220,0020900221,"THURSDAY, NOVEMBER 26, 2009",18045,2:23,2009-2010
221,0020900222,"FRIDAY, NOVEMBER 27, 2009",19168,2:20,2009-2010
222,0020900223,"FRIDAY, NOVEMBER 27, 2009",17684,2:22,2009-2010
223,0020900224,"FRIDAY, NOVEMBER 27, 2009",12984,2:04,2009-2010
224,0020900225,"FRIDAY, NOVEMBER 27, 2009",18624,2:12,2009-2010
225,0020900226,"FRIDAY, NOVEMBER 27, 2009",18954,2:27,2009-2010
226,0020900227,"FRIDAY, NOVEMBER 27, 2009",16613,2:16,2009-2010
227,0020900228,"FRIDAY, NOVEMBER 27, 2009",18203,2:22,2009-2010
228,0020900229,"FRIDAY, NOVEMBER 27, 2009",18164,2:24,2009-2010
229,0020900230,"FRIDAY, NOVEMBER 27, 2009",19155,2:25,2009-2010
230,0020900231,"FRIDAY, NOVEMBER 27, 2009",18225,2:12,2009-2010
231,0020900232,"FRIDAY, NOVEMBER 27, 2009",20540,2:11,2009-2010
232,0020900233,"FRIDAY, NOVEMBER 27, 2009",12725,2:22,2009-2010
233,0020900234,"SATURDAY, NOVEMBER 28, 2009",17311,2:13,2009-2010
234,0020900235,"SATURDAY, NOVEMBER 28, 2009",20562,2:13,2009-2010
235,0020900236,"SATURDAY, NOVEMBER 28, 2009",16128,2:11,2009-2010
236,0020900237,"SATURDAY, NOVEMBER 28, 2009",18051,2:10,2009-2010
237,0020900238,"SATURDAY, NOVEMBER 28, 2009",20001,2:09,2009-2010
238,0020900239,"SUNDAY, NOVEMBER 29, 2009",15273,2:13,2009-2010
239,0020900240,"SUNDAY, NOVEMBER 29, 2009",14854,2:19,2009-2010
240,0020900241,"SUNDAY, NOVEMBER 29, 2009",17721,2:15,2009-2010
241,0020900242,"SUNDAY, NOVEMBER 29, 2009",18104,2:23,2009-2010
242,0020900243,"SUNDAY, NOVEMBER 29, 2009",18861,2:16,2009-2010
243,0020900244,"SUNDAY, NOVEMBER 29, 2009",18203,2:18,2009-2010
244,0020900245,"SUNDAY, NOVEMBER 29, 2009",17161,2:16,2009-2010
245,0020900246,"SUNDAY, NOVEMBER 29, 2009",15147,2:17,2009-2010
246,0020900247,"SUNDAY, NOVEMBER 29, 2009",11548,2:08,2009-2010
247,0020900248,"SUNDAY, NOVEMBER 29, 2009",18997,2:07,2009-2010
248,0020900249,"MONDAY, NOVEMBER 30, 2009",13684,2:19,2009-2010
249,0020900250,"MONDAY, NOVEMBER 30, 2009",19783,2:19,2009-2010
250,0020900251,"MONDAY, NOVEMBER 30, 2009",18469,2:10,2009-2010
251,0020900252,"MONDAY, NOVEMBER 30, 2009",16574,2:21,2009-2010
252,0020900253,"TUESDAY, DECEMBER 1, 2009",15129,2:20,2009-2010
253,0020900254,"TUESDAY, DECEMBER 1, 2009",15776,2:24,2009-2010
254,0020900255,"TUESDAY, DECEMBER 1, 2009",19763,2:15,2009-2010
255,0020900256,"TUESDAY, DECEMBER 1, 2009",14570,2:16,2009-2010
256,0020900257,"TUESDAY, DECEMBER 1, 2009",20417,2:20,2009-2010
257,0020900258,"TUESDAY, DECEMBER 1, 2009",18997,2:12,2009-2010
258,0020900259,"WEDNESDAY, DECEMBER 2, 2009",12272,2:22,2009-2010
259,0020900260,"WEDNESDAY, DECEMBER 2, 2009",20562,2:09,2009-2010
260,0020900261,"WEDNESDAY, DECEMBER 2, 2009",17461,2:13,2009-2010
261,0020900262,"WEDNESDAY, DECEMBER 2, 2009",12272,2:19,2009-2010
262,0020900263,"WEDNESDAY, DECEMBER 2, 2009",11689,2:09,2009-2010
263,0020900264,"WEDNESDAY, DECEMBER 2, 2009",21523,2:30,2009-2010
264,0020900265,"WEDNESDAY, DECEMBER 2, 2009",11408,2:26,2009-2010
265,0020900266,"WEDNESDAY, DECEMBER 2, 2009",17332,2:08,2009-2010
266,0020900267,"WEDNESDAY, DECEMBER 2, 2009",10021,2:20,2009-2010
267,0020900268,"WEDNESDAY, DECEMBER 2, 2009",13836,2:07,2009-2010
268,0020900269,"THURSDAY, DECEMBER 3, 2009",18581,2:35,2009-2010
269,0020900270,"THURSDAY, DECEMBER 3, 2009",14998,2:33,2009-2010
270,0020900271,"THURSDAY, DECEMBER 3, 2009",16432,2:20,2009-2010
271,0020900272,"FRIDAY, DECEMBER 4, 2009",20173,2:41,2009-2010
272,0020900273,"FRIDAY, DECEMBER 4, 2009",17165,2:12,2009-2010
273,0020900274,"FRIDAY, DECEMBER 4, 2009",20562,2:31,2009-2010
274,0020900275,"FRIDAY, DECEMBER 4, 2009",16557,2:29,2009-2010
275,0020900276,"FRIDAY, DECEMBER 4, 2009",13020,2:06,2009-2010
276,0020900277,"FRIDAY, DECEMBER 4, 2009",12131,2:28,2009-2010
277,0020900278,"FRIDAY, DECEMBER 4, 2009",14720,2:11,2009-2010
278,0020900279,"FRIDAY, DECEMBER 4, 2009",18203,2:16,2009-2010
279,0020900280,"FRIDAY, DECEMBER 4, 2009",19347,2:19,2009-2010
280,0020900281,"FRIDAY, DECEMBER 4, 2009",18997,2:51,2009-2010
281,0020900282,"SATURDAY, DECEMBER 5, 2009",13352,2:25,2009-2010
282,0020900283,"SATURDAY, DECEMBER 5, 2009",20481,2:10,2009-2010
283,0020900284,"SATURDAY, DECEMBER 5, 2009",18466,2:10,2009-2010
284,0020900285,"SATURDAY, DECEMBER 5, 2009",17592,2:22,2009-2010
285,0020900286,"SATURDAY, DECEMBER 5, 2009",19550,2:21,2009-2010
286,0020900287,"SATURDAY, DECEMBER 5, 2009",17747,2:19,2009-2010
287,0020900288,"SATURDAY, DECEMBER 5, 2009",20555,2:25,2009-2010
288,0020900289,"SATURDAY, DECEMBER 5, 2009",19054,2:30,2009-2010
289,0020900290,"SATURDAY, DECEMBER 5, 2009",15305,2:18,2009-2010
290,0020900291,"SUNDAY, DECEMBER 6, 2009",19602,2:19,2009-2010
291,0020900292,"SUNDAY, DECEMBER 6, 2009",16625,2:09,2009-2010
292,0020900293,"SUNDAY, DECEMBER 6, 2009",14123,2:31,2009-2010
293,0020900294,"SUNDAY, DECEMBER 6, 2009",13186,2:23,2009-2010
294,0020900295,"SUNDAY, DECEMBER 6, 2009",18997,2:09,2009-2010
295,0020900296,"MONDAY, DECEMBER 7, 2009",20664,2:12,2009-2010
296,0020900297,"MONDAY, DECEMBER 7, 2009",19763,2:15,2009-2010
297,0020900298,"MONDAY, DECEMBER 7, 2009",17334,2:17,2009-2010
298,0020900299,"MONDAY, DECEMBER 7, 2009",17565,2:11,2009-2010
299,0020900300,"TUESDAY, DECEMBER 8, 2009",14127,2:24,2009-2010
300,0020900301,"TUESDAY, DECEMBER 8, 2009",15167,2:29,2009-2010
301,0020900302,"TUESDAY, DECEMBER 8, 2009",18624,2:19,2009-2010
302,0020900303,"TUESDAY, DECEMBER 8, 2009",17872,2:23,2009-2010
303,0020900304,"TUESDAY, DECEMBER 8, 2009",16325,2:48,2009-2010
304,0020900305,"TUESDAY, DECEMBER 8, 2009",13140,2:21,2009-2010
305,0020900306,"TUESDAY, DECEMBER 8, 2009",19857,2:21,2009-2010
306,0020900307,"TUESDAY, DECEMBER 8, 2009",16750,2:13,2009-2010
307,0020900308,"WEDNESDAY, DECEMBER 9, 2009",16808,2:30,2009-2010
308,0020900309,"WEDNESDAY, DECEMBER 9, 2009",11487,2:13,2009-2010
309,0020900310,"WEDNESDAY, DECEMBER 9, 2009",12136,2:20,2009-2010
310,0020900311,"WEDNESDAY, DECEMBER 9, 2009",10005,2:13,2009-2010
311,0020900312,"WEDNESDAY, DECEMBER 9, 2009",12637,2:15,2009-2010
312,0020900313,"WEDNESDAY, DECEMBER 9, 2009",12056,2:15,2009-2010
313,0020900314,"WEDNESDAY, DECEMBER 9, 2009",18200,2:22,2009-2010
314,0020900315,"WEDNESDAY, DECEMBER 9, 2009",17353,2:12,2009-2010
315,0020900316,"WEDNESDAY, DECEMBER 9, 2009",18997,2:07,2009-2010
316,0020900317,"THURSDAY, DECEMBER 10, 2009",17176,2:33,2009-2010
317,0020900318,"THURSDAY, DECEMBER 10, 2009",20173,2:41,2009-2010
318,0020900319,"THURSDAY, DECEMBER 10, 2009",18735,2:36,2009-2010
319,0020900320,"FRIDAY, DECEMBER 11, 2009",12175,2:10,2009-2010
320,0020900321,"FRIDAY, DECEMBER 11, 2009",13991,2:23,2009-2010
321,0020900322,"FRIDAY, DECEMBER 11, 2009",17032,2:07,2009-2010
322,0020900323,"FRIDAY, DECEMBER 11, 2009",18703,2:22,2009-2010
323,0020900324,"FRIDAY, DECEMBER 11, 2009",18803,2:23,2009-2010
324,0020900325,"FRIDAY, DECEMBER 11, 2009",20562,2:30,2009-2010
325,0020900326,"FRIDAY, DECEMBER 11, 2009",13048,2:26,2009-2010
326,0020900327,"FRIDAY, DECEMBER 11, 2009",15569,2:08,2009-2010
327,0020900328,"FRIDAY, DECEMBER 11, 2009",17508,2:27,2009-2010
328,0020900329,"FRIDAY, DECEMBER 11, 2009",18997,2:07,2009-2010
329,0020900330,"FRIDAY, DECEMBER 11, 2009",18216,2:48,2009-2010
330,0020900331,"SATURDAY, DECEMBER 12, 2009",13172,2:27,2009-2010
