,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0028000001,"FRIDAY, OCTOBER 10, 1980",11590.0,,1980-1981
1,0028000002,"FRIDAY, OCTOBER 10, 1980",10027.0,,1980-1981
2,0028000003,"FRIDAY, OCTOBER 10, 1980",15136.0,,1980-1981
3,0028000004,"FRIDAY, OCTOBER 10, 1980",5623.0,,1980-1981
4,0028000005,"FRIDAY, OCTOBER 10, 1980",9129.0,,1980-1981
5,0028000006,"FRIDAY, OCTOBER 10, 1980",35233.0,,1980-1981
6,0028000007,"FRIDAY, OCTOBER 10, 1980",,,1980-1981
7,0028000008,"FRIDAY, OCTOBER 10, 1980",8150.0,,1980-1981
8,0028000009,"FRIDAY, OCTOBER 10, 1980",6661.0,,1980-1981
9,0028000010,"SATURDAY, OCTOBER 11, 1980",10373.0,,1980-1981
10,0028000011,"SATURDAY, OCTOBER 11, 1980",9756.0,,1980-1981
11,0028000012,"SATURDAY, OCTOBER 11, 1980",5731.0,,1980-1981
12,0028000013,"SATURDAY, OCTOBER 11, 1980",11275.0,,1980-1981
13,0028000014,"SATURDAY, OCTOBER 11, 1980",16208.0,,1980-1981
14,0028000015,"SATURDAY, OCTOBER 11, 1980",8024.0,,1980-1981
15,0028000016,"SATURDAY, OCTOBER 11, 1980",17229.0,,1980-1981
16,0028000017,"SATURDAY, OCTOBER 11, 1980",7342.0,,1980-1981
17,0028000018,"SUNDAY, OCTOBER 12, 1980",8401.0,,1980-1981
18,0028000019,"SUNDAY, OCTOBER 12, 1980",11142.0,,1980-1981
19,0028000020,"SUNDAY, OCTOBER 12, 1980",10131.0,,1980-1981
20,0028000021,"SUNDAY, OCTOBER 12, 1980",12666.0,,1980-1981
21,0028000022,"MONDAY, OCTOBER 13, 1980",5307.0,,1980-1981
22,0028000023,"TUESDAY, OCTOBER 14, 1980",4071.0,,1980-1981
23,0028000024,"TUESDAY, OCTOBER 14, 1980",7004.0,,1980-1981
24,0028000025,"TUESDAY, OCTOBER 14, 1980",8091.0,,1980-1981
25,0028000026,"TUESDAY, OCTOBER 14, 1980",9876.0,,1980-1981
26,0028000027,"TUESDAY, OCTOBER 14, 1980",13514.0,,1980-1981
27,0028000028,"WEDNESDAY, OCTOBER 15, 1980",6855.0,,1980-1981
28,0028000029,"WEDNESDAY, OCTOBER 15, 1980",6658.0,,1980-1981
29,0028000030,"WEDNESDAY, OCTOBER 15, 1980",6127.0,,1980-1981
30,0028000031,"WEDNESDAY, OCTOBER 15, 1980",6300.0,,1980-1981
31,0028000032,"WEDNESDAY, OCTOBER 15, 1980",5753.0,,1980-1981
32,0028000033,"WEDNESDAY, OCTOBER 15, 1980",6127.0,,1980-1981
33,0028000034,"WEDNESDAY, OCTOBER 15, 1980",6909.0,,1980-1981
34,0028000035,"THURSDAY, OCTOBER 16, 1980",11052.0,,1980-1981
35,0028000036,"THURSDAY, OCTOBER 16, 1980",4046.0,,1980-1981
36,0028000037,"THURSDAY, OCTOBER 16, 1980",4569.0,,1980-1981
37,0028000038,"FRIDAY, OCTOBER 17, 1980",8336.0,,1980-1981
38,0028000039,"FRIDAY, OCTOBER 17, 1980",4032.0,,1980-1981
39,0028000040,"FRIDAY, OCTOBER 17, 1980",10411.0,,1980-1981
40,0028000041,"FRIDAY, OCTOBER 17, 1980",7017.0,,1980-1981
41,0028000042,"FRIDAY, OCTOBER 17, 1980",12666.0,,1980-1981
42,0028000043,"FRIDAY, OCTOBER 17, 1980",6711.0,,1980-1981
43,0028000044,"FRIDAY, OCTOBER 17, 1980",9496.0,,1980-1981
44,0028000045,"SATURDAY, OCTOBER 18, 1980",7250.0,,1980-1981
45,0028000046,"SATURDAY, OCTOBER 18, 1980",5103.0,,1980-1981
46,0028000047,"SATURDAY, OCTOBER 18, 1980",9542.0,,1980-1981
47,0028000048,"SATURDAY, OCTOBER 18, 1980",11713.0,,1980-1981
48,0028000049,"SATURDAY, OCTOBER 18, 1980",6214.0,,1980-1981
49,0028000050,"SATURDAY, OCTOBER 18, 1980",8120.0,,1980-1981
50,0028000051,"SATURDAY, OCTOBER 18, 1980",8539.0,,1980-1981
51,0028000052,"SATURDAY, OCTOBER 18, 1980",4036.0,,1980-1981
52,0028000053,"SATURDAY, OCTOBER 18, 1980",7696.0,,1980-1981
53,0028000054,"SUNDAY, OCTOBER 19, 1980",9514.0,,1980-1981
54,0028000055,"SUNDAY, OCTOBER 19, 1980",10644.0,,1980-1981
55,0028000056,"SUNDAY, OCTOBER 19, 1980",4022.0,,1980-1981
56,0028000057,"MONDAY, OCTOBER 20, 1980",6633.0,,1980-1981
57,0028000058,"TUESDAY, OCTOBER 21, 1980",15756.0,,1980-1981
58,0028000059,"TUESDAY, OCTOBER 21, 1980",10507.0,,1980-1981
59,0028000060,"TUESDAY, OCTOBER 21, 1980",6582.0,,1980-1981
60,0028000061,"TUESDAY, OCTOBER 21, 1980",7821.0,,1980-1981
61,0028000062,"TUESDAY, OCTOBER 21, 1980",5097.0,,1980-1981
