,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0021000001,"TUESDAY, OCTOBER 26, 2010",18624,2:38,2010-2011
1,0021000002,"TUESDAY, OCTOBER 26, 2010",20603,2:16,2010-2011
2,0021000003,"TUESDAY, OCTOBER 26, 2010",18997,2:36,2010-2011
3,0021000004,"WEDNESDAY, OCTOBER 27, 2010",20562,2:29,2010-2011
4,0021000005,"WEDNESDAY, OCTOBER 27, 2010",15178,2:22,2010-2011
5,0021000006,"WEDNESDAY, OCTOBER 27, 2010",20389,2:15,2010-2011
6,0021000007,"WEDNESDAY, OCTOBER 27, 2010",18722,2:19,2010-2011
7,0021000008,"WEDNESDAY, OCTOBER 27, 2010",17519,2:18,2010-2011
8,0021000009,"WEDNESDAY, OCTOBER 27, 2010",17067,2:34,2010-2011
9,0021000010,"WEDNESDAY, OCTOBER 27, 2010",15039,2:19,2010-2011
10,0021000011,"WEDNESDAY, OCTOBER 27, 2010",18203,2:40,2010-2011
11,0021000012,"WEDNESDAY, OCTOBER 27, 2010",19440,2:13,2010-2011
12,0021000013,"WEDNESDAY, OCTOBER 27, 2010",18581,2:20,2010-2011
13,0021000014,"WEDNESDAY, OCTOBER 27, 2010",19155,2:27,2010-2011
14,0021000015,"WEDNESDAY, OCTOBER 27, 2010",18428,2:26,2010-2011
15,0021000016,"WEDNESDAY, OCTOBER 27, 2010",18382,2:39,2010-2011
16,0021000017,"THURSDAY, OCTOBER 28, 2010",18918,2:33,2010-2011
17,0021000018,"THURSDAY, OCTOBER 28, 2010",19911,2:43,2010-2011
18,0021000019,"FRIDAY, OCTOBER 29, 2010",18351,2:25,2010-2011
19,0021000020,"FRIDAY, OCTOBER 29, 2010",13482,2:35,2010-2011
20,0021000021,"FRIDAY, OCTOBER 29, 2010",10960,2:30,2010-2011
21,0021000022,"FRIDAY, OCTOBER 29, 2010",15711,2:11,2010-2011
22,0021000023,"FRIDAY, OCTOBER 29, 2010",18624,2:22,2010-2011
23,0021000024,"FRIDAY, OCTOBER 29, 2010",22076,2:29,2010-2011
24,0021000025,"FRIDAY, OCTOBER 29, 2010",19600,2:34,2010-2011
25,0021000026,"FRIDAY, OCTOBER 29, 2010",17197,2:15,2010-2011
26,0021000027,"FRIDAY, OCTOBER 29, 2010",12474,2:21,2010-2011
27,0021000028,"FRIDAY, OCTOBER 29, 2010",20060,2:29,2010-2011
28,0021000029,"FRIDAY, OCTOBER 29, 2010",17408,2:19,2010-2011
29,0021000030,"FRIDAY, OCTOBER 29, 2010",18422,2:18,2010-2011
30,0021000031,"SATURDAY, OCTOBER 30, 2010",18729,2:20,2010-2011
31,0021000032,"SATURDAY, OCTOBER 30, 2010",20562,2:16,2010-2011
32,0021000033,"SATURDAY, OCTOBER 30, 2010",19763,2:34,2010-2011
33,0021000034,"SATURDAY, OCTOBER 30, 2010",18165,2:10,2010-2011
34,0021000035,"SATURDAY, OCTOBER 30, 2010",21038,2:30,2010-2011
35,0021000036,"SATURDAY, OCTOBER 30, 2010",12753,2:20,2010-2011
36,0021000037,"SATURDAY, OCTOBER 30, 2010",18161,2:22,2010-2011
37,0021000038,"SATURDAY, OCTOBER 30, 2010",16519,2:19,2010-2011
38,0021000039,"SATURDAY, OCTOBER 30, 2010",18581,2:11,2010-2011
39,0021000040,"SUNDAY, OCTOBER 31, 2010",17086,2:15,2010-2011
40,0021000041,"SUNDAY, OCTOBER 31, 2010",13718,2:23,2010-2011
41,0021000042,"SUNDAY, OCTOBER 31, 2010",18203,2:20,2010-2011
42,0021000043,"SUNDAY, OCTOBER 31, 2010",18997,2:13,2010-2011
43,0021000044,"MONDAY, NOVEMBER 1, 2010",21057,2:26,2010-2011
44,0021000045,"MONDAY, NOVEMBER 1, 2010",17317,2:24,2010-2011
45,0021000046,"MONDAY, NOVEMBER 1, 2010",14964,2:14,2010-2011
46,0021000047,"TUESDAY, NOVEMBER 2, 2010",20562,2:16,2010-2011
47,0021000048,"TUESDAY, NOVEMBER 2, 2010",17803,2:52,2010-2011
48,0021000049,"TUESDAY, NOVEMBER 2, 2010",15313,2:13,2010-2011
49,0021000050,"TUESDAY, NOVEMBER 2, 2010",19600,2:23,2010-2011
50,0021000051,"MONDAY, MARCH 28, 2011",19763,2:53,2010-2011
51,0021000052,"TUESDAY, NOVEMBER 2, 2010",13087,2:07,2010-2011
52,0021000053,"TUESDAY, NOVEMBER 2, 2010",18997,2:17,2010-2011
53,0021000054,"WEDNESDAY, NOVEMBER 3, 2010",13003,2:14,2010-2011
54,0021000055,"WEDNESDAY, NOVEMBER 3, 2010",11778,2:24,2010-2011
55,0021000056,"WEDNESDAY, NOVEMBER 3, 2010",18846,2:21,2010-2011
56,0021000057,"WEDNESDAY, NOVEMBER 3, 2010",12277,2:05,2010-2011
57,0021000058,"WEDNESDAY, NOVEMBER 3, 2010",18624,2:58,2010-2011
58,0021000059,"WEDNESDAY, NOVEMBER 3, 2010",13484,2:20,2010-2011
59,0021000060,"WEDNESDAY, NOVEMBER 3, 2010",14159,2:15,2010-2011
60,0021000061,"WEDNESDAY, NOVEMBER 3, 2010",17802,2:21,2010-2011
61,0021000062,"WEDNESDAY, NOVEMBER 3, 2010",17060,2:20,2010-2011
62,0021000063,"WEDNESDAY, NOVEMBER 3, 2010",16607,2:31,2010-2011
63,0021000064,"WEDNESDAY, NOVEMBER 3, 2010",18414,2:17,2010-2011
64,0021000065,"WEDNESDAY, NOVEMBER 3, 2010",16113,2:32,2010-2011
65,0021000066,"THURSDAY, NOVEMBER 4, 2010",21203,2:32,2010-2011
66,0021000067,"THURSDAY, NOVEMBER 4, 2010",20611,2:48,2010-2011
67,0021000068,"FRIDAY, NOVEMBER 5, 2010",14115,2:26,2010-2011
68,0021000069,"FRIDAY, NOVEMBER 5, 2010",18846,2:16,2010-2011
