,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0029200001,"FRIDAY, NOVEMBER 6, 1992",15989.0,,1992-1993
1,0029200002,"FRIDAY, NOVEMBER 6, 1992",20273.0,,1992-1993
2,0029200003,"FRIDAY, NOVEMBER 6, 1992",17317.0,,1992-1993
3,0029200004,"FRIDAY, NOVEMBER 6, 1992",12608.0,,1992-1993
4,0029200005,"FRIDAY, NOVEMBER 6, 1992",16389.0,,1992-1993
5,0029200006,"FRIDAY, NOVEMBER 6, 1992",14890.0,,1992-1993
6,0029200007,"FRIDAY, NOVEMBER 6, 1992",21454.0,,1992-1993
7,0029200008,"FRIDAY, NOVEMBER 6, 1992",19911.0,,1992-1993
8,0029200009,"FRIDAY, NOVEMBER 6, 1992",23698.0,,1992-1993
9,0029200010,"FRIDAY, NOVEMBER 6, 1992",14544.0,,1992-1993
10,0029200011,"FRIDAY, NOVEMBER 6, 1992",15151.0,,1992-1993
11,0029200012,"SATURDAY, NOVEMBER 7, 1992",19006.0,,1992-1993
12,0029200013,"SATURDAY, NOVEMBER 7, 1992",18676.0,,1992-1993
13,0029200014,"SATURDAY, NOVEMBER 7, 1992",14544.0,,1992-1993
14,0029200015,"SATURDAY, NOVEMBER 7, 1992",18756.0,,1992-1993
15,0029200016,"SATURDAY, NOVEMBER 7, 1992",19763.0,,1992-1993
16,0029200017,"SATURDAY, NOVEMBER 7, 1992",17892.0,,1992-1993
17,0029200018,"SATURDAY, NOVEMBER 7, 1992",17022.0,,1992-1993
18,0029200019,"SATURDAY, NOVEMBER 7, 1992",12514.0,,1992-1993
19,0029200020,"SATURDAY, NOVEMBER 7, 1992",19023.0,,1992-1993
20,0029200021,"SATURDAY, NOVEMBER 7, 1992",15008.0,,1992-1993
21,0029200022,"SATURDAY, NOVEMBER 7, 1992",16183.0,,1992-1993
22,0029200023,"SUNDAY, NOVEMBER 8, 1992",12888.0,,1992-1993
23,0029200024,"SUNDAY, NOVEMBER 8, 1992",16009.0,,1992-1993
24,0029200025,"SUNDAY, NOVEMBER 8, 1992",15021.0,,1992-1993
25,0029200026,"MONDAY, NOVEMBER 9, 1992",18084.0,,1992-1993
26,0029200027,"TUESDAY, NOVEMBER 10, 1992",16057.0,,1992-1993
27,0029200028,"TUESDAY, NOVEMBER 10, 1992",15151.0,,1992-1993
28,0029200029,"TUESDAY, NOVEMBER 10, 1992",12888.0,,1992-1993
29,0029200030,"TUESDAY, NOVEMBER 10, 1992",17317.0,,1992-1993
30,0029200031,"TUESDAY, NOVEMBER 10, 1992",13055.0,,1992-1993
31,0029200032,"TUESDAY, NOVEMBER 10, 1992",15008.0,,1992-1993
32,0029200033,"TUESDAY, NOVEMBER 10, 1992",18202.0,,1992-1993
33,0029200034,"TUESDAY, NOVEMBER 10, 1992",15025.0,,1992-1993
34,0029200035,"TUESDAY, NOVEMBER 10, 1992",10456.0,,1992-1993
35,0029200036,"TUESDAY, NOVEMBER 10, 1992",19763.0,,1992-1993
36,0029200037,"WEDNESDAY, NOVEMBER 11, 1992",11276.0,,1992-1993
37,0029200038,"WEDNESDAY, NOVEMBER 11, 1992",10007.0,,1992-1993
38,0029200039,"WEDNESDAY, NOVEMBER 11, 1992",10125.0,,1992-1993
39,0029200040,"WEDNESDAY, NOVEMBER 11, 1992",18676.0,,1992-1993
40,0029200041,"WEDNESDAY, NOVEMBER 11, 1992",23698.0,,1992-1993
41,0029200042,"WEDNESDAY, NOVEMBER 11, 1992",9236.0,,1992-1993
42,0029200043,"THURSDAY, NOVEMBER 12, 1992",21454.0,,1992-1993
43,0029200044,"THURSDAY, NOVEMBER 12, 1992",19911.0,,1992-1993
44,0029200045,"THURSDAY, NOVEMBER 12, 1992",14226.0,,1992-1993
45,0029200046,"THURSDAY, NOVEMBER 12, 1992",15025.0,,1992-1993
46,0029200047,"THURSDAY, NOVEMBER 12, 1992",14419.0,,1992-1993
47,0029200048,"THURSDAY, NOVEMBER 12, 1992",16057.0,,1992-1993
48,0029200049,"THURSDAY, NOVEMBER 12, 1992",15151.0,,1992-1993
49,0029200050,"FRIDAY, NOVEMBER 13, 1992",18756.0,,1992-1993
50,0029200051,"FRIDAY, NOVEMBER 13, 1992",14555.0,,1992-1993
51,0029200052,"FRIDAY, NOVEMBER 13, 1992",12888.0,,1992-1993
52,0029200053,"FRIDAY, NOVEMBER 13, 1992",13209.0,,1992-1993
53,0029200054,"FRIDAY, NOVEMBER 13, 1992",18633.0,,1992-1993
54,0029200055,"FRIDAY, NOVEMBER 13, 1992",14890.0,,1992-1993
55,0029200056,"SATURDAY, NOVEMBER 14, 1992",19911.0,,1992-1993
56,0029200057,"SATURDAY, NOVEMBER 14, 1992",19006.0,,1992-1993
57,0029200058,"SATURDAY, NOVEMBER 14, 1992",16057.0,,1992-1993
58,0029200059,"SATURDAY, NOVEMBER 14, 1992",19763.0,,1992-1993
59,0029200060,"SATURDAY, NOVEMBER 14, 1992",10588.0,,1992-1993
60,0029200061,"SATURDAY, NOVEMBER 14, 1992",13488.0,,1992-1993
61,0029200062,"SATURDAY, NOVEMBER 14, 1992",15025.0,,1992-1993
62,0029200063,"SATURDAY, NOVEMBER 14, 1992",23698.0,,1992-1993
63,0029200064,"SATURDAY, NOVEMBER 14, 1992",20049.0,,1992-1993
64,0029200065,"SATURDAY, NOVEMBER 14, 1992",21454.0,,1992-1993
65,0029200066,"SATURDAY, NOVEMBER 14, 1992",18676.0,,1992-1993
66,0029200067,"SUNDAY, NOVEMBER 15, 1992",17317.0,,1992-1993
67,0029200068,"SUNDAY, NOVEMBER 15, 1992",9589.0,,1992-1993
68,0029200069,"SUNDAY, NOVEMBER 15, 1992",13941.0,,1992-1993
69,0029200070,"SUNDAY, NOVEMBER 15, 1992",14882.0,,1992-1993
70,0029200071,"MONDAY, NOVEMBER 16, 1992",12888.0,,1992-1993
71,0029200072,"MONDAY, NOVEMBER 16, 1992",19023.0,,1992-1993
72,0029200073,"TUESDAY, NOVEMBER 17, 1992",15008.0,,1992-1993
73,0029200074,"TUESDAY, NOVEMBER 17, 1992",18114.0,,1992-1993
74,0029200075,"TUESDAY, NOVEMBER 17, 1992",13245.0,,1992-1993
75,0029200076,"TUESDAY, NOVEMBER 17, 1992",10096.0,,1992-1993
76,0029200077,"TUESDAY, NOVEMBER 17, 1992",19006.0,,1992-1993
