,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0021300001,"TUESDAY, OCTOBER 29, 2013",18165,2:18,2013-2014
1,0021300002,"TUESDAY, OCTOBER 29, 2013",19964,2:32,2013-2014
2,0021300003,"TUESDAY, OCTOBER 29, 2013",18997,2:28,2013-2014
3,0021300004,"WEDNESDAY, OCTOBER 30, 2013",20562,2:23,2013-2014
4,0021300005,"WEDNESDAY, OCTOBER 30, 2013",19523,2:15,2013-2014
5,0021300006,"WEDNESDAY, OCTOBER 30, 2013",20155,2:23,2013-2014
6,0021300007,"WEDNESDAY, OCTOBER 30, 2013",19258,2:27,2013-2014
7,0021300008,"WEDNESDAY, OCTOBER 30, 2013",19812,2:23,2013-2014
8,0021300009,"WEDNESDAY, OCTOBER 30, 2013",18083,2:09,2013-2014
9,0021300010,"WEDNESDAY, OCTOBER 30, 2013",17988,2:37,2013-2014
10,0021300011,"WEDNESDAY, OCTOBER 30, 2013",17803,2:27,2013-2014
11,0021300012,"WEDNESDAY, OCTOBER 30, 2013",19834,2:14,2013-2014
12,0021300013,"WEDNESDAY, OCTOBER 30, 2013",18581,2:07,2013-2014
13,0021300014,"WEDNESDAY, OCTOBER 30, 2013",19911,2:25,2013-2014
14,0021300015,"WEDNESDAY, OCTOBER 30, 2013",17208,2:08,2013-2014
15,0021300016,"WEDNESDAY, OCTOBER 30, 2013",17317,2:27,2013-2014
16,0021300017,"WEDNESDAY, OCTOBER 30, 2013",19596,2:10,2013-2014
17,0021300018,"THURSDAY, OCTOBER 31, 2013",22022,2:33,2013-2014
18,0021300019,"THURSDAY, OCTOBER 31, 2013",19060,2:48,2013-2014
19,0021300020,"FRIDAY, NOVEMBER 1, 2013",18017,2:23,2013-2014
20,0021300021,"FRIDAY, NOVEMBER 1, 2013",18846,2:13,2013-2014
21,0021300022,"FRIDAY, NOVEMBER 1, 2013",17160,2:07,2013-2014
22,0021300023,"FRIDAY, NOVEMBER 1, 2013",18118,2:13,2013-2014
23,0021300024,"FRIDAY, NOVEMBER 1, 2013",18624,2:23,2013-2014
24,0021300025,"FRIDAY, NOVEMBER 1, 2013",18142,2:32,2013-2014
25,0021300026,"FRIDAY, NOVEMBER 1, 2013",18119,2:49,2013-2014
26,0021300027,"FRIDAY, NOVEMBER 1, 2013",17433,2:14,2013-2014
27,0021300028,"FRIDAY, NOVEMBER 1, 2013",17732,2:55,2013-2014
28,0021300029,"FRIDAY, NOVEMBER 1, 2013",19155,2:09,2013-2014
29,0021300030,"FRIDAY, NOVEMBER 1, 2013",14662,2:20,2013-2014
30,0021300031,"FRIDAY, NOVEMBER 1, 2013",17317,2:30,2013-2014
31,0021300032,"FRIDAY, NOVEMBER 1, 2013",18997,2:28,2013-2014
32,0021300033,"SATURDAY, NOVEMBER 2, 2013",16242,2:10,2013-2014
33,0021300034,"SATURDAY, NOVEMBER 2, 2013",15782,2:06,2013-2014
34,0021300035,"SATURDAY, NOVEMBER 2, 2013",15232,2:11,2013-2014
35,0021300036,"SATURDAY, NOVEMBER 2, 2013",20262,2:24,2013-2014
36,0021300037,"SATURDAY, NOVEMBER 2, 2013",16046,2:18,2013-2014
37,0021300038,"SATURDAY, NOVEMBER 2, 2013",19498,2:21,2013-2014
38,0021300039,"SATURDAY, NOVEMBER 2, 2013",20028,2:10,2013-2014
39,0021300040,"SATURDAY, NOVEMBER 2, 2013",19596,2:07,2013-2014
40,0021300041,"SUNDAY, NOVEMBER 3, 2013",14978,2:15,2013-2014
41,0021300042,"SUNDAY, NOVEMBER 3, 2013",19600,2:18,2013-2014
42,0021300043,"SUNDAY, NOVEMBER 3, 2013",15297,2:06,2013-2014
43,0021300044,"SUNDAY, NOVEMBER 3, 2013",18203,2:23,2013-2014
