,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0021500001,"TUESDAY, OCTOBER 27, 2015",19187,2:11,2015-2016
1,0021500002,"TUESDAY, OCTOBER 27, 2015",21957,2:22,2015-2016
2,0021500003,"TUESDAY, OCTOBER 27, 2015",19596,2:25,2015-2016
3,0021500004,"WEDNESDAY, OCTOBER 28, 2015",18846,2:21,2015-2016
4,0021500005,"WEDNESDAY, OCTOBER 28, 2015",18624,2:14,2015-2016
5,0021500006,"WEDNESDAY, OCTOBER 28, 2015",17732,2:13,2015-2016
6,0021500007,"WEDNESDAY, OCTOBER 28, 2015",18434,2:19,2015-2016
7,0021500008,"WEDNESDAY, OCTOBER 28, 2015",19724,2:19,2015-2016
8,0021500009,"WEDNESDAY, OCTOBER 28, 2015",19800,2:35,2015-2016
9,0021500010,"WEDNESDAY, OCTOBER 28, 2015",18240,2:13,2015-2016
10,0021500011,"WEDNESDAY, OCTOBER 28, 2015",18119,2:08,2015-2016
11,0021500012,"WEDNESDAY, OCTOBER 28, 2015",18717,2:20,2015-2016
12,0021500013,"WEDNESDAY, OCTOBER 28, 2015",18203,2:19,2015-2016
13,0021500014,"WEDNESDAY, OCTOBER 28, 2015",18055,2:21,2015-2016
14,0021500015,"WEDNESDAY, OCTOBER 28, 2015",19393,2:07,2015-2016
15,0021500016,"WEDNESDAY, OCTOBER 28, 2015",17458,2:20,2015-2016
16,0021500017,"WEDNESDAY, OCTOBER 28, 2015",18997,2:35,2015-2016
17,0021500018,"THURSDAY, OCTOBER 29, 2015",18165,2:18,2015-2016
18,0021500019,"THURSDAY, OCTOBER 29, 2015",19812,2:22,2015-2016
19,0021500020,"THURSDAY, OCTOBER 29, 2015",19218,2:24,2015-2016
20,0021500021,"FRIDAY, OCTOBER 30, 2015",20562,2:17,2015-2016
21,0021500022,"FRIDAY, OCTOBER 30, 2015",18846,3:07,2015-2016
22,0021500023,"FRIDAY, OCTOBER 30, 2015",17122,2:15,2015-2016
23,0021500024,"FRIDAY, OCTOBER 30, 2015",16898,2:29,2015-2016
24,0021500025,"FRIDAY, OCTOBER 30, 2015",16035,2:33,2015-2016
25,0021500026,"FRIDAY, OCTOBER 30, 2015",17024,2:19,2015-2016
26,0021500027,"FRIDAY, OCTOBER 30, 2015",13858,2:30,2015-2016
27,0021500028,"FRIDAY, OCTOBER 30, 2015",18418,2:07,2015-2016
28,0021500029,"FRIDAY, OCTOBER 30, 2015",17660,2:28,2015-2016
29,0021500030,"FRIDAY, OCTOBER 30, 2015",18142,2:21,2015-2016
30,0021500031,"FRIDAY, OCTOBER 30, 2015",17391,2:14,2015-2016
31,0021500032,"FRIDAY, OCTOBER 30, 2015",18055,2:39,2015-2016
32,0021500033,"SATURDAY, OCTOBER 31, 2015",14412,2:13,2015-2016
33,0021500034,"SATURDAY, OCTOBER 31, 2015",20356,2:38,2015-2016
34,0021500035,"SATURDAY, OCTOBER 31, 2015",18406,2:11,2015-2016
35,0021500036,"SATURDAY, OCTOBER 31, 2015",16013,2:16,2015-2016
36,0021500037,"SATURDAY, OCTOBER 31, 2015",17906,2:10,2015-2016
37,0021500038,"SATURDAY, OCTOBER 31, 2015",19060,2:35,2015-2016
38,0021500039,"SUNDAY, NOVEMBER 1, 2015",18691,2:08,2015-2016
39,0021500040,"SUNDAY, NOVEMBER 1, 2015",17461,2:13,2015-2016
40,0021500041,"SUNDAY, NOVEMBER 1, 2015",19600,2:16,2015-2016
41,0021500042,"SUNDAY, NOVEMBER 1, 2015",19800,2:07,2015-2016
42,0021500043,"SUNDAY, NOVEMBER 1, 2015",21585,2:10,2015-2016
43,0021500044,"SUNDAY, NOVEMBER 1, 2015",18203,2:09,2015-2016
44,0021500045,"SUNDAY, NOVEMBER 1, 2015",18997,2:13,2015-2016
45,0021500046,"MONDAY, NOVEMBER 2, 2015",18094,2:17,2015-2016
46,0021500047,"MONDAY, NOVEMBER 2, 2015",12576,2:21,2015-2016
47,0021500048,"MONDAY, NOVEMBER 2, 2015",19812,2:04,2015-2016
48,0021500049,"MONDAY, NOVEMBER 2, 2015",17224,2:21,2015-2016
49,0021500050,"MONDAY, NOVEMBER 2, 2015",18903,2:31,2015-2016
50,0021500051,"MONDAY, NOVEMBER 2, 2015",19596,2:09,2015-2016
51,0021500052,"MONDAY, NOVEMBER 2, 2015",19060,2:20,2015-2016
52,0021500053,"TUESDAY, NOVEMBER 3, 2015",15136,2:01,2015-2016
53,0021500054,"TUESDAY, NOVEMBER 3, 2015",13325,2:07,2015-2016
54,0021500055,"TUESDAY, NOVEMBER 3, 2015",19600,2:14,2015-2016
55,0021500056,"TUESDAY, NOVEMBER 3, 2015",16876,2:11,2015-2016
56,0021500057,"TUESDAY, NOVEMBER 3, 2015",20034,2:22,2015-2016
57,0021500058,"TUESDAY, NOVEMBER 3, 2015",17317,2:17,2015-2016
58,0021500059,"TUESDAY, NOVEMBER 3, 2015",18997,2:17,2015-2016
59,0021500060,"WEDNESDAY, NOVEMBER 4, 2015",14022,2:21,2015-2016
60,0021500061,"WEDNESDAY, NOVEMBER 4, 2015",17721,2:14,2015-2016
61,0021500062,"WEDNESDAY, NOVEMBER 4, 2015",14044,2:04,2015-2016
62,0021500063,"WEDNESDAY, NOVEMBER 4, 2015",20562,2:20,2015-2016
63,0021500064,"WEDNESDAY, NOVEMBER 4, 2015",16735,2:40,2015-2016
64,0021500065,"WEDNESDAY, NOVEMBER 4, 2015",12437,2:15,2015-2016
65,0021500066,"WEDNESDAY, NOVEMBER 4, 2015",18203,2:17,2015-2016
66,0021500067,"WEDNESDAY, NOVEMBER 4, 2015",16497,2:02,2015-2016
67,0021500068,"WEDNESDAY, NOVEMBER 4, 2015",19911,2:16,2015-2016
68,0021500069,"WEDNESDAY, NOVEMBER 4, 2015",19596,2:36,2015-2016
69,0021500070,"THURSDAY, NOVEMBER 5, 2015",21861,2:12,2015-2016
70,0021500071,"THURSDAY, NOVEMBER 5, 2015",11794,2:13,2015-2016
71,0021500072,"THURSDAY, NOVEMBER 5, 2015",19635,2:09,2015-2016
72,0021500073,"THURSDAY, NOVEMBER 5, 2015",9906,2:15,2015-2016
73,0021500074,"THURSDAY, NOVEMBER 5, 2015",19393,2:15,2015-2016
74,0021500075,"FRIDAY, NOVEMBER 6, 2015",16578,2:17,2015-2016
75,0021500076,"FRIDAY, NOVEMBER 6, 2015",18624,2:07,2015-2016
76,0021500077,"FRIDAY, NOVEMBER 6, 2015",17732,2:25,2015-2016
77,0021500078,"FRIDAY, NOVEMBER 6, 2015",20562,2:09,2015-2016
78,0021500079,"FRIDAY, NOVEMBER 6, 2015",19812,2:25,2015-2016
79,0021500080,"FRIDAY, NOVEMBER 6, 2015",16914,2:27,2015-2016
80,0021500081,"FRIDAY, NOVEMBER 6, 2015",16983,2:17,2015-2016
81,0021500082,"FRIDAY, NOVEMBER 6, 2015",16676,2:16,2015-2016
82,0021500083,"FRIDAY, NOVEMBER 6, 2015",19596,2:12,2015-2016
83,0021500084,"FRIDAY, NOVEMBER 6, 2015",16983,2:33,2015-2016
84,0021500085,"SATURDAY, NOVEMBER 7, 2015",21988,2:32,2015-2016
85,0021500086,"SATURDAY, NOVEMBER 7, 2015",18047,2:02,2015-2016
86,0021500087,"SATURDAY, NOVEMBER 7, 2015",15207,2:26,2015-2016
87,0021500088,"SATURDAY, NOVEMBER 7, 2015",20454,2:11,2015-2016
