,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0028800001,"FRIDAY, NOVEMBER 4, 1988",11153.0,,1988-1989
1,0028800002,"FRIDAY, NOVEMBER 4, 1988",17007.0,,1988-1989
2,0028800003,"FRIDAY, NOVEMBER 4, 1988",13468.0,,1988-1989
3,0028800004,"FRIDAY, NOVEMBER 4, 1988",14876.0,,1988-1989
4,0028800005,"FRIDAY, NOVEMBER 4, 1988",12812.0,,1988-1989
5,0028800006,"FRIDAY, NOVEMBER 4, 1988",12444.0,,1988-1989
6,0028800007,"FRIDAY, NOVEMBER 4, 1988",14890.0,,1988-1989
7,0028800008,"FRIDAY, NOVEMBER 4, 1988",23238.0,,1988-1989
8,0028800009,"FRIDAY, NOVEMBER 4, 1988",18420.0,,1988-1989
9,0028800010,"FRIDAY, NOVEMBER 4, 1988",14480.0,,1988-1989
10,0028800011,"SATURDAY, NOVEMBER 5, 1988",19469.0,,1988-1989
11,0028800012,"SATURDAY, NOVEMBER 5, 1988",17341.0,,1988-1989
12,0028800013,"SATURDAY, NOVEMBER 5, 1988",14269.0,,1988-1989
13,0028800014,"SATURDAY, NOVEMBER 5, 1988",15008.0,,1988-1989
14,0028800015,"SATURDAY, NOVEMBER 5, 1988",21454.0,,1988-1989
15,0028800016,"SATURDAY, NOVEMBER 5, 1988",16611.0,,1988-1989
16,0028800017,"SATURDAY, NOVEMBER 5, 1988",15861.0,,1988-1989
17,0028800018,"SATURDAY, NOVEMBER 5, 1988",18649.0,,1988-1989
18,0028800019,"SATURDAY, NOVEMBER 5, 1988",10710.0,,1988-1989
19,0028800020,"SATURDAY, NOVEMBER 5, 1988",12812.0,,1988-1989
20,0028800021,"SATURDAY, NOVEMBER 5, 1988",15025.0,,1988-1989
21,0028800022,"SATURDAY, NOVEMBER 5, 1988",17235.0,,1988-1989
22,0028800023,"TUESDAY, NOVEMBER 8, 1988",7804.0,,1988-1989
23,0028800024,"TUESDAY, NOVEMBER 8, 1988",18865.0,,1988-1989
24,0028800025,"TUESDAY, NOVEMBER 8, 1988",10115.0,,1988-1989
25,0028800026,"TUESDAY, NOVEMBER 8, 1988",16517.0,,1988-1989
26,0028800027,"TUESDAY, NOVEMBER 8, 1988",16129.0,,1988-1989
27,0028800028,"TUESDAY, NOVEMBER 8, 1988",16371.0,,1988-1989
28,0028800029,"TUESDAY, NOVEMBER 8, 1988",15025.0,,1988-1989
29,0028800030,"TUESDAY, NOVEMBER 8, 1988",19591.0,,1988-1989
30,0028800031,"TUESDAY, NOVEMBER 8, 1988",16611.0,,1988-1989
31,0028800032,"WEDNESDAY, NOVEMBER 9, 1988",14192.0,,1988-1989
32,0028800033,"WEDNESDAY, NOVEMBER 9, 1988",14890.0,,1988-1989
33,0028800034,"WEDNESDAY, NOVEMBER 9, 1988",21454.0,,1988-1989
34,0028800035,"WEDNESDAY, NOVEMBER 9, 1988",6837.0,,1988-1989
35,0028800036,"WEDNESDAY, NOVEMBER 9, 1988",17505.0,,1988-1989
36,0028800037,"WEDNESDAY, NOVEMBER 9, 1988",9226.0,,1988-1989
37,0028800038,"WEDNESDAY, NOVEMBER 9, 1988",9241.0,,1988-1989
38,0028800039,"WEDNESDAY, NOVEMBER 9, 1988",8918.0,,1988-1989
39,0028800040,"WEDNESDAY, NOVEMBER 9, 1988",16513.0,,1988-1989
40,0028800041,"WEDNESDAY, NOVEMBER 9, 1988",11741.0,,1988-1989
41,0028800042,"THURSDAY, NOVEMBER 10, 1988",8821.0,,1988-1989
42,0028800043,"THURSDAY, NOVEMBER 10, 1988",16611.0,,1988-1989
43,0028800044,"FRIDAY, NOVEMBER 11, 1988",17007.0,,1988-1989
44,0028800045,"FRIDAY, NOVEMBER 11, 1988",14890.0,,1988-1989
45,0028800046,"FRIDAY, NOVEMBER 11, 1988",17901.0,,1988-1989
46,0028800047,"FRIDAY, NOVEMBER 11, 1988",13266.0,,1988-1989
47,0028800048,"FRIDAY, NOVEMBER 11, 1988",10336.0,,1988-1989
48,0028800049,"FRIDAY, NOVEMBER 11, 1988",10045.0,,1988-1989
49,0028800050,"FRIDAY, NOVEMBER 11, 1988",17505.0,,1988-1989
