,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0029700001,"FRIDAY, OCTOBER 31, 1997",18624,2:17,1997-1998
1,0029700002,"FRIDAY, OCTOBER 31, 1997",20049,2:14,1997-1998
2,0029700003,"FRIDAY, OCTOBER 31, 1997",12199,208:23,1997-1998
3,0029700004,"FRIDAY, OCTOBER 31, 1997",17248,2:17,1997-1998
4,0029700005,"FRIDAY, OCTOBER 31, 1997",14795,2:08,1997-1998
5,0029700006,"FRIDAY, OCTOBER 31, 1997",24042,2:30,1997-1998
6,0029700007,"FRIDAY, OCTOBER 31, 1997",22076,2:11,1997-1998
7,0029700008,"FRIDAY, OCTOBER 31, 1997",16784,2:03,1997-1998
8,0029700009,"FRIDAY, OCTOBER 31, 1997",16285,2:19,1997-1998
9,0029700010,"FRIDAY, OCTOBER 31, 1997",15031,2:12,1997-1998
10,0029700011,"FRIDAY, OCTOBER 31, 1997",19023,2:02,1997-1998
11,0029700012,"FRIDAY, OCTOBER 31, 1997",16234,2:17,1997-1998
12,0029700013,"FRIDAY, OCTOBER 31, 1997",21538,2:11,1997-1998
13,0029700014,"FRIDAY, OCTOBER 31, 1997",17021,2:29,1997-1998
14,0029700015,"SATURDAY, NOVEMBER 1, 1997",18281,2:43,1997-1998
15,0029700016,"SATURDAY, NOVEMBER 1, 1997",8539,2:05,1997-1998
16,0029700017,"SATURDAY, NOVEMBER 1, 1997",16729,2:07,1997-1998
17,0029700018,"SATURDAY, NOVEMBER 1, 1997",24196,1:60,1997-1998
18,0029700019,"SATURDAY, NOVEMBER 1, 1997",18717,2:41,1997-1998
19,0029700020,"SATURDAY, NOVEMBER 1, 1997",19006,2:01,1997-1998
20,0029700021,"SATURDAY, NOVEMBER 1, 1997",24793,2:20,1997-1998
21,0029700022,"SATURDAY, NOVEMBER 1, 1997",19911,2:08,1997-1998
22,0029700023,"SATURDAY, NOVEMBER 1, 1997",12898,2:10,1997-1998
23,0029700024,"SATURDAY, NOVEMBER 1, 1997",17072,2:17,1997-1998
24,0029700025,"SATURDAY, NOVEMBER 1, 1997",15460,2:25,1997-1998
25,0029700026,"SUNDAY, NOVEMBER 2, 1997",17954,2:08,1997-1998
