,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0020300001,"TUESDAY, OCTOBER 28, 2003",18295,2:13,2003-2004
1,0020300002,"TUESDAY, OCTOBER 28, 2003",18797,2:32,2003-2004
2,0020300003,"TUESDAY, OCTOBER 28, 2003",18997,2:22,2003-2004
3,0020300004,"WEDNESDAY, OCTOBER 29, 2003",18624,2:09,2003-2004
4,0020300005,"WEDNESDAY, OCTOBER 29, 2003",19763,2:53,2003-2004
5,0020300006,"WEDNESDAY, OCTOBER 29, 2003",15242,2:31,2003-2004
6,0020300007,"WEDNESDAY, OCTOBER 29, 2003",18217,2:26,2003-2004
7,0020300008,"WEDNESDAY, OCTOBER 29, 2003",22076,2:25,2003-2004
8,0020300009,"WEDNESDAY, OCTOBER 29, 2003",17784,2:10,2003-2004
9,0020300010,"WEDNESDAY, OCTOBER 29, 2003",18127,2:10,2003-2004
10,0020300011,"WEDNESDAY, OCTOBER 29, 2003",17429,2:23,2003-2004
11,0020300012,"WEDNESDAY, OCTOBER 29, 2003",17306,2:09,2003-2004
12,0020300013,"WEDNESDAY, OCTOBER 29, 2003",15816,2:08,2003-2004
13,0020300014,"WEDNESDAY, OCTOBER 29, 2003",17317,2:14,2003-2004
14,0020300015,"THURSDAY, OCTOBER 30, 2003",19323,2:12,2003-2004
15,0020300016,"THURSDAY, OCTOBER 30, 2003",15911,2:20,2003-2004
16,0020300017,"THURSDAY, OCTOBER 30, 2003",18189,2:37,2003-2004
17,0020300018,"THURSDAY, OCTOBER 30, 2003",18422,1:47,2003-2004
18,0020300019,"FRIDAY, OCTOBER 31, 2003",14183,2:06,2003-2004
19,0020300020,"FRIDAY, OCTOBER 31, 2003",15825,2:19,2003-2004
20,0020300021,"FRIDAY, OCTOBER 31, 2003",17607,2:07,2003-2004
21,0020300022,"FRIDAY, OCTOBER 31, 2003",17145,2:22,2003-2004
22,0020300023,"FRIDAY, OCTOBER 31, 2003",16178,2:24,2003-2004
23,0020300024,"FRIDAY, OCTOBER 31, 2003",15300,2:26,2003-2004
