,GID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PTS_PAINT,PTS_2ND_CHANCE,PTS_FB,LARGEST_LEAD,LEAD_CHANGES,TIMES_TIED,TEAM_TURNOVERS,TOTAL_TURNOVERS,TEAM_REBOUNDS,PTS_OFF_TO,SEASON
0,0021000001,00,1610612738,BOS,Boston,38,11,11,19,1,2,2,20,10,22,2010-2011
1,0021000001,00,1610612748,MIA,Miami,24,5,11,2,1,2,0,17,9,17,2010-2011
2,0021000002,00,1610612756,PHX,Phoenix,44,11,6,6,20,5,0,19,8,21,2010-2011
3,0021000002,00,1610612757,POR,Portland,42,21,13,14,20,5,3,15,12,17,2010-2011
4,0021000003,00,1610612745,HOU,Houston,42,16,17,15,5,3,1,21,11,20,2010-2011
5,0021000003,00,1610612747,LAL,Los Angeles,46,23,12,8,6,3,0,12,8,10,2010-2011
6,0021000004,00,1610612739,CLE,Cleveland,42,16,10,8,10,10,1,15,9,15,2010-2011
7,0021000004,00,1610612738,BOS,Boston,46,4,17,11,10,10,0,19,8,15,2010-2011
8,0021000005,00,1610612765,DET,Detroit,34,15,19,10,17,7,0,6,16,11,2010-2011
9,0021000005,00,1610612751,NJN,New Jersey,48,18,4,6,17,7,1,12,11,19,2010-2011
10,0021000006,00,1610612748,MIA,Miami,38,2,20,26,2,3,0,16,9,20,2010-2011
11,0021000006,00,1610612755,PHI,Philadelphia,40,11,22,2,2,3,3,19,10,24,2010-2011
12,0021000007,00,1610612752,NYK,New York,52,10,12,16,7,3,1,16,4,18,2010-2011
13,0021000007,00,1610612761,TOR,Toronto,40,13,17,3,7,3,1,12,18,13,2010-2011
14,0021000008,00,1610612737,ATL,Atlanta,50,14,26,20,2,2,0,15,2,9,2010-2011
15,0021000008,00,1610612763,MEM,Memphis,44,10,15,4,2,2,0,14,8,13,2010-2011
16,0021000009,00,1610612758,SAC,Sacramento,40,14,19,9,17,12,0,13,9,14,2010-2011
17,0021000009,00,1610612750,MIN,Minnesota,46,14,35,9,17,12,0,13,12,22,2010-2011
18,0021000010,00,1610612749,MIL,Milwaukee,42,6,5,5,18,8,0,12,12,15,2010-2011
19,0021000010,00,1610612740,NOH,New Orleans,34,8,4,10,18,8,0,9,5,10,2010-2011
20,0021000011,00,1610612741,CHI,Chicago,50,14,11,4,19,12,1,15,12,18,2010-2011
21,0021000011,00,1610612760,OKC,Oklahoma City,40,19,23,13,19,12,0,12,10,10,2010-2011
22,0021000012,00,1610612766,CHA,Charlotte,34,10,18,4,4,4,1,21,3,28,2010-2011
23,0021000012,00,1610612742,DAL,Dallas,44,8,28,19,4,4,1,17,2,22,2010-2011
24,0021000013,00,1610612754,IND,Indiana,38,10,24,3,10,4,0,23,13,32,2010-2011
25,0021000013,00,1610612759,SAS,San Antonio,40,8,22,18,10,4,0,14,9,13,2010-2011
26,0021000014,00,1610612762,UTA,Utah,36,12,13,0,0,0,0,22,11,19,2010-2011
27,0021000014,00,1610612743,DEN,Denver,42,6,17,27,0,0,1,16,6,15,2010-2011
28,0021000015,00,1610612744,GSW,Golden State,48,18,27,12,11,13,1,13,7,17,2010-2011
29,0021000015,00,1610612745,HOU,Houston,66,21,20,4,11,13,0,9,10,11,2010-2011
30,0021000016,00,1610612757,POR,Portland,42,15,6,12,7,6,2,14,7,20,2010-2011
31,0021000016,00,1610612746,LAC,Los Angeles,50,21,16,4,7,6,0,15,16,20,2010-2011
32,0021000017,00,1610612764,WAS,Washington,28,7,22,0,0,0,0,13,14,12,2010-2011
33,0021000017,00,1610612753,ORL,Orlando,56,19,14,35,0,0,0,21,14,29,2010-2011
34,0021000018,00,1610612762,UTA,Utah,48,14,14,0,0,0,0,16,7,17,2010-2011
35,0021000018,00,1610612756,PHX,Phoenix,44,19,20,18,0,0,1,15,11,14,2010-2011
36,0021000019,00,1610612754,IND,Indiana,30,16,3,5,10,4,1,11,8,14,2010-2011
37,0021000019,00,1610612766,CHA,Charlotte,42,11,7,11,10,4,0,17,10,18,2010-2011
38,0021000020,00,1610612751,NJN,New Jersey,34,9,10,18,3,4,1,27,14,32,2010-2011
39,0021000020,00,1610612758,SAC,Sacramento,44,25,17,8,3,4,0,12,13,4,2010-2011
40,0021000021,00,1610612737,ATL,Atlanta,40,11,8,15,1,6,0,20,5,22,2010-2011
41,0021000021,00,1610612755,PHI,Philadelphia,42,14,29,9,1,6,1,9,9,8,2010-2011
42,0021000022,00,1610612761,TOR,Toronto,40,18,26,23,2,3,0,19,11,16,2010-2011
43,0021000022,00,1610612739,CLE,Cleveland,42,17,16,2,2,3,0,19,8,17,2010-2011
44,0021000023,00,1610612738,BOS,Boston,54,16,8,12,5,4,1,18,10,16,2010-2011
45,0021000023,00,1610612752,NYK,New York,38,7,16,9,5,4,0,10,8,12,2010-2011
46,0021000024,00,1610612760,OKC,Oklahoma City,48,21,23,12,3,6,0,12,12,9,2010-2011
47,0021000024,00,1610612765,DET,Detroit,42,14,7,6,2,6,0,18,6,26,2010-2011
48,0021000025,00,1610612753,ORL,Orlando,18,10,0,3,8,7,2,16,12,20,2010-2011
49,0021000025,00,1610612748,MIA,Miami,20,18,10,27,8,7,0,12,9,5,2010-2011
50,0021000026,00,1610612749,MIL,Milwaukee,34,9,10,8,7,1,1,14,11,18,2010-2011
51,0021000026,00,1610612750,MIN,Minnesota,36,26,15,17,7,1,1,19,12,22,2010-2011
52,0021000027,00,1610612743,DEN,Denver,34,5,6,8,11,7,1,20,10,28,2010-2011
53,0021000027,00,1610612740,NOH,New Orleans,42,14,13,16,11,7,0,15,5,14,2010-2011
54,0021000028,00,1610612763,MEM,Memphis,34,16,12,4,15,5,0,13,9,14,2010-2011
55,0021000028,00,1610612742,DAL,Dallas,30,6,13,11,14,4,2,20,7,19,2010-2011
56,0021000029,00,1610612744,GSW,Golden State,38,10,24,24,6,5,1,18,10,23,2010-2011
57,0021000029,00,1610612746,LAC,Los Angeles,38,17,25,3,6,5,1,17,11,20,2010-2011
58,0021000030,00,1610612756,PHX,Phoenix,50,14,21,1,18,7,0,10,9,16,2010-2011
59,0021000030,00,1610612747,LAL,Los Angeles,42,10,15,13,18,7,1,11,6,5,2010-2011
60,0021000031,00,1610612737,ATL,Atlanta,48,17,19,9,5,8,1,17,11,11,2010-2011
61,0021000031,00,1610612764,WAS,Washington,36,10,22,11,5,8,1,18,7,13,2010-2011
62,0021000032,00,1610612758,SAC,Sacramento,36,13,13,11,9,11,1,15,5,14,2010-2011
63,0021000032,00,1610612739,CLE,Cleveland,44,11,27,16,9,11,0,13,10,19,2010-2011
64,0021000033,00,1610612757,POR,Portland,42,10,7,12,12,13,1,15,11,20,2010-2011
65,0021000033,00,1610612752,NYK,New York,50,23,6,9,12,13,0,17,8,9,2010-2011
66,0021000034,00,1610612754,IND,Indiana,46,17,18,16,8,10,0,18,11,21,2010-2011
67,0021000034,00,1610612755,PHI,Philadelphia,40,12,15,13,8,10,0,19,5,20,2010-2011
68,0021000035,00,1610612741,CHI,Chicago,42,16,26,10,10,10,1,16,10,13,2010-2011
69,0021000035,00,1610612765,DET,Detroit,28,16,15,21,10,10,2,18,15,21,2010-2011
70,0021000036,00,1610612750,MIN,Minnesota,40,18,24,0,0,2,1,29,15,36,2010-2011
71,0021000036,00,1610612763,MEM,Memphis,58,12,33,25,0,2,1,18,7,20,2010-2011
72,0021000037,00,1610612743,DEN,Denver,38,18,10,13,17,8,0,12,8,20,2010-2011
73,0021000037,00,1610612745,HOU,Houston,54,14,19,7,17,8,0,19,8,17,2010-2011
74,0021000038,00,1610612749,MIL,Milwaukee,32,20,11,14,2,1,0,18,6,17,2010-2011
75,0021000038,00,1610612766,CHA,Charlotte,28,12,17,1,2,1,0,18,7,20,2010-2011
76,0021000039,00,1610612759,SAS,San Antonio,40,8,23,9,7,6,1,14,5,13,2010-2011
77,0021000039,00,1610612740,NOH,New Orleans,32,2,23,18,7,6,2,16,11,16,2010-2011
78,0021000040,00,1610612751,NJN,New Jersey,40,26,2,2,1,1,0,15,12,15,2010-2011
79,0021000040,00,1610612748,MIA,Miami,28,8,12,26,1,1,0,8,9,12,2010-2011
80,0021000041,00,1610612742,DAL,Dallas,34,15,16,18,2,8,0,14,11,10,2010-2011
81,0021000041,00,1610612746,LAC,Los Angeles,40,16,11,6,2,8,1,17,12,16,2010-2011
82,0021000042,00,1610612762,UTA,Utah,52,18,8,27,5,5,1,16,6,19,2010-2011
83,0021000042,00,1610612760,OKC,Oklahoma City,48,8,11,2,5,5,0,14,10,19,2010-2011
