,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0021400001,"TUESDAY, OCTOBER 28, 2014",17097,2:12,2014-2015
1,0021400002,"TUESDAY, OCTOBER 28, 2014",19615,2:21,2014-2015
2,0021400003,"TUESDAY, OCTOBER 28, 2014",18997,2:47,2014-2015
3,0021400004,"WEDNESDAY, OCTOBER 29, 2014",19439,2:35,2014-2015
4,0021400005,"WEDNESDAY, OCTOBER 29, 2014",18165,2:24,2014-2015
5,0021400006,"WEDNESDAY, OCTOBER 29, 2014",18624,2:13,2014-2015
6,0021400007,"WEDNESDAY, OCTOBER 29, 2014",19744,2:14,2014-2015
7,0021400008,"WEDNESDAY, OCTOBER 29, 2014",19800,2:25,2014-2015
8,0021400009,"WEDNESDAY, OCTOBER 29, 2014",17731,2:17,2014-2015
9,0021400010,"WEDNESDAY, OCTOBER 29, 2014",19812,2:13,2014-2015
10,0021400011,"WEDNESDAY, OCTOBER 29, 2014",17136,2:20,2014-2015
11,0021400012,"WEDNESDAY, OCTOBER 29, 2014",19911,2:04,2014-2015
12,0021400013,"WEDNESDAY, OCTOBER 29, 2014",17523,2:11,2014-2015
13,0021400014,"WEDNESDAY, OCTOBER 29, 2014",17317,2:27,2014-2015
14,0021400015,"WEDNESDAY, OCTOBER 29, 2014",19441,2:21,2014-2015
15,0021400016,"THURSDAY, OCTOBER 30, 2014",18846,2:21,2014-2015
16,0021400017,"THURSDAY, OCTOBER 30, 2014",18296,2:11,2014-2015
17,0021400018,"THURSDAY, OCTOBER 30, 2014",20562,2:29,2014-2015
18,0021400019,"THURSDAY, OCTOBER 30, 2014",19697,2:06,2014-2015
19,0021400020,"THURSDAY, OCTOBER 30, 2014",19060,2:48,2014-2015
20,0021400021,"FRIDAY, OCTOBER 31, 2014",14441,2:13,2014-2015
21,0021400022,"FRIDAY, OCTOBER 31, 2014",22879,2:44,2014-2015
22,0021400023,"FRIDAY, OCTOBER 31, 2014",18717,2:15,2014-2015
23,0021400024,"FRIDAY, OCTOBER 31, 2014",15050,2:17,2014-2015
24,0021400025,"FRIDAY, OCTOBER 31, 2014",14648,2:27,2014-2015
25,0021400026,"FRIDAY, OCTOBER 31, 2014",18997,2:34,2014-2015
26,0021400027,"SATURDAY, NOVEMBER 1, 2014",14547,2:13,2014-2015
27,0021400028,"SATURDAY, NOVEMBER 1, 2014",18133,2:19,2014-2015
28,0021400029,"SATURDAY, NOVEMBER 1, 2014",16141,2:20,2014-2015
29,0021400030,"SATURDAY, NOVEMBER 1, 2014",19753,2:23,2014-2015
30,0021400031,"SATURDAY, NOVEMBER 1, 2014",17992,2:21,2014-2015
31,0021400032,"SATURDAY, NOVEMBER 1, 2014",19118,2:14,2014-2015
32,0021400033,"SATURDAY, NOVEMBER 1, 2014",19904,2:09,2014-2015
33,0021400034,"SATURDAY, NOVEMBER 1, 2014",18309,2:11,2014-2015
34,0021400035,"SATURDAY, NOVEMBER 1, 2014",19356,2:27,2014-2015
35,0021400036,"SATURDAY, NOVEMBER 1, 2014",18203,2:23,2014-2015
36,0021400037,"SATURDAY, NOVEMBER 1, 2014",17721,2:07,2014-2015
37,0021400038,"SATURDAY, NOVEMBER 1, 2014",19596,2:19,2014-2015
38,0021400039,"SUNDAY, NOVEMBER 2, 2014",19060,2:33,2014-2015
39,0021400040,"SUNDAY, NOVEMBER 2, 2014",19666,2:38,2014-2015
40,0021400041,"SUNDAY, NOVEMBER 2, 2014",19812,2:21,2014-2015
41,0021400042,"SUNDAY, NOVEMBER 2, 2014",19441,2:15,2014-2015
42,0021400043,"MONDAY, NOVEMBER 3, 2014",12896,2:14,2014-2015
43,0021400044,"MONDAY, NOVEMBER 3, 2014",17732,2:10,2014-2015
44,0021400045,"MONDAY, NOVEMBER 3, 2014",15302,2:20,2014-2015
45,0021400046,"MONDAY, NOVEMBER 3, 2014",19948,2:22,2014-2015
46,0021400047,"MONDAY, NOVEMBER 3, 2014",12516,2:37,2014-2015
47,0021400048,"MONDAY, NOVEMBER 3, 2014",19060,2:10,2014-2015
48,0021400049,"TUESDAY, NOVEMBER 4, 2014",15012,2:13,2014-2015
49,0021400050,"TUESDAY, NOVEMBER 4, 2014",19666,2:25,2014-2015
50,0021400051,"TUESDAY, NOVEMBER 4, 2014",19812,2:11,2014-2015
51,0021400052,"TUESDAY, NOVEMBER 4, 2014",18877,2:24,2014-2015
52,0021400053,"TUESDAY, NOVEMBER 4, 2014",21809,2:13,2014-2015
53,0021400054,"TUESDAY, NOVEMBER 4, 2014",14840,2:01,2014-2015
54,0021400055,"TUESDAY, NOVEMBER 4, 2014",19441,2:10,2014-2015
55,0021400056,"TUESDAY, NOVEMBER 4, 2014",18997,2:22,2014-2015
56,0021400057,"WEDNESDAY, NOVEMBER 5, 2014",15874,2:25,2014-2015
57,0021400058,"WEDNESDAY, NOVEMBER 5, 2014",12111,2:38,2014-2015
58,0021400059,"WEDNESDAY, NOVEMBER 5, 2014",16249,2:09,2014-2015
59,0021400060,"WEDNESDAY, NOVEMBER 5, 2014",16302,2:08,2014-2015
60,0021400061,"WEDNESDAY, NOVEMBER 5, 2014",11915,2:20,2014-2015
61,0021400062,"WEDNESDAY, NOVEMBER 5, 2014",13098,2:16,2014-2015
62,0021400063,"WEDNESDAY, NOVEMBER 5, 2014",15268,2:40,2014-2015
63,0021400064,"WEDNESDAY, NOVEMBER 5, 2014",18581,2:17,2014-2015
64,0021400065,"WEDNESDAY, NOVEMBER 5, 2014",15377,2:11,2014-2015
65,0021400066,"WEDNESDAY, NOVEMBER 5, 2014",19911,2:17,2014-2015
66,0021400067,"WEDNESDAY, NOVEMBER 5, 2014",14539,2:27,2014-2015
67,0021400068,"WEDNESDAY, NOVEMBER 5, 2014",19596,2:12,2014-2015
68,0021400069,"THURSDAY, NOVEMBER 6, 2014",18311,2:18,2014-2015
69,0021400070,"THURSDAY, NOVEMBER 6, 2014",19441,2:22,2014-2015
70,0021400071,"FRIDAY, NOVEMBER 7, 2014",15891,3:01,2014-2015
71,0021400072,"FRIDAY, NOVEMBER 7, 2014",16379,2:35,2014-2015
72,0021400073,"FRIDAY, NOVEMBER 7, 2014",16820,2:25,2014-2015
73,0021400074,"FRIDAY, NOVEMBER 7, 2014",17122,2:13,2014-2015
74,0021400075,"FRIDAY, NOVEMBER 7, 2014",17732,2:14,2014-2015
75,0021400076,"FRIDAY, NOVEMBER 7, 2014",16102,2:16,2014-2015
76,0021400077,"FRIDAY, NOVEMBER 7, 2014",19800,2:16,2014-2015
77,0021400078,"FRIDAY, NOVEMBER 7, 2014",18203,2:24,2014-2015
78,0021400079,"FRIDAY, NOVEMBER 7, 2014",15476,2:48,2014-2015
79,0021400080,"FRIDAY, NOVEMBER 7, 2014",18419,2:06,2014-2015
80,0021400081,"FRIDAY, NOVEMBER 7, 2014",19623,2:22,2014-2015
81,0021400082,"SATURDAY, NOVEMBER 8, 2014",19060,2:22,2014-2015
82,0021400083,"SATURDAY, NOVEMBER 8, 2014",17302,2:09,2014-2015
83,0021400084,"SATURDAY, NOVEMBER 8, 2014",17521,2:22,2014-2015
84,0021400085,"SATURDAY, NOVEMBER 8, 2014",19735,2:07,2014-2015
85,0021400086,"SATURDAY, NOVEMBER 8, 2014",22104,2:08,2014-2015
86,0021400087,"SATURDAY, NOVEMBER 8, 2014",18312,2:15,2014-2015
87,0021400088,"SATURDAY, NOVEMBER 8, 2014",13841,2:22,2014-2015
88,0021400089,"SATURDAY, NOVEMBER 8, 2014",18581,2:09,2014-2015
89,0021400090,"SUNDAY, NOVEMBER 9, 2014",16127,2:04,2014-2015
90,0021400091,"SUNDAY, NOVEMBER 9, 2014",12888,2:09,2014-2015
91,0021400092,"SUNDAY, NOVEMBER 9, 2014",18203,2:23,2014-2015
92,0021400093,"SUNDAY, NOVEMBER 9, 2014",18470,2:11,2014-2015
93,0021400094,"SUNDAY, NOVEMBER 9, 2014",20195,2:23,2014-2015
94,0021400095,"SUNDAY, NOVEMBER 9, 2014",16046,2:22,2014-2015
95,0021400096,"SUNDAY, NOVEMBER 9, 2014",19055,2:11,2014-2015
96,0021400097,"SUNDAY, NOVEMBER 9, 2014",18997,2:07,2014-2015
97,0021400098,"MONDAY, NOVEMBER 10, 2014",20562,2:10,2014-2015
98,0021400099,"MONDAY, NOVEMBER 10, 2014",12513,2:14,2014-2015
99,0021400100,"MONDAY, NOVEMBER 10, 2014",19812,2:25,2014-2015
100,0021400101,"MONDAY, NOVEMBER 10, 2014",21431,2:10,2014-2015
101,0021400102,"MONDAY, NOVEMBER 10, 2014",19313,2:23,2014-2015
102,0021400103,"TUESDAY, NOVEMBER 11, 2014",19800,2:18,2014-2015
103,0021400104,"TUESDAY, NOVEMBER 11, 2014",17618,2:12,2014-2015
104,0021400105,"TUESDAY, NOVEMBER 11, 2014",12390,2:19,2014-2015
105,0021400106,"TUESDAY, NOVEMBER 11, 2014",19663,2:31,2014-2015
106,0021400107,"TUESDAY, NOVEMBER 11, 2014",18495,2:09,2014-2015
107,0021400108,"TUESDAY, NOVEMBER 11, 2014",19596,2:09,2014-2015
108,0021400109,"WEDNESDAY, NOVEMBER 12, 2014",14708,2:23,2014-2015
109,0021400110,"WEDNESDAY, NOVEMBER 12, 2014",12595,2:03,2014-2015
110,0021400111,"WEDNESDAY, NOVEMBER 12, 2014",17043,2:02,2014-2015
111,0021400112,"WEDNESDAY, NOVEMBER 12, 2014",19658,2:14,2014-2015
112,0021400113,"WEDNESDAY, NOVEMBER 12, 2014",19812,2:25,2014-2015
113,0021400114,"WEDNESDAY, NOVEMBER 12, 2014",17359,2:07,2014-2015
114,0021400115,"WEDNESDAY, NOVEMBER 12, 2014",12611,2:12,2014-2015
115,0021400116,"WEDNESDAY, NOVEMBER 12, 2014",15184,2:22,2014-2015
116,0021400117,"WEDNESDAY, NOVEMBER 12, 2014",18996,2:18,2014-2015
117,0021400118,"THURSDAY, NOVEMBER 13, 2014",15666,2:29,2014-2015
118,0021400119,"THURSDAY, NOVEMBER 13, 2014",19800,2:32,2014-2015
119,0021400120,"THURSDAY, NOVEMBER 13, 2014",19604,2:22,2014-2015
120,0021400121,"THURSDAY, NOVEMBER 13, 2014",19596,2:19,2014-2015
121,0021400122,"FRIDAY, NOVEMBER 14, 2014",16286,2:12,2014-2015
122,0021400123,"FRIDAY, NOVEMBER 14, 2014",15947,2:08,2014-2015
123,0021400124,"FRIDAY, NOVEMBER 14, 2014",17090,2:08,2014-2015
124,0021400125,"FRIDAY, NOVEMBER 14, 2014",18624,2:23,2014-2015
125,0021400126,"FRIDAY, NOVEMBER 14, 2014",19812,2:32,2014-2015
126,0021400127,"FRIDAY, NOVEMBER 14, 2014",18138,2:26,2014-2015
127,0021400128,"FRIDAY, NOVEMBER 14, 2014",14775,2:05,2014-2015
128,0021400129,"FRIDAY, NOVEMBER 14, 2014",18203,2:22,2014-2015
129,0021400130,"FRIDAY, NOVEMBER 14, 2014",16291,2:09,2014-2015
130,0021400131,"FRIDAY, NOVEMBER 14, 2014",18997,2:13,2014-2015
131,0021400132,"SATURDAY, NOVEMBER 15, 2014",19110,2:10,2014-2015
132,0021400133,"SATURDAY, NOVEMBER 15, 2014",20562,1:55,2014-2015
133,0021400134,"SATURDAY, NOVEMBER 15, 2014",19800,2:04,2014-2015
134,0021400135,"SATURDAY, NOVEMBER 15, 2014",22248,2:14,2014-2015
135,0021400136,"SATURDAY, NOVEMBER 15, 2014",17215,2:15,2014-2015
136,0021400137,"SATURDAY, NOVEMBER 15, 2014",19730,2:15,2014-2015
137,0021400138,"SATURDAY, NOVEMBER 15, 2014",19441,2:18,2014-2015
138,0021400139,"SATURDAY, NOVEMBER 15, 2014",17317,2:24,2014-2015
139,0021400140,"SATURDAY, NOVEMBER 15, 2014",19596,2:04,2014-2015
140,0021400141,"SATURDAY, NOVEMBER 15, 2014",19060,2:21,2014-2015
141,0021400142,"SUNDAY, NOVEMBER 16, 2014",19812,2:19,2014-2015
142,0021400143,"SUNDAY, NOVEMBER 16, 2014",19680,2:18,2014-2015
143,0021400144,"SUNDAY, NOVEMBER 16, 2014",18203,2:37,2014-2015
144,0021400145,"SUNDAY, NOVEMBER 16, 2014",18997,2:15,2014-2015
145,0021400146,"MONDAY, NOVEMBER 17, 2014",15345,2:03,2014-2015
146,0021400147,"MONDAY, NOVEMBER 17, 2014",20562,2:04,2014-2015
147,0021400148,"MONDAY, NOVEMBER 17, 2014",16726,2:16,2014-2015
148,0021400149,"MONDAY, NOVEMBER 17, 2014",17732,2:20,2014-2015
149,0021400150,"MONDAY, NOVEMBER 17, 2014",11619,2:05,2014-2015
150,0021400151,"MONDAY, NOVEMBER 17, 2014",17012,2:08,2014-2015
151,0021400152,"MONDAY, NOVEMBER 17, 2014",18581,2:06,2014-2015
152,0021400153,"MONDAY, NOVEMBER 17, 2014",19441,2:10,2014-2015
153,0021400154,"MONDAY, NOVEMBER 17, 2014",19319,2:11,2014-2015
154,0021400155,"TUESDAY, NOVEMBER 18, 2014",17848,2:11,2014-2015
155,0021400156,"TUESDAY, NOVEMBER 18, 2014",12190,2:23,2014-2015
156,0021400157,"TUESDAY, NOVEMBER 18, 2014",17190,2:09,2014-2015
157,0021400158,"TUESDAY, NOVEMBER 18, 2014",16526,2:21,2014-2015
158,0021400159,"WEDNESDAY, NOVEMBER 19, 2014",20562,2:23,2014-2015
159,0021400160,"WEDNESDAY, NOVEMBER 19, 2014",14748,2:07,2014-2015
160,0021400161,"WEDNESDAY, NOVEMBER 19, 2014",16034,2:02,2014-2015
161,0021400162,"WEDNESDAY, NOVEMBER 19, 2014",12701,2:05,2014-2015
162,0021400163,"WEDNESDAY, NOVEMBER 19, 2014",16374,2:14,2014-2015
163,0021400164,"WEDNESDAY, NOVEMBER 19, 2014",15694,3:06,2014-2015
164,0021400165,"WEDNESDAY, NOVEMBER 19, 2014",10686,2:11,2014-2015
165,0021400166,"WEDNESDAY, NOVEMBER 19, 2014",19800,2:19,2014-2015
166,0021400167,"WEDNESDAY, NOVEMBER 19, 2014",15304,2:11,2014-2015
167,0021400168,"WEDNESDAY, NOVEMBER 19, 2014",14140,2:09,2014-2015
168,0021400169,"WEDNESDAY, NOVEMBER 19, 2014",18245,2:25,2014-2015
169,0021400170,"THURSDAY, NOVEMBER 20, 2014",19685,2:21,2014-2015
170,0021400171,"THURSDAY, NOVEMBER 20, 2014",17317,2:26,2014-2015
171,0021400172,"FRIDAY, NOVEMBER 21, 2014",18126,2:19,2014-2015
172,0021400173,"FRIDAY, NOVEMBER 21, 2014",16789,2:08,2014-2015
173,0021400174,"FRIDAY, NOVEMBER 21, 2014",16517,2:12,2014-2015
174,0021400175,"FRIDAY, NOVEMBER 21, 2014",19800,2:14,2014-2015
175,0021400176,"FRIDAY, NOVEMBER 21, 2014",17712,2:05,2014-2015
176,0021400177,"FRIDAY, NOVEMBER 21, 2014",12414,2:04,2014-2015
177,0021400178,"FRIDAY, NOVEMBER 21, 2014",18203,2:22,2014-2015
178,0021400179,"FRIDAY, NOVEMBER 21, 2014",20356,2:14,2014-2015
179,0021400180,"FRIDAY, NOVEMBER 21, 2014",20353,2:08,2014-2015
180,0021400181,"FRIDAY, NOVEMBER 21, 2014",15232,2:09,2014-2015
181,0021400182,"FRIDAY, NOVEMBER 21, 2014",19596,2:04,2014-2015
182,0021400183,"FRIDAY, NOVEMBER 21, 2014",19866,2:14,2014-2015
183,0021400184,"SATURDAY, NOVEMBER 22, 2014",16870,2:06,2014-2015
184,0021400185,"SATURDAY, NOVEMBER 22, 2014",18846,2:19,2014-2015
185,0021400186,"SATURDAY, NOVEMBER 22, 2014",20562,2:20,2014-2015
186,0021400187,"SATURDAY, NOVEMBER 22, 2014",19812,2:19,2014-2015
187,0021400188,"SATURDAY, NOVEMBER 22, 2014",18244,2:32,2014-2015
188,0021400189,"SATURDAY, NOVEMBER 22, 2014",13191,2:16,2014-2015
189,0021400190,"SATURDAY, NOVEMBER 22, 2014",14254,2:14,2014-2015
190,0021400191,"SATURDAY, NOVEMBER 22, 2014",18581,1:57,2014-2015
191,0021400192,"SATURDAY, NOVEMBER 22, 2014",18452,2:12,2014-2015
192,0021400193,"SUNDAY, NOVEMBER 23, 2014",18119,2:17,2014-2015
193,0021400194,"SUNDAY, NOVEMBER 23, 2014",16692,1:58,2014-2015
194,0021400195,"SUNDAY, NOVEMBER 23, 2014",19639,2:12,2014-2015
195,0021400196,"SUNDAY, NOVEMBER 23, 2014",18203,2:28,2014-2015
196,0021400197,"SUNDAY, NOVEMBER 23, 2014",18997,2:43,2014-2015
197,0021400198,"MONDAY, NOVEMBER 24, 2014",17180,2:10,2014-2015
198,0021400199,"MONDAY, NOVEMBER 24, 2014",20562,2:06,2014-2015
199,0021400200,"MONDAY, NOVEMBER 24, 2014",11094,2:07,2014-2015
200,0021400201,"MONDAY, NOVEMBER 24, 2014",19800,2:14,2014-2015
201,0021400202,"MONDAY, NOVEMBER 24, 2014",18133,2:16,2014-2015
202,0021400203,"MONDAY, NOVEMBER 24, 2014",19850,2:19,2014-2015
203,0021400204,"MONDAY, NOVEMBER 24, 2014",18904,2:04,2014-2015
204,0021400205,"TUESDAY, NOVEMBER 25, 2014",15440,2:27,2014-2015
205,0021400206,"TUESDAY, NOVEMBER 25, 2014",19647,2:20,2014-2015
206,0021400207,"TUESDAY, NOVEMBER 25, 2014",15265,2:06,2014-2015
207,0021400208,"TUESDAY, NOVEMBER 25, 2014",17037,2:13,2014-2015
208,0021400209,"TUESDAY, NOVEMBER 25, 2014",17033,2:21,2014-2015
209,0021400210,"WEDNESDAY, NOVEMBER 26, 2014",16972,2:06,2014-2015
210,0021400211,"WEDNESDAY, NOVEMBER 26, 2014",20562,2:13,2014-2015
211,0021400212,"WEDNESDAY, NOVEMBER 26, 2014",17702,2:08,2014-2015
212,0021400213,"WEDNESDAY, NOVEMBER 26, 2014",11223,2:14,2014-2015
213,0021400214,"WEDNESDAY, NOVEMBER 26, 2014",20352,2:53,2014-2015
214,0021400215,"WEDNESDAY, NOVEMBER 26, 2014",16253,2:20,2014-2015
215,0021400216,"WEDNESDAY, NOVEMBER 26, 2014",13461,2:14,2014-2015
216,0021400217,"WEDNESDAY, NOVEMBER 26, 2014",18058,2:13,2014-2015
217,0021400218,"WEDNESDAY, NOVEMBER 26, 2014",14710,2:15,2014-2015
218,0021400219,"WEDNESDAY, NOVEMBER 26, 2014",18203,2:05,2014-2015
219,0021400220,"WEDNESDAY, NOVEMBER 26, 2014",18581,2:12,2014-2015
220,0021400221,"WEDNESDAY, NOVEMBER 26, 2014",16099,2:17,2014-2015
221,0021400222,"WEDNESDAY, NOVEMBER 26, 2014",18997,2:10,2014-2015
222,0021400223,"FRIDAY, NOVEMBER 28, 2014",18203,2:14,2014-2015
223,0021400224,"FRIDAY, NOVEMBER 28, 2014",19381,2:14,2014-2015
224,0021400225,"FRIDAY, NOVEMBER 28, 2014",17079,2:05,2014-2015
225,0021400226,"FRIDAY, NOVEMBER 28, 2014",13127,1:60,2014-2015
226,0021400227,"FRIDAY, NOVEMBER 28, 2014",19800,2:39,2014-2015
227,0021400228,"FRIDAY, NOVEMBER 28, 2014",18226,2:12,2014-2015
228,0021400229,"FRIDAY, NOVEMBER 28, 2014",18203,2:11,2014-2015
229,0021400230,"FRIDAY, NOVEMBER 28, 2014",18165,2:02,2014-2015
230,0021400231,"FRIDAY, NOVEMBER 28, 2014",18581,2:09,2014-2015
231,0021400232,"FRIDAY, NOVEMBER 28, 2014",15509,2:13,2014-2015
232,0021400233,"FRIDAY, NOVEMBER 28, 2014",19459,2:11,2014-2015
233,0021400234,"FRIDAY, NOVEMBER 28, 2014",18997,2:12,2014-2015
234,0021400235,"SATURDAY, NOVEMBER 29, 2014",16145,2:22,2014-2015
235,0021400236,"SATURDAY, NOVEMBER 29, 2014",17581,2:00,2014-2015
236,0021400237,"SATURDAY, NOVEMBER 29, 2014",14185,2:05,2014-2015
237,0021400238,"SATURDAY, NOVEMBER 29, 2014",20562,2:09,2014-2015
238,0021400239,"SATURDAY, NOVEMBER 29, 2014",18479,2:09,2014-2015
239,0021400240,"SATURDAY, NOVEMBER 29, 2014",16119,2:18,2014-2015
240,0021400241,"SUNDAY, NOVEMBER 30, 2014",17121,2:02,2014-2015
241,0021400242,"SUNDAY, NOVEMBER 30, 2014",17732,2:09,2014-2015
242,0021400243,"SUNDAY, NOVEMBER 30, 2014",12737,2:08,2014-2015
243,0021400244,"SUNDAY, NOVEMBER 30, 2014",16240,2:21,2014-2015
244,0021400245,"SUNDAY, NOVEMBER 30, 2014",19812,2:23,2014-2015
245,0021400246,"SUNDAY, NOVEMBER 30, 2014",15558,2:20,2014-2015
246,0021400247,"SUNDAY, NOVEMBER 30, 2014",18843,2:05,2014-2015
247,0021400248,"SUNDAY, NOVEMBER 30, 2014",18997,2:32,2014-2015
248,0021400249,"MONDAY, DECEMBER 1, 2014",12843,2:15,2014-2015
249,0021400250,"MONDAY, DECEMBER 1, 2014",15150,2:10,2014-2015
250,0021400251,"MONDAY, DECEMBER 1, 2014",16768,2:23,2014-2015
251,0021400252,"MONDAY, DECEMBER 1, 2014",19060,2:20,2014-2015
252,0021400253,"TUESDAY, DECEMBER 2, 2014",20562,2:20,2014-2015
253,0021400254,"TUESDAY, DECEMBER 2, 2014",12705,2:08,2014-2015
254,0021400255,"TUESDAY, DECEMBER 2, 2014",14083,2:05,2014-2015
255,0021400256,"TUESDAY, DECEMBER 2, 2014",19812,2:25,2014-2015
256,0021400257,"TUESDAY, DECEMBER 2, 2014",22042,2:51,2014-2015
257,0021400258,"TUESDAY, DECEMBER 2, 2014",13903,2:21,2014-2015
258,0021400259,"TUESDAY, DECEMBER 2, 2014",12822,2:12,2014-2015
259,0021400260,"TUESDAY, DECEMBER 2, 2014",15059,2:10,2014-2015
260,0021400261,"TUESDAY, DECEMBER 2, 2014",15522,2:24,2014-2015
261,0021400262,"TUESDAY, DECEMBER 2, 2014",19596,2:07,2014-2015
262,0021400263,"WEDNESDAY, DECEMBER 3, 2014",16887,2:05,2014-2015
263,0021400264,"WEDNESDAY, DECEMBER 3, 2014",18490,2:06,2014-2015
264,0021400265,"WEDNESDAY, DECEMBER 3, 2014",15870,2:33,2014-2015
265,0021400266,"WEDNESDAY, DECEMBER 3, 2014",15989,2:23,2014-2015
266,0021400267,"WEDNESDAY, DECEMBER 3, 2014",19600,2:20,2014-2015
267,0021400268,"WEDNESDAY, DECEMBER 3, 2014",18151,2:14,2014-2015
268,0021400269,"WEDNESDAY, DECEMBER 3, 2014",13568,2:23,2014-2015
269,0021400270,"WEDNESDAY, DECEMBER 3, 2014",10463,2:09,2014-2015
270,0021400271,"WEDNESDAY, DECEMBER 3, 2014",16677,2:01,2014-2015
271,0021400272,"WEDNESDAY, DECEMBER 3, 2014",19060,2:10,2014-2015
