,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0029000001,1990-11-02T00:00:00,,0029000001,1610612745,HOU,Houston,Rockets,-,27,32,16,14,,,,,,,,,,,89,1990-1991
1,0029000001,1990-11-02T00:00:00,,0029000001,1610612757,POR,Portland,Trail Blazers,-,27,20,29,14,,,,,,,,,,,90,1990-1991
2,0029000002,1990-11-02T00:00:00,,0029000002,1610612743,DEN,Denver,Nuggets,-,41,42,39,36,,,,,,,,,,,158,1990-1991
3,0029000002,1990-11-02T00:00:00,,0029000002,1610612744,GOS,Golden State,Warriors,-,43,44,38,37,,,,,,,,,,,162,1990-1991
4,0029000003,1990-11-02T00:00:00,,0029000003,1610612752,NYK,New York,Knicks,-,33,29,33,28,11.0,,,,,,,,,,134,1990-1991
5,0029000003,1990-11-02T00:00:00,,0029000003,1610612766,CHH,Charlotte,Hornets,-,19,35,30,39,7.0,,,,,,,,,,130,1990-1991
6,0029000004,1990-11-02T00:00:00,,0029000004,1610612751,NJN,New Jersey,Nets,-,26,19,11,25,,,,,,,,,,,81,1990-1991
7,0029000004,1990-11-02T00:00:00,,0029000004,1610612754,IND,Indiana,Pacers,-,31,21,20,28,,,,,,,,,,,100,1990-1991
8,0029000005,1990-11-02T00:00:00,,0029000005,1610612749,MIL,Milwaukee,Bucks,-,25,26,26,27,,,,,,,,,,,104,1990-1991
9,0029000005,1990-11-02T00:00:00,,0029000005,1610612765,DET,Detroit,Pistons,-,28,29,31,27,,,,,,,,,,,115,1990-1991
10,0029000006,1990-11-02T00:00:00,,0029000006,1610612748,MIA,Miami,Heat,-,29,25,31,34,,,,,,,,,,,119,1990-1991
11,0029000006,1990-11-02T00:00:00,,0029000006,1610612764,WAS,Washington,Bullets,-,24,22,26,23,,,,,,,,,,,95,1990-1991
12,0029000007,1990-11-02T00:00:00,,0029000007,1610612742,DAL,Dallas,Mavericks,-,27,16,23,19,,,,,,,,,,,85,1990-1991
13,0029000007,1990-11-02T00:00:00,,0029000007,1610612750,MIN,Minnesota,Timberwolves,-,23,17,25,33,,,,,,,,,,,98,1990-1991
14,0029000008,1990-11-02T00:00:00,,0029000008,1610612746,LAC,Los Angeles,Clippers,-,18,21,27,24,,,,,,,,,,,90,1990-1991
15,0029000008,1990-11-02T00:00:00,,0029000008,1610612758,SAC,Sacramento,Kings,-,21,25,15,19,,,,,,,,,,,80,1990-1991
16,0029000009,1990-11-02T00:00:00,,0029000009,1610612755,PHL,Philadelphia,76ers,-,39,28,27,30,,,,,,,,,,,124,1990-1991
17,0029000009,1990-11-02T00:00:00,,0029000009,1610612741,CHI,Chicago,Bulls,-,28,20,33,35,,,,,,,,,,,116,1990-1991
18,0029000010,1990-11-02T00:00:00,,0029000010,1610612753,ORL,Orlando,Magic,-,23,34,28,26,,,,,,,,,,,111,1990-1991
19,0029000010,1990-11-02T00:00:00,,0029000010,1610612737,ATL,Atlanta,Hawks,-,37,23,30,25,,,,,,,,,,,115,1990-1991
20,0029000011,1990-11-02T00:00:00,,0029000011,1610612756,PHX,Phoenix,Suns,-,28,30,27,34,,,,,,,,,,,119,1990-1991
21,0029000011,1990-11-02T00:00:00,,0029000011,1610612762,UTH,Utah,Jazz,-,29,28,15,24,,,,,,,,,,,96,1990-1991
22,0029000012,1990-11-02T00:00:00,,0029000012,1610612738,BOS,Boston,Celtics,-,33,23,38,31,,,,,,,,,,,125,1990-1991
23,0029000012,1990-11-02T00:00:00,,0029000012,1610612739,CLE,Cleveland,Cavaliers,-,23,23,33,22,,,,,,,,,,,101,1990-1991
24,0029000013,1990-11-03T00:00:00,,0029000013,1610612765,DET,Detroit,Pistons,-,30,24,24,28,,,,,,,,,,,106,1990-1991
25,0029000013,1990-11-03T00:00:00,,0029000013,1610612739,CLE,Cleveland,Cavaliers,-,26,24,16,31,,,,,,,,,,,97,1990-1991
26,0029000014,1990-11-03T00:00:00,,0029000014,1610612755,PHL,Philadelphia,76ers,-,28,25,19,30,10.0,,,,,,,,,,112,1990-1991
27,0029000014,1990-11-03T00:00:00,,0029000014,1610612751,NJN,New Jersey,Nets,-,29,27,22,24,8.0,,,,,,,,,,110,1990-1991
28,0029000015,1990-11-03T00:00:00,,0029000015,1610612764,WAS,Washington,Bullets,-,24,27,28,24,,,,,,,,,,,103,1990-1991
29,0029000015,1990-11-03T00:00:00,,0029000015,1610612741,CHI,Chicago,Bulls,-,28,32,21,21,,,,,,,,,,,102,1990-1991
30,0029000016,1990-11-03T00:00:00,,0029000016,1610612753,ORL,Orlando,Magic,-,29,24,20,24,,,,,,,,,,,97,1990-1991
31,0029000016,1990-11-03T00:00:00,,0029000016,1610612766,CHH,Charlotte,Hornets,-,36,23,23,22,,,,,,,,,,,104,1990-1991
32,0029000017,1990-11-03T00:00:00,,0029000017,1610612747,LAL,Los Angeles,Lakers,-,38,22,13,26,,,,,,,,,,,99,1990-1991
33,0029000017,1990-11-03T00:00:00,,0029000017,1610612759,SAN,San Antonio,Spurs,-,24,30,27,29,,,,,,,,,,,110,1990-1991
34,0029000018,1990-11-03T00:00:00,,0029000018,1610612742,DAL,Dallas,Mavericks,-,37,34,28,41,,,,,,,,,,,140,1990-1991
35,0029000018,1990-11-03T00:00:00,,0029000018,1610612743,DEN,Denver,Nuggets,-,28,20,24,38,,,,,,,,,,,110,1990-1991
36,0029000019,1990-11-03T00:00:00,,0029000019,1610612756,PHX,Phoenix,Suns,-,29,23,30,19,,,,,,,,,,,101,1990-1991
37,0029000019,1990-11-03T00:00:00,,0029000019,1610612762,UTH,Utah,Jazz,-,31,22,29,20,,,,,,,,,,,102,1990-1991
38,0029000020,1990-11-03T00:00:00,,0029000020,1610612752,NYK,New York,Knicks,-,35,25,24,19,,,,,,,,,,,103,1990-1991
39,0029000020,1990-11-03T00:00:00,,0029000020,1610612738,BOS,Boston,Celtics,-,21,29,29,27,,,,,,,,,,,106,1990-1991
40,0029000021,1990-11-03T00:00:00,,0029000021,1610612758,SAC,Sacramento,Kings,-,17,18,22,28,8.0,,,,,,,,,,93,1990-1991
41,0029000021,1990-11-03T00:00:00,,0029000021,1610612757,POR,Portland,Trail Blazers,-,22,27,16,20,10.0,,,,,,,,,,95,1990-1991
42,0029000022,1990-11-03T00:00:00,,0029000022,1610612745,HOU,Houston,Rockets,-,27,28,24,27,,,,,,,,,,,106,1990-1991
43,0029000022,1990-11-03T00:00:00,,0029000022,1610612760,SEA,Seattle,SuperSonics,-,26,38,30,24,,,,,,,,,,,118,1990-1991
44,0029000023,1990-11-03T00:00:00,,0029000023,1610612749,MIL,Milwaukee,Bucks,-,27,30,19,35,,,,,,,,,,,111,1990-1991
45,0029000023,1990-11-03T00:00:00,,0029000023,1610612750,MIN,Minnesota,Timberwolves,-,18,19,29,27,,,,,,,,,,,93,1990-1991
