,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0029600001,1996-11-01T00:00:00,1,0029600001,1610612738,BOS,Boston,Celtics,-,28,31,18,21,0.0,0.0,0.0,0.0,,,,,,,98,1996-1997
1,0029600001,1996-11-01T00:00:00,1,0029600001,1610612741,CHI,Chicago,Bulls,-,27,21,32,27,0.0,0.0,0.0,0.0,,,,,,,107,1996-1997
2,0029600002,1996-11-01T00:00:00,2,0029600002,1610612739,CLE,Cleveland,Cavaliers,-,28,25,17,20,0.0,0.0,0.0,0.0,,,,,,,90,1996-1997
3,0029600002,1996-11-01T00:00:00,2,0029600002,1610612751,NJN,New Jersey,Nets,-,19,20,16,22,0.0,0.0,0.0,0.0,,,,,,,77,1996-1997
4,0029600003,1996-11-01T00:00:00,3,0029600003,1610612749,MIL,Milwaukee,Bucks,-,31,27,29,24,0.0,0.0,0.0,0.0,,,,,,,111,1996-1997
5,0029600003,1996-11-01T00:00:00,3,0029600003,1610612755,PHI,Philadelphia,76ers,-,28,23,29,23,0.0,0.0,0.0,0.0,,,,,,,103,1996-1997
6,0029600004,1996-11-01T00:00:00,4,0029600004,1610612753,ORL,Orlando,Magic,-,26,26,19,21,0.0,0.0,0.0,0.0,,,,,,,92,1996-1997
7,0029600004,1996-11-01T00:00:00,4,0029600004,1610612764,WAS,Washington,Bullets,-,18,27,24,27,0.0,0.0,0.0,0.0,,,,,,,96,1996-1997
8,0029600005,1996-11-01T00:00:00,5,0029600005,1610612737,ATL,Atlanta,Hawks,-,15,24,27,15,0.0,0.0,0.0,0.0,,,,,,,81,1996-1997
9,0029600005,1996-11-01T00:00:00,5,0029600005,1610612748,MIA,Miami,Heat,-,25,28,23,18,0.0,0.0,0.0,0.0,,,,,,,94,1996-1997
10,0029600006,1996-11-01T00:00:00,6,0029600006,1610612761,TOR,Toronto,Raptors,-,28,17,30,24,0.0,0.0,0.0,0.0,,,,,,,99,1996-1997
11,0029600006,1996-11-01T00:00:00,6,0029600006,1610612752,NYK,New York,Knicks,-,26,23,25,33,0.0,0.0,0.0,0.0,,,,,,,107,1996-1997
12,0029600007,1996-11-01T00:00:00,7,0029600007,1610612765,DET,Detroit,Pistons,-,16,25,27,27,0.0,0.0,0.0,0.0,,,,,,,95,1996-1997
13,0029600007,1996-11-01T00:00:00,7,0029600007,1610612754,IND,Indiana,Pacers,-,17,28,14,30,0.0,0.0,0.0,0.0,,,,,,,89,1996-1997
14,0029600008,1996-11-01T00:00:00,8,0029600008,1610612759,SAS,San Antonio,Spurs,-,15,25,11,27,0.0,0.0,0.0,0.0,,,,,,,78,1996-1997
15,0029600008,1996-11-01T00:00:00,8,0029600008,1610612750,MIN,Minnesota,Timberwolves,-,24,15,15,28,0.0,0.0,0.0,0.0,,,,,,,82,1996-1997
16,0029600009,1996-11-01T00:00:00,9,0029600009,1610612745,HOU,Houston,Rockets,-,31,21,24,20,0.0,0.0,0.0,0.0,,,,,,,96,1996-1997
17,0029600009,1996-11-01T00:00:00,9,0029600009,1610612758,SAC,Sacramento,Kings,-,24,11,19,31,0.0,0.0,0.0,0.0,,,,,,,85,1996-1997
18,0029600010,1996-11-01T00:00:00,10,0029600010,1610612742,DAL,Dallas,Mavericks,-,26,22,20,24,0.0,0.0,0.0,0.0,,,,,,,92,1996-1997
19,0029600010,1996-11-01T00:00:00,10,0029600010,1610612743,DEN,Denver,Nuggets,-,26,22,23,20,0.0,0.0,0.0,0.0,,,,,,,91,1996-1997
20,0029600011,1996-11-01T00:00:00,11,0029600011,1610612760,SEA,Seattle,SuperSonics,-,23,23,25,20,0.0,0.0,0.0,0.0,,,,,,,91,1996-1997
21,0029600011,1996-11-01T00:00:00,11,0029600011,1610612762,UTA,Utah,Jazz,-,28,25,22,24,0.0,0.0,0.0,0.0,,,,,,,99,1996-1997
22,0029600012,1996-11-01T00:00:00,12,0029600012,1610612747,LAL,Los Angeles,Lakers,-,26,31,15,24,0.0,0.0,0.0,0.0,,,,,,,96,1996-1997
