,GID,GAME_ID,LAST_GAME_ID,LAST_GAME_DATE_EST,LAST_GAME_HOME_TEAM_ID,LAST_GAME_HOME_TEAM_CITY,LAST_GAME_HOME_TEAM_NAME,LAST_GAME_HOME_TEAM_ABBREVIATION,LAST_GAME_HOME_TEAM_POINTS,LAST_GAME_VISITOR_TEAM_ID,LAST_GAME_VISITOR_TEAM_CITY,LAST_GAME_VISITOR_TEAM_NAME,LAST_GAME_VISITOR_TEAM_CITY1,LAST_GAME_VISITOR_TEAM_POINTS,SEASON
0,0020700001,0020700001,0020601151,2007-04-09T00:00:00,1610612759,San Antonio,Spurs,SAS,112,1610612757,Portland,Trail Blazers,POR,96,2007-2008
1,0020700002,0020700002,0020601081,2007-03-30T00:00:00,1610612747,Los Angeles,Lakers,LAL,104,1610612745,Houston,Rockets,HOU,107,2007-2008
2,0020700003,0020700003,0040600225,2007-05-15T00:00:00,1610612744,Golden State,Warriors,GSW,87,1610612762,Utah,Jazz,UTA,100,2007-2008
3,0020700004,0020700004,0020601217,2007-04-18T00:00:00,1610612761,Toronto,Raptors,TOR,119,1610612755,Philadelphia,76ers,PHI,122,2007-2008
4,0020700006,0020700006,0020601223,2007-04-18T00:00:00,1610612754,Indiana,Pacers,IND,95,1610612764,Washington,Wizards,WAS,98,2007-2008
5,0020700007,0020700007,0020601222,2007-04-18T00:00:00,1610612751,New Jersey,Nets,NJN,106,1610612741,Chicago,Bulls,CHI,97,2007-2008
6,0020700008,0020700008,0020601010,2007-03-21T00:00:00,1610612739,Cleveland,Cavaliers,CLE,90,1610612742,Dallas,Mavericks,DAL,98,2007-2008
7,0020700009,0020700009,0020601206,2007-04-16T00:00:00,1610612763,Memphis,Grizzlies,MEM,101,1610612759,San Antonio,Spurs,SAS,91,2007-2008
8,0020700012,0020700012,0010700006,2007-10-08T00:00:00,1610612748,Miami,Heat,MIA,86,1610612765,Detroit,Pistons,DET,103,2007-2008
9,0020700014,0020700014,0020601171,2007-04-11T00:00:00,1610612760,Seattle,SuperSonics,SEA,91,1610612756,Phoenix,Suns,PHX,109,2007-2008
10,0020700015,0020700015,0020601190,2007-04-14T00:00:00,1610612766,Charlotte,Bobcats,CHA,113,1610612749,Milwaukee,Bucks,MIL,92,2007-2008
11,0020700016,0020700016,0040600104,2007-04-28T00:00:00,1610612753,Orlando,Magic,ORL,93,1610612765,Detroit,Pistons,DET,97,2007-2008
12,0020700017,0020700017,0020601179,2007-04-13T00:00:00,1610612754,Indiana,Pacers,IND,96,1610612748,Miami,Heat,MIA,100,2007-2008
13,0020700018,0020700018,0040600126,2007-05-04T00:00:00,1610612751,New Jersey,Nets,NJN,98,1610612761,Toronto,Raptors,TOR,97,2007-2008
