,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0020000001,2000-10-31T00:00:00,4,0020000001,1610612752,NYK,New York,Knicks,-,23,18,13,18,0.0,0.0,0.0,0.0,,,,,,,72,2000-2001
1,0020000001,2000-10-31T00:00:00,4,0020000001,1610612755,PHI,Philadelphia,76ers,-,26,25,29,21,0.0,0.0,0.0,0.0,,,,,,,101,2000-2001
2,0020000002,2000-10-31T00:00:00,1,0020000002,1610612739,CLE,Cleveland,Cavaliers,-,18,26,18,24,0.0,0.0,0.0,0.0,,,,,,,86,2000-2001
3,0020000002,2000-10-31T00:00:00,1,0020000002,1610612751,NJN,New Jersey,Nets,-,25,19,18,20,0.0,0.0,0.0,0.0,,,,,,,82,2000-2001
4,0020000003,2000-10-31T00:00:00,2,0020000003,1610612764,WAS,Washington,Wizards,-,22,27,19,18,0.0,0.0,0.0,0.0,,,,,,,86,2000-2001
5,0020000003,2000-10-31T00:00:00,2,0020000003,1610612753,ORL,Orlando,Magic,-,31,23,17,26,0.0,0.0,0.0,0.0,,,,,,,97,2000-2001
6,0020000004,2000-10-31T00:00:00,3,0020000004,1610612737,ATL,Atlanta,Hawks,-,13,34,15,20,,,,,,,,,,,82,2000-2001
7,0020000004,2000-10-31T00:00:00,3,0020000004,1610612766,CHH,Charlotte,Hornets,-,28,22,23,33,,,,,,,,,,,106,2000-2001
8,0020000005,2000-10-31T00:00:00,5,0020000005,1610612761,TOR,Toronto,Raptors,-,24,22,24,25,0.0,0.0,0.0,0.0,,,,,,,95,2000-2001
9,0020000005,2000-10-31T00:00:00,5,0020000005,1610612765,DET,Detroit,Pistons,-,27,29,29,19,0.0,0.0,0.0,0.0,,,,,,,104,2000-2001
10,0020000006,2000-10-31T00:00:00,7,0020000006,1610612741,CHI,Chicago,Bulls,-,19,23,22,17,0.0,0.0,0.0,0.0,,,,,,,81,2000-2001
11,0020000006,2000-10-31T00:00:00,7,0020000006,1610612758,SAC,Sacramento,Kings,-,25,21,23,31,0.0,0.0,0.0,0.0,,,,,,,100,2000-2001
12,0020000007,2000-10-31T00:00:00,6,0020000007,1610612742,DAL,Dallas,Mavericks,-,30,23,28,16,0.0,0.0,0.0,0.0,,,,,,,97,2000-2001
13,0020000007,2000-10-31T00:00:00,6,0020000007,1610612749,MIL,Milwaukee,Bucks,-,21,25,27,20,0.0,0.0,0.0,0.0,,,,,,,93,2000-2001
14,0020000008,2000-10-31T00:00:00,8,0020000008,1610612745,HOU,Houston,Rockets,-,25,19,23,31,0.0,0.0,0.0,0.0,,,,,,,98,2000-2001
15,0020000008,2000-10-31T00:00:00,8,0020000008,1610612750,MIN,Minnesota,Timberwolves,-,35,30,19,22,0.0,0.0,0.0,0.0,,,,,,,106,2000-2001
16,0020000009,2000-10-31T00:00:00,9,0020000009,1610612759,SAS,San Antonio,Spurs,-,24,27,23,24,0.0,0.0,0.0,0.0,,,,,,,98,2000-2001
17,0020000009,2000-10-31T00:00:00,9,0020000009,1610612754,IND,Indiana,Pacers,-,12,29,19,25,0.0,0.0,0.0,0.0,,,,,,,85,2000-2001
18,0020000010,2000-10-31T00:00:00,10,0020000010,1610612746,LAC,Los Angeles,Clippers,-,19,27,21,27,0.0,0.0,0.0,0.0,,,,,,,94,2000-2001
19,0020000010,2000-10-31T00:00:00,10,0020000010,1610612762,UTA,Utah,Jazz,-,22,28,34,23,0.0,0.0,0.0,0.0,,,,,,,107,2000-2001
20,0020000011,2000-10-31T00:00:00,11,0020000011,1610612756,PHX,Phoenix,Suns,-,23,33,23,15,0.0,0.0,0.0,0.0,,,,,,,94,2000-2001
21,0020000011,2000-10-31T00:00:00,11,0020000011,1610612744,GSW,Golden State,Warriors,-,34,15,24,23,0.0,0.0,0.0,0.0,,,,,,,96,2000-2001
22,0020000012,2000-10-31T00:00:00,12,0020000012,1610612747,LAL,Los Angeles,Lakers,-,27,26,14,29,0.0,0.0,0.0,0.0,,,,,,,96,2000-2001
23,0020000012,2000-10-31T00:00:00,12,0020000012,1610612757,POR,Portland,Trail Blazers,-,22,22,23,19,0.0,0.0,0.0,0.0,,,,,,,86,2000-2001
24,0020000013,2000-10-31T00:00:00,13,0020000013,1610612763,VAN,Vancouver,Grizzlies,-,34,22,9,29,0.0,0.0,0.0,0.0,,,,,,,94,2000-2001
25,0020000013,2000-10-31T00:00:00,13,0020000013,1610612760,SEA,Seattle,SuperSonics,-,18,18,28,24,0.0,0.0,0.0,0.0,,,,,,,88,2000-2001
26,0020000014,2000-11-01T00:00:00,1,0020000014,1610612738,BOS,Boston,Celtics,-,29,27,18,29,0.0,0.0,0.0,0.0,,,,,,,103,2000-2001
27,0020000014,2000-11-01T00:00:00,1,0020000014,1610612765,DET,Detroit,Pistons,-,19,21,22,21,0.0,0.0,0.0,0.0,,,,,,,83,2000-2001
28,0020000015,2000-11-01T00:00:00,2,0020000015,1610612755,PHI,Philadelphia,76ers,-,25,34,16,29,0.0,0.0,0.0,0.0,,,,,,,104,2000-2001
29,0020000015,2000-11-01T00:00:00,2,0020000015,1610612761,TOR,Toronto,Raptors,-,31,22,20,25,0.0,0.0,0.0,0.0,,,,,,,98,2000-2001
30,0020000016,2000-11-01T00:00:00,3,0020000016,1610612748,MIA,Miami,Heat,-,37,22,25,21,0.0,0.0,0.0,0.0,,,,,,,105,2000-2001
31,0020000016,2000-11-01T00:00:00,3,0020000016,1610612753,ORL,Orlando,Magic,-,14,21,18,26,0.0,0.0,0.0,0.0,,,,,,,79,2000-2001
32,0020000017,2000-11-01T00:00:00,4,0020000017,1610612764,WAS,Washington,Wizards,-,32,19,17,27,0.0,0.0,0.0,0.0,,,,,,,95,2000-2001
33,0020000017,2000-11-01T00:00:00,4,0020000017,1610612766,CHH,Charlotte,Hornets,-,21,21,14,21,0.0,0.0,0.0,0.0,,,,,,,77,2000-2001
34,0020000018,2000-11-01T00:00:00,5,0020000018,1610612739,CLE,Cleveland,Cavaliers,-,27,23,19,19,8.0,6.0,0.0,0.0,,,,,,,102,2000-2001
35,0020000018,2000-11-01T00:00:00,5,0020000018,1610612758,SAC,Sacramento,Kings,-,23,23,16,26,8.0,4.0,0.0,0.0,,,,,,,100,2000-2001
