,GID,GAME_ID,LAST_GAME_ID,LAST_GAME_DATE_EST,LAST_GAME_HOME_TEAM_ID,LAST_GAME_HOME_TEAM_CITY,LAST_GAME_HOME_TEAM_NAME,LAST_GAME_HOME_TEAM_ABBREVIATION,LAST_GAME_HOME_TEAM_POINTS,LAST_GAME_VISITOR_TEAM_ID,LAST_GAME_VISITOR_TEAM_CITY,LAST_GAME_VISITOR_TEAM_NAME,LAST_GAME_VISITOR_TEAM_CITY1,LAST_GAME_VISITOR_TEAM_POINTS,SEASON
0,0020000001,0020000001,0029900880,2000-03-10T00:00:00,1610612752,New York,Knicks,NYK,82,1610612755,Philadelphia,76ers,PHI,77,2000-2001
1,0020000002,0020000002,0029901177,2000-04-19T00:00:00,1610612751,New Jersey,Nets,NJN,108,1610612739,Cleveland,Cavaliers,CLE,111,2000-2001
2,0020000003,0020000003,0029900909,2000-03-14T00:00:00,1610612753,Orlando,Magic,ORL,107,1610612764,Washington,Wizards,WAS,98,2000-2001
3,0020000004,0020000004,0029901124,2000-04-12T00:00:00,1610612737,Atlanta,Hawks,ATL,87,1610612766,Charlotte,Hornets,CHH,119,2000-2001
4,0020000005,0020000005,0029901061,2000-04-04T00:00:00,1610612761,Toronto,Raptors,TOR,88,1610612765,Detroit,Pistons,DET,104,2000-2001
5,0020000006,0020000006,0029900686,2000-02-08T00:00:00,1610612741,Chicago,Bulls,CHI,80,1610612758,Sacramento,Kings,SAC,119,2000-2001
6,0020000007,0020000007,0029900710,2000-02-15T00:00:00,1610612742,Dallas,Mavericks,DAL,99,1610612749,Milwaukee,Bucks,MIL,112,2000-2001
7,0020000008,0020000008,0029901029,2000-03-30T00:00:00,1610612745,Houston,Rockets,HOU,90,1610612750,Minnesota,Timberwolves,MIN,122,2000-2001
8,0020000009,0020000009,0029900254,1999-12-07T00:00:00,1610612759,San Antonio,Spurs,SAS,77,1610612754,Indiana,Pacers,IND,83,2000-2001
9,0020000010,0020000010,0029901128,2000-04-12T00:00:00,1610612762,Utah,Jazz,UTA,102,1610612746,Los Angeles,Clippers,LAC,93,2000-2001
