,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0021500001,2015-10-27T00:00:00,1,0021500001,1610612737,ATL,Atlanta,Hawks,0-1,25,18,23,28,0,0,0,0,0,0,0,0,0,0,94,2015-2016
1,0021500001,2015-10-27T00:00:00,1,0021500001,1610612765,DET,Detroit,Pistons,1-0,25,23,34,24,0,0,0,0,0,0,0,0,0,0,106,2015-2016
2,0021500002,2015-10-27T00:00:00,2,0021500002,1610612739,CLE,Cleveland,Cavaliers,0-1,17,23,28,27,0,0,0,0,0,0,0,0,0,0,95,2015-2016
3,0021500002,2015-10-27T00:00:00,2,0021500002,1610612741,CHI,Chicago,Bulls,1-0,26,20,25,26,0,0,0,0,0,0,0,0,0,0,97,2015-2016
4,0021500003,2015-10-27T00:00:00,3,0021500003,1610612740,NOP,New Orleans,Pelicans,0-1,35,14,26,20,0,0,0,0,0,0,0,0,0,0,95,2015-2016
5,0021500003,2015-10-27T00:00:00,3,0021500003,1610612744,GSW,Golden State,Warriors,1-0,39,20,35,17,0,0,0,0,0,0,0,0,0,0,111,2015-2016
6,0021500004,2015-10-28T00:00:00,1,0021500004,1610612753,ORL,Orlando,Magic,0-1,29,22,16,20,0,0,0,0,0,0,0,0,0,0,87,2015-2016
7,0021500004,2015-10-28T00:00:00,1,0021500004,1610612764,WAS,Washington,Wizards,1-0,31,22,12,23,0,0,0,0,0,0,0,0,0,0,88,2015-2016
8,0021500005,2015-10-28T00:00:00,2,0021500005,1610612738,BOS,Boston,Celtics,1-0,21,30,28,33,0,0,0,0,0,0,0,0,0,0,112,2015-2016
9,0021500005,2015-10-28T00:00:00,2,0021500005,1610612755,PHI,Philadelphia,76ers,0-1,26,14,27,28,0,0,0,0,0,0,0,0,0,0,95,2015-2016
