,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0020900001,2009-10-27T00:00:00,1,0020900001,1610612738,BOS,Boston,Celtics,1-0,21,30,21,23,0,0,0,0,,,,,,,95,2009-2010
1,0020900001,2009-10-27T00:00:00,1,0020900001,1610612739,CLE,Cleveland,Cavaliers,0-1,28,17,20,24,0,0,0,0,,,,,,,89,2009-2010
2,0020900002,2009-10-27T00:00:00,2,0020900002,1610612742,DAL,Dallas,Mavericks,0-1,21,29,24,17,0,0,0,0,,,,,,,91,2009-2010
3,0020900002,2009-10-27T00:00:00,2,0020900002,1610612764,WAS,Washington,Wizards,1-0,21,35,21,25,0,0,0,0,,,,,,,102,2009-2010
4,0020900003,2009-10-27T00:00:00,3,0020900003,1610612745,HOU,Houston,Rockets,0-1,23,18,15,31,0,0,0,0,,,,,,,87,2009-2010
5,0020900003,2009-10-27T00:00:00,3,0020900003,1610612757,POR,Portland,Trail Blazers,1-0,23,31,21,21,0,0,0,0,,,,,,,96,2009-2010
6,0020900004,2009-10-27T00:00:00,4,0020900004,1610612746,LAC,Los Angeles,Clippers,0-1,22,27,26,17,0,0,0,0,,,,,,,92,2009-2010
7,0020900004,2009-10-27T00:00:00,4,0020900004,1610612747,LAL,Los Angeles,Lakers,1-0,32,27,17,23,0,0,0,0,,,,,,,99,2009-2010
8,0020900005,2009-10-28T00:00:00,1,0020900005,1610612737,ATL,Atlanta,Hawks,1-0,29,37,29,25,0,0,0,0,,,,,,,120,2009-2010
9,0020900005,2009-10-28T00:00:00,1,0020900005,1610612754,IND,Indiana,Pacers,0-1,32,33,29,15,0,0,0,0,,,,,,,109,2009-2010
10,0020900006,2009-10-28T00:00:00,2,0020900006,1610612753,ORL,Orlando,Magic,1-0,29,41,30,20,0,0,0,0,,,,,,,120,2009-2010
11,0020900006,2009-10-28T00:00:00,2,0020900006,1610612755,PHI,Philadelphia,76ers,0-1,27,20,22,37,0,0,0,0,,,,,,,106,2009-2010
12,0020900007,2009-10-28T00:00:00,3,0020900007,1610612739,CLE,Cleveland,Cavaliers,0-2,22,17,32,20,0,0,0,0,,,,,,,91,2009-2010
13,0020900007,2009-10-28T00:00:00,3,0020900007,1610612761,TOR,Toronto,Raptors,1-0,27,30,21,23,0,0,0,0,,,,,,,101,2009-2010
14,0020900008,2009-10-28T00:00:00,4,0020900008,1610612738,BOS,Boston,Celtics,2-0,22,20,25,25,0,0,0,0,,,,,,,92,2009-2010
15,0020900008,2009-10-28T00:00:00,4,0020900008,1610612766,CHA,Charlotte,Bobcats,0-1,13,18,10,18,0,0,0,0,,,,,,,59,2009-2010
16,0020900009,2009-10-28T00:00:00,5,0020900009,1610612748,MIA,Miami,Heat,1-0,27,29,34,25,0,0,0,0,,,,,,,115,2009-2010
17,0020900009,2009-10-28T00:00:00,5,0020900009,1610612752,NYK,New York,Knicks,0-1,23,24,15,31,0,0,0,0,,,,,,,93,2009-2010
18,0020900010,2009-10-28T00:00:00,6,0020900010,1610612763,MEM,Memphis,Grizzlies,0-1,20,21,16,17,0,0,0,0,,,,,,,74,2009-2010
19,0020900010,2009-10-28T00:00:00,6,0020900010,1610612765,DET,Detroit,Pistons,1-0,24,29,18,25,0,0,0,0,,,,,,,96,2009-2010
20,0020900011,2009-10-28T00:00:00,7,0020900011,1610612750,MIN,Minnesota,Timberwolves,1-0,21,22,21,31,0,0,0,0,,,,,,,95,2009-2010
