,GID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PTS_PAINT,PTS_2ND_CHANCE,PTS_FB,LARGEST_LEAD,LEAD_CHANGES,TIMES_TIED,TEAM_TURNOVERS,TOTAL_TURNOVERS,TEAM_REBOUNDS,PTS_OFF_TO,SEASON
0,0029600001,00,1610612738,BOS,Boston,48,18,15,16,8,5,0,18,11,,1996-1997
1,0029600001,00,1610612741,CHI,Chicago,56,12,15,11,8,5,0,19,13,,1996-1997
2,0029600002,00,1610612739,CLE,Cleveland,36,14,6,20,1,1,0,15,5,,1996-1997
3,0029600002,00,1610612751,NJN,New Jersey,26,16,4,2,1,1,1,22,12,,1996-1997
4,0029600003,00,1610612749,MIL,Milwaukee,46,27,9,14,4,5,1,15,14,,1996-1997
5,0029600003,00,1610612755,PHI,Philadelphia,54,8,24,2,4,5,1,14,10,,1996-1997
6,0029600004,00,1610612764,WAS,Washington,48,9,20,5,4,6,0,16,13,,1996-1997
7,0029600004,00,1610612753,ORL,Orlando,38,25,3,18,4,6,1,17,8,,1996-1997
8,0029600005,00,1610612737,ATL,Atlanta,32,9,6,0,0,0,1,24,7,,1996-1997
9,0029600005,00,1610612748,MIA,Miami,32,15,14,16,0,0,1,19,6,,1996-1997
10,0029600006,00,1610612761,TOR,Toronto,28,11,14,7,16,7,0,24,12,,1996-1997
11,0029600006,00,1610612752,NYK,New York,38,10,15,11,16,7,0,24,13,,1996-1997
12,0029600007,00,1610612765,DET,Detroit,30,14,7,9,7,4,2,19,10,,1996-1997
13,0029600007,00,1610612754,IND,Indiana,34,11,4,10,7,4,0,18,8,,1996-1997
14,0029600008,00,1610612759,SAS,San Antonio,28,2,15,5,5,4,1,18,8,,1996-1997
15,0029600008,00,1610612750,MIN,Minnesota,24,12,0,9,5,4,1,18,12,,1996-1997
16,0029600009,00,1610612745,HOU,Houston,44,16,20,25,8,3,2,23,14,,1996-1997
17,0029600009,00,1610612758,SAC,Sacramento,38,9,12,2,8,3,0,27,11,,1996-1997
18,0029600010,00,1610612743,DEN,Denver,28,18,15,8,17,15,1,21,12,,1996-1997
19,0029600010,00,1610612742,DAL,Dallas,44,18,9,8,18,15,2,22,10,,1996-1997
20,0029600011,00,1610612762,UTA,Utah,32,16,13,11,10,8,0,9,8,,1996-1997
21,0029600011,00,1610612760,SEA,Seattle,38,18,6,4,10,8,0,12,10,,1996-1997
22,0029600012,00,1610612756,PHX,Phoenix,44,18,2,1,4,1,0,12,11,,1996-1997
