,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0028100001,"FRIDAY, OCTOBER 30, 1981",15320.0,,1981-1982
1,0028100002,"FRIDAY, OCTOBER 30, 1981",12666.0,,1981-1982
2,0028100003,"FRIDAY, OCTOBER 30, 1981",9182.0,,1981-1982
3,0028100004,"FRIDAY, OCTOBER 30, 1981",11010.0,,1981-1982
4,0028100005,"FRIDAY, OCTOBER 30, 1981",17150.0,,1981-1982
5,0028100006,"FRIDAY, OCTOBER 30, 1981",15884.0,,1981-1982
6,0028100007,"FRIDAY, OCTOBER 30, 1981",14102.0,,1981-1982
7,0028100008,"FRIDAY, OCTOBER 30, 1981",6709.0,,1981-1982
8,0028100009,"FRIDAY, OCTOBER 30, 1981",11989.0,,1981-1982
9,0028100010,"FRIDAY, OCTOBER 30, 1981",8492.0,,1981-1982
10,0028100011,"SATURDAY, OCTOBER 31, 1981",9487.0,,1981-1982
11,0028100012,"SATURDAY, OCTOBER 31, 1981",11052.0,,1981-1982
12,0028100013,"SATURDAY, OCTOBER 31, 1981",18633.0,,1981-1982
13,0028100014,"SATURDAY, OCTOBER 31, 1981",15952.0,,1981-1982
14,0028100015,"SATURDAY, OCTOBER 31, 1981",6539.0,,1981-1982
15,0028100016,"SATURDAY, OCTOBER 31, 1981",33014.0,,1981-1982
16,0028100017,"SATURDAY, OCTOBER 31, 1981",9820.0,,1981-1982
17,0028100018,"SATURDAY, OCTOBER 31, 1981",7865.0,,1981-1982
18,0028100019,"SATURDAY, OCTOBER 31, 1981",7193.0,,1981-1982
19,0028100020,"SUNDAY, NOVEMBER 1, 1981",12666.0,,1981-1982
20,0028100021,"TUESDAY, NOVEMBER 3, 1981",10855.0,,1981-1982
21,0028100022,"TUESDAY, NOVEMBER 3, 1981",6981.0,,1981-1982
22,0028100023,"TUESDAY, NOVEMBER 3, 1981",12666.0,,1981-1982
23,0028100024,"TUESDAY, NOVEMBER 3, 1981",12666.0,,1981-1982
24,0028100025,"TUESDAY, NOVEMBER 3, 1981",10888.0,,1981-1982
25,0028100026,"TUESDAY, NOVEMBER 3, 1981",7112.0,,1981-1982
26,0028100027,"WEDNESDAY, NOVEMBER 4, 1981",15320.0,,1981-1982
27,0028100028,"WEDNESDAY, NOVEMBER 4, 1981",7017.0,,1981-1982
28,0028100029,"WEDNESDAY, NOVEMBER 4, 1981",12260.0,,1981-1982
29,0028100030,"WEDNESDAY, NOVEMBER 4, 1981",14536.0,,1981-1982
30,0028100031,"WEDNESDAY, NOVEMBER 4, 1981",11276.0,,1981-1982
31,0028100032,"WEDNESDAY, NOVEMBER 4, 1981",11257.0,,1981-1982
32,0028100033,"WEDNESDAY, NOVEMBER 4, 1981",7368.0,,1981-1982
33,0028100034,"WEDNESDAY, NOVEMBER 4, 1981",7688.0,,1981-1982
34,0028100035,"THURSDAY, NOVEMBER 5, 1981",5116.0,,1981-1982
35,0028100036,"THURSDAY, NOVEMBER 5, 1981",10173.0,,1981-1982
36,0028100037,"THURSDAY, NOVEMBER 5, 1981",6189.0,,1981-1982
37,0028100038,"THURSDAY, NOVEMBER 5, 1981",10575.0,,1981-1982
38,0028100039,"FRIDAY, NOVEMBER 6, 1981",18364.0,,1981-1982
39,0028100040,"FRIDAY, NOVEMBER 6, 1981",12666.0,,1981-1982
40,0028100041,"FRIDAY, NOVEMBER 6, 1981",7187.0,,1981-1982
41,0028100042,"FRIDAY, NOVEMBER 6, 1981",13665.0,,1981-1982
42,0028100043,"FRIDAY, NOVEMBER 6, 1981",7192.0,,1981-1982
43,0028100044,"FRIDAY, NOVEMBER 6, 1981",15320.0,,1981-1982
44,0028100045,"FRIDAY, NOVEMBER 6, 1981",,,1981-1982
45,0028100046,"FRIDAY, NOVEMBER 6, 1981",6817.0,,1981-1982
46,0028100047,"FRIDAY, NOVEMBER 6, 1981",11564.0,,1981-1982
47,0028100048,"SATURDAY, NOVEMBER 7, 1981",10428.0,,1981-1982
48,0028100049,"SATURDAY, NOVEMBER 7, 1981",8319.0,,1981-1982
49,0028100050,"SATURDAY, NOVEMBER 7, 1981",9317.0,,1981-1982
50,0028100051,"SATURDAY, NOVEMBER 7, 1981",7210.0,,1981-1982
51,0028100052,"SATURDAY, NOVEMBER 7, 1981",11052.0,,1981-1982
52,0028100053,"SATURDAY, NOVEMBER 7, 1981",7817.0,,1981-1982
53,0028100054,"SATURDAY, NOVEMBER 7, 1981",,,1981-1982
54,0028100055,"SUNDAY, NOVEMBER 8, 1981",9870.0,,1981-1982
55,0028100056,"SUNDAY, NOVEMBER 8, 1981",12666.0,,1981-1982
56,0028100057,"SUNDAY, NOVEMBER 8, 1981",13013.0,,1981-1982
57,0028100058,"MONDAY, NOVEMBER 9, 1981",10514.0,,1981-1982
58,0028100059,"TUESDAY, NOVEMBER 10, 1981",12666.0,,1981-1982
59,0028100060,"TUESDAY, NOVEMBER 10, 1981",8374.0,,1981-1982
60,0028100061,"TUESDAY, NOVEMBER 10, 1981",7549.0,,1981-1982
61,0028100062,"TUESDAY, NOVEMBER 10, 1981",5779.0,,1981-1982
62,0028100063,"TUESDAY, NOVEMBER 10, 1981",6864.0,,1981-1982
63,0028100064,"TUESDAY, NOVEMBER 10, 1981",13059.0,,1981-1982
64,0028100065,"TUESDAY, NOVEMBER 10, 1981",12267.0,,1981-1982
65,0028100066,"TUESDAY, NOVEMBER 10, 1981",6697.0,,1981-1982
66,0028100067,"TUESDAY, NOVEMBER 10, 1981",6123.0,,1981-1982
67,0028100068,"TUESDAY, NOVEMBER 10, 1981",10314.0,,1981-1982
68,0028100069,"WEDNESDAY, NOVEMBER 11, 1981",15535.0,,1981-1982
69,0028100070,"TUESDAY, NOVEMBER 10, 1981",11365.0,,1981-1982
70,0028100071,"WEDNESDAY, NOVEMBER 11, 1981",12971.0,,1981-1982
71,0028100072,"WEDNESDAY, NOVEMBER 11, 1981",15320.0,,1981-1982
72,0028100073,"WEDNESDAY, NOVEMBER 11, 1981",10191.0,,1981-1982
73,0028100074,"WEDNESDAY, NOVEMBER 11, 1981",10148.0,,1981-1982
74,0028100075,"THURSDAY, NOVEMBER 12, 1981",3586.0,,1981-1982
75,0028100076,"THURSDAY, NOVEMBER 12, 1981",4684.0,,1981-1982
76,0028100077,"THURSDAY, NOVEMBER 12, 1981",5053.0,,1981-1982
77,0028100078,"THURSDAY, NOVEMBER 12, 1981",10224.0,,1981-1982
78,0028100079,"FRIDAY, NOVEMBER 13, 1981",11753.0,,1981-1982
79,0028100080,"FRIDAY, NOVEMBER 13, 1981",17505.0,,1981-1982
80,0028100081,"FRIDAY, NOVEMBER 13, 1981",7112.0,,1981-1982
