,GID,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,GAME_DATE_EST,HOME_TEAM_WINS,HOME_TEAM_LOSSES,SERIES_LEADER,SEASON
0,0020400001,0020400001,1610612765,1610612745,2004-11-02T00:00:00,2,0,Detroit,2004-2005
1,0020400002,0020400002,1610612742,1610612758,2004-11-02T00:00:00,3,1,Dallas,2004-2005
2,0020400003,0020400003,1610612747,1610612743,2004-11-02T00:00:00,2,2,Tied,2004-2005
3,0020400004,0020400004,1610612761,1610612745,2004-11-03T00:00:00,1,1,Tied,2004-2005
4,0020400005,0020400005,1610612753,1610612749,2004-11-03T00:00:00,1,2,Milwaukee,2004-2005
5,0020400006,0020400006,1610612739,1610612754,2004-11-03T00:00:00,1,3,Indiana,2004-2005
6,0020400007,0020400007,1610612738,1610612755,2004-11-03T00:00:00,1,3,Philadelphia,2004-2005
7,0020400008,0020400008,1610612751,1610612748,2004-11-03T00:00:00,0,3,Miami,2004-2005
8,0020400009,0020400009,1610612763,1610612764,2004-11-03T00:00:00,0,2,Washington,2004-2005
9,0020400010,0020400010,1610612740,1610612742,2004-11-03T00:00:00,0,4,Dallas,2004-2005
10,0020400011,0020400011,1610612750,1610612752,2004-11-03T00:00:00,1,1,Tied,2004-2005
11,0020400012,0020400012,1610612759,1610612758,2004-11-03T00:00:00,3,1,San Antonio,2004-2005
12,0020400013,0020400013,1610612756,1610612737,2004-11-03T00:00:00,2,0,Phoenix,2004-2005
13,0020400014,0020400014,1610612762,1610612747,2004-11-03T00:00:00,3,1,Utah,2004-2005
14,0020400015,0020400015,1610612746,1610612760,2004-11-03T00:00:00,2,1,L.A. Clippers,2004-2005
15,0020400016,0020400016,1610612744,1610612757,2004-11-03T00:00:00,2,2,Tied,2004-2005
16,0020400017,0020400017,1610612766,1610612764,2004-11-04T00:00:00,0,4,Washington,2004-2005
17,0020400018,0020400018,1610612748,1610612739,2004-11-04T00:00:00,3,0,Miami,2004-2005
18,0020400019,0020400019,1610612743,1610612750,2004-11-04T00:00:00,2,2,Tied,2004-2005
19,0020400020,0020400020,1610612761,1610612765,2004-11-05T00:00:00,1,3,Detroit,2004-2005
20,0020400021,0020400021,1610612755,1610612756,2004-11-05T00:00:00,0,2,Phoenix,2004-2005
21,0020400022,0020400022,1610612738,1610612754,2004-11-05T00:00:00,1,2,Indiana,2004-2005
22,0020400023,0020400023,1610612763,1610612745,2004-11-05T00:00:00,1,3,Houston,2004-2005
23,0020400024,0020400024,1610612740,1610612753,2004-11-05T00:00:00,0,2,Orlando,2004-2005
24,0020400025,0020400025,1610612741,1610612751,2004-11-05T00:00:00,0,4,New Jersey,2004-2005
25,0020400026,0020400026,1610612757,1610612746,2004-11-05T00:00:00,2,2,Tied,2004-2005
26,0020400027,0020400027,1610612747,1610612759,2004-11-05T00:00:00,0,4,San Antonio,2004-2005
27,0020400028,0020400028,1610612744,1610612762,2004-11-05T00:00:00,2,1,Golden State,2004-2005
28,0020400029,0020400029,1610612760,1610612737,2004-11-05T00:00:00,2,0,Seattle,2004-2005
29,0020400030,0020400030,1610612764,1610612748,2004-11-06T00:00:00,0,4,Miami,2004-2005
