,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0029600001,"FRIDAY, NOVEMBER 1, 1996",18624,2:15,1996-1997
1,0029600002,"FRIDAY, NOVEMBER 1, 1996",18316,2:10,1996-1997
2,0029600003,"FRIDAY, NOVEMBER 1, 1996",20444,2:26,1996-1997
3,0029600004,"FRIDAY, NOVEMBER 1, 1996",17248,2:22,1996-1997
4,0029600005,"FRIDAY, NOVEMBER 1, 1996",15113,2:11,1996-1997
5,0029600006,"FRIDAY, NOVEMBER 1, 1996",28457,2:43,1996-1997
6,0029600007,"FRIDAY, NOVEMBER 1, 1996",21454,2:22,1996-1997
7,0029600008,"FRIDAY, NOVEMBER 1, 1996",18109,2:07,1996-1997
8,0029600009,"FRIDAY, NOVEMBER 1, 1996",16285,2:07,1996-1997
9,0029600010,"FRIDAY, NOVEMBER 1, 1996",16104,2:15,1996-1997
10,0029600011,"FRIDAY, NOVEMBER 1, 1996",19911,2:06,1996-1997
11,0029600012,"FRIDAY, NOVEMBER 1, 1996",17505,2:22,1996-1997
12,0029600013,"FRIDAY, NOVEMBER 1, 1996",15593,1:57,1996-1997
13,0029600014,"FRIDAY, NOVEMBER 1, 1996",19193,2:05,1996-1997
14,0029600015,"SATURDAY, NOVEMBER 2, 1996",18756,2:49,1996-1997
15,0029600016,"SATURDAY, NOVEMBER 2, 1996",24042,2:11,1996-1997
16,0029600017,"SATURDAY, NOVEMBER 2, 1996",16378,2:08,1996-1997
17,0029600018,"SATURDAY, NOVEMBER 2, 1996",15948,2:23,1996-1997
18,0029600019,"SATURDAY, NOVEMBER 2, 1996",24040,2:00,1996-1997
19,0029600020,"SATURDAY, NOVEMBER 2, 1996",17275,2:16,1996-1997
20,0029600021,"SATURDAY, NOVEMBER 2, 1996",18042,0:00,1996-1997
21,0029600022,"SATURDAY, NOVEMBER 2, 1996",19023,2:06,1996-1997
22,0029600023,"SATURDAY, NOVEMBER 2, 1996",13041,2:18,1996-1997
23,0029600024,"SATURDAY, NOVEMBER 2, 1996",17072,2:15,1996-1997
24,0029600025,"SUNDAY, NOVEMBER 3, 1996",19763,1:60,1996-1997
25,0029600026,"SUNDAY, NOVEMBER 3, 1996",20791,2:07,1996-1997
26,0029600027,"SUNDAY, NOVEMBER 3, 1996",15407,2:11,1996-1997
27,0029600028,"SUNDAY, NOVEMBER 3, 1996",15781,2:01,1996-1997
28,0029600029,"MONDAY, NOVEMBER 4, 1996",19911,2:08,1996-1997
29,0029600030,"MONDAY, NOVEMBER 4, 1996",21567,1:59,1996-1997
