,GID,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,SEASON
0,0020000020,1185,Violet,Palmer,66,2000-2001
1,0020000020,1180,Jack,Nies,35,2000-2001
2,0020000020,1181,Tommy,Nunez,28,2000-2001
3,0020000023,1193,Michael,Smith,38,2000-2001
4,0020000023,1151,Sean,Corbin,33,2000-2001
5,0020000023,1142,Dick,Bavetta,27,2000-2001
6,0020000057,1199,Tom,Washington,49,2000-2001
7,0020000057,1830,Marc,Davis,64,2000-2001
8,0020000057,1157,Terry,Durham,31,2000-2001
9,0020000089,1185,Violet,Palmer,66,2000-2001
10,0020000089,1180,Jack,Nies,35,2000-2001
11,0020000089,1181,Tommy,Nunez,28,2000-2001
12,0020000090,1201,Leon,Wood,40,2000-2001
13,0020000090,1158,Hugh,Evans,25,2000-2001
14,0020000090,1144,Ted,Bernhardt,16,2000-2001
15,0020000136,1662,Bill,Kennedy,55,2000-2001
16,0020000136,1161,Joe,Forte,45,2000-2001
17,0020000136,1186,Blane,Reichelt,37,2000-2001
18,0020000146,1179,Rodney,Mott,71,2000-2001
19,0020000146,1194,Bill,Spooner,22,2000-2001
20,0020000146,1165,Luis,Grillo,8,2000-2001
21,0020000149,1148,James,Capers,19,2000-2001
22,0020000149,1156,Tim,Donaghy,21,2000-2001
23,0020000149,1144,Ted,Bernhardt,16,2000-2001
24,0020000256,1662,Bill,Kennedy,55,2000-2001
25,0020000256,1165,Luis,Grillo,8,2000-2001
26,0020000256,1186,Blane,Reichelt,37,2000-2001
27,0020000265,1188,Leroy,Richardson,51,2000-2001
28,0020000265,1154,Bob,Delaney,26,2000-2001
29,0020000265,1184,Ron,Olesiak,44,2000-2001
30,0020000299,1142,Dick,Bavetta,27,2000-2001
31,0020000299,1159,Kevin,Fehr,39,2000-2001
32,0020000299,1155,JB,DeRosa,14,2000-2001
33,0020000322,1148,James,Capers,19,2000-2001
34,0020000322,1163,Bernie,Fryer,7,2000-2001
35,0020000322,1661,Rashan,Michel,50,2000-2001
36,0020000323,1830,Marc,Davis,64,2000-2001
37,0020000323,1165,Luis,Grillo,8,2000-2001
38,0020000323,1184,Ron,Olesiak,44,2000-2001
39,0020000348,1179,Rodney,Mott,71,2000-2001
40,0020000348,1203,Mark,Wunderlich,18,2000-2001
41,0020000348,1165,Luis,Grillo,8,2000-2001
42,0020000369,1204,Derek,Richardson,63,2000-2001
43,0020000369,1181,Tommy,Nunez,28,2000-2001
44,0020000369,1157,Terry,Durham,31,2000-2001
45,0020000404,1176,Monty,McCutchen,58,2000-2001
46,0020000404,1161,Joe,Forte,45,2000-2001
47,0020000404,1186,Blane,Reichelt,37,2000-2001
48,0020000406,1164,Ron,Garretson,10,2000-2001
49,0020000406,1148,James,Capers,19,2000-2001
50,0020000406,1189,Phil,Robinson,70,2000-2001
51,0020000444,1199,Tom,Washington,49,2000-2001
52,0020000444,1190,Eddie,Rush,32,2000-2001
53,0020000444,1143,Gary,Benson,30,2000-2001
54,0020000449,1363,Bennie,Adams,47,2000-2001
55,0020000449,1167,Steve,Javie,29,2000-2001
56,0020000449,1184,Ron,Olesiak,44,2000-2001
57,0020000460,1151,Sean,Corbin,33,2000-2001
58,0020000460,1159,Kevin,Fehr,39,2000-2001
59,0020000460,1155,JB,DeRosa,14,2000-2001
60,0020000471,2004,Courtney,Kirkland,61,2000-2001
61,0020000471,1192,Bennett,Salvatore,15,2000-2001
62,0020000471,1166,Hue,Hollins,42,2000-2001
63,0020000492,1151,Sean,Corbin,33,2000-2001
64,0020000492,1155,JB,DeRosa,14,2000-2001
65,0020000492,1172,Jim,Kinsey,53,2000-2001
66,0020000534,1146,Tony,Brothers,56,2000-2001
67,0020000534,1168,David,Jones,36,2000-2001
68,0020000534,1155,JB,DeRosa,14,2000-2001
69,0020000560,1147,Mike,Callahan,24,2000-2001
70,0020000560,1189,Phil,Robinson,70,2000-2001
71,0020000560,1165,Luis,Grillo,8,2000-2001
72,0020000562,1181,Tommy,Nunez,28,2000-2001
73,0020000562,1166,Hue,Hollins,42,2000-2001
74,0020000562,1143,Gary,Benson,30,2000-2001
75,0020000595,1662,Bill,Kennedy,55,2000-2001
76,0020000595,1142,Dick,Bavetta,27,2000-2001
77,0020000595,1165,Luis,Grillo,8,2000-2001
78,0020000624,1148,James,Capers,19,2000-2001
79,0020000624,1825,Mike,Mathis,13,2000-2001
80,0020000624,1170,Denise,Kantner,65,2000-2001
81,0020000684,1146,Tony,Brothers,56,2000-2001
82,0020000684,1825,Mike,Mathis,13,2000-2001
83,0020000684,1828,Hank,Armstrong,46,2000-2001
84,0020000814,1172,Jim,Kinsey,53,2000-2001
85,0020000814,1144,Ted,Bernhardt,16,2000-2001
86,0020000814,1166,Hue,Hollins,42,2000-2001
87,0020000874,1147,Mike,Callahan,24,2000-2001
88,0020000874,2004,Courtney,Kirkland,61,2000-2001
89,0020000874,1192,Bennett,Salvatore,15,2000-2001
90,0020000907,1150,Jimmy,Clark,6,2000-2001
91,0020000907,1170,Denise,Kantner,65,2000-2001
92,0020000907,1197,Don,Vaden,12,2000-2001
93,0020001001,1168,David,Jones,36,2000-2001
94,0020001001,1204,Derek,Richardson,63,2000-2001
95,0020001001,1192,Bennett,Salvatore,15,2000-2001
96,0020001002,1203,Mark,Wunderlich,18,2000-2001
97,0020001002,1158,Hugh,Evans,25,2000-2001
98,0020001002,1827,George,Toliver,23,2000-2001
99,0020001026,1176,Monty,McCutchen,58,2000-2001
100,0020001026,1188,Leroy,Richardson,51,2000-2001
101,0020001026,1142,Dick,Bavetta,27,2000-2001
102,0020001054,1168,David,Jones,36,2000-2001
103,0020001054,1192,Bennett,Salvatore,15,2000-2001
104,0020001054,1825,Mike,Mathis,13,2000-2001
105,0020001075,2004,Courtney,Kirkland,61,2000-2001
106,0020001075,1168,David,Jones,36,2000-2001
107,0020001075,1155,JB,DeRosa,14,2000-2001
108,0020001108,1159,Kevin,Fehr,39,2000-2001
109,0020001108,1184,Ron,Olesiak,44,2000-2001
110,0020001108,1182,Ronnie,Nunn,34,2000-2001
111,0020001178,1148,James,Capers,19,2000-2001
112,0020001178,1165,Luis,Grillo,8,2000-2001
113,0020001178,1163,Bernie,Fryer,7,2000-2001
