,GID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PTS_PAINT,PTS_2ND_CHANCE,PTS_FB,LARGEST_LEAD,LEAD_CHANGES,TIMES_TIED,TEAM_TURNOVERS,TOTAL_TURNOVERS,TEAM_REBOUNDS,PTS_OFF_TO,SEASON
0,0021600001,00,1610612739,CLE,Cleveland,52,16,16,32,1,4,1,15,13,14,2016-2017
1,0021600001,00,1610612752,NYK,New York,28,16,9,4,1,4,0,18,8,21,2016-2017
2,0021600002,00,1610612757,POR,Portland,34,15,4,13,11,7,1,13,5,8,2016-2017
3,0021600002,00,1610612762,UTA,Utah,50,4,8,8,11,7,3,14,8,20,2016-2017
4,0021600003,00,1610612759,SAS,San Antonio,50,26,24,29,2,3,1,14,9,15,2016-2017
5,0021600003,00,1610612744,GSW,Golden State,48,4,20,4,2,3,0,16,5,17,2016-2017
6,0021600004,00,1610612748,MIA,Miami,74,23,15,19,14,13,2,12,12,15,2016-2017
7,0021600004,00,1610612753,ORL,Orlando,36,18,8,7,14,13,0,11,8,13,2016-2017
8,0021600005,00,1610612742,DAL,Dallas,42,13,7,1,4,8,0,15,9,23,2016-2017
9,0021600005,00,1610612754,IND,Indiana,54,12,11,14,4,8,0,16,8,24,2016-2017
10,0021600006,00,1610612738,BOS,Boston,50,13,11,23,2,1,0,19,4,19,2016-2017
11,0021600006,00,1610612751,BKN,Brooklyn,50,23,8,4,2,1,0,16,7,21,2016-2017
12,0021600007,00,1610612765,DET,Detroit,40,6,16,7,1,2,1,14,9,17,2016-2017
13,0021600007,00,1610612761,TOR,Toronto,54,8,6,20,1,2,1,12,4,17,2016-2017
14,0021600008,00,1610612766,CHA,Charlotte,56,15,4,24,0,2,0,10,7,14,2016-2017
15,0021600008,00,1610612749,MIL,Milwaukee,56,12,16,0,0,2,0,8,7,13,2016-2017
16,0021600009,00,1610612750,MIN,Minnesota,44,22,13,17,11,5,1,11,11,17,2016-2017
17,0021600009,00,1610612763,MEM,Memphis,34,20,5,6,11,5,0,13,10,18,2016-2017
18,0021600010,00,1610612743,DEN,Denver,50,14,11,14,4,6,1,25,11,26,2016-2017
19,0021600010,00,1610612740,NOP,New Orleans,50,3,15,3,4,6,0,11,9,10,2016-2017
20,0021600011,00,1610612760,OKC,Oklahoma City,46,18,23,6,13,7,0,10,8,6,2016-2017
21,0021600011,00,1610612755,PHI,Philadelphia,32,15,9,11,13,7,1,14,13,15,2016-2017
22,0021600012,00,1610612756,PHX,Phoenix,48,14,18,4,2,4,0,18,8,22,2016-2017
23,0021600012,00,1610612758,SAC,Sacramento,46,11,18,26,2,4,1,14,9,17,2016-2017
24,0021600013,00,1610612745,HOU,Houston,64,13,24,10,9,13,1,15,9,22,2016-2017
25,0021600013,00,1610612747,LAL,Los Angeles,54,19,20,6,9,13,1,16,11,19,2016-2017
26,0021600014,00,1610612764,WAS,Washington,48,6,18,6,19,14,0,19,8,26,2016-2017
27,0021600014,00,1610612737,ATL,Atlanta,44,20,16,19,19,14,0,21,7,25,2016-2017
28,0021600015,00,1610612741,CHI,Chicago,38,18,4,15,2,0,0,12,12,17,2016-2017
29,0021600015,00,1610612738,BOS,Boston,42,5,10,1,2,0,1,12,8,17,2016-2017
30,0021600016,00,1610612758,SAC,Sacramento,30,15,10,11,3,5,1,16,11,23,2016-2017
31,0021600016,00,1610612759,SAS,San Antonio,36,9,14,11,3,5,1,10,3,11,2016-2017
32,0021600017,00,1610612757,POR,Portland,58,14,12,6,10,9,0,14,12,21,2016-2017
33,0021600017,00,1610612746,LAC,LA,42,17,18,15,10,9,1,8,14,9,2016-2017
34,0021600018,00,1610612739,CLE,Cleveland,28,17,5,12,2,4,1,18,10,22,2016-2017
35,0021600018,00,1610612761,TOR,Toronto,38,21,20,1,2,4,0,18,7,12,2016-2017
36,0021600019,00,1610612751,BKN,Brooklyn,46,15,11,14,8,5,0,16,7,16,2016-2017
37,0021600019,00,1610612754,IND,Indiana,44,14,13,10,8,5,0,13,12,17,2016-2017
38,0021600020,00,1610612753,ORL,Orlando,36,12,18,1,2,1,0,9,8,12,2016-2017
39,0021600020,00,1610612765,DET,Detroit,60,14,14,35,2,1,0,12,9,11,2016-2017
