,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0028700001,1987-11-06T00:00:00,,0028700001,1610612758,SAC,Sacramento,Kings,-,43,34,32,25,,,,,,,,,,,134,1987-1988
1,0028700001,1987-11-06T00:00:00,,0028700001,1610612744,GOS,Golden State,Warriors,-,30,22,30,24,,,,,,,,,,,106,1987-1988
2,0028700002,1987-11-06T00:00:00,,0028700002,1610612742,DAL,Dallas,Mavericks,-,21,23,29,22,,,,,,,,,,,95,1987-1988
3,0028700002,1987-11-06T00:00:00,,0028700002,1610612762,UTH,Utah,Jazz,-,29,19,25,20,,,,,,,,,,,93,1987-1988
4,0028700003,1987-11-06T00:00:00,,0028700003,1610612755,PHL,Philadelphia,76ers,-,29,22,32,25,,,,,,,,,,,108,1987-1988
5,0028700003,1987-11-06T00:00:00,,0028700003,1610612754,IND,Indiana,Pacers,-,16,26,25,28,,,,,,,,,,,95,1987-1988
6,0028700004,1987-11-06T00:00:00,,0028700004,1610612747,LAL,Los Angeles,Lakers,-,30,27,28,28,,,,,,,,,,,113,1987-1988
7,0028700004,1987-11-06T00:00:00,,0028700004,1610612760,SEA,Seattle,SuperSonics,-,36,25,25,23,,,,,,,,,,,109,1987-1988
8,0028700005,1987-11-06T00:00:00,,0028700005,1610612743,DEN,Denver,Nuggets,-,40,29,41,29,,,,,,,,,,,139,1987-1988
9,0028700005,1987-11-06T00:00:00,,0028700005,1610612746,LAC,Los Angeles,Clippers,-,29,19,17,28,,,,,,,,,,,93,1987-1988
10,0028700006,1987-11-06T00:00:00,,0028700006,1610612739,CLE,Cleveland,Cavaliers,-,32,29,26,27,,,,,,,,,,,114,1987-1988
11,0028700006,1987-11-06T00:00:00,,0028700006,1610612751,NJN,New Jersey,Nets,-,29,30,26,23,,,,,,,,,,,108,1987-1988
12,0028700007,1987-11-06T00:00:00,,0028700007,1610612764,WAS,Washington,Bullets,-,19,26,28,24,,,,,,,,,,,97,1987-1988
13,0028700007,1987-11-06T00:00:00,,0028700007,1610612737,ATL,Atlanta,Hawks,-,36,37,15,26,,,,,,,,,,,114,1987-1988
14,0028700008,1987-11-06T00:00:00,,0028700008,1610612738,BOS,Boston,Celtics,-,32,33,31,29,,,,,,,,,,,125,1987-1988
15,0028700008,1987-11-06T00:00:00,,0028700008,1610612749,MIL,Milwaukee,Bucks,-,29,31,26,22,,,,,,,,,,,108,1987-1988
16,0028700009,1987-11-06T00:00:00,,0028700009,1610612745,HOU,Houston,Rockets,-,33,26,30,19,,,,,,,,,,,108,1987-1988
17,0028700009,1987-11-06T00:00:00,,0028700009,1610612759,SAN,San Antonio,Spurs,-,35,28,17,22,,,,,,,,,,,102,1987-1988
18,0028700010,1987-11-06T00:00:00,,0028700010,1610612752,NYK,New York,Knicks,-,23,26,27,23,,,,,,,,,,,99,1987-1988
19,0028700010,1987-11-06T00:00:00,,0028700010,1610612765,DET,Detroit,Pistons,-,26,21,28,35,,,,,,,,,,,110,1987-1988
20,0028700011,1987-11-06T00:00:00,,0028700011,1610612756,PHX,Phoenix,Suns,-,29,28,25,22,,,,,,,,,,,104,1987-1988
21,0028700011,1987-11-06T00:00:00,,0028700011,1610612757,POR,Portland,Trail Blazers,-,37,26,25,30,,,,,,,,,,,118,1987-1988
22,0028700012,1987-11-07T00:00:00,,0028700012,1610612749,MIL,Milwaukee,Bucks,-,23,38,30,28,,,,,,,,,,,119,1987-1988
23,0028700012,1987-11-07T00:00:00,,0028700012,1610612765,DET,Detroit,Pistons,-,20,21,31,33,,,,,,,,,,,105,1987-1988
24,0028700013,1987-11-07T00:00:00,,0028700013,1610612752,NYK,New York,Knicks,-,27,17,26,25,,,,,,,,,,,95,1987-1988
25,0028700013,1987-11-07T00:00:00,,0028700013,1610612754,IND,Indiana,Pacers,-,40,32,23,13,,,,,,,,,,,108,1987-1988
26,0028700014,1987-11-07T00:00:00,,0028700014,1610612737,ATL,Atlanta,Hawks,-,26,25,27,35,,,,,,,,,,,113,1987-1988
27,0028700014,1987-11-07T00:00:00,,0028700014,1610612739,CLE,Cleveland,Cavaliers,-,27,24,21,33,,,,,,,,,,,105,1987-1988
28,0028700015,1987-11-07T00:00:00,,0028700015,1610612746,LAC,Los Angeles,Clippers,-,26,18,30,25,,,,,,,,,,,99,1987-1988
29,0028700015,1987-11-07T00:00:00,,0028700015,1610612757,POR,Portland,Trail Blazers,-,38,24,31,31,,,,,,,,,,,124,1987-1988
30,0028700016,1987-11-07T00:00:00,,0028700016,1610612741,CHI,Chicago,Bulls,-,27,35,24,18,,,,,,,,,,,104,1987-1988
31,0028700016,1987-11-07T00:00:00,,0028700016,1610612755,PHL,Philadelphia,76ers,-,21,26,22,25,,,,,,,,,,,94,1987-1988
32,0028700017,1987-11-07T00:00:00,,0028700017,1610612742,DAL,Dallas,Mavericks,-,32,22,24,28,,,,,,,,,,,106,1987-1988
33,0028700017,1987-11-07T00:00:00,,0028700017,1610612759,SAN,San Antonio,Spurs,-,35,32,39,24,,,,,,,,,,,130,1987-1988
34,0028700018,1987-11-07T00:00:00,,0028700018,1610612756,PHX,Phoenix,Suns,-,22,20,31,23,,,,,,,,,,,96,1987-1988
35,0028700018,1987-11-07T00:00:00,,0028700018,1610612760,SEA,Seattle,SuperSonics,-,32,36,20,24,,,,,,,,,,,112,1987-1988
