,GID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PTS_PAINT,PTS_2ND_CHANCE,PTS_FB,LARGEST_LEAD,LEAD_CHANGES,TIMES_TIED,TEAM_TURNOVERS,TOTAL_TURNOVERS,TEAM_REBOUNDS,PTS_OFF_TO,SEASON
0,0021800001,00,1610612755,PHI,Philadelphia,50,5,16,4,1,4,0,16,10,14,2018-2019
1,0021800001,00,1610612738,BOS,Boston,34,14,6,18,1,4,1,15,9,11,2018-2019
2,0021800002,00,1610612744,GSW,Golden State,58,20,13,14,4,3,0,21,8,21,2018-2019
3,0021800002,00,1610612760,OKC,Oklahoma City,34,19,10,3,4,3,1,15,14,16,2018-2019
4,0021800003,00,1610612749,MIL,Milwaukee,56,13,12,20,2,4,0,21,5,22,2018-2019
5,0021800003,00,1610612766,CHA,Charlotte,46,7,11,1,1,3,0,11,4,19,2018-2019
6,0021800004,00,1610612751,BKN,Brooklyn,66,9,8,12,9,7,2,19,12,26,2018-2019
7,0021800004,00,1610612765,DET,Detroit,56,21,12,13,9,7,3,17,8,14,2018-2019
8,0021800005,00,1610612754,IND,Indiana,60,19,20,32,0,3,0,20,10,11,2018-2019
9,0021800005,00,1610612763,MEM,Memphis,16,11,6,0,0,3,3,10,11,16,2018-2019
10,0021800006,00,1610612753,ORL,Orlando,46,28,7,12,13,7,0,12,16,11,2018-2019
11,0021800006,00,1610612748,MIA,Miami,50,13,8,14,13,7,1,17,13,25,2018-2019
12,0021800007,00,1610612737,ATL,Atlanta,60,12,11,8,3,6,0,24,8,29,2018-2019
13,0021800007,00,1610612752,NYK,New York,50,20,11,28,3,6,1,16,14,14,2018-2019
14,0021800008,00,1610612739,CLE,Cleveland,40,17,18,4,11,6,0,16,16,16,2018-2019
15,0021800008,00,1610612761,TOR,Toronto,56,8,22,20,11,6,1,10,8,6,2018-2019
16,0021800009,00,1610612740,NOP,New Orleans,76,16,19,29,0,0,0,12,7,13,2018-2019
17,0021800009,00,1610612745,HOU,Houston,44,10,14,0,0,0,1,12,12,18,2018-2019
18,0021800010,00,1610612750,MIN,Minnesota,54,14,16,4,6,9,0,11,6,11,2018-2019
19,0021800010,00,1610612759,SAS,San Antonio,32,25,8,11,6,9,0,12,12,8,2018-2019
20,0021800011,00,1610612762,UTA,Utah,54,10,14,14,7,4,0,17,12,24,2018-2019
21,0021800011,00,1610612758,SAC,Sacramento,62,7,17,16,7,4,0,9,7,13,2018-2019
22,0021800012,00,1610612746,LAC,LA,48,14,8,8,9,6,2,14,6,10,2018-2019
23,0021800012,00,1610612743,DEN,Denver,42,15,12,11,9,6,1,11,11,9,2018-2019
24,0021800013,00,1610612742,DAL,Dallas,54,13,10,2,1,1,0,9,9,14,2018-2019
25,0021800013,00,1610612756,PHX,Phoenix,36,5,16,21,1,1,1,12,4,13,2018-2019
26,0021800014,00,1610612741,CHI,Chicago,46,10,3,6,15,6,0,12,9,17,2018-2019
27,0021800014,00,1610612755,PHI,Philadelphia,46,17,20,27,15,6,0,13,9,3,2018-2019
28,0021800015,00,1610612764,WAS,Washington,52,10,20,9,20,19,0,14,12,19,2018-2019
29,0021800015,00,1610612748,MIA,Miami,46,27,14,8,21,19,3,19,14,24,2018-2019
30,0021800016,00,1610612757,POR,Portland,56,21,12,13,7,7,1,17,6,17,2018-2019
31,0021800016,00,1610612747,LAL,Los Angeles,70,10,34,10,7,7,0,15,7,18,2018-2019
32,0021800017,00,1610612753,ORL,Orlando,44,11,7,4,1,0,3,18,6,24,2018-2019
33,0021800017,00,1610612766,CHA,Charlotte,42,19,11,37,1,0,1,16,9,15,2018-2019
34,0021800018,00,1610612752,NYK,New York,40,7,12,6,13,9,0,3,5,5,2018-2019
35,0021800018,00,1610612751,BKN,Brooklyn,48,10,7,12,13,9,0,22,5,29,2018-2019
36,0021800019,00,1610612738,BOS,Boston,34,16,18,8,13,7,2,16,10,12,2018-2019
37,0021800019,00,1610612761,TOR,Toronto,46,13,14,12,13,7,1,13,8,11,2018-2019
38,0021800020,00,1610612737,ATL,Atlanta,50,16,27,3,3,1,0,19,12,23,2018-2019
39,0021800020,00,1610612763,MEM,Memphis,52,16,27,25,3,1,1,17,14,12,2018-2019
40,0021800021,00,1610612750,MIN,Minnesota,56,13,18,21,6,5,1,14,8,19,2018-2019
41,0021800021,00,1610612739,CLE,Cleveland,58,17,15,9,6,5,0,14,6,22,2018-2019
42,0021800022,00,1610612740,NOP,New Orleans,76,15,28,28,4,6,0,16,8,17,2018-2019
43,0021800022,00,1610612758,SAC,Sacramento,70,6,23,2,4,6,0,13,5,18,2018-2019
44,0021800023,00,1610612754,IND,Indiana,42,4,10,8,1,0,0,17,12,24,2018-2019
45,0021800023,00,1610612749,MIL,Milwaukee,54,13,20,28,1,0,0,17,11,18,2018-2019
46,0021800024,00,1610612762,UTA,Utah,36,8,18,16,32,13,1,17,10,19,2018-2019
47,0021800024,00,1610612744,GSW,Golden State,46,14,20,5,33,13,0,16,3,20,2018-2019
48,0021800025,00,1610612746,LAC,LA,40,9,14,17,2,4,1,15,12,19,2018-2019
49,0021800025,00,1610612760,OKC,Oklahoma City,40,24,10,9,2,4,1,13,10,12,2018-2019
50,0021800026,00,1610612751,BKN,Brooklyn,40,24,19,4,9,8,0,20,12,30,2018-2019
51,0021800026,00,1610612754,IND,Indiana,58,21,24,29,9,8,1,11,10,13,2018-2019
52,0021800027,00,1610612761,TOR,Toronto,48,17,4,13,19,12,0,17,12,30,2018-2019
53,0021800027,00,1610612764,WAS,Washington,38,13,34,5,19,12,0,11,13,16,2018-2019
54,0021800028,00,1610612738,BOS,Boston,36,13,9,16,2,9,0,15,8,17,2018-2019
55,0021800028,00,1610612752,NYK,New York,40,10,11,1,2,9,0,16,14,15,2018-2019
56,0021800029,00,1610612753,ORL,Orlando,42,19,10,16,3,2,2,16,9,21,2018-2019
57,0021800029,00,1610612755,PHI,Philadelphia,40,11,20,13,3,2,0,10,0,14,2018-2019
58,0021800030,00,1610612748,MIA,Miami,42,16,7,9,1,1,1,16,18,27,2018-2019
59,0021800030,00,1610612766,CHA,Charlotte,44,17,13,26,1,1,1,12,9,12,2018-2019
60,0021800031,00,1610612765,DET,Detroit,40,20,9,10,10,11,1,10,12,8,2018-2019
61,0021800031,00,1610612741,CHI,Chicago,58,11,10,5,10,11,0,11,11,12,2018-2019
62,0021800032,00,1610612742,DAL,Dallas,52,24,22,7,11,9,0,16,14,12,2018-2019
63,0021800032,00,1610612750,MIN,Minnesota,40,12,29,15,11,9,0,17,15,28,2018-2019
64,0021800033,00,1610612756,PHX,Phoenix,30,11,9,0,0,1,0,19,7,21,2018-2019
65,0021800033,00,1610612743,DEN,Denver,62,14,33,28,0,1,0,18,7,13,2018-2019
66,0021800034,00,1610612757,POR,Portland,44,8,8,20,10,6,0,12,8,12,2018-2019
67,0021800034,00,1610612759,SAS,San Antonio,38,12,5,2,10,6,0,6,9,7,2018-2019
68,0021800035,00,1610612745,HOU,Houston,52,8,17,10,20,8,2,18,15,23,2018-2019
69,0021800035,00,1610612747,LAL,Los Angeles,68,10,22,5,20,8,1,11,8,18,2018-2019
70,0021800036,00,1610612737,ATL,Atlanta,52,11,11,22,3,5,0,12,9,15,2018-2019
71,0021800036,00,1610612739,CLE,Cleveland,44,23,10,15,3,5,0,18,10,23,2018-2019
72,0021800037,00,1610612758,SAC,Sacramento,68,7,18,17,7,7,3,20,8,26,2018-2019
73,0021800037,00,1610612760,OKC,Oklahoma City,68,29,19,3,7,7,0,18,12,28,2018-2019
74,0021800038,00,1610612744,GSW,Golden State,44,12,11,12,8,9,1,19,11,19,2018-2019
75,0021800038,00,1610612743,DEN,Denver,48,11,17,13,8,9,2,10,19,12,2018-2019
76,0021800039,00,1610612746,LAC,LA,64,19,13,11,18,8,0,13,5,18,2018-2019
77,0021800039,00,1610612745,HOU,Houston,54,10,15,5,18,8,0,12,8,25,2018-2019
78,0021800040,00,1610612738,BOS,Boston,48,8,23,0,0,1,0,12,6,9,2018-2019
79,0021800040,00,1610612753,ORL,Orlando,42,13,6,13,0,1,0,9,8,9,2018-2019
80,0021800041,00,1610612761,TOR,Toronto,56,7,31,25,0,0,2,15,7,11,2018-2019
81,0021800041,00,1610612766,CHA,Charlotte,44,15,5,0,0,0,0,12,4,17,2018-2019
82,0021800042,00,1610612749,MIL,Milwaukee,52,16,5,19,2,5,1,15,5,19,2018-2019
83,0021800042,00,1610612752,NYK,New York,50,16,7,1,2,5,1,12,11,13,2018-2019
84,0021800043,00,1610612750,MIN,Minnesota,48,15,26,14,14,6,0,15,12,12,2018-2019
85,0021800043,00,1610612754,IND,Indiana,44,14,8,5,14,6,0,15,8,13,2018-2019
86,0021800044,00,1610612741,CHI,Chicago,38,12,11,5,17,15,0,19,12,27,2018-2019
87,0021800044,00,1610612742,DAL,Dallas,46,17,12,14,17,15,1,16,13,18,2018-2019
88,0021800045,00,1610612762,UTA,Utah,38,11,11,5,8,4,0,15,9,19,2018-2019
89,0021800045,00,1610612763,MEM,Memphis,36,10,4,16,8,4,1,11,14,10,2018-2019
90,0021800046,00,1610612757,POR,Portland,50,21,14,10,29,23,1,20,13,18,2018-2019
91,0021800046,00,1610612764,WAS,Washington,52,10,12,5,29,23,0,10,4,6,2018-2019
92,0021800047,00,1610612744,GSW,Golden State,48,12,34,30,2,2,0,14,8,15,2018-2019
93,0021800047,00,1610612756,PHX,Phoenix,46,14,6,3,2,2,0,21,6,29,2018-2019
94,0021800048,00,1610612747,LAL,Los Angeles,74,22,41,6,10,6,0,15,11,18,2018-2019
95,0021800048,00,1610612759,SAS,San Antonio,50,11,7,18,11,6,0,9,7,16,2018-2019
96,0021800049,00,1610612765,DET,Detroit,64,20,11,6,25,12,0,8,17,10,2018-2019
97,0021800049,00,1610612755,PHI,Philadelphia,46,23,11,10,24,11,0,11,11,12,2018-2019
98,0021800050,00,1610612746,LAC,LA,60,8,16,6,8,9,1,17,8,18,2018-2019
99,0021800050,00,1610612740,NOP,New Orleans,64,15,16,14,8,9,0,8,11,11,2018-2019
100,0021800051,00,1610612758,SAC,Sacramento,54,13,19,0,0,3,0,16,7,13,2018-2019
101,0021800051,00,1610612743,DEN,Denver,72,25,18,27,0,3,0,12,7,14,2018-2019
