,GID,PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,SEASON
0,0021400001,203506,Victor,Oladipo, 5  ,1610612753,Orlando,Magic,ORL,2014-2015
1,0021400001,101112,Channing,Frye, 8  ,1610612753,Orlando,Magic,ORL,2014-2015
2,0021400001,203942,Patric,Young, 4  ,1610612740,New Orleans,Pelicans,NOP,2014-2015
3,0021400001,203893,Russ,Smith, 9  ,1610612740,New Orleans,Pelicans,NOP,2014-2015
4,0021400002,101109,Raymond,Felton, 2  ,1610612742,Dallas,Mavericks,DAL,2014-2015
5,0021400002,203495,Ricky,Ledo, 1  ,1610612742,Dallas,Mavericks,DAL,2014-2015
6,0021400002,201168,Tiago,Splitter,22  ,1610612759,San Antonio,Spurs,SAS,2014-2015
7,0021400002,202695,Kawhi,Leonard, 2  ,1610612759,San Antonio,Spurs,SAS,2014-2015
8,0021400002,201988,Patty,Mills, 8  ,1610612759,San Antonio,Spurs,SAS,2014-2015
9,0021400003,201156,Nick,Young, 0  ,1610612747,Los Angeles,Lakers,LAL,2014-2015
10,0021400003,959,Steve,Nash,10  ,1610612747,Los Angeles,Lakers,LAL,2014-2015
11,0021400003,203910,Nick,Johnson, 3  ,1610612745,Houston,Rockets,HOU,2014-2015
12,0021400003,203991,Clint,Capela,15  ,1610612745,Houston,Rockets,HOU,2014-2015
13,0021400004,203948,Johnny,O'Bryant III, 3  ,1610612749,Milwaukee,Bucks,MIL,2014-2015
14,0021400004,203996,Damien,Inglis,17  ,1610612749,Milwaukee,Bucks,MIL,2014-2015
15,0021400004,203106,Jeffery,Taylor,44  ,1610612766,Charlotte,Hornets,CHA,2014-2015
16,0021400004,203943,Noah,Vonleh,11  ,1610612766,Charlotte,Hornets,CHA,2014-2015
17,0021400005,203954,Joel,Embiid,21  ,1610612755,Philadelphia,76ers,PHI,2014-2015
18,0021400005,203924,Jerami,Grant,39  ,1610612755,Philadelphia,76ers,PHI,2014-2015
19,0021400005,2202,Jason,Richardson,23  ,1610612755,Philadelphia,76ers,PHI,2014-2015
20,0021400005,202331,Paul,George,13  ,1610612754,Indiana,Pacers,IND,2014-2015
21,0021400005,201588,George,Hill, 3  ,1610612754,Indiana,Pacers,IND,2014-2015
22,0021400006,203939,Dwight,Powell,12  ,1610612738,Boston,Celtics,BOS,2014-2015
23,0021400006,203543,Vitor,Faverani,38  ,1610612738,Boston,Celtics,BOS,2014-2015
24,0021400006,203900,Markel,Brown,22  ,1610612751,Brooklyn,Nets,BKN,2014-2015
25,0021400006,201572,Brook,Lopez,11  ,1610612751,Brooklyn,Nets,BKN,2014-2015
26,0021400007,201177,Josh,McRoberts, 4  ,1610612748,Miami,Heat,MIA,2014-2015
27,0021400007,203958,Andre,Dawkins,24  ,1610612748,Miami,Heat,MIA,2014-2015
