,GID,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,SEASON
0,0029600059,1153,Joe,Crawford,17,1996-1997
1,0029600059,1165,Luis,Grillo,8,1996-1997
2,0029600059,1140,Bruce,Alexander,9,1996-1997
3,0029600114,1147,Mike,Callahan,24,1996-1997
4,0029600114,1142,Dick,Bavetta,27,1996-1997
5,0029600114,1202,Tommie,Wood,39,1996-1997
6,0029600121,1146,Tony,Brothers,56,1996-1997
7,0029600121,1157,Terry,Durham,31,1996-1997
8,0029600121,1177,Ed,Middleton,18,1996-1997
9,0029600130,1152,Dan,Crawford,43,1996-1997
10,0029600130,1151,Sean,Corbin,64,1996-1997
11,0029600130,1144,Ted,Bernhardt,16,1996-1997
12,0029600146,1194,Bill,Spooner,38,1996-1997
13,0029600146,1145,Joe,Borgia,33,1996-1997
14,0029600146,1182,Ronnie,Nunn,34,1996-1997
15,0029600161,1168,David,Jones,36,1996-1997
16,0029600161,1151,Sean,Corbin,64,1996-1997
17,0029600188,1153,Joe,Crawford,17,1996-1997
18,0029600188,1165,Luis,Grillo,8,1996-1997
19,0029600188,1186,Blane,Reichelt,37,1996-1997
20,0029600213,1148,James,Capers,19,1996-1997
21,0029600213,1167,Steve,Javie,29,1996-1997
22,0029600213,1157,Terry,Durham,31,1996-1997
23,0029600221,1199,Tom,Washington,49,1996-1997
24,0029600221,1201,Leon,Wood,40,1996-1997
25,0029600221,1158,Hugh,Evans,25,1996-1997
26,0029600247,1146,Tony,Brothers,56,1996-1997
27,0029600247,1192,Bennett,Salvatore,15,1996-1997
28,0029600247,1157,Terry,Durham,31,1996-1997
29,0029600248,1176,Monty,McCutchen,58,1996-1997
30,0029600248,1163,Bernie,Fryer,7,1996-1997
31,0029600248,1158,Hugh,Evans,25,1996-1997
32,0029600365,1199,Tom,Washington,49,1996-1997
33,0029600365,1363,Bennie,Adams,47,1996-1997
34,0029600365,1158,Hugh,Evans,25,1996-1997
35,0029600689,1199,Tom,Washington,49,1996-1997
36,0029600689,1163,Bernie,Fryer,07,1996-1997
37,0029600762,1190,Eddie,Rush,32,1996-1997
38,0029600762,1167,Steve,Javie,29,1996-1997
39,0029600762,1145,Joe,Borgia,33,1996-1997
40,0029600767,1164,Ron,Garretson,10,1996-1997
41,0029600767,1151,Sean,Corbin,64,1996-1997
42,0029600767,1144,Ted,Bernhardt,16,1996-1997
