,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0029400001,1994-11-04T00:00:00,,0029400001,1610612746,LAC,Los Angeles,Clippers,-,22,19,26,33,,,,,,,,,,,100,1994-1995
1,0029400001,1994-11-04T00:00:00,,0029400001,1610612757,POR,Portland,Trail Blazers,-,28,28,38,27,,,,,,,,,,,121,1994-1995
2,0029400002,1994-11-04T00:00:00,,0029400002,1610612748,MIA,Miami,Heat,-,19,30,31,28,,,,,,,,,,,108,1994-1995
3,0029400002,1994-11-04T00:00:00,,0029400002,1610612762,UTH,Utah,Jazz,-,31,32,33,23,,,,,,,,,,,119,1994-1995
4,0029400003,1994-11-04T00:00:00,,0029400003,1610612745,HOU,Houston,Rockets,-,30,18,20,22,,,,,,,,,,,90,1994-1995
5,0029400003,1994-11-04T00:00:00,,0029400003,1610612751,NJN,New Jersey,Nets,-,20,21,20,25,,,,,,,,,,,86,1994-1995
6,0029400004,1994-11-04T00:00:00,,0029400004,1610612759,SAN,San Antonio,Spurs,-,39,33,22,24,,,,,,,,,,,118,1994-1995
7,0029400004,1994-11-04T00:00:00,,0029400004,1610612744,GOS,Golden State,Warriors,-,28,29,33,33,,,,,,,,,,,123,1994-1995
8,0029400005,1994-11-04T00:00:00,,0029400005,1610612743,DEN,Denver,Nuggets,-,31,28,45,26,,,,,,,,,,,130,1994-1995
9,0029400005,1994-11-04T00:00:00,,0029400005,1610612750,MIN,Minnesota,Timberwolves,-,24,22,38,24,,,,,,,,,,,108,1994-1995
10,0029400006,1994-11-04T00:00:00,,0029400006,1610612753,ORL,Orlando,Magic,-,24,37,22,25,,,,,,,,,,,108,1994-1995
11,0029400006,1994-11-04T00:00:00,,0029400006,1610612764,WAS,Washington,Bullets,-,22,25,37,26,,,,,,,,,,,110,1994-1995
12,0029400007,1994-11-04T00:00:00,,0029400007,1610612756,PHX,Phoenix,Suns,-,26,20,14,29,,,,,,,,,,,89,1994-1995
13,0029400007,1994-11-04T00:00:00,,0029400007,1610612758,SAC,Sacramento,Kings,-,31,31,24,21,,,,,,,,,,,107,1994-1995
14,0029400008,1994-11-04T00:00:00,,0029400008,1610612747,LAL,Los Angeles,Lakers,-,30,27,33,25,,,,,,,,,,,115,1994-1995
15,0029400008,1994-11-04T00:00:00,,0029400008,1610612765,DET,Detroit,Pistons,-,30,24,24,20,,,,,,,,,,,98,1994-1995
16,0029400009,1994-11-04T00:00:00,,0029400009,1610612741,CHI,Chicago,Bulls,-,23,23,17,26,,,,,,,,,,,89,1994-1995
17,0029400009,1994-11-04T00:00:00,,0029400009,1610612766,CHH,Charlotte,Hornets,-,24,23,18,18,,,,,,,,,,,83,1994-1995
18,0029400010,1994-11-04T00:00:00,,0029400010,1610612749,MIL,Milwaukee,Bucks,-,18,31,23,19,,,,,,,,,,,91,1994-1995
19,0029400010,1994-11-04T00:00:00,,0029400010,1610612755,PHL,Philadelphia,76ers,-,24,18,27,17,,,,,,,,,,,86,1994-1995
20,0029400011,1994-11-04T00:00:00,,0029400011,1610612738,BOS,Boston,Celtics,-,27,28,22,30,,,,,,,,,,,107,1994-1995
21,0029400011,1994-11-04T00:00:00,,0029400011,1610612752,NYK,New York,Knicks,-,33,27,36,24,,,,,,,,,,,120,1994-1995
22,0029400012,1994-11-04T00:00:00,,0029400012,1610612737,ATL,Atlanta,Hawks,-,20,23,21,28,,,,,,,,,,,92,1994-1995
23,0029400012,1994-11-04T00:00:00,,0029400012,1610612754,IND,Indiana,Pacers,-,28,25,22,19,,,,,,,,,,,94,1994-1995
24,0029400013,1994-11-05T00:00:00,,0029400013,1610612760,SEA,Seattle,SuperSonics,-,27,21,31,31,,,,,,,,,,,110,1994-1995
25,0029400013,1994-11-05T00:00:00,,0029400013,1610612762,UTH,Utah,Jazz,-,30,23,26,24,,,,,,,,,,,103,1994-1995
26,0029400014,1994-11-05T00:00:00,,0029400014,1610612742,DAL,Dallas,Mavericks,-,37,30,25,20,,,,,,,,,,,112,1994-1995
27,0029400014,1994-11-05T00:00:00,,0029400014,1610612751,NJN,New Jersey,Nets,-,32,28,24,19,,,,,,,,,,,103,1994-1995
28,0029400015,1994-11-05T00:00:00,,0029400015,1610612753,ORL,Orlando,Magic,-,33,31,25,33,,,,,,,,,,,122,1994-1995
29,0029400015,1994-11-05T00:00:00,,0029400015,1610612755,PHL,Philadelphia,76ers,-,25,27,25,30,,,,,,,,,,,107,1994-1995
