,GID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PTS_PAINT,PTS_2ND_CHANCE,PTS_FB,LARGEST_LEAD,LEAD_CHANGES,TIMES_TIED,TEAM_TURNOVERS,TOTAL_TURNOVERS,TEAM_REBOUNDS,PTS_OFF_TO,SEASON
0,0020500001,00,1610612755,PHI,Philadelphia,60,17,18,9,3,5,0,8,9,0.0,2005-2006
1,0020500001,00,1610612749,MIL,Milwaukee,46,25,24,11,3,5,0,17,9,0.0,2005-2006
2,0020500002,00,1610612759,SAS,San Antonio,54,22,14,11,15,10,2,16,9,15.0,2005-2006
3,0020500002,00,1610612743,DEN,Denver,44,13,12,9,15,10,0,13,9,14.0,2005-2006
4,0020500003,00,1610612756,PHX,Phoenix,36,13,13,17,15,10,1,20,7,21.0,2005-2006
5,0020500003,00,1610612742,DAL,Dallas,48,16,14,5,15,10,1,22,8,15.0,2005-2006
6,0020500004,00,1610612764,WAS,Washington,58,3,20,10,10,6,1,13,11,20.0,2005-2006
7,0020500004,00,1610612761,TOR,Toronto,32,18,9,8,10,6,0,16,8,15.0,2005-2006
8,0020500005,00,1610612753,ORL,Orlando,24,17,8,5,12,10,0,16,7,22.0,2005-2006
9,0020500005,00,1610612754,IND,Indiana,42,13,15,12,12,10,0,13,11,12.0,2005-2006
10,0020500006,00,1610612739,CLE,Cleveland,42,12,21,26,1,1,0,16,11,14.0,2005-2006
11,0020500006,00,1610612740,NOK,New Orleans/Oklahoma City,38,21,10,2,1,1,0,12,5,21.0,2005-2006
12,0020500007,00,1610612752,NYK,New York,40,16,6,8,17,17,0,22,11,24.0,2005-2006
13,0020500007,00,1610612738,BOS,Boston,40,26,17,15,17,17,2,19,15,15.0,2005-2006
14,0020500008,00,1610612749,MIL,Milwaukee,26,29,6,16,3,6,0,10,13,10.0,2005-2006
15,0020500008,00,1610612751,NJN,New Jersey,38,17,8,16,3,6,0,12,17,12.0,2005-2006
16,0020500009,00,1610612765,DET,Detroit,48,6,22,22,0,0,0,13,6,16.0,2005-2006
17,0020500009,00,1610612755,PHI,Philadelphia,34,10,10,0,0,0,0,13,5,14.0,2005-2006
18,0020500010,00,1610612763,MEM,Memphis,30,19,6,6,14,7,1,16,10,18.0,2005-2006
19,0020500010,00,1610612748,MIA,Miami,54,7,20,20,14,7,1,19,8,14.0,2005-2006
20,0020500011,00,1610612750,MIN,Minnesota,44,14,17,15,4,4,0,14,8,15.0,2005-2006
21,0020500011,00,1610612757,POR,Portland,40,12,16,11,4,4,0,15,6,21.0,2005-2006
22,0020500012,00,1610612741,CHI,Chicago,44,18,7,5,1,4,0,18,14,25.0,2005-2006
23,0020500012,00,1610612766,CHA,Charlotte,54,18,18,25,1,4,1,19,12,23.0,2005-2006
24,0020500013,00,1610612758,SAC,Sacramento,40,19,4,9,6,9,0,16,7,18.0,2005-2006
25,0020500013,00,1610612745,HOU,Houston,36,13,10,12,6,9,0,12,10,10.0,2005-2006
26,0020500014,00,1610612762,UTA,Utah,38,24,8,11,5,3,0,16,10,18.0,2005-2006
27,0020500014,00,1610612742,DAL,Dallas,26,9,9,9,5,3,0,15,8,16.0,2005-2006
28,0020500015,00,1610612760,SEA,Seattle,32,18,13,13,5,5,0,19,13,20.0,2005-2006
29,0020500015,00,1610612746,LAC,Los Angeles,30,19,10,8,5,5,0,18,10,17.0,2005-2006
30,0020500016,00,1610612743,DEN,Denver,44,15,21,6,25,18,0,23,12,22.0,2005-2006
31,0020500016,00,1610612747,LAL,Los Angeles,32,11,15,7,25,18,0,23,14,23.0,2005-2006
32,0020500017,00,1610612744,GSW,Golden State,56,20,22,25,9,5,1,20,11,27.0,2005-2006
33,0020500017,00,1610612737,ATL,Atlanta,56,16,8,12,9,5,2,22,10,37.0,2005-2006
34,0020500018,00,1610612748,MIA,Miami,54,21,7,2,1,5,1,17,15,20.0,2005-2006
35,0020500018,00,1610612754,IND,Indiana,36,12,7,14,1,5,1,12,6,15.0,2005-2006
36,0020500019,00,1610612747,LAL,Los Angeles,36,18,18,4,5,6,0,13,11,12.0,2005-2006
37,0020500019,00,1610612756,PHX,Phoenix,44,11,17,17,5,6,1,10,9,14.0,2005-2006
38,0020500020,00,1610612761,TOR,Toronto,36,14,6,3,5,2,1,16,7,15.0,2005-2006
39,0020500020,00,1610612751,NJN,New Jersey,40,16,9,24,5,2,1,21,12,20.0,2005-2006
40,0020500021,00,1610612755,PHI,Philadelphia,52,10,2,1,2,1,1,14,13,16.0,2005-2006
41,0020500021,00,1610612766,CHA,Charlotte,50,17,11,18,2,1,1,13,14,15.0,2005-2006
42,0020500022,00,1610612753,ORL,Orlando,40,9,15,6,7,5,1,13,8,8.0,2005-2006
43,0020500022,00,1610612763,MEM,Memphis,24,7,14,11,7,5,1,14,10,13.0,2005-2006
44,0020500023,00,1610612738,BOS,Boston,34,14,6,7,23,11,0,17,8,15.0,2005-2006
45,0020500023,00,1610612765,DET,Detroit,30,12,10,6,24,11,0,18,9,19.0,2005-2006
46,0020500024,00,1610612752,NYK,New York,46,22,10,2,6,4,0,23,6,25.0,2005-2006
47,0020500024,00,1610612764,WAS,Washington,36,8,10,19,6,4,1,20,10,25.0,2005-2006
48,0020500025,00,1610612740,NOK,New Orleans/Oklahoma City,34,7,20,28,5,6,1,21,2,11.0,2005-2006
49,0020500025,00,1610612758,SAC,Sacramento,28,12,5,7,5,6,1,19,11,20.0,2005-2006
