,GID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PTS_PAINT,PTS_2ND_CHANCE,PTS_FB,LARGEST_LEAD,LEAD_CHANGES,TIMES_TIED,TEAM_TURNOVERS,TOTAL_TURNOVERS,TEAM_REBOUNDS,PTS_OFF_TO,SEASON
0,0021100001,00,1610612752,NYK,New York,30,15,8,17,3,4,0,16,9,23,2011-2012
1,0021100001,00,1610612738,BOS,Boston,48,14,16,10,3,4,1,19,9,18,2011-2012
2,0021100002,00,1610612748,MIA,Miami,44,10,31,35,0,1,1,23,14,29,2011-2012
3,0021100002,00,1610612742,DAL,Dallas,28,8,10,0,0,1,0,17,13,25,2011-2012
4,0021100003,00,1610612741,CHI,Chicago,42,12,12,8,13,8,0,14,11,13,2011-2012
5,0021100003,00,1610612747,LAL,Los Angeles,42,16,10,11,12,8,0,17,13,17,2011-2012
6,0021100004,00,1610612753,ORL,Orlando,30,5,8,7,1,2,0,18,7,14,2011-2012
7,0021100004,00,1610612760,OKC,Oklahoma City,32,7,9,22,1,2,1,17,6,15,2011-2012
8,0021100005,00,1610612746,LAC,Los Angeles,38,10,9,19,9,5,0,10,16,5,2011-2012
9,0021100005,00,1610612744,GSW,Golden State,46,18,11,6,9,5,0,16,9,19,2011-2012
10,0021100006,00,1610612751,NJN,New Jersey,28,16,2,8,9,5,1,16,8,19,2011-2012
11,0021100006,00,1610612764,WAS,Washington,38,6,12,21,9,5,1,12,7,12,2011-2012
12,0021100007,00,1610612766,CHA,Charlotte,32,12,16,9,10,6,0,16,9,19,2011-2012
13,0021100007,00,1610612749,MIL,Milwaukee,36,15,9,14,10,6,0,12,7,17,2011-2012
14,0021100008,00,1610612745,HOU,Houston,38,16,11,2,7,8,1,10,6,12,2011-2012
15,0021100008,00,1610612753,ORL,Orlando,56,16,8,12,7,8,0,11,9,14,2011-2012
16,0021100009,00,1610612739,CLE,Cleveland,44,16,11,4,4,6,0,7,11,7,2011-2012
17,0021100009,00,1610612761,TOR,Toronto,48,19,0,15,4,6,0,12,4,13,2011-2012
18,0021100010,00,1610612754,IND,Indiana,36,14,13,24,0,3,1,11,10,10,2011-2012
19,0021100010,00,1610612765,DET,Detroit,28,11,9,0,0,3,0,16,8,15,2011-2012
20,0021100011,00,1610612760,OKC,Oklahoma City,36,8,20,12,13,6,0,17,5,15,2011-2012
21,0021100011,00,1610612750,MIN,Minnesota,60,13,15,7,13,6,0,12,13,15,2011-2012
22,0021100012,00,1610612743,DEN,Denver,40,10,20,33,4,6,0,15,3,14,2011-2012
23,0021100012,00,1610612742,DAL,Dallas,34,8,12,3,4,6,1,20,10,26,2011-2012
24,0021100013,00,1610612759,SAS,San Antonio,38,14,15,19,4,5,0,13,12,14,2011-2012
25,0021100013,00,1610612763,MEM,Memphis,36,9,17,10,4,5,1,25,16,28,2011-2012
26,0021100014,00,1610612756,PHX,Phoenix,36,23,14,6,12,7,1,15,6,15,2011-2012
27,0021100014,00,1610612740,NOH,New Orleans,42,14,13,9,13,7,0,13,7,15,2011-2012
28,0021100015,00,1610612758,SAC,Sacramento,30,10,19,15,15,4,1,12,15,15,2011-2012
29,0021100015,00,1610612747,LAL,Los Angeles,44,17,12,4,15,4,0,11,8,6,2011-2012
30,0021100016,00,1610612755,PHI,Philadelphia,38,11,12,2,1,1,0,20,6,28,2011-2012
31,0021100016,00,1610612757,POR,Portland,38,12,15,16,1,1,0,12,6,15,2011-2012
32,0021100017,00,1610612744,GSW,Golden State,42,2,20,19,3,8,0,10,10,7,2011-2012
33,0021100017,00,1610612741,CHI,Chicago,32,14,17,2,3,8,0,20,11,22,2011-2012
34,0021100018,00,1610612751,NJN,New Jersey,22,18,8,0,0,0,0,18,9,30,2011-2012
35,0021100018,00,1610612737,ATL,Atlanta,36,20,16,39,0,0,1,13,9,11,2011-2012
36,0021100019,00,1610612738,BOS,Boston,28,8,23,2,1,2,0,24,6,33,2011-2012
37,0021100019,00,1610612748,MIA,Miami,52,8,19,20,1,2,0,20,12,19,2011-2012
38,0021100020,00,1610612750,MIN,Minnesota,28,16,12,4,6,15,1,26,7,29,2011-2012
39,0021100020,00,1610612749,MIL,Milwaukee,48,14,16,20,6,15,0,12,6,9,2011-2012
40,0021100021,00,1610612758,SAC,Sacramento,42,16,7,12,10,1,2,20,15,25,2011-2012
41,0021100021,00,1610612757,POR,Portland,52,18,17,25,10,1,0,10,11,4,2011-2012
42,0021100022,00,1610612762,UTA,Utah,36,14,16,5,3,5,0,10,10,11,2011-2012
43,0021100022,00,1610612747,LAL,Los Angeles,32,7,16,29,3,5,3,12,12,17,2011-2012
44,0021100023,00,1610612761,TOR,Toronto,32,12,10,2,5,3,0,19,10,16,2011-2012
45,0021100023,00,1610612754,IND,Indiana,34,22,9,14,5,3,0,16,11,13,2011-2012
46,0021100024,00,1610612748,MIA,Miami,52,6,20,4,3,6,0,10,3,12,2011-2012
47,0021100024,00,1610612766,CHA,Charlotte,36,12,21,16,2,6,1,22,10,27,2011-2012
48,0021100025,00,1610612764,WAS,Washington,30,13,12,0,0,0,2,18,15,18,2011-2012
49,0021100025,00,1610612737,ATL,Atlanta,36,20,17,23,0,0,1,15,10,14,2011-2012
50,0021100026,00,1610612739,CLE,Cleveland,52,15,13,19,1,2,1,22,7,18,2011-2012
51,0021100026,00,1610612765,DET,Detroit,36,12,5,4,1,2,1,17,9,21,2011-2012
