,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0029800001,1999-02-05T00:00:00,1,0029800001,1610612738,BOS,Boston,Celtics,-,24,23,23,22,0.0,0.0,0.0,0.0,,,,,,,92,1998-1999
1,0029800001,1999-02-05T00:00:00,1,0029800001,1610612761,TOR,Toronto,Raptors,-,24,30,27,22,0.0,0.0,0.0,0.0,,,,,,,103,1998-1999
2,0029800002,1999-02-05T00:00:00,2,0029800002,1610612753,ORL,Orlando,Magic,-,21,25,27,20,0.0,0.0,0.0,0.0,,,,,,,93,1998-1999
3,0029800002,1999-02-05T00:00:00,2,0029800002,1610612752,NYK,New York,Knicks,-,23,21,14,27,0.0,0.0,0.0,0.0,,,,,,,85,1998-1999
4,0029800003,1999-02-05T00:00:00,3,0029800003,1610612748,MIA,Miami,Heat,-,22,22,23,14,0.0,0.0,0.0,0.0,,,,,,,81,1998-1999
5,0029800003,1999-02-05T00:00:00,3,0029800003,1610612765,DET,Detroit,Pistons,-,30,28,17,20,0.0,0.0,0.0,0.0,,,,,,,95,1998-1999
6,0029800004,1999-02-05T00:00:00,4,0029800004,1610612755,PHI,Philadelphia,76ers,-,26,20,14,18,0.0,0.0,0.0,0.0,,,,,,,78,1998-1999
7,0029800004,1999-02-05T00:00:00,4,0029800004,1610612766,CHH,Charlotte,Hornets,-,17,23,17,9,0.0,0.0,0.0,0.0,,,,,,,66,1998-1999
8,0029800005,1999-02-05T00:00:00,5,0029800005,1610612737,ATL,Atlanta,Hawks,-,19,30,22,29,,,,,,,,,,,100,1998-1999
9,0029800005,1999-02-05T00:00:00,5,0029800005,1610612739,CLE,Cleveland,Cavaliers,-,24,21,22,16,,,,,,,,,,,83,1998-1999
10,0029800006,1999-02-05T00:00:00,6,0029800006,1610612764,WAS,Washington,Wizards,-,23,21,15,22,0.0,0.0,0.0,0.0,,,,,,,81,1998-1999
11,0029800006,1999-02-05T00:00:00,6,0029800006,1610612754,IND,Indiana,Pacers,-,30,17,22,27,0.0,0.0,0.0,0.0,,,,,,,96,1998-1999
12,0029800007,1999-02-05T00:00:00,7,0029800007,1610612758,SAC,Sacramento,Kings,-,17,19,21,26,0.0,0.0,0.0,0.0,,,,,,,83,1998-1999
13,0029800007,1999-02-05T00:00:00,7,0029800007,1610612759,SAS,San Antonio,Spurs,-,28,17,37,19,0.0,0.0,0.0,0.0,,,,,,,101,1998-1999
14,0029800008,1999-02-05T00:00:00,8,0029800008,1610612743,DEN,Denver,Nuggets,-,20,25,28,19,0.0,0.0,0.0,0.0,,,,,,,92,1998-1999
