,GID,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,SEASON
0,0021100001,2534,Zach,Zarba,33,2011-2012
1,0021100001,1153,Joe,Crawford,17,2011-2012
2,0021100001,201245,Marat,Kogut,68,2011-2012
3,0021100002,1162,Scott,Foster,48,2011-2012
4,0021100002,1179,Rodney,Mott,71,2011-2012
5,0021100002,201639,Josh,Tiven,58,2011-2012
6,0021100003,1363,Bennie,Adams,47,2011-2012
7,0021100003,1200,Greg,Willard,57,2011-2012
8,0021100003,201246,Kevin,Cutler,34,2011-2012
9,0021100004,1662,Bill,Kennedy,55,2011-2012
10,0021100004,2002,Derrick,Collins,11,2011-2012
11,0021100004,202007,Nick,Buchert,54,2011-2012
12,0021100005,1164,Ron,Garretson,10,2011-2012
13,0021100005,1201,Leon,Wood,40,2011-2012
14,0021100005,2148,Mark,Ayotte,56,2011-2012
15,0021100006,1148,James,Capers,19,2011-2012
16,0021100006,1168,David,Jones,36,2011-2012
17,0021100006,202026,Karl,Lane,77,2011-2012
18,0021100007,1193,Michael,Smith,38,2011-2012
19,0021100007,2001,Jason,Phillips,23,2011-2012
20,0021100007,200834,Mark,Lindsay,29,2011-2012
21,0021100008,1152,Dan,Crawford,43,2011-2012
22,0021100008,1198,Scott,Wall,31,2011-2012
23,0021100008,201640,Kane,Fitzgerald,35,2011-2012
24,0021100009,1176,Monty,McCutchen,13,2011-2012
25,0021100009,1185,Violet,Palmer,12,2011-2012
26,0021100009,202037,J.T.,Orr,72,2011-2012
27,0021100010,1174,Ken,Mauer,41,2011-2012
28,0021100010,2004,Courtney,Kirkland,61,2011-2012
29,0021100010,1188,Leroy,Richardson,20,2011-2012
30,0021100011,1195,Derrick,Stafford,9,2011-2012
31,0021100011,2882,Sean,Wright,65,2011-2012
32,0021100011,202058,James,Williams,60,2011-2012
33,0021100012,1662,Bill,Kennedy,55,2011-2012
34,0021100012,2714,David,Guthrie,16,2011-2012
35,0021100012,202007,Nick,Buchert,54,2011-2012
36,0021100013,1162,Scott,Foster,48,2011-2012
37,0021100013,2529,Tony,Brown,6,2011-2012
38,0021100013,201639,Josh,Tiven,58,2011-2012
39,0021100014,1146,Tony,Brothers,25,2011-2012
40,0021100014,1200,Greg,Willard,57,2011-2012
41,0021100014,2878,Tommy,Nunez Jr.,28,2011-2012
42,0021100015,1164,Ron,Garretson,10,2011-2012
43,0021100015,2148,Mark,Ayotte,56,2011-2012
44,0021100015,202053,Scott,Twardoski,52,2011-2012
45,0021100016,1664,Gary,Zielinski,59,2011-2012
46,0021100016,1363,Bennie,Adams,47,2011-2012
47,0021100016,1204,Derek,Richardson,63,2011-2012
48,0021100017,2530,Ed,Malloy,14,2011-2012
49,0021100017,2715,Eric,Lewis,42,2011-2012
50,0021100017,202027,Tre,Maddox,73,2011-2012
51,0021100018,1194,Bill,Spooner,22,2011-2012
52,0021100018,2005,Matt,Boland,18,2011-2012
53,0021100018,1159,Kevin,Fehr,7,2011-2012
54,0021100019,1152,Dan,Crawford,43,2011-2012
55,0021100019,1142,Dick,Bavetta,27,2011-2012
56,0021100019,2716,Olandis,Poole,50,2011-2012
57,0021100020,1176,Monty,McCutchen,13,2011-2012
58,0021100020,2003,Pat,Fraher,26,2011-2012
59,0021100020,200833,Eric,Dalen,75,2011-2012
60,0021100021,2530,Ed,Malloy,14,2011-2012
61,0021100021,2715,Eric,Lewis,42,2011-2012
62,0021100021,200832,Curtis,Blair,74,2011-2012
63,0021100022,1199,Tom,Washington,49,2011-2012
64,0021100022,101284,John,Goble,30,2011-2012
65,0021100022,101283,Brian,Forte,45,2011-2012
66,0021100023,1147,Mike,Callahan,24,2011-2012
67,0021100023,1168,David,Jones,36,2011-2012
68,0021100023,2532,Eli,Roe,44,2011-2012
69,0021100024,1148,James,Capers,19,2011-2012
70,0021100024,2002,Derrick,Collins,11,2011-2012
71,0021100024,202037,J.T.,Orr,72,2011-2012
72,0021100025,2001,Jason,Phillips,23,2011-2012
73,0021100025,1185,Violet,Palmer,12,2011-2012
74,0021100025,200834,Mark,Lindsay,29,2011-2012
75,0021100026,1195,Derrick,Stafford,9,2011-2012
76,0021100026,1193,Michael,Smith,38,2011-2012
77,0021100026,201638,Brent,Barnaky,70,2011-2012
78,0021100027,1174,Ken,Mauer,41,2011-2012
79,0021100027,1188,Leroy,Richardson,20,2011-2012
80,0021100027,201640,Kane,Fitzgerald,35,2011-2012
81,0021100028,1162,Scott,Foster,48,2011-2012
82,0021100028,2529,Tony,Brown,6,2011-2012
83,0021100028,201639,Josh,Tiven,58,2011-2012
84,0021100029,1662,Bill,Kennedy,55,2011-2012
85,0021100029,1179,Rodney,Mott,71,2011-2012
86,0021100029,202007,Nick,Buchert,54,2011-2012
87,0021100030,1164,Ron,Garretson,10,2011-2012
88,0021100030,1363,Bennie,Adams,47,2011-2012
89,0021100030,202053,Scott,Twardoski,76,2011-2012
90,0021100031,1199,Tom,Washington,49,2011-2012
91,0021100031,101284,John,Goble,30,2011-2012
92,0021100031,101283,Brian,Forte,45,2011-2012
93,0021100032,1146,Tony,Brothers,25,2011-2012
94,0021100032,1200,Greg,Willard,57,2011-2012
95,0021100032,2878,Tommy,Nunez Jr.,28,2011-2012
96,0021100033,2882,Sean,Wright,65,2011-2012
97,0021100033,1142,Dick,Bavetta,27,2011-2012
98,0021100033,2716,Olandis,Poole,50,2011-2012
