,GID,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,GAME_DATE_EST,HOME_TEAM_WINS,HOME_TEAM_LOSSES,SERIES_LEADER,SEASON
0,0028500001,0028500001,1610612744,1610612762,1986-01-15T00:00:00,2,3,Utah,1985-1986
1,0028500002,0028500002,1610612756,1610612760,1985-11-15T00:00:00,5,1,Phoenix,1985-1986
2,0028500003,0028500003,1610612756,1610612749,1985-11-24T00:00:00,1,1,Tied,1985-1986
3,0028500004,0028500004,1610612751,1610612738,1985-10-25T00:00:00,2,4,Boston,1985-1986
4,0028500005,0028500005,1610612737,1610612764,1985-10-25T00:00:00,1,4,Washington,1985-1986
5,0028500006,0028500006,1610612758,1610612746,1985-10-25T00:00:00,0,5,L.A. Clippers,1985-1986
6,0028500007,0028500007,1610612741,1610612739,1985-10-25T00:00:00,3,3,Tied,1985-1986
7,0028500008,0028500008,1610612744,1610612743,1985-10-25T00:00:00,2,3,Denver,1985-1986
8,0028500009,0028500009,1610612757,1610612756,1985-10-25T00:00:00,4,2,Portland,1985-1986
9,0028500010,0028500010,1610612765,1610612749,1985-10-25T00:00:00,2,4,Milwaukee,1985-1986
10,0028500011,0028500011,1610612762,1610612745,1985-10-25T00:00:00,3,3,Tied,1985-1986
11,0028500012,0028500012,1610612752,1610612755,1985-10-26T00:00:00,0,6,Philadelphia,1985-1986
12,0028500013,0028500013,1610612749,1610612737,1985-10-26T00:00:00,3,3,Tied,1985-1986
13,0028500014,0028500014,1610612741,1610612765,1985-10-26T00:00:00,2,4,Detroit,1985-1986
14,0028500015,0028500015,1610612746,1610612745,1985-10-26T00:00:00,2,3,Houston,1985-1986
15,0028500016,0028500016,1610612739,1610612738,1985-10-26T00:00:00,1,5,Boston,1985-1986
16,0028500017,0028500017,1610612742,1610612760,1985-10-26T00:00:00,3,2,Dallas,1985-1986
17,0028500018,0028500018,1610612743,1610612758,1985-10-26T00:00:00,3,3,Tied,1985-1986
18,0028500019,0028500019,1610612759,1610612747,1985-10-26T00:00:00,1,4,L.A. Lakers,1985-1986
19,0028500020,0028500020,1610612754,1610612751,1985-10-26T00:00:00,2,3,New Jersey,1985-1986
20,0028500021,0028500021,1610612757,1610612744,1985-10-27T00:00:00,5,1,Portland,1985-1986
21,0028500022,0028500022,1610612745,1610612760,1985-10-29T00:00:00,3,2,Houston,1985-1986
22,0028500023,0028500023,1610612744,1610612741,1985-10-29T00:00:00,0,2,Chicago,1985-1986
23,0028500024,0028500024,1610612742,1610612747,1985-10-29T00:00:00,1,4,L.A. Lakers,1985-1986
24,0028500025,0028500025,1610612746,1610612757,1985-10-29T00:00:00,2,4,Portland,1985-1986
25,0028500026,0028500026,1610612756,1610612743,1985-10-29T00:00:00,1,4,Denver,1985-1986
26,0028500027,0028500027,1610612759,1610612762,1985-10-29T00:00:00,2,4,Utah,1985-1986
