,GID,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,SEASON
0,0020600001,1204,Derek,Richardson,63,2006-2007
1,0020600001,1156,Tim,Donaghy,21,2006-2007
2,0020600001,1163,Bernie,Fryer,7,2006-2007
3,0020600002,1199,Tom,Washington,49,2006-2007
4,0020600002,2715,Eric,Lewis,42,2006-2007
5,0020600002,1167,Steve,Javie,29,2006-2007
6,0020600003,1151,Sean,Corbin,33,2006-2007
7,0020600003,1204,Derek,Richardson,63,2006-2007
8,0020600003,1161,Joe,Forte,45,2006-2007
9,0020600004,1168,David,Jones,36,2006-2007
10,0020600004,2714,David,Guthrie,60,2006-2007
11,0020600004,2532,Eli,Roe,64,2006-2007
12,0020600005,1164,Ron,Garretson,10,2006-2007
13,0020600005,1193,Michael,Smith,38,2006-2007
14,0020600005,2002,Derrick,Collins,54,2006-2007
15,0020600006,1662,Bill,Kennedy,55,2006-2007
16,0020600006,1363,Bennie,Adams,47,2006-2007
17,0020600006,1194,Bill,Spooner,22,2006-2007
18,0020600007,1201,Leon,Wood,40,2006-2007
19,0020600007,1150,Jimmy,Clark,6,2006-2007
20,0020600007,1189,Phil,Robinson,11,2006-2007
21,0020600008,1174,Ken,Mauer,41,2006-2007
22,0020600008,2530,Ed,Malloy,73,2006-2007
23,0020600008,1165,Luis,Grillo,8,2006-2007
24,0020600009,1152,Dan,Crawford,43,2006-2007
25,0020600009,1159,Kevin,Fehr,39,2006-2007
26,0020600009,1180,Jack,Nies,35,2006-2007
27,0020600010,1176,Monty,McCutchen,13,2006-2007
28,0020600010,2534,Zach,Zarba,58,2006-2007
29,0020600010,1192,Bennett,Salvatore,15,2006-2007
30,0020600011,1195,Derrick,Stafford,9,2006-2007
31,0020600011,1664,Gary,Zielinski,59,2006-2007
32,0020600011,1153,Joe,Crawford,17,2006-2007
33,0020600012,2001,Jason,Phillips,23,2006-2007
34,0020600012,2004,Courtney,Kirkland,61,2006-2007
35,0020600012,1154,Bob,Delaney,26,2006-2007
36,0020600013,1162,Scott,Foster,48,2006-2007
37,0020600013,1147,Mike,Callahan,24,2006-2007
38,0020600013,2883,Robbie,Robinson,53,2006-2007
39,0020600014,1830,Marc,Davis,34,2006-2007
40,0020600014,1188,Leroy,Richardson,51,2006-2007
41,0020600014,1155,JB,DeRosa,14,2006-2007
42,0020600015,1179,Rodney,Mott,71,2006-2007
43,0020600015,2148,Mark,Ayotte,56,2006-2007
44,0020600015,1200,Greg,Willard,57,2006-2007
45,0020600016,1190,Eddie,Rush,32,2006-2007
46,0020600016,1203,Mark,Wunderlich,18,2006-2007
47,0020600016,1826,Jess,Kersey,20,2006-2007
48,0020600017,1199,Tom,Washington,49,2006-2007
49,0020600017,2715,Eric,Lewis,42,2006-2007
50,0020600017,1167,Steve,Javie,29,2006-2007
51,0020600018,1662,Bill,Kennedy,55,2006-2007
52,0020600018,1195,Derrick,Stafford,9,2006-2007
53,0020600018,1363,Bennie,Adams,47,2006-2007
54,0020600019,1201,Leon,Wood,40,2006-2007
55,0020600019,1150,Jimmy,Clark,6,2006-2007
56,0020600019,1181,Tommy,Nunez,28,2006-2007
57,0020600020,1664,Gary,Zielinski,59,2006-2007
58,0020600020,1153,Joe,Crawford,17,2006-2007
59,0020600020,1185,Violet,Palmer,12,2006-2007
60,0020600021,1151,Sean,Corbin,33,2006-2007
61,0020600021,1204,Derek,Richardson,63,2006-2007
62,0020600021,1163,Bernie,Fryer,7,2006-2007
63,0020600022,1164,Ron,Garretson,10,2006-2007
64,0020600022,2529,Tony,Brown,30,2006-2007
65,0020600022,1198,Scott,Wall,31,2006-2007
66,0020600023,1174,Ken,Mauer,41,2006-2007
67,0020600023,1193,Michael,Smith,38,2006-2007
68,0020600023,1159,Kevin,Fehr,39,2006-2007
69,0020600024,1152,Dan,Crawford,43,2006-2007
70,0020600024,2530,Ed,Malloy,73,2006-2007
71,0020600024,1165,Luis,Grillo,8,2006-2007
72,0020600025,1176,Monty,McCutchen,13,2006-2007
73,0020600025,2002,Derrick,Collins,54,2006-2007
74,0020600025,1192,Bennett,Salvatore,15,2006-2007
75,0020600026,1148,James,Capers,19,2006-2007
76,0020600026,2003,Pat,Fraher,52,2006-2007
77,0020600026,1142,Dick,Bavetta,27,2006-2007
78,0020600027,1162,Scott,Foster,48,2006-2007
79,0020600027,1147,Mike,Callahan,24,2006-2007
80,0020600027,2883,Robbie,Robinson,53,2006-2007
81,0020600028,1179,Rodney,Mott,71,2006-2007
82,0020600028,1200,Greg,Willard,57,2006-2007
83,0020600028,2716,Olandis,Poole,50,2006-2007
84,0020600029,1830,Marc,Davis,34,2006-2007
85,0020600029,1188,Leroy,Richardson,51,2006-2007
86,0020600029,1155,JB,DeRosa,14,2006-2007
87,0020600030,1154,Bob,Delaney,26,2006-2007
88,0020600030,2001,Jason,Phillips,23,2006-2007
89,0020600030,2004,Courtney,Kirkland,61,2006-2007
90,0020600031,1164,Ron,Garretson,10,2006-2007
91,0020600031,2534,Zach,Zarba,58,2006-2007
92,0020600031,1201,Leon,Wood,40,2006-2007
93,0020600032,1146,Tony,Brothers,25,2006-2007
94,0020600032,2878,Tommy,Nunez Jr.,28,2006-2007
95,0020600032,1150,Jimmy,Clark,6,2006-2007
96,0020600033,2714,David,Guthrie,60,2006-2007
97,0020600033,1190,Eddie,Rush,32,2006-2007
98,0020600033,1826,Jess,Kersey,20,2006-2007
99,0020600034,2529,Tony,Brown,30,2006-2007
100,0020600034,1180,Jack,Nies,35,2006-2007
101,0020600034,1184,Ron,Olesiak,44,2006-2007
102,0020600035,2005,Matt,Boland,46,2006-2007
103,0020600035,1185,Violet,Palmer,12,2006-2007
104,0020600035,1203,Mark,Wunderlich,18,2006-2007
105,0020600036,2534,Zach,Zarba,58,2006-2007
106,0020600036,2532,Eli,Roe,64,2006-2007
107,0020600036,1161,Joe,Forte,45,2006-2007
108,0020600036,1156,Tim,Donaghy,21,2006-2007
109,0020600037,1830,Marc,Davis,34,2006-2007
110,0020600037,1188,Leroy,Richardson,51,2006-2007
111,0020600037,1155,JB,DeRosa,14,2006-2007
112,0020600038,1199,Tom,Washington,49,2006-2007
113,0020600038,2715,Eric,Lewis,42,2006-2007
114,0020600038,1167,Steve,Javie,29,2006-2007
115,0020600039,1162,Scott,Foster,48,2006-2007
116,0020600039,1147,Mike,Callahan,24,2006-2007
117,0020600039,2883,Robbie,Robinson,53,2006-2007
118,0020600040,1151,Sean,Corbin,33,2006-2007
119,0020600040,1204,Derek,Richardson,63,2006-2007
120,0020600040,1163,Bernie,Fryer,7,2006-2007
121,0020600041,1662,Bill,Kennedy,55,2006-2007
122,0020600041,1195,Derrick,Stafford,9,2006-2007
123,0020600041,1363,Bennie,Adams,47,2006-2007
124,0020600042,1153,Joe,Crawford,17,2006-2007
125,0020600042,1168,David,Jones,36,2006-2007
126,0020600042,2882,Sean,Wright,65,2006-2007
127,0020600043,1176,Monty,McCutchen,13,2006-2007
128,0020600043,2002,Derrick,Collins,54,2006-2007
129,0020600043,1192,Bennett,Salvatore,15,2006-2007
130,0020600044,2004,Courtney,Kirkland,61,2006-2007
131,0020600044,2716,Olandis,Poole,50,2006-2007
132,0020600044,1154,Bob,Delaney,26,2006-2007
133,0020600045,2530,Ed,Malloy,73,2006-2007
134,0020600045,1148,James,Capers,19,2006-2007
135,0020600045,1200,Greg,Willard,57,2006-2007
136,0020600046,1162,Scott,Foster,48,2006-2007
137,0020600046,2003,Pat,Fraher,52,2006-2007
138,0020600046,1185,Violet,Palmer,12,2006-2007
139,0020600047,1146,Tony,Brothers,25,2006-2007
140,0020600047,2001,Jason,Phillips,23,2006-2007
141,0020600047,1180,Jack,Nies,35,2006-2007
142,0020600048,1152,Dan,Crawford,43,2006-2007
143,0020600048,1159,Kevin,Fehr,39,2006-2007
144,0020600048,1165,Luis,Grillo,8,2006-2007
145,0020600049,1199,Tom,Washington,49,2006-2007
146,0020600049,2715,Eric,Lewis,42,2006-2007
147,0020600049,1167,Steve,Javie,29,2006-2007
148,0020600050,1830,Marc,Davis,34,2006-2007
149,0020600050,1188,Leroy,Richardson,51,2006-2007
150,0020600050,1155,JB,DeRosa,14,2006-2007
151,0020600051,2005,Matt,Boland,46,2006-2007
152,0020600051,1142,Dick,Bavetta,27,2006-2007
153,0020600051,1184,Ron,Olesiak,44,2006-2007
154,0020600052,1662,Bill,Kennedy,55,2006-2007
155,0020600052,1363,Bennie,Adams,47,2006-2007
156,0020600052,1163,Bernie,Fryer,7,2006-2007
157,0020600053,2003,Pat,Fraher,52,2006-2007
158,0020600053,1203,Mark,Wunderlich,18,2006-2007
159,0020600053,1156,Tim,Donaghy,21,2006-2007
160,0020600054,2530,Ed,Malloy,73,2006-2007
161,0020600054,1148,James,Capers,19,2006-2007
162,0020600054,1200,Greg,Willard,57,2006-2007
163,0020600055,1147,Mike,Callahan,24,2006-2007
164,0020600055,1204,Derek,Richardson,63,2006-2007
165,0020600055,2716,Olandis,Poole,50,2006-2007
166,0020600056,2714,David,Guthrie,60,2006-2007
167,0020600056,1190,Eddie,Rush,32,2006-2007
168,0020600056,1826,Jess,Kersey,20,2006-2007
169,0020600057,2005,Matt,Boland,46,2006-2007
170,0020600057,1142,Dick,Bavetta,27,2006-2007
171,0020600057,1184,Ron,Olesiak,44,2006-2007
172,0020600058,1153,Joe,Crawford,17,2006-2007
173,0020600058,1168,David,Jones,36,2006-2007
