,GID,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,GAME_DATE_EST,HOME_TEAM_WINS,HOME_TEAM_LOSSES,SERIES_LEADER,SEASON
0,0021500001,0021500001,1610612737,1610612765,2015-10-27T00:00:00,3,1,Atlanta,2015-2016
1,0021500002,0021500002,1610612741,1610612739,2015-10-27T00:00:00,3,1,Chicago,2015-2016
2,0021500003,0021500003,1610612744,1610612740,2015-10-27T00:00:00,3,0,Golden State,2015-2016
3,0021500004,0021500004,1610612753,1610612764,2015-10-28T00:00:00,0,4,Washington,2015-2016
4,0021500005,0021500005,1610612738,1610612755,2015-10-28T00:00:00,4,0,Boston,2015-2016
5,0021500006,0021500006,1610612751,1610612741,2015-10-28T00:00:00,1,2,Chicago,2015-2016
6,0021500007,0021500007,1610612765,1610612762,2015-10-28T00:00:00,2,0,Detroit,2015-2016
7,0021500008,0021500008,1610612748,1610612766,2015-10-28T00:00:00,2,2,Tied,2015-2016
8,0021500009,0021500009,1610612761,1610612754,2015-10-28T00:00:00,3,1,Toronto,2015-2016
9,0021500010,0021500010,1610612745,1610612743,2015-10-28T00:00:00,0,3,Denver,2015-2016
10,0021500011,0021500011,1610612763,1610612739,2015-10-28T00:00:00,1,1,Tied,2015-2016
11,0021500012,0021500012,1610612749,1610612752,2015-10-28T00:00:00,2,2,Tied,2015-2016
12,0021500013,0021500013,1610612760,1610612759,2015-10-28T00:00:00,2,2,Tied,2015-2016
13,0021500014,0021500014,1610612756,1610612742,2015-10-28T00:00:00,0,3,Dallas,2015-2016
14,0021500015,0021500015,1610612757,1610612740,2015-10-28T00:00:00,3,1,Portland,2015-2016
15,0021500016,0021500016,1610612758,1610612746,2015-10-28T00:00:00,1,3,LA Clippers,2015-2016
16,0021500017,0021500017,1610612747,1610612750,2015-10-28T00:00:00,1,2,Minnesota,2015-2016
17,0021500018,0021500018,1610612754,1610612763,2015-10-29T00:00:00,0,2,Memphis,2015-2016
18,0021500019,0021500019,1610612752,1610612737,2015-10-29T00:00:00,2,2,Tied,2015-2016
19,0021500020,0021500020,1610612746,1610612742,2015-10-29T00:00:00,3,1,LA Clippers,2015-2016
20,0021500021,0021500021,1610612739,1610612748,2015-10-30T00:00:00,1,2,Miami,2015-2016
21,0021500022,0021500022,1610612753,1610612760,2015-10-30T00:00:00,0,2,Oklahoma City,2015-2016
22,0021500023,0021500023,1610612755,1610612762,2015-10-30T00:00:00,0,2,Utah,2015-2016
23,0021500024,0021500024,1610612738,1610612761,2015-10-30T00:00:00,1,3,Toronto,2015-2016
24,0021500025,0021500025,1610612765,1610612741,2015-10-30T00:00:00,3,1,Detroit,2015-2016
25,0021500026,0021500026,1610612737,1610612766,2015-10-30T00:00:00,3,1,Atlanta,2015-2016
26,0021500027,0021500027,1610612749,1610612764,2015-10-30T00:00:00,1,3,Washington,2015-2016
27,0021500028,0021500028,1610612759,1610612751,2015-10-30T00:00:00,2,0,San Antonio,2015-2016
28,0021500029,0021500029,1610612743,1610612750,2015-10-30T00:00:00,3,1,Denver,2015-2016
29,0021500030,0021500030,1610612745,1610612744,2015-10-30T00:00:00,0,3,Golden State,2015-2016
30,0021500031,0021500031,1610612758,1610612747,2015-10-30T00:00:00,4,0,Sacramento,2015-2016
31,0021500032,0021500032,1610612756,1610612757,2015-10-30T00:00:00,2,1,Phoenix,2015-2016
32,0021500033,0021500033,1610612754,1610612762,2015-10-31T00:00:00,0,2,Utah,2015-2016
33,0021500034,0021500034,1610612764,1610612752,2015-10-31T00:00:00,2,1,Washington,2015-2016
34,0021500035,0021500035,1610612740,1610612744,2015-10-31T00:00:00,0,3,Golden State,2015-2016
35,0021500036,0021500036,1610612763,1610612751,2015-10-31T00:00:00,2,0,Memphis,2015-2016
36,0021500037,0021500037,1610612757,1610612756,2015-10-31T00:00:00,1,2,Phoenix,2015-2016
37,0021500038,0021500038,1610612746,1610612758,2015-10-31T00:00:00,3,1,LA Clippers,2015-2016
38,0021500039,0021500039,1610612766,1610612737,2015-11-01T00:00:00,1,3,Atlanta,2015-2016
39,0021500040,0021500040,1610612738,1610612759,2015-11-01T00:00:00,0,2,San Antonio,2015-2016
40,0021500041,0021500041,1610612748,1610612745,2015-11-01T00:00:00,1,1,Tied,2015-2016
41,0021500042,0021500042,1610612761,1610612749,2015-11-01T00:00:00,4,0,Toronto,2015-2016
42,0021500043,0021500043,1610612741,1610612753,2015-11-01T00:00:00,1,2,Orlando,2015-2016
43,0021500044,0021500044,1610612760,1610612743,2015-11-01T00:00:00,4,0,Oklahoma City,2015-2016
44,0021500045,0021500045,1610612747,1610612742,2015-11-01T00:00:00,0,3,Dallas,2015-2016
45,0021500046,0021500046,1610612755,1610612739,2015-11-02T00:00:00,0,4,Cleveland,2015-2016
46,0021500047,0021500047,1610612751,1610612749,2015-11-02T00:00:00,0,3,Milwaukee,2015-2016
