,GID,GAME_ID,LAST_GAME_ID,LAST_GAME_DATE_EST,LAST_GAME_HOME_TEAM_ID,LAST_GAME_HOME_TEAM_CITY,LAST_GAME_HOME_TEAM_NAME,LAST_GAME_HOME_TEAM_ABBREVIATION,LAST_GAME_HOME_TEAM_POINTS,LAST_GAME_VISITOR_TEAM_ID,LAST_GAME_VISITOR_TEAM_CITY,LAST_GAME_VISITOR_TEAM_NAME,LAST_GAME_VISITOR_TEAM_CITY1,LAST_GAME_VISITOR_TEAM_POINTS,SEASON
0,0028400001,0028400001,0028300838,1984-03-29T00:00:00,1610612760,Seattle,SuperSonics,SEA,96,1610612762,Utah,Jazz,UTH,106,1984-1985
1,0028400002,0028400002,0028300800,1984-03-23T00:00:00,1610612755,Philadelphia,76ers,PHL,100,1610612739,Cleveland,Cavaliers,CLE,95,1984-1985
2,0028400003,0028400003,0028300925,1984-04-13T00:00:00,1610612765,Detroit,Pistons,DET,128,1610612738,Boston,Celtics,BOS,120,1984-1985
3,0028400004,0028400004,0028300929,1984-04-13T00:00:00,1610612751,New Jersey,Nets,NJN,112,1610612737,Atlanta,Hawks,ATL,118,1984-1985
4,0028400005,0028400005,0028300903,1984-04-09T00:00:00,1610612741,Chicago,Bulls,CHI,134,1610612764,Washington,Bullets,WAS,136,1984-1985
5,0028400006,0028400006,0028300841,1984-03-29T00:00:00,1610612744,Golden State,Warriors,GOS,119,1610612756,Phoenix,Suns,PHX,124,1984-1985
6,0028400007,0028400007,0028300867,1984-04-03T00:00:00,1610612759,San Antonio,Spurs,SAN,137,1610612747,Los Angeles,Lakers,LAL,109,1984-1985
7,0028400008,0028400008,0028300881,1984-04-05T00:00:00,1610612743,Denver,Nuggets,DEN,124,1610612744,Golden State,Warriors,GOS,128,1984-1985
8,0028400009,0028400009,0028300806,1984-03-23T00:00:00,1610612742,Dallas,Mavericks,DAL,116,1610612745,Houston,Rockets,HOU,104,1984-1985
9,0028400010,0028400010,0028300934,1984-04-14T00:00:00,1610612762,Utah,Jazz,UTH,128,1610612746,Los Angeles,Clippers,LAC,146,1984-1985
10,0028400011,0028400011,0028300924,1984-04-13T00:00:00,1610612754,Indiana,Pacers,IND,119,1610612764,Washington,Bullets,WAS,115,1984-1985
11,0028400012,0028400012,0028300830,1984-03-27T00:00:00,1610612737,Atlanta,Hawks,ATL,97,1610612755,Philadelphia,76ers,PHL,78,1984-1985
12,0028400013,0028400013,0028300927,1984-04-13T00:00:00,1610612749,Milwaukee,Bucks,MIL,109,1610612741,Chicago,Bulls,CHI,85,1984-1985
13,0028400014,0028400014,0028300901,1984-04-08T00:00:00,1610612739,Cleveland,Cavaliers,CLE,97,1610612751,New Jersey,Nets,NJN,124,1984-1985
14,0028400015,0028400015,0028300840,1984-03-29T00:00:00,1610612758,Kansas City,Kings,KCK,113,1610612757,Portland,Trail Blazers,POR,120,1984-1985
15,0028400016,0028400016,0048300037,1984-04-27T00:00:00,1610612752,New York,Knicks,NYK,127,1610612765,Detroit,Pistons,DET,123,1984-1985
16,0028400017,0028400017,0048300055,1984-05-08T00:00:00,1610612742,Dallas,Mavericks,DAL,99,1610612747,Los Angeles,Lakers,LAL,115,1984-1985
17,0028400018,0028400018,0028300886,1984-04-06T00:00:00,1610612760,Seattle,SuperSonics,SEA,108,1610612756,Phoenix,Suns,PHX,117,1984-1985
18,0028400019,0028400019,0028400013,1984-10-27T00:00:00,1610612741,Chicago,Bulls,CHI,106,1610612749,Milwaukee,Bucks,MIL,108,1984-1985
19,0028400020,0028400020,0028300910,1984-04-10T00:00:00,1610612747,Los Angeles,Lakers,LAL,115,1610612744,Golden State,Warriors,GOS,117,1984-1985
20,0028400021,0028400021,0028400009,1984-10-27T00:00:00,1610612745,Houston,Rockets,HOU,121,1610612742,Dallas,Mavericks,DAL,111,1984-1985
21,0028400022,0028400022,0028300876,1984-04-04T00:00:00,1610612764,Washington,Bullets,WAS,92,1610612737,Atlanta,Hawks,ATL,99,1984-1985
22,0028400023,0028400023,0028300940,1984-04-15T00:00:00,1610612757,Portland,Trail Blazers,POR,103,1610612760,Seattle,SuperSonics,SEA,108,1984-1985
23,0028400024,0028400024,0028300728,1984-03-10T00:00:00,1610612762,Utah,Jazz,UTH,105,1610612752,New York,Knicks,NYK,114,1984-1985
24,0028400025,0028400025,0028300717,1984-03-08T00:00:00,1610612758,Kansas City,Kings,KCK,115,1610612741,Chicago,Bulls,CHI,110,1984-1985
25,0028400026,0028400026,0028300943,1984-04-15T00:00:00,1610612759,San Antonio,Spurs,SAN,157,1610612743,Denver,Nuggets,DEN,154,1984-1985
26,0028400027,0028400027,0048300035,1984-04-26T00:00:00,1610612751,New Jersey,Nets,NJN,101,1610612755,Philadelphia,76ers,PHL,98,1984-1985
