,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,WH_STATUS
0,0020100001,2001-10-30T00:00:00,1,0020100001,3,Final,20011030/BOSCLE,1610612739,1610612738,2001-2002,4, ,,Q4   - ,1
1,0020100002,2001-10-30T00:00:00,2,0020100002,3,Final,20011030/WASNYK,1610612752,1610612764,2001-2002,4, ,,Q4   - ,1
2,0020100003,2001-10-30T00:00:00,3,0020100003,3,Final,20011030/INDNJN,1610612751,1610612754,2001-2002,4, ,,Q4   - ,1
3,0020100004,2001-10-30T00:00:00,4,0020100004,3,Final,20011030/TORORL,1610612753,1610612761,2001-2002,4, ,,Q4   - ,1
4,0020100005,2001-10-30T00:00:00,5,0020100005,3,Final,20011030/PHIMIN,1610612750,1610612755,2001-2002,4, ,,Q4   - ,1
5,0020100006,2001-10-30T00:00:00,6,0020100006,3,Final,20011030/DETDAL,1610612742,1610612765,2001-2002,4, ,,Q4   - ,1
6,0020100007,2001-10-30T00:00:00,7,0020100007,3,Final,20011030/ATLHOU,1610612745,1610612737,2001-2002,5, ,,Q5   - ,1
7,0020100008,2001-10-30T00:00:00,8,0020100008,3,Final,20011030/LACSAS,1610612759,1610612746,2001-2002,4, ,,Q4   - ,1
8,0020100009,2001-10-30T00:00:00,9,0020100009,3,Final,20011030/MILUTA,1610612762,1610612749,2001-2002,5, ,,Q5   - ,1
9,0020100010,2001-10-30T00:00:00,10,0020100010,3,Final,20011030/DENPHX,1610612756,1610612743,2001-2002,4, ,,Q4   - ,1
10,0020100011,2001-10-30T00:00:00,11,0020100011,3,Final,20011030/SEASAC,1610612758,1610612760,2001-2002,4, ,,Q4   - ,1
11,0020100012,2001-10-30T00:00:00,12,0020100012,3,Final,20011030/PORLAL,1610612747,1610612757,2001-2002,4, ,,Q4   - ,1
12,0020100013,2001-10-31T00:00:00,1,0020100013,3,Final,20011031/NJNBOS,1610612738,1610612751,2001-2002,4, ,,Q4   - ,1
13,0020100014,2001-10-31T00:00:00,2,0020100014,3,Final,20011031/CLECHH,1610612766,1610612739,2001-2002,4, ,,Q4   - ,1
14,0020100015,2001-10-31T00:00:00,3,0020100015,3,Final,20011031/TORMIA,1610612748,1610612761,2001-2002,4, ,,Q4   - ,1
15,0020100016,2001-10-31T00:00:00,4,0020100016,3,Final,20011031/INDCHI,1610612741,1610612754,2001-2002,4, ,,Q4   - ,1
16,0020100017,2001-10-31T00:00:00,5,0020100017,3,Final,20011031/GSWPOR,1610612757,1610612744,2001-2002,4, ,,Q4   - ,1
17,0020100018,2001-11-01T00:00:00,1,0020100018,3,Final,20011101/WASATL,1610612737,1610612764,2001-2002,4, ,,Q4   - ,1
18,0020100019,2001-11-01T00:00:00,2,0020100019,3,Final,20011101/DALPHI,1610612755,1610612742,2001-2002,4, ,,Q4   - ,1
19,0020100020,2001-11-01T00:00:00,3,0020100020,3,Final,20011101/DETMEM,1610612763,1610612765,2001-2002,4, ,,Q4   - ,1
20,0020100021,2001-11-01T00:00:00,4,0020100021,3,Final,20011101/LACHOU,1610612745,1610612746,2001-2002,5, ,,Q5   - ,1
21,0020100022,2001-11-01T00:00:00,5,0020100022,3,Final,20011101/MILDEN,1610612743,1610612749,2001-2002,4, ,,Q4   - ,1
22,0020100023,2001-11-01T00:00:00,6,0020100023,3,Final,20011101/LALUTA,1610612762,1610612747,2001-2002,4, ,,Q4   - ,1
23,0020100024,2001-11-01T00:00:00,7,0020100024,3,Final,20011101/SASSEA,1610612760,1610612759,2001-2002,4, ,,Q4   - ,1
24,0020100025,2001-11-01T00:00:00,8,0020100025,3,Final,20011101/PHXGSW,1610612744,1610612756,2001-2002,4, ,,Q4   - ,1
25,0020100026,2001-11-02T00:00:00,1,0020100026,3,Final,20011102/DALTOR,1610612761,1610612742,2001-2002,4, ,,Q4   - ,1
26,0020100027,2001-11-02T00:00:00,2,0020100027,3,Final,20011102/ORLIND,1610612754,1610612753,2001-2002,4, ,,Q4   - ,1
27,0020100028,2001-11-02T00:00:00,3,0020100028,3,Final,20011102/CHIBOS,1610612738,1610612741,2001-2002,4, ,,Q4   - ,1
28,0020100029,2001-11-02T00:00:00,4,0020100029,3,Final,20011102/CLEMIA,1610612748,1610612739,2001-2002,4, ,,Q4   - ,1
29,0020100030,2001-11-02T00:00:00,5,0020100030,3,Final,20011102/NYKCHH,1610612766,1610612752,2001-2002,4, ,,Q4   - ,1
30,0020100031,2001-11-02T00:00:00,6,0020100031,3,Final,20011102/NJNDET,1610612765,1610612751,2001-2002,4, ,,Q4   - ,1
31,0020100032,2001-11-02T00:00:00,7,0020100032,3,Final,20011102/MEMMIN,1610612750,1610612763,2001-2002,4, ,,Q4   - ,1
32,0020100033,2001-11-02T00:00:00,8,0020100033,3,Final,20011102/PHXLAL,1610612747,1610612756,2001-2002,4, ,,Q4   - ,1
33,0020100034,2001-11-03T00:00:00,1,0020100034,3,Final,20011103/PHIWAS,1610612764,1610612755,2001-2002,4, ,,Q4   - ,1
34,0020100035,2001-11-03T00:00:00,2,0020100035,3,Final,20011103/MIAATL,1610612737,1610612748,2001-2002,4, ,,Q4   - ,1
35,0020100036,2001-11-03T00:00:00,3,0020100036,3,Final,20011103/ORLCLE,1610612739,1610612753,2001-2002,4, ,,Q4   - ,1
36,0020100037,2001-11-03T00:00:00,4,0020100037,3,Final,20011103/CHHNJN,1610612751,1610612766,2001-2002,4, ,,Q4   - ,1
37,0020100038,2001-11-03T00:00:00,5,0020100038,3,Final,20011103/UTASEA,1610612760,1610612762,2001-2002,4, ,,Q4   - ,1
38,0020100039,2001-11-03T00:00:00,6,0020100039,3,Final,20011103/NYKCHI,1610612741,1610612752,2001-2002,4, ,,Q4   - ,1
39,0020100040,2001-11-03T00:00:00,7,0020100040,3,Final,20011103/BOSMIL,1610612749,1610612738,2001-2002,4, ,,Q4   - ,1
40,0020100041,2001-11-03T00:00:00,8,0020100041,3,Final,20011103/MINHOU,1610612745,1610612750,2001-2002,4, ,,Q4   - ,1
41,0020100042,2001-11-03T00:00:00,9,0020100042,3,Final,20011103/SACDEN,1610612743,1610612758,2001-2002,4, ,,Q4   - ,1
42,0020100043,2001-11-03T00:00:00,10,0020100043,3,Final,20011103/SASPOR,1610612757,1610612759,2001-2002,4, ,,Q4   - ,1
43,0020100044,2001-11-03T00:00:00,11,0020100044,3,Final,20011103/GSWLAC,1610612746,1610612744,2001-2002,5, ,,Q5   - ,1
44,0020100045,2001-11-04T00:00:00,1,0020100045,3,Final,20011104/DALMEM,1610612763,1610612742,2001-2002,4, ,,Q4   - ,1
45,0020100046,2001-11-04T00:00:00,2,0020100046,3,Final,20011104/INDTOR,1610612761,1610612754,2001-2002,4, ,,Q4   - ,1
46,0020100047,2001-11-04T00:00:00,3,0020100047,3,Final,20011104/WASDET,1610612765,1610612764,2001-2002,4, ,,Q4   - ,1
