,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0028300001,"FRIDAY, OCTOBER 28, 1983",10321.0,,1983-1984
1,0028300002,"FRIDAY, OCTOBER 28, 1983",15782.0,,1983-1984
2,0028300003,"FRIDAY, OCTOBER 28, 1983",16167.0,,1983-1984
3,0028300004,"FRIDAY, OCTOBER 28, 1983",15372.0,,1983-1984
4,0028300005,"FRIDAY, OCTOBER 28, 1983",10173.0,,1983-1984
5,0028300006,"FRIDAY, OCTOBER 28, 1983",17117.0,,1983-1984
6,0028300007,"FRIDAY, OCTOBER 28, 1983",12666.0,,1983-1984
7,0028300008,"FRIDAY, OCTOBER 28, 1983",6082.0,,1983-1984
8,0028300009,"FRIDAY, OCTOBER 28, 1983",10439.0,,1983-1984
9,0028300010,"SATURDAY, OCTOBER 29, 1983",10608.0,,1983-1984
10,0028300011,"SATURDAY, OCTOBER 29, 1983",12129.0,,1983-1984
11,0028300012,"SATURDAY, OCTOBER 29, 1983",8126.0,,1983-1984
12,0028300013,"SATURDAY, OCTOBER 29, 1983",6550.0,,1983-1984
13,0028300014,"SATURDAY, OCTOBER 29, 1983",9677.0,,1983-1984
14,0028300015,"SATURDAY, OCTOBER 29, 1983",14119.0,,1983-1984
15,0028300016,"SATURDAY, OCTOBER 29, 1983",5705.0,,1983-1984
16,0028300017,"SATURDAY, OCTOBER 29, 1983",17096.0,,1983-1984
17,0028300018,"SATURDAY, OCTOBER 29, 1983",11019.0,,1983-1984
18,0028300019,"SATURDAY, OCTOBER 29, 1983",8194.0,,1983-1984
19,0028300020,"SUNDAY, OCTOBER 30, 1983",8219.0,,1983-1984
20,0028300021,"SUNDAY, OCTOBER 30, 1983",6479.0,,1983-1984
21,0028300022,"TUESDAY, NOVEMBER 1, 1983",7257.0,,1983-1984
22,0028300023,"TUESDAY, NOVEMBER 1, 1983",14629.0,,1983-1984
23,0028300024,"TUESDAY, NOVEMBER 1, 1983",9733.0,,1983-1984
24,0028300025,"TUESDAY, NOVEMBER 1, 1983",10193.0,,1983-1984
25,0028300026,"TUESDAY, NOVEMBER 1, 1983",7864.0,,1983-1984
26,0028300027,"TUESDAY, NOVEMBER 1, 1983",5320.0,,1983-1984
27,0028300028,"TUESDAY, NOVEMBER 1, 1983",7612.0,,1983-1984
28,0028300029,"TUESDAY, NOVEMBER 1, 1983",8140.0,,1983-1984
29,0028300030,"TUESDAY, NOVEMBER 1, 1983",9176.0,,1983-1984
30,0028300031,"WEDNESDAY, NOVEMBER 2, 1983",11156.0,,1983-1984
31,0028300032,"WEDNESDAY, NOVEMBER 2, 1983",9197.0,,1983-1984
32,0028300033,"WEDNESDAY, NOVEMBER 2, 1983",14890.0,,1983-1984
33,0028300034,"WEDNESDAY, NOVEMBER 2, 1983",9301.0,,1983-1984
34,0028300035,"WEDNESDAY, NOVEMBER 2, 1983",11629.0,,1983-1984
35,0028300036,"THURSDAY, NOVEMBER 3, 1983",7315.0,,1983-1984
36,0028300037,"THURSDAY, NOVEMBER 3, 1983",6035.0,,1983-1984
37,0028300038,"THURSDAY, NOVEMBER 3, 1983",9166.0,,1983-1984
38,0028300039,"THURSDAY, NOVEMBER 3, 1983",8037.0,,1983-1984
39,0028300040,"THURSDAY, NOVEMBER 3, 1983",6147.0,,1983-1984
40,0028300041,"FRIDAY, NOVEMBER 4, 1983",8468.0,,1983-1984
41,0028300042,"FRIDAY, NOVEMBER 4, 1983",13245.0,,1983-1984
42,0028300043,"FRIDAY, NOVEMBER 4, 1983",14850.0,,1983-1984
43,0028300044,"FRIDAY, NOVEMBER 4, 1983",7354.0,,1983-1984
44,0028300045,"FRIDAY, NOVEMBER 4, 1983",20718.0,,1983-1984
45,0028300046,"FRIDAY, NOVEMBER 4, 1983",12668.0,,1983-1984
46,0028300047,"FRIDAY, NOVEMBER 4, 1983",3426.0,,1983-1984
47,0028300048,"SATURDAY, NOVEMBER 5, 1983",10876.0,,1983-1984
48,0028300049,"SATURDAY, NOVEMBER 5, 1983",7115.0,,1983-1984
49,0028300050,"SATURDAY, NOVEMBER 5, 1983",16539.0,,1983-1984
50,0028300051,"SATURDAY, NOVEMBER 5, 1983",6703.0,,1983-1984
51,0028300052,"SATURDAY, NOVEMBER 5, 1983",16250.0,,1983-1984
52,0028300053,"SATURDAY, NOVEMBER 5, 1983",17007.0,,1983-1984
53,0028300054,"SATURDAY, NOVEMBER 5, 1983",11814.0,,1983-1984
54,0028300055,"SATURDAY, NOVEMBER 5, 1983",12355.0,,1983-1984
55,0028300056,"SUNDAY, NOVEMBER 6, 1983",12666.0,,1983-1984
56,0028300057,"SUNDAY, NOVEMBER 6, 1983",7558.0,,1983-1984
57,0028300058,"SUNDAY, NOVEMBER 6, 1983",9316.0,,1983-1984
58,0028300059,"TUESDAY, NOVEMBER 8, 1983",7111.0,,1983-1984
59,0028300060,"TUESDAY, NOVEMBER 8, 1983",7021.0,,1983-1984
60,0028300061,"TUESDAY, NOVEMBER 8, 1983",7211.0,,1983-1984
61,0028300062,"TUESDAY, NOVEMBER 8, 1983",10108.0,,1983-1984
62,0028300063,"TUESDAY, NOVEMBER 8, 1983",14935.0,,1983-1984
63,0028300064,"TUESDAY, NOVEMBER 8, 1983",4647.0,,1983-1984
64,0028300065,"TUESDAY, NOVEMBER 8, 1983",15259.0,,1983-1984
65,0028300066,"TUESDAY, NOVEMBER 8, 1983",10105.0,,1983-1984
66,0028300067,"WEDNESDAY, NOVEMBER 9, 1983",9080.0,,1983-1984
67,0028300068,"WEDNESDAY, NOVEMBER 9, 1983",14341.0,,1983-1984
68,0028300069,"WEDNESDAY, NOVEMBER 9, 1983",10578.0,,1983-1984
69,0028300070,"WEDNESDAY, NOVEMBER 9, 1983",9285.0,,1983-1984
70,0028300071,"WEDNESDAY, NOVEMBER 9, 1983",7189.0,,1983-1984
71,0028300072,"WEDNESDAY, NOVEMBER 9, 1983",14304.0,,1983-1984
72,0028300073,"WEDNESDAY, NOVEMBER 9, 1983",14890.0,,1983-1984
73,0028300074,"THURSDAY, NOVEMBER 10, 1983",7716.0,,1983-1984
74,0028300075,"THURSDAY, NOVEMBER 10, 1983",12666.0,,1983-1984
75,0028300076,"THURSDAY, NOVEMBER 10, 1983",5267.0,,1983-1984
76,0028300077,"THURSDAY, NOVEMBER 10, 1983",6706.0,,1983-1984
77,0028300078,"FRIDAY, NOVEMBER 11, 1983",10750.0,,1983-1984
78,0028300079,"FRIDAY, NOVEMBER 11, 1983",16027.0,,1983-1984
79,0028300080,"FRIDAY, NOVEMBER 11, 1983",15662.0,,1983-1984
80,0028300081,"FRIDAY, NOVEMBER 11, 1983",5762.0,,1983-1984
81,0028300082,"FRIDAY, NOVEMBER 11, 1983",14890.0,,1983-1984
82,0028300083,"FRIDAY, NOVEMBER 11, 1983",10051.0,,1983-1984
83,0028300084,"FRIDAY, NOVEMBER 11, 1983",15316.0,,1983-1984
84,0028300085,"FRIDAY, NOVEMBER 11, 1983",13010.0,,1983-1984
85,0028300086,"SATURDAY, NOVEMBER 12, 1983",8258.0,,1983-1984
86,0028300087,"SATURDAY, NOVEMBER 12, 1983",6770.0,,1983-1984
87,0028300088,"SATURDAY, NOVEMBER 12, 1983",13059.0,,1983-1984
88,0028300089,"SATURDAY, NOVEMBER 12, 1983",10288.0,,1983-1984
89,0028300090,"SATURDAY, NOVEMBER 12, 1983",7572.0,,1983-1984
90,0028300091,"SATURDAY, NOVEMBER 12, 1983",7908.0,,1983-1984
