,GID,GAME_ID,LAST_GAME_ID,LAST_GAME_DATE_EST,LAST_GAME_HOME_TEAM_ID,LAST_GAME_HOME_TEAM_CITY,LAST_GAME_HOME_TEAM_NAME,LAST_GAME_HOME_TEAM_ABBREVIATION,LAST_GAME_HOME_TEAM_POINTS,LAST_GAME_VISITOR_TEAM_ID,LAST_GAME_VISITOR_TEAM_CITY,LAST_GAME_VISITOR_TEAM_NAME,LAST_GAME_VISITOR_TEAM_CITY1,LAST_GAME_VISITOR_TEAM_POINTS,SEASON
0,0028500001,0028500001,0028500211,1985-12-02T00:00:00,1610612744,Golden State,Warriors,GOS,100,1610612762,Utah,Jazz,UTH,103,1985-1986
1,0028500002,0028500002,0028400899,1985-04-07T00:00:00,1610612756,Phoenix,Suns,PHX,125,1610612760,Seattle,SuperSonics,SEA,110,1985-1986
2,0028500003,0028500003,0028400769,1985-03-16T00:00:00,1610612756,Phoenix,Suns,PHX,96,1610612749,Milwaukee,Bucks,MIL,125,1985-1986
3,0028500004,0028500004,0028400940,1985-04-14T00:00:00,1610612751,New Jersey,Nets,NJN,129,1610612738,Boston,Celtics,BOS,118,1985-1986
4,0028500005,0028500005,0028400905,1985-04-09T00:00:00,1610612737,Atlanta,Hawks,ATL,110,1610612764,Washington,Bullets,WAS,130,1985-1986
5,0028500006,0028500006,0028400876,1985-04-03T00:00:00,1610612758,Sacramento,Kings,SAC,122,1610612746,Los Angeles,Clippers,LAC,124,1985-1986
6,0028500007,0028500007,0028400843,1985-03-28T00:00:00,1610612741,Chicago,Bulls,CHI,114,1610612739,Cleveland,Cavaliers,CLE,122,1985-1986
7,0028500008,0028500008,0028400932,1985-04-13T00:00:00,1610612744,Golden State,Warriors,GOS,120,1610612743,Denver,Nuggets,DEN,127,1985-1986
8,0028500009,0028500009,0028400908,1985-04-09T00:00:00,1610612757,Portland,Trail Blazers,POR,116,1610612756,Phoenix,Suns,PHX,100,1985-1986
9,0028500010,0028500010,0028400698,1985-04-07T00:00:00,1610612765,Detroit,Pistons,DET,113,1610612749,Milwaukee,Bucks,MIL,91,1985-1986
10,0028500011,0028500011,0048400165,1985-04-28T00:00:00,1610612762,Utah,Jazz,UTH,104,1610612745,Houston,Rockets,HOU,97,1985-1986
11,0028500012,0028500012,0028400761,1985-03-15T00:00:00,1610612752,New York,Knicks,NYK,110,1610612755,Philadelphia,76ers,PHL,119,1985-1986
12,0028500013,0028500013,0028400852,1985-03-30T00:00:00,1610612749,Milwaukee,Bucks,MIL,106,1610612737,Atlanta,Hawks,ATL,95,1985-1986
13,0028500014,0028500014,0028400747,1985-03-12T00:00:00,1610612741,Chicago,Bulls,CHI,111,1610612765,Detroit,Pistons,DET,110,1985-1986
14,0028500015,0028500015,0028400931,1985-04-12T00:00:00,1610612746,Los Angeles,Clippers,LAC,115,1610612745,Houston,Rockets,HOU,110,1985-1986
15,0028500016,0028500016,0048400104,1985-04-25T00:00:00,1610612739,Cleveland,Cavaliers,CLE,115,1610612738,Boston,Celtics,BOS,117,1985-1986
16,0028500017,0028500017,0028400919,1985-04-11T00:00:00,1610612742,Dallas,Mavericks,DAL,124,1610612760,Seattle,SuperSonics,SEA,80,1985-1986
17,0028500018,0028500018,0028400840,1985-03-28T00:00:00,1610612743,Denver,Nuggets,DEN,133,1610612758,Sacramento,Kings,SAC,115,1985-1986
18,0028500019,0028500019,0028400877,1985-04-03T00:00:00,1610612759,San Antonio,Spurs,SAN,122,1610612747,Los Angeles,Lakers,LAL,108,1985-1986
19,0028500020,0028500020,0028400781,1985-03-17T00:00:00,1610612754,Indiana,Pacers,IND,105,1610612751,New Jersey,Nets,NJN,129,1985-1986
20,0028500021,0028500021,0028400767,1985-03-15T00:00:00,1610612757,Portland,Trail Blazers,POR,126,1610612744,Golden State,Warriors,GOS,101,1985-1986
21,0028500022,0028500022,0028400937,1985-04-14T00:00:00,1610612745,Houston,Rockets,HOU,121,1610612760,Seattle,SuperSonics,SEA,98,1985-1986
22,0028500023,0028500023,0028400647,1985-02-23T00:00:00,1610612744,Golden State,Warriors,GOS,125,1610612741,Chicago,Bulls,CHI,140,1985-1986
23,0028500024,0028500024,0028400844,1985-03-29T00:00:00,1610612742,Dallas,Mavericks,DAL,115,1610612747,Los Angeles,Lakers,LAL,120,1985-1986
24,0028500025,0028500025,0028400823,1985-03-25T00:00:00,1610612746,Los Angeles,Clippers,LAC,99,1610612757,Portland,Trail Blazers,POR,120,1985-1986
25,0028500026,0028500026,0028400882,1985-04-04T00:00:00,1610612756,Phoenix,Suns,PHX,103,1610612743,Denver,Nuggets,DEN,110,1985-1986
26,0028500027,0028500027,0028400938,1985-04-14T00:00:00,1610612759,San Antonio,Spurs,SAN,102,1610612762,Utah,Jazz,UTH,104,1985-1986
27,0028500028,0028500028,0048400244,1985-05-05T00:00:00,1610612749,Milwaukee,Bucks,MIL,112,1610612755,Philadelphia,76ers,PHL,121,1985-1986
28,0028500029,0028500029,0048400183,1985-04-24T00:00:00,1610612765,Detroit,Pistons,DET,116,1610612751,New Jersey,Nets,NJN,115,1985-1986
29,0028500030,0028500030,0028400913,1985-04-10T00:00:00,1610612737,Atlanta,Hawks,ATL,98,1610612752,New York,Knicks,NYK,94,1985-1986
30,0028500031,0028500031,0028500020,1985-10-26T00:00:00,1610612751,New Jersey,Nets,NJN,92,1610612754,Indiana,Pacers,IND,119,1985-1986
31,0028500032,0028500032,0028400641,1985-02-22T00:00:00,1610612755,Philadelphia,76ers,PHL,110,1610612765,Detroit,Pistons,DET,99,1985-1986
32,0028500033,0028500033,0028400926,1985-04-12T00:00:00,1610612738,Boston,Celtics,BOS,113,1610612749,Milwaukee,Bucks,MIL,115,1985-1986
33,0028500034,0028500034,0028500027,1985-10-29T00:00:00,1610612762,Utah,Jazz,UTH,112,1610612759,San Antonio,Spurs,SAN,124,1985-1986
34,0028500035,0028500035,0028400635,1985-02-22T00:00:00,1610612743,Denver,Nuggets,DEN,123,1610612760,Seattle,SuperSonics,SEA,133,1985-1986
35,0028500036,0028500036,0028400543,1985-02-02T00:00:00,1610612744,Golden State,Warriors,GOS,114,1610612752,New York,Knicks,NYK,98,1985-1986
36,0028500037,0028500037,0028400920,1985-04-11T00:00:00,1610612758,Sacramento,Kings,SAC,123,1610612745,Houston,Rockets,HOU,125,1985-1986
37,0028500038,0028500038,0028500197,1985-10-29T00:00:00,1610612764,Washington,Bullets,WAS,97,1610612739,Cleveland,Cavaliers,CLE,90,1985-1986
38,0028500039,0028500039,0028400718,1985-03-08T00:00:00,1610612746,Los Angeles,Clippers,LAC,101,1610612741,Chicago,Bulls,CHI,117,1985-1986
39,0028500040,0028500040,0048400143,1985-04-23T00:00:00,1610612756,Phoenix,Suns,PHX,103,1610612747,Los Angeles,Lakers,LAL,119,1985-1986
40,0028500041,0028500041,0028400928,1985-04-12T00:00:00,1610612762,Utah,Jazz,UTH,92,1610612756,Phoenix,Suns,PHX,96,1985-1986
41,0028500042,0028500042,0028400809,1985-03-22T00:00:00,1610612759,San Antonio,Spurs,SAN,114,1610612742,Dallas,Mavericks,DAL,123,1985-1986
42,0028500043,0028500043,0028400914,1985-04-10T00:00:00,1610612765,Detroit,Pistons,DET,116,1610612754,Indiana,Pacers,IND,114,1985-1986
43,0028500044,0028500044,0028400915,1985-04-10T00:00:00,1610612751,New Jersey,Nets,NJN,125,1610612755,Philadelphia,76ers,PHL,100,1985-1986
44,0028500045,0028500045,0028400746,1985-03-12T00:00:00,1610612738,Boston,Celtics,BOS,126,1610612737,Atlanta,Hawks,ATL,115,1985-1986
45,0028500046,0028500046,0028400918,1985-04-11T00:00:00,1610612744,Golden State,Warriors,GOS,130,1610612747,Los Angeles,Lakers,LAL,137,1985-1986
46,0028500047,0028500047,0028400909,1985-04-09T00:00:00,1610612745,Houston,Rockets,HOU,124,1610612759,San Antonio,Spurs,SAN,103,1985-1986
47,0028500048,0028500048,0028400494,1985-01-25T00:00:00,1610612760,Seattle,SuperSonics,SEA,76,1610612741,Chicago,Bulls,CHI,93,1985-1986
