,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0020700001,"TUESDAY, OCTOBER 30, 2007",18797,2:30,2007-2008
1,0020700002,"TUESDAY, OCTOBER 30, 2007",18997,2:46,2007-2008
2,0020700003,"TUESDAY, OCTOBER 30, 2007",19832,2:21,2007-2008
3,0020700004,"WEDNESDAY, OCTOBER 31, 2007",19800,2:17,2007-2008
4,0020700006,"WEDNESDAY, OCTOBER 31, 2007",16212,2:44,2007-2008
5,0020700007,"WEDNESDAY, OCTOBER 31, 2007",17342,2:48,2007-2008
6,0020700008,"WEDNESDAY, OCTOBER 31, 2007",20562,2:20,2007-2008
7,0020700009,"WEDNESDAY, OCTOBER 31, 2007",17538,2:23,2007-2008
8,0020700012,"THURSDAY, NOVEMBER 1, 2007",19600,2:25,2007-2008
9,0020700014,"THURSDAY, NOVEMBER 1, 2007",17072,2:21,2007-2008
10,0020700015,"FRIDAY, NOVEMBER 2, 2007",16368,2:27,2007-2008
11,0020700016,"FRIDAY, NOVEMBER 2, 2007",17519,2:18,2007-2008
12,0020700017,"FRIDAY, NOVEMBER 2, 2007",12887,2:10,2007-2008
13,0020700018,"FRIDAY, NOVEMBER 2, 2007",14980,2:06,2007-2008
14,0020700019,"FRIDAY, NOVEMBER 2, 2007",19767,2:23,2007-2008
15,0020700020,"FRIDAY, NOVEMBER 2, 2007",20562,2:24,2007-2008
16,0020700021,"FRIDAY, NOVEMBER 2, 2007",18624,2:31,2007-2008
17,0020700022,"FRIDAY, NOVEMBER 2, 2007",9817,2:08,2007-2008
18,0020700023,"FRIDAY, NOVEMBER 2, 2007",19443,2:19,2007-2008
19,0020700024,"FRIDAY, NOVEMBER 2, 2007",22034,2:19,2007-2008
20,0020700025,"FRIDAY, NOVEMBER 2, 2007",17072,2:13,2007-2008
21,0020700026,"FRIDAY, NOVEMBER 2, 2007",18422,2:19,2007-2008
22,0020700027,"FRIDAY, NOVEMBER 2, 2007",19060,2:25,2007-2008
23,0020700028,"SATURDAY, NOVEMBER 3, 2007",19706,2:22,2007-2008
24,0020700030,"SATURDAY, NOVEMBER 3, 2007",14878,2:35,2007-2008
25,0020700031,"SATURDAY, NOVEMBER 3, 2007",18717,2:17,2007-2008
26,0020700032,"SATURDAY, NOVEMBER 3, 2007",18232,2:07,2007-2008
27,0020700033,"SATURDAY, NOVEMBER 3, 2007",20343,2:15,2007-2008
28,0020700034,"SATURDAY, NOVEMBER 3, 2007",19911,2:13,2007-2008
29,0020700035,"SUNDAY, NOVEMBER 4, 2007",19800,2:49,2007-2008
30,0020700036,"SUNDAY, NOVEMBER 4, 2007",17376,2:12,2007-2008
31,0020700037,"SUNDAY, NOVEMBER 4, 2007",19763,2:15,2007-2008
32,0020700039,"SUNDAY, NOVEMBER 4, 2007",22076,2:20,2007-2008
33,0020700040,"SUNDAY, NOVEMBER 4, 2007",13156,2:13,2007-2008
34,0020700041,"SUNDAY, NOVEMBER 4, 2007",18422,2:29,2007-2008
35,0020700042,"SUNDAY, NOVEMBER 4, 2007",18997,2:21,2007-2008
36,0020700043,"MONDAY, NOVEMBER 5, 2007",20389,2:17,2007-2008
37,0020700044,"TUESDAY, NOVEMBER 6, 2007",12408,2:08,2007-2008
38,0020700046,"TUESDAY, NOVEMBER 6, 2007",19763,2:29,2007-2008
39,0020700047,"TUESDAY, NOVEMBER 6, 2007",13549,2:03,2007-2008
40,0020700048,"TUESDAY, NOVEMBER 6, 2007",12003,2:28,2007-2008
41,0020700049,"TUESDAY, NOVEMBER 6, 2007",21742,2:18,2007-2008
42,0020700050,"TUESDAY, NOVEMBER 6, 2007",18280,2:10,2007-2008
43,0020700051,"TUESDAY, NOVEMBER 6, 2007",14908,2:30,2007-2008
44,0020700052,"TUESDAY, NOVEMBER 6, 2007",18997,2:12,2007-2008
45,0020700053,"TUESDAY, NOVEMBER 6, 2007",19596,2:21,2007-2008
46,0020700054,"WEDNESDAY, NOVEMBER 7, 2007",17977,2:20,2007-2008
47,0020700055,"WEDNESDAY, NOVEMBER 7, 2007",9317,2:13,2007-2008
48,0020700056,"WEDNESDAY, NOVEMBER 7, 2007",19855,2:10,2007-2008
49,0020700057,"WEDNESDAY, NOVEMBER 7, 2007",10122,2:16,2007-2008
50,0020700059,"WEDNESDAY, NOVEMBER 7, 2007",17503,2:26,2007-2008
51,0020700060,"WEDNESDAY, NOVEMBER 7, 2007",19911,2:36,2007-2008
52,0020700061,"WEDNESDAY, NOVEMBER 7, 2007",10761,2:20,2007-2008
53,0020700062,"WEDNESDAY, NOVEMBER 7, 2007",19980,2:11,2007-2008
54,0020700063,"THURSDAY, NOVEMBER 8, 2007",13267,2:17,2007-2008
55,0020700064,"THURSDAY, NOVEMBER 8, 2007",21797,2:33,2007-2008
56,0020700065,"THURSDAY, NOVEMBER 8, 2007",19596,2:42,2007-2008
57,0020700066,"FRIDAY, NOVEMBER 9, 2007",10886,2:19,2007-2008
58,0020700067,"FRIDAY, NOVEMBER 9, 2007",12044,2:17,2007-2008
59,0020700068,"FRIDAY, NOVEMBER 9, 2007",18624,2:14,2007-2008
60,0020700069,"FRIDAY, NOVEMBER 9, 2007",19763,2:23,2007-2008
61,0020700070,"FRIDAY, NOVEMBER 9, 2007",19600,2:14,2007-2008
62,0020700071,"FRIDAY, NOVEMBER 9, 2007",20173,2:23,2007-2008
63,0020700072,"FRIDAY, NOVEMBER 9, 2007",22076,2:17,2007-2008
64,0020700073,"FRIDAY, NOVEMBER 9, 2007",15297,2:05,2007-2008
65,0020700074,"FRIDAY, NOVEMBER 9, 2007",18244,2:09,2007-2008
66,0020700075,"FRIDAY, NOVEMBER 9, 2007",18112,2:27,2007-2008
67,0020700076,"FRIDAY, NOVEMBER 9, 2007",18997,2:13,2007-2008
68,0020700077,"FRIDAY, NOVEMBER 9, 2007",15293,2:36,2007-2008
69,0020700078,"FRIDAY, NOVEMBER 9, 2007",15980,2:18,2007-2008
70,0020700079,"SATURDAY, NOVEMBER 10, 2007",17519,2:06,2007-2008
