,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,WH_STATUS
0,0020200001,2002-10-29T00:00:00,1,0020200001,3,Final,20021029/PHIORL,1610612753,1610612755,2002-2003,4, ,TNT,Q4   - TNT,1
1,0020200002,2002-10-29T00:00:00,3,0020200002,3,Final,20021029/CLESAC,1610612758,1610612739,2002-2003,4, ,,Q4   - ,1
2,0020200003,2002-10-29T00:00:00,2,0020200003,3,Final,20021029/SASLAL,1610612747,1610612759,2002-2003,4, ,ABC,Q4   - ABC,1
3,0020200003,2002-10-29T00:00:00,2,0020200003,3,Final,20021029/SASLAL,1610612747,1610612759,2002-2003,4, ,ABC,Q4   - ABC,1
4,0020200003,2002-10-29T00:00:00,2,0020200003,3,Final,20021029/SASLAL,1610612747,1610612759,2002-2003,4, ,ABC,Q4   - ABC,1
5,0020200003,2002-10-29T00:00:00,2,0020200003,3,Final,20021029/SASLAL,1610612747,1610612759,2002-2003,4, ,ABC,Q4   - ABC,1
6,0020200004,2002-10-30T00:00:00,1,0020200004,3,Final,20021030/CHIBOS,1610612738,1610612741,2002-2003,4, ,,Q4   - ,1
7,0020200005,2002-10-30T00:00:00,2,0020200005,3,Final,20021030/MILPHI,1610612755,1610612749,2002-2003,4, ,,Q4   - ,1
8,0020200005,2002-10-30T00:00:00,2,0020200005,3,Final,20021030/MILPHI,1610612755,1610612749,2002-2003,4, ,,Q4   - ,1
9,0020200006,2002-10-30T00:00:00,3,0020200006,3,Final,20021030/WASTOR,1610612761,1610612764,2002-2003,4, ,,Q4   - ,1
10,0020200007,2002-10-30T00:00:00,4,0020200007,3,Final,20021030/HOUIND,1610612754,1610612745,2002-2003,4, ,,Q4   - ,1
11,0020200008,2002-10-30T00:00:00,5,0020200008,3,Final,20021030/ATLNJN,1610612751,1610612737,2002-2003,4, ,,Q4   - ,1
12,0020200009,2002-10-30T00:00:00,6,0020200009,3,Final,20021030/ORLMIA,1610612748,1610612753,2002-2003,4, ,,Q4   - ,1
13,0020200010,2002-10-30T00:00:00,7,0020200010,3,Final,20021030/NYKDET,1610612765,1610612752,2002-2003,4, ,,Q4   - ,1
14,0020200011,2002-10-30T00:00:00,8,0020200011,3,Final,20021030/DENMIN,1610612750,1610612743,2002-2003,4, ,,Q4   - ,1
15,0020200012,2002-10-30T00:00:00,9,0020200012,3,Final,20021030/DALMEM,1610612763,1610612742,2002-2003,4, ,,Q4   - ,1
16,0020200013,2002-10-30T00:00:00,10,0020200013,3,Final,20021030/UTANOH,1610612740,1610612762,2002-2003,4, ,,Q4   - ,1
17,0020200014,2002-10-30T00:00:00,11,0020200014,3,Final,20021030/LALPOR,1610612757,1610612747,2002-2003,4, ,,Q4   - ,1
18,0020200015,2002-10-30T00:00:00,12,0020200015,3,Final,20021030/PHXSEA,1610612760,1610612756,2002-2003,4, ,,Q4   - ,1
19,0020200016,2002-10-30T00:00:00,13,0020200016,3,Final,20021030/CLELAC,1610612746,1610612739,2002-2003,4, ,,Q4   - ,1
20,0020200017,2002-10-30T00:00:00,14,0020200017,3,Final,20021030/SASGSW,1610612744,1610612759,2002-2003,4, ,,Q4   - ,1
21,0020200018,2002-10-31T00:00:00,1,0020200018,3,Final,20021031/BOSWAS,1610612764,1610612738,2002-2003,4, ,,Q4   - ,1
22,0020200019,2002-10-31T00:00:00,2,0020200019,3,Final,20021031/UTAATL,1610612737,1610612762,2002-2003,4, ,,Q4   - ,1
23,0020200020,2002-10-31T00:00:00,3,0020200020,3,Final,20021031/PORSAC,1610612758,1610612757,2002-2003,4, ,,Q4   - ,1
24,0020200021,2002-11-01T00:00:00,1,0020200021,3,Final,20021101/INDNJN,1610612751,1610612754,2002-2003,4, ,,Q4   - ,1
25,0020200022,2002-11-01T00:00:00,2,0020200022,3,Final,20021101/NYKPHI,1610612755,1610612752,2002-2003,4, ,,Q4   - ,1
26,0020200023,2002-11-01T00:00:00,3,0020200023,3,Final,20021101/MEMDET,1610612765,1610612763,2002-2003,4, ,,Q4   - ,1
27,0020200024,2002-11-01T00:00:00,4,0020200024,3,Final,20021101/ORLMIN,1610612750,1610612753,2002-2003,4, ,,Q4   - ,1
28,0020200025,2002-11-01T00:00:00,5,0020200025,3,Final,20021101/NOHCHI,1610612741,1610612740,2002-2003,4, ,,Q4   - ,1
29,0020200026,2002-11-01T00:00:00,6,0020200026,3,Final,20021101/TORSAS,1610612759,1610612761,2002-2003,4, ,,Q4   - ,1
30,0020200027,2002-11-01T00:00:00,7,0020200027,3,Final,20021101/HOUDEN,1610612743,1610612745,2002-2003,4, ,,Q4   - ,1
31,0020200028,2002-11-01T00:00:00,8,0020200028,3,Final,20021101/CLEPHX,1610612756,1610612739,2002-2003,4, ,,Q4   - ,1
32,0020200029,2002-11-01T00:00:00,9,0020200029,3,Final,20021101/LALLAC,1610612746,1610612747,2002-2003,4, ,,Q4   - ,1
33,0020200030,2002-11-01T00:00:00,10,0020200030,3,Final,20021101/SEAGSW,1610612744,1610612760,2002-2003,4, ,,Q4   - ,1
34,0020200031,2002-11-02T00:00:00,1,0020200031,3,Final,20021102/NJNWAS,1610612764,1610612751,2002-2003,4, ,,Q4   - ,1
35,0020200032,2002-11-02T00:00:00,2,0020200032,3,Final,20021102/CHIATL,1610612737,1610612741,2002-2003,4, ,,Q4   - ,1
36,0020200033,2002-11-02T00:00:00,3,0020200033,3,Final,20021102/MININD,1610612754,1610612750,2002-2003,4, ,,Q4   - ,1
37,0020200034,2002-11-02T00:00:00,4,0020200034,3,Final,20021102/BOSNYK,1610612752,1610612738,2002-2003,4, ,,Q4   - ,1
38,0020200035,2002-11-02T00:00:00,10,0020200035,3,Final,20021102/SACMEM,1610612763,1610612758,2002-2003,4, ,,Q4   - ,1
39,0020200036,2002-11-02T00:00:00,11,0020200036,3,Final,20021102/MIANOH,1610612740,1610612748,2002-2003,4, ,,Q4   - ,1
40,0020200037,2002-11-02T00:00:00,5,0020200037,3,Final,20021102/ORLMIL,1610612749,1610612753,2002-2003,4, ,,Q4   - ,1
41,0020200038,2002-11-02T00:00:00,6,0020200038,3,Final,20021102/PHXDAL,1610612742,1610612756,2002-2003,4, ,,Q4   - ,1
42,0020200039,2002-11-02T00:00:00,7,0020200039,3,Final,20021102/TORHOU,1610612745,1610612761,2002-2003,4, ,,Q4   - ,1
43,0020200040,2002-11-02T00:00:00,8,0020200040,3,Final,20021102/GSWUTA,1610612762,1610612744,2002-2003,4, ,,Q4   - ,1
44,0020200041,2002-11-02T00:00:00,9,0020200041,3,Final,20021102/DENPOR,1610612757,1610612743,2002-2003,4, ,,Q4   - ,1
45,0020200042,2002-11-03T00:00:00,1,0020200042,3,Final,20021103/DETLAC,1610612746,1610612765,2002-2003,4, ,,Q4   - ,1
46,0020200043,2002-11-03T00:00:00,2,0020200043,3,Final,20021103/SACMIA,1610612748,1610612758,2002-2003,4, ,,Q4   - ,1
47,0020200044,2002-11-03T00:00:00,3,0020200044,3,Final,20021103/UTASEA,1610612760,1610612762,2002-2003,4, ,,Q4   - ,1
48,0020200045,2002-11-03T00:00:00,4,0020200045,3,Final,20021103/PORLAL,1610612747,1610612757,2002-2003,5, ,,Q5   - ,1
49,0020200046,2002-11-04T00:00:00,1,0020200046,3,Final,20021104/CHITOR,1610612761,1610612741,2002-2003,5, ,,Q5   - ,1
50,0020200047,2002-11-04T00:00:00,2,0020200047,3,Final,20021104/MILNYK,1610612752,1610612749,2002-2003,4, ,,Q4   - ,1
51,0020200048,2002-11-04T00:00:00,3,0020200048,3,Final,20021104/MINNJN,1610612751,1610612750,2002-2003,4, ,,Q4   - ,1
52,0020200049,2002-11-04T00:00:00,4,0020200049,3,Final,20021104/SASMEM,1610612763,1610612759,2002-2003,5, ,,Q5   - ,1
53,0020200050,2002-11-04T00:00:00,5,0020200050,3,Final,20021104/GSWDAL,1610612742,1610612744,2002-2003,4, ,,Q4   - ,1
