,GID,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,SEASON
0,0029900157,1363,Bennie,Adams,47,1999-2000
1,0029900157,1200,Greg,Willard,57,1999-2000
2,0029900157,1181,Tommy,Nunez,28,1999-2000
3,0029900200,1662,Bill,Kennedy,73,1999-2000
4,0029900200,1168,David,Jones,36,1999-2000
5,0029900200,1155,JB,DeRosa,52,1999-2000
6,0029900226,1194,Bill,Spooner,22,1999-2000
7,0029900226,1204,Derek,Richardson,63,1999-2000
8,0029900226,1826,Jess,Kersey,20,1999-2000
9,0029900315,2001,Jason,Phillips,67,1999-2000
10,0029900315,1167,Steve,Javie,29,1999-2000
11,0029900315,1144,Ted,Bernhardt,16,1999-2000
12,0029900468,1188,Leroy,Richardson,51,1999-2000
13,0029900468,1167,Steve,Javie,29,1999-2000
14,0029900468,1828,Hank,Armstrong,46,1999-2000
15,0029900509,1152,Dan,Crawford,43,1999-2000
16,0029900509,1172,Jim,Kinsey,53,1999-2000
17,0029900509,1828,Hank,Armstrong,46,1999-2000
18,0029900514,1147,Mike,Callahan,24,1999-2000
19,0029900514,1179,Rodney,Mott,71,1999-2000
20,0029900514,1180,Jack,Nies,35,1999-2000
21,0029900517,1190,Eddie,Rush,32,1999-2000
22,0029900517,1202,Tommie,Wood,39,1999-2000
23,0029900517,1825,Mike,Mathis,13,1999-2000
24,0029900620,1198,Scott,Wall,60,1999-2000
25,0029900620,1165,Luis,Grillo,8,1999-2000
26,0029900620,1160,Nolan,Fine,50,1999-2000
27,0029900721,1151,Sean,Corbin,33,1999-2000
28,0029900721,1192,Bennett,Salvatore,15,1999-2000
29,0029900721,1150,Jimmy,Clark,6,1999-2000
30,0029900977,1148,James,Capers,19,1999-2000
31,0029900977,1188,Leroy,Richardson,51,1999-2000
32,0029900977,1190,Eddie,Rush,32,1999-2000
33,0029901018,1198,Scott,Wall,60,1999-2000
34,0029901018,1163,Bernie,Fryer,7,1999-2000
35,0029901018,1160,Nolan,Fine,50,1999-2000
36,0029901048,1156,Tim,Donaghy,21,1999-2000
37,0029901048,1167,Steve,Javie,29,1999-2000
38,0029901048,1176,Monty,McCutchen,58,1999-2000
39,0029901052,1164,Ron,Garretson,10,1999-2000
40,0029901052,1151,Sean,Corbin,33,1999-2000
41,0029901052,1144,Ted,Bernhardt,16,1999-2000
42,0029901138,1152,Dan,Crawford,43,1999-2000
43,0029901138,1147,Mike,Callahan,24,1999-2000
44,0029901138,1179,Rodney,Mott,71,1999-2000
45,0029901146,1195,Derrick,Stafford,14,1999-2000
46,0029901146,1180,Jack,Nies,35,1999-2000
47,0029901146,1828,Hank,Armstrong,46,1999-2000
48,0029901186,1195,Derrick,Stafford,14,1999-2000
49,0029901186,1179,Rodney,Mott,71,1999-2000
50,0029901186,1180,Jack,Nies,35,1999-2000
