,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0028100001,1981-10-30T00:00:00,,0028100001,1610612764,WAS,Washington,Bullets,-,25,18,36,21,,,,,,,,,,,100,1981-1982
1,0028100001,1981-10-30T00:00:00,,0028100001,1610612738,BOS,Boston,Celtics,-,31,31,35,27,,,,,,,,,,,124,1981-1982
2,0028100002,1981-10-30T00:00:00,,0028100002,1610612756,PHX,Phoenix,Suns,-,22,24,25,24,,,,,,,,,,,95,1981-1982
3,0028100002,1981-10-30T00:00:00,,0028100002,1610612757,POR,Portland,Trail Blazers,-,28,25,24,26,,,,,,,,,,,103,1981-1982
4,0028100003,1981-10-30T00:00:00,,0028100003,1610612765,DET,Detroit,Pistons,-,24,36,34,24,,,,,,,,,,,118,1981-1982
5,0028100003,1981-10-30T00:00:00,,0028100003,1610612749,MIL,Milwaukee,Bucks,-,38,24,36,15,,,,,,,,,,,113,1981-1982
6,0028100004,1981-10-30T00:00:00,,0028100004,1610612759,SAN,San Antonio,Spurs,-,29,33,25,26,,,,,,,,,,,113,1981-1982
7,0028100004,1981-10-30T00:00:00,,0028100004,1610612758,KCK,Kansas City,Kings,-,22,20,25,35,,,,,,,,,,,102,1981-1982
8,0028100005,1981-10-30T00:00:00,,0028100005,1610612752,NYK,New York,Knicks,-,19,31,29,24,,,,,,,,,,,103,1981-1982
9,0028100005,1981-10-30T00:00:00,,0028100005,1610612751,NJN,New Jersey,Nets,-,25,21,28,25,,,,,,,,,,,99,1981-1982
10,0028100006,1981-10-30T00:00:00,,0028100006,1610612745,HOU,Houston,Rockets,-,27,25,26,18,8.0,9.0,,,,,,,,,113,1981-1982
11,0028100006,1981-10-30T00:00:00,,0028100006,1610612747,LAL,Los Angeles,Lakers,-,24,23,28,21,8.0,8.0,,,,,,,,,112,1981-1982
12,0028100007,1981-10-30T00:00:00,,0028100007,1610612755,PHL,Philadelphia,76ers,-,34,32,35,27,,,,,,,,,,,128,1981-1982
13,0028100007,1981-10-30T00:00:00,,0028100007,1610612739,CLE,Cleveland,Cavaliers,-,26,28,26,24,,,,,,,,,,,104,1981-1982
