,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0029000001,"FRIDAY, NOVEMBER 2, 1990",12884.0,,1990-1991
1,0029000002,"FRIDAY, NOVEMBER 2, 1990",9838.0,,1990-1991
2,0029000003,"FRIDAY, NOVEMBER 2, 1990",24101.0,,1990-1991
3,0029000004,"FRIDAY, NOVEMBER 2, 1990",13004.0,,1990-1991
4,0029000005,"FRIDAY, NOVEMBER 2, 1990",21454.0,,1990-1991
5,0029000006,"FRIDAY, NOVEMBER 2, 1990",15008.0,,1990-1991
6,0029000007,"FRIDAY, NOVEMBER 2, 1990",19006.0,,1990-1991
7,0029000008,"FRIDAY, NOVEMBER 2, 1990",12845.0,,1990-1991
8,0029000009,"FRIDAY, NOVEMBER 2, 1990",18676.0,,1990-1991
9,0029000010,"FRIDAY, NOVEMBER 2, 1990",13593.0,,1990-1991
10,0029000011,"FRIDAY, NOVEMBER 2, 1990",10111.0,,1990-1991
11,0029000012,"FRIDAY, NOVEMBER 2, 1990",14890.0,,1990-1991
12,0029000013,"SATURDAY, NOVEMBER 3, 1990",21454.0,,1990-1991
13,0029000014,"SATURDAY, NOVEMBER 3, 1990",15678.0,,1990-1991
14,0029000015,"SATURDAY, NOVEMBER 3, 1990",18756.0,,1990-1991
15,0029000016,"SATURDAY, NOVEMBER 3, 1990",15077.0,,1990-1991
16,0029000017,"SATURDAY, NOVEMBER 3, 1990",15908.0,,1990-1991
17,0029000018,"SATURDAY, NOVEMBER 3, 1990",17007.0,,1990-1991
18,0029000019,"SATURDAY, NOVEMBER 3, 1990",10111.0,,1990-1991
19,0029000020,"SATURDAY, NOVEMBER 3, 1990",19081.0,,1990-1991
20,0029000021,"SATURDAY, NOVEMBER 3, 1990",17014.0,,1990-1991
21,0029000022,"SATURDAY, NOVEMBER 3, 1990",13922.0,,1990-1991
22,0029000023,"SATURDAY, NOVEMBER 3, 1990",15102.0,,1990-1991
23,0029000024,"SATURDAY, NOVEMBER 3, 1990",10330.0,,1990-1991
24,0029000025,"SUNDAY, NOVEMBER 4, 1990",11173.0,,1990-1991
25,0029000026,"TUESDAY, NOVEMBER 6, 1990",8437.0,,1990-1991
26,0029000027,"TUESDAY, NOVEMBER 6, 1990",17014.0,,1990-1991
27,0029000028,"TUESDAY, NOVEMBER 6, 1990",13078.0,,1990-1991
28,0029000029,"TUESDAY, NOVEMBER 6, 1990",15077.0,,1990-1991
