,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0029200001,1992-11-06T00:00:00,,0029200001,1610612746,LAC,Los Angeles,Clippers,-,30,30,22,21,9.0,,,,,,,,,,112,1992-1993
1,0029200001,1992-11-06T00:00:00,,0029200001,1610612747,LAL,Los Angeles,Lakers,-,34,29,26,14,11.0,,,,,,,,,,114,1992-1993
2,0029200002,1992-11-06T00:00:00,,0029200002,1610612739,CLE,Cleveland,Cavaliers,-,26,25,26,19,,,,,,,,,,,96,1992-1993
3,0029200002,1992-11-06T00:00:00,,0029200002,1610612741,CHI,Chicago,Bulls,-,28,24,24,25,,,,,,,,,,,101,1992-1993
4,0029200003,1992-11-06T00:00:00,,0029200003,1610612758,SAC,Sacramento,Kings,-,34,20,29,31,,,,,,,,,,,114,1992-1993
5,0029200003,1992-11-06T00:00:00,,0029200003,1610612759,SAN,San Antonio,Spurs,-,27,21,28,30,,,,,,,,,,,106,1992-1993
6,0029200004,1992-11-06T00:00:00,,0029200004,1610612755,PHL,Philadelphia,76ers,-,25,31,30,25,,,,,,,,,,,111,1992-1993
7,0029200004,1992-11-06T00:00:00,,0029200004,1610612751,NJN,New Jersey,Nets,-,30,24,32,28,,,,,,,,,,,114,1992-1993
8,0029200005,1992-11-06T00:00:00,,0029200005,1610612737,ATL,Atlanta,Hawks,-,26,22,19,27,,,,,,,,,,,94,1992-1993
9,0029200005,1992-11-06T00:00:00,,0029200005,1610612752,NYK,New York,Knicks,-,32,21,29,24,,,,,,,,,,,106,1992-1993
10,0029200006,1992-11-06T00:00:00,,0029200006,1610612738,BOS,Boston,Celtics,-,27,27,26,33,,,,,,,,,,,113,1992-1993
11,0029200006,1992-11-06T00:00:00,,0029200006,1610612750,MIN,Minnesota,Timberwolves,-,23,25,27,17,,,,,,,,,,,92,1992-1993
