,GID,GAME_ID,LAST_GAME_ID,LAST_GAME_DATE_EST,LAST_GAME_HOME_TEAM_ID,LAST_GAME_HOME_TEAM_CITY,LAST_GAME_HOME_TEAM_NAME,LAST_GAME_HOME_TEAM_ABBREVIATION,LAST_GAME_HOME_TEAM_POINTS,LAST_GAME_VISITOR_TEAM_ID,LAST_GAME_VISITOR_TEAM_CITY,LAST_GAME_VISITOR_TEAM_NAME,LAST_GAME_VISITOR_TEAM_CITY1,LAST_GAME_VISITOR_TEAM_POINTS,SEASON
0,0028000001,0028000001,0027900795,1980-03-12T00:00:00,1610612756,Phoenix,Suns,PHX,122,1610612744,Golden State,Warriors,GOS,113,1980-1981
1,0028000002,0028000002,0027900467,1980-01-08T00:00:00,1610612743,Denver,Nuggets,DEN,134,1610612759,San Antonio,Spurs,SAN,137,1980-1981
2,0028000003,0028000003,0027900328,1979-12-12T00:00:00,1610612755,Philadelphia,76ers,PHL,112,1610612749,Milwaukee,Bucks,MIL,91,1980-1981
3,0028000004,0028000004,0027900547,1980-01-23T00:00:00,1610612746,San Diego,Clippers,SDC,110,1610612745,Houston,Rockets,HOU,111,1980-1981
4,0028000005,0028000005,0027900861,1980-03-23T00:00:00,1610612765,Detroit,Pistons,DET,114,1610612764,Washington,Bullets,WAS,119,1980-1981
5,0028000006,0028000006,0047900042,1980-04-30T00:00:00,1610612760,Seattle,SuperSonics,SEA,105,1610612747,Los Angeles,Lakers,LAL,111,1980-1981
6,0028000007,0028000007,0027900889,1980-03-28T00:00:00,1610612738,Boston,Celtics,BOS,130,1610612739,Cleveland,Cavaliers,CLE,122,1980-1981
7,0028000008,0028000008,0027900759,1980-03-06T00:00:00,1610612762,Utah,Jazz,UTH,117,1610612757,Portland,Trail Blazers,POR,110,1980-1981
8,0028000009,0028000009,0027900834,1980-03-19T00:00:00,1610612751,New Jersey,Nets,NJN,112,1610612754,Indiana,Pacers,IND,125,1980-1981
9,0028000011,0028000011,0027900869,1980-03-26T00:00:00,1610612754,Indiana,Pacers,IND,124,1610612765,Detroit,Pistons,DET,114,1980-1981
10,0028000012,0028000012,0027900785,1980-03-11T00:00:00,1610612739,Cleveland,Cavaliers,CLE,122,1610612751,New Jersey,Nets,NJN,119,1980-1981
11,0028000013,0028000013,0027900562,1980-01-26T00:00:00,1610612737,Atlanta,Hawks,ATL,109,1610612741,Chicago,Bulls,CHI,104,1980-1981
12,0028000014,0028000014,0047900005,1980-04-04T00:00:00,1610612764,Washington,Bullets,WAS,104,1610612755,Philadelphia,76ers,PHL,112,1980-1981
13,0028000015,0028000015,0027900780,1980-03-09T00:00:00,1610612744,Golden State,Warriors,GOS,125,1610612746,San Diego,Clippers,SDC,107,1980-1981
14,0028000016,0028000016,0027900485,1980-01-11T00:00:00,1610612752,New York,Knicks,NYK,107,1610612749,Milwaukee,Bucks,MIL,109,1980-1981
15,0028000017,0028000017,0027900842,1980-03-21T00:00:00,1610612758,Kansas City,Kings,KCK,102,1610612762,Utah,Jazz,UTH,98,1980-1981
16,0028000018,0028000018,0027900865,1980-03-25T00:00:00,1610612743,Denver,Nuggets,DEN,91,1610612762,Utah,Jazz,UTH,109,1980-1981
17,0028000019,0028000019,0027900703,1980-02-24T00:00:00,1610612747,Los Angeles,Lakers,LAL,112,1610612745,Houston,Rockets,HOU,100,1980-1981
18,0028000020,0028000020,0047900011,1980-04-06T00:00:00,1610612756,Phoenix,Suns,PHX,114,1610612758,Kansas City,Kings,KCK,99,1980-1981
19,0028000021,0028000021,0047900010,1980-04-06T00:00:00,1610612757,Portland,Trail Blazers,POR,86,1610612760,Seattle,SuperSonics,SEA,103,1980-1981
20,0028000022,0028000022,0027900790,1980-03-12T00:00:00,1610612751,New Jersey,Nets,NJN,137,1610612765,Detroit,Pistons,DET,119,1980-1981
21,0028000023,0028000023,0027900827,1980-03-18T00:00:00,1610612739,Cleveland,Cavaliers,CLE,108,1610612765,Detroit,Pistons,DET,107,1980-1981
