,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0028600001,1986-10-31T00:00:00,,0028600001,1610612757,POR,Portland,Trail Blazers,-,30,33,21,26,,,,,,,,,,,110,1986-1987
1,0028600001,1986-10-31T00:00:00,,0028600001,1610612760,SEA,Seattle,SuperSonics,-,29,29,37,32,,,,,,,,,,,127,1986-1987
2,0028600002,1986-10-31T00:00:00,,0028600002,1610612755,PHL,Philadelphia,76ers,-,33,18,22,35,,,,,,,,,,,108,1986-1987
3,0028600002,1986-10-31T00:00:00,,0028600002,1610612754,IND,Indiana,Pacers,-,20,30,26,28,,,,,,,,,,,104,1986-1987
4,0028600003,1986-10-31T00:00:00,,0028600003,1610612764,WAS,Washington,Bullets,-,19,20,32,31,,,,,,,,,,,102,1986-1987
5,0028600003,1986-10-31T00:00:00,,0028600003,1610612738,BOS,Boston,Celtics,-,29,23,26,42,,,,,,,,,,,120,1986-1987
6,0028600004,1986-10-31T00:00:00,,0028600004,1610612752,NYK,New York,Knicks,-,22,26,24,25,,,,,,,,,,,97,1986-1987
7,0028600004,1986-10-31T00:00:00,,0028600004,1610612751,NJN,New Jersey,Nets,-,26,27,35,20,,,,,,,,,,,108,1986-1987
8,0028600005,1986-10-31T00:00:00,,0028600005,1610612758,SAC,Sacramento,Kings,-,34,25,23,25,,,,,,,,,,,107,1986-1987
9,0028600005,1986-10-31T00:00:00,,0028600005,1610612746,LAC,Los Angeles,Clippers,-,25,27,29,25,,,,,,,,,,,106,1986-1987
10,0028600006,1986-10-31T00:00:00,,0028600006,1610612749,MIL,Milwaukee,Bucks,-,32,33,29,26,,,,,,,,,,,120,1986-1987
