,GID,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,GAME_DATE_EST,HOME_TEAM_WINS,HOME_TEAM_LOSSES,SERIES_LEADER,SEASON
0,0021100001,0021100001,1610612752,1610612738,2011-12-25T00:00:00,2,2,Tied,2011-2012
1,0021100002,0021100002,1610612742,1610612748,2011-12-25T00:00:00,0,2,Miami,2011-2012
2,0021100003,0021100003,1610612747,1610612741,2011-12-25T00:00:00,0,1,Chicago,2011-2012
3,0021100004,0021100004,1610612760,1610612753,2011-12-25T00:00:00,2,0,Oklahoma City,2011-2012
4,0021100005,0021100005,1610612744,1610612746,2011-12-25T00:00:00,2,2,Tied,2011-2012
5,0021100006,0021100006,1610612764,1610612751,2011-12-26T00:00:00,1,2,New Jersey,2011-2012
6,0021100007,0021100007,1610612766,1610612749,2011-12-26T00:00:00,1,2,Milwaukee,2011-2012
7,0021100008,0021100008,1610612753,1610612745,2011-12-26T00:00:00,1,0,Orlando,2011-2012
8,0021100009,0021100009,1610612739,1610612761,2011-12-26T00:00:00,1,3,Toronto,2011-2012
9,0021100010,0021100010,1610612754,1610612765,2011-12-26T00:00:00,2,1,Indiana,2011-2012
10,0021100011,0021100011,1610612750,1610612760,2011-12-26T00:00:00,0,3,Oklahoma City,2011-2012
11,0021100012,0021100012,1610612742,1610612743,2011-12-26T00:00:00,3,1,Dallas,2011-2012
12,0021100013,0021100013,1610612759,1610612763,2011-12-26T00:00:00,4,0,San Antonio,2011-2012
13,0021100014,0021100014,1610612756,1610612740,2011-12-26T00:00:00,3,1,Phoenix,2011-2012
14,0021100015,0021100015,1610612758,1610612747,2011-12-26T00:00:00,2,1,Sacramento,2011-2012
15,0021100016,0021100016,1610612757,1610612755,2011-12-26T00:00:00,1,0,Portland,2011-2012
16,0021100017,0021100017,1610612744,1610612741,2011-12-26T00:00:00,1,0,Golden State,2011-2012
17,0021100018,0021100018,1610612751,1610612737,2011-12-27T00:00:00,0,4,Atlanta,2011-2012
18,0021100019,0021100019,1610612748,1610612738,2011-12-27T00:00:00,1,3,Boston,2011-2012
19,0021100020,0021100020,1610612749,1610612750,2011-12-27T00:00:00,1,0,Milwaukee,2011-2012
20,0021100021,0021100021,1610612757,1610612758,2011-12-27T00:00:00,2,2,Tied,2011-2012
21,0021100022,0021100022,1610612747,1610612762,2011-12-27T00:00:00,2,2,Tied,2011-2012
22,0021100023,0021100023,1610612761,1610612754,2011-12-28T00:00:00,0,3,Indiana,2011-2012
23,0021100024,0021100024,1610612766,1610612748,2011-12-28T00:00:00,0,3,Miami,2011-2012
24,0021100025,0021100025,1610612737,1610612764,2011-12-28T00:00:00,3,0,Atlanta,2011-2012
25,0021100026,0021100026,1610612765,1610612739,2011-12-28T00:00:00,2,2,Tied,2011-2012
26,0021100027,0021100027,1610612763,1610612760,2011-12-28T00:00:00,1,3,Oklahoma City,2011-2012
27,0021100028,0021100028,1610612740,1610612738,2011-12-28T00:00:00,1,0,New Orleans,2011-2012
28,0021100029,0021100029,1610612759,1610612746,2011-12-28T00:00:00,2,1,San Antonio,2011-2012
29,0021100030,0021100030,1610612743,1610612762,2011-12-28T00:00:00,1,2,Utah,2011-2012
30,0021100031,0021100031,1610612756,1610612755,2011-12-28T00:00:00,0,1,Philadelphia,2011-2012
31,0021100032,0021100032,1610612744,1610612752,2011-12-28T00:00:00,1,0,Golden State,2011-2012
32,0021100033,0021100033,1610612753,1610612751,2011-12-29T00:00:00,3,0,Orlando,2011-2012
33,0021100034,0021100034,1610612745,1610612759,2011-12-29T00:00:00,2,2,Tied,2011-2012
34,0021100035,0021100035,1610612760,1610612742,2011-12-29T00:00:00,3,1,Oklahoma City,2011-2012
35,0021100036,0021100036,1610612758,1610612741,2011-12-29T00:00:00,0,2,Chicago,2011-2012
