,GID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PTS_PAINT,PTS_2ND_CHANCE,PTS_FB,LARGEST_LEAD,LEAD_CHANGES,TIMES_TIED,TEAM_TURNOVERS,TOTAL_TURNOVERS,TEAM_REBOUNDS,PTS_OFF_TO,SEASON
0,0021400001,00,1610612740,NOP,New Orleans,64,32,17,23,7,6,0,9,9,9,2014-2015
1,0021400001,00,1610612753,ORL,Orlando,48,19,10,6,7,6,0,18,6,27,2014-2015
2,0021400002,00,1610612759,SAS,San Antonio,32,9,7,10,18,11,1,21,2,22,2014-2015
3,0021400002,00,1610612742,DAL,Dallas,24,16,8,10,17,11,0,10,6,11,2014-2015
4,0021400003,00,1610612747,LAL,Los Angeles,40,4,13,1,2,0,2,13,17,17,2014-2015
5,0021400003,00,1610612745,HOU,Houston,34,20,22,27,2,0,1,14,17,15,2014-2015
6,0021400004,00,1610612766,CHA,Charlotte,40,16,17,4,7,11,3,13,17,17,2014-2015
7,0021400004,00,1610612749,MIL,Milwaukee,38,2,16,24,6,10,1,15,11,9,2014-2015
8,0021400005,00,1610612755,PHI,Philadelphia,48,15,19,10,9,5,0,11,16,14,2014-2015
9,0021400005,00,1610612754,IND,Indiana,32,17,13,14,9,5,1,18,12,23,2014-2015
10,0021400006,00,1610612751,BKN,Brooklyn,40,14,11,2,1,1,1,21,13,25,2014-2015
11,0021400006,00,1610612738,BOS,Boston,62,17,11,29,1,1,1,13,7,16,2014-2015
12,0021400007,00,1610612748,MIA,Miami,44,12,12,12,16,16,0,14,4,9,2014-2015
13,0021400007,00,1610612764,WAS,Washington,42,8,15,6,16,16,0,14,7,12,2014-2015
14,0021400008,00,1610612761,TOR,Toronto,40,26,18,19,2,1,1,10,9,14,2014-2015
15,0021400008,00,1610612737,ATL,Atlanta,36,11,10,1,2,1,2,19,8,23,2014-2015
16,0021400009,00,1610612763,MEM,Memphis,58,15,13,10,7,10,0,17,6,21,2014-2015
17,0021400009,00,1610612750,MIN,Minnesota,34,17,15,5,7,10,0,23,11,21,2014-2015
18,0021400010,00,1610612752,NYK,New York,28,10,8,6,1,2,1,12,6,14,2014-2015
19,0021400010,00,1610612741,CHI,Chicago,42,12,14,35,1,2,0,15,5,17,2014-2015
20,0021400011,00,1610612765,DET,Detroit,38,8,6,6,18,14,1,16,14,17,2014-2015
21,0021400011,00,1610612743,DEN,Denver,34,20,11,10,18,14,0,15,14,10,2014-2015
22,0021400012,00,1610612745,HOU,Houston,44,18,18,16,7,11,0,18,11,21,2014-2015
23,0021400012,00,1610612762,UTA,Utah,62,20,17,6,7,11,1,14,7,16,2014-2015
24,0021400013,00,1610612747,LAL,Los Angeles,34,18,12,0,0,1,2,15,9,18,2014-2015
25,0021400013,00,1610612756,PHX,Phoenix,36,12,19,29,0,1,0,14,8,12,2014-2015
26,0021400014,00,1610612758,SAC,Sacramento,36,15,13,6,15,7,1,27,10,26,2014-2015
27,0021400014,00,1610612744,GSW,Golden State,40,9,21,18,15,7,0,22,10,16,2014-2015
28,0021400015,00,1610612760,OKC,Oklahoma City,44,20,14,9,11,10,2,15,10,20,2014-2015
29,0021400015,00,1610612757,POR,Portland,34,16,4,18,11,10,0,10,11,14,2014-2015
30,0021400016,00,1610612764,WAS,Washington,38,8,13,17,7,8,0,12,7,15,2014-2015
