,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0021700001,"TUESDAY, OCTOBER 17, 2017",20562,2:28,2017-2018
1,0021700002,"TUESDAY, OCTOBER 17, 2017",19596,2:28,2017-2018
2,0021700003,"WEDNESDAY, OCTOBER 18, 2017",20491,2:03,2017-2018
3,0021700004,"WEDNESDAY, OCTOBER 18, 2017",15008,2:19,2017-2018
4,0021700005,"WEDNESDAY, OCTOBER 18, 2017",18846,2:15,2017-2018
5,0021700006,"WEDNESDAY, OCTOBER 18, 2017",20356,2:25,2017-2018
6,0021700007,"WEDNESDAY, OCTOBER 18, 2017",18624,2:15,2017-2018
7,0021700008,"WEDNESDAY, OCTOBER 18, 2017",17794,2:22,2017-2018
8,0021700009,"WEDNESDAY, OCTOBER 18, 2017",19709,2:15,2017-2018
9,0021700010,"WEDNESDAY, OCTOBER 18, 2017",17588,2:08,2017-2018
10,0021700011,"WEDNESDAY, OCTOBER 18, 2017",18418,2:14,2017-2018
11,0021700012,"WEDNESDAY, OCTOBER 18, 2017",18055,2:07,2017-2018
12,0021700013,"WEDNESDAY, OCTOBER 18, 2017",17583,2:10,2017-2018
13,0021700014,"THURSDAY, OCTOBER 19, 2017",19800,2:04,2017-2018
14,0021700015,"THURSDAY, OCTOBER 19, 2017",18203,2:20,2017-2018
15,0021700016,"THURSDAY, OCTOBER 19, 2017",18997,2:16,2017-2018
16,0021700017,"FRIDAY, OCTOBER 20, 2017",18417,2:11,2017-2018
17,0021700018,"FRIDAY, OCTOBER 20, 2017",15325,2:06,2017-2018
18,0021700019,"FRIDAY, OCTOBER 20, 2017",20816,2:17,2017-2018
19,0021700020,"FRIDAY, OCTOBER 20, 2017",16337,2:38,2017-2018
20,0021700021,"FRIDAY, OCTOBER 20, 2017",18717,2:08,2017-2018
21,0021700022,"FRIDAY, OCTOBER 20, 2017",16144,2:13,2017-2018
22,0021700023,"FRIDAY, OCTOBER 20, 2017",18978,2:23,2017-2018
23,0021700024,"FRIDAY, OCTOBER 20, 2017",19273,2:06,2017-2018
24,0021700025,"FRIDAY, OCTOBER 20, 2017",18171,0:25,2017-2018
25,0021700026,"FRIDAY, OCTOBER 20, 2017",18055,2:32,2017-2018
26,0021700027,"SATURDAY, OCTOBER 21, 2017",19800,2:18,2017-2018
27,0021700028,"SATURDAY, OCTOBER 21, 2017",20562,2:07,2017-2018
28,0021700029,"SATURDAY, OCTOBER 21, 2017",19600,2:08,2017-2018
29,0021700030,"SATURDAY, OCTOBER 21, 2017",19812,2:14,2017-2018
30,0021700031,"SATURDAY, OCTOBER 21, 2017",21640,1:59,2017-2018
31,0021700032,"SATURDAY, OCTOBER 21, 2017",18055,2:07,2017-2018
32,0021700033,"SATURDAY, OCTOBER 21, 2017",17794,2:19,2017-2018
33,0021700034,"SATURDAY, OCTOBER 21, 2017",16211,2:22,2017-2018
34,0021700035,"SATURDAY, OCTOBER 21, 2017",19520,2:27,2017-2018
35,0021700036,"SATURDAY, OCTOBER 21, 2017",18300,2:06,2017-2018
36,0021700037,"SATURDAY, OCTOBER 21, 2017",19068,2:14,2017-2018
37,0021700038,"SUNDAY, OCTOBER 22, 2017",13917,2:24,2017-2018
38,0021700039,"SUNDAY, OCTOBER 22, 2017",18203,2:15,2017-2018
39,0021700040,"SUNDAY, OCTOBER 22, 2017",18997,2:12,2017-2018
40,0021700041,"MONDAY, OCTOBER 23, 2017",13709,2:14,2017-2018
41,0021700042,"MONDAY, OCTOBER 23, 2017",19600,2:13,2017-2018
42,0021700043,"MONDAY, OCTOBER 23, 2017",17129,2:23,2017-2018
43,0021700044,"MONDAY, OCTOBER 23, 2017",12887,2:09,2017-2018
44,0021700045,"MONDAY, OCTOBER 23, 2017",19875,2:13,2017-2018
45,0021700046,"MONDAY, OCTOBER 23, 2017",18418,2:22,2017-2018
