,GID,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,SEASON
0,0029800006,1159,Kevin,Fehr,62,1998-1999
1,0029800006,1155,JB,DeRosa,52,1998-1999
2,0029800006,1161,Joe,Forte,45,1998-1999
3,0029800007,1662,Bill,Kennedy,73,1998-1999
4,0029800007,1203,Mark,Wunderlich,61,1998-1999
5,0029800007,1163,Bernie,Fryer,7,1998-1999
6,0029800010,1146,Tony,Brothers,56,1998-1999
7,0029800010,1158,Hugh,Evans,25,1998-1999
8,0029800010,1165,Luis,Grillo,8,1998-1999
9,0029800038,1152,Dan,Crawford,43,1998-1999
10,0029800038,1185,Violet,Palmer,66,1998-1999
11,0029800038,1157,Terry,Durham,31,1998-1999
12,0029800041,1164,Ron,Garretson,10,1998-1999
13,0029800041,1200,Greg,Willard,57,1998-1999
14,0029800041,1661,Rashan,Michel,74,1998-1999
15,0029800042,1195,Derrick,Stafford,14,1998-1999
16,0029800042,1168,David,Jones,36,1998-1999
17,0029800042,1204,Derek,Richardson,63,1998-1999
18,0029800059,1195,Derrick,Stafford,14,1998-1999
19,0029800059,1204,Derek,Richardson,63,1998-1999
20,0029800059,1163,Bernie,Fryer,7,1998-1999
21,0029800060,1142,Dick,Bavetta,27,1998-1999
22,0029800060,1159,Kevin,Fehr,62,1998-1999
23,0029800060,1155,JB,DeRosa,52,1998-1999
24,0029800061,1162,Scott,Foster,48,1998-1999
25,0029800061,1150,Jimmy,Clark,6,1998-1999
26,0029800061,1202,Tommie,Wood,39,1998-1999
27,0029800075,1201,Leon,Wood,40,1998-1999
28,0029800075,1180,Jack,Nies,35,1998-1999
29,0029800075,1160,Nolan,Fine,50,1998-1999
30,0029800101,1162,Scott,Foster,48,1998-1999
31,0029800101,1830,Marc,Davis,64,1998-1999
32,0029800101,1167,Steve,Javie,29,1998-1999
33,0029800137,1193,Michael,Smith,59,1998-1999
34,0029800137,1201,Leon,Wood,40,1998-1999
35,0029800137,1180,Jack,Nies,35,1998-1999
36,0029800185,1164,Ron,Garretson,10,1998-1999
37,0029800185,1363,Bennie,Adams,47,1998-1999
38,0029800185,1200,Greg,Willard,57,1998-1999
39,0029800238,1163,Bernie,Fryer,7,1998-1999
40,0029800238,1157,Terry,Durham,31,1998-1999
41,0029800238,1170,Denise,Kantner,65,1998-1999
42,0029800289,1142,Dick,Bavetta,27,1998-1999
43,0029800289,1155,JB,DeRosa,52,1998-1999
44,0029800289,1170,Denise,Kantner,65,1998-1999
45,0029800292,1195,Derrick,Stafford,14,1998-1999
46,0029800292,1165,Luis,Grillo,8,1998-1999
47,0029800292,1661,Rashan,Michel,74,1998-1999
48,0029800383,1830,Marc,Davis,64,1998-1999
49,0029800383,1180,Jack,Nies,35,1998-1999
50,0029800383,1827,George,Toliver,23,1998-1999
51,0029800387,1198,Scott,Wall,60,1998-1999
52,0029800387,1154,Bob,Delaney,26,1998-1999
53,0029800387,1181,Tommy,Nunez,28,1998-1999
54,0029800466,1159,Kevin,Fehr,62,1998-1999
55,0029800466,1203,Mark,Wunderlich,61,1998-1999
56,0029800466,1158,Hugh,Evans,25,1998-1999
57,0029800506,1203,Mark,Wunderlich,61,1998-1999
58,0029800506,1189,Phil,Robinson,70,1998-1999
59,0029800506,1825,Mike,Mathis,13,1998-1999
60,0029800717,1174,Ken,Mauer,41,1998-1999
61,0029800717,1202,Tommie,Wood,39,1998-1999
62,0029800717,1825,Mike,Mathis,13,1998-1999
