,GID,PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,SEASON
0,0020900001,200796,Leon,Powe,44,1610612739,Cleveland,Cavaliers,CLE,2009-2010
1,0020900001,201980,Danny,Green,14,1610612739,Cleveland,Cavaliers,CLE,2009-2010
2,0020900001,2753,Delonte,West,13,1610612739,Cleveland,Cavaliers,CLE,2009-2010
3,0020900001,201175,Glen,Davis,11,1610612738,Boston,Celtics,BOS,2009-2010
4,0020900001,2754,Tony,Allen,42,1610612738,Boston,Celtics,BOS,2009-2010
5,0020900001,201611,Henry,Walker,12,1610612738,Boston,Celtics,BOS,2009-2010
6,0020900002,1501,Tim,Thomas, 7,1610612742,Dallas,Mavericks,DAL,2009-2010
7,0020900002,200761,Shawne,Williams, 4,1610612742,Dallas,Mavericks,DAL,2009-2010
8,0020900002,2572,Josh,Howard, 5,1610612742,Dallas,Mavericks,DAL,2009-2010
9,0020900002,201159,Javaris,Crittenton, 8,1610612764,Washington,Wizards,WAS,2009-2010
10,0020900002,200781,Paul,Davis, 9,1610612764,Washington,Wizards,WAS,2009-2010
11,0020900002,1712,Antawn,Jamison, 4,1610612764,Washington,Wizards,WAS,2009-2010
12,0020900003,1503,Tracy,McGrady, 3,1610612745,Houston,Rockets,HOU,2009-2010
13,0020900003,2567,Brian,Cook,43,1610612745,Houston,Rockets,HOU,2009-2010
14,0020900003,2397,Ming,Yao,11,1610612745,Houston,Rockets,HOU,2009-2010
15,0020900003,201988,Patty,Mills, 8,1610612757,Portland,Trail Blazers,POR,2009-2010
16,0020900003,201965,Jeff,Ayres,31,1610612757,Portland,Trail Blazers,POR,2009-2010
17,0020900003,201587,Nicolas,Batum,88,1610612757,Portland,Trail Blazers,POR,2009-2010
18,0020900004,201933,Blake,Griffin,32,1610612746,Los Angeles,Clippers,LAC,2009-2010
19,0020900004,200776,Mardy,Collins,25,1610612746,Los Angeles,Clippers,LAC,2009-2010
20,0020900004,1730,Brian,Skinner, 8,1610612746,Los Angeles,Clippers,LAC,2009-2010
21,0020900004,2200,Pau,Gasol,16,1610612747,Los Angeles,Lakers,LAL,2009-2010
22,0020900005,201629,Othello,Hunter,50,1610612737,Atlanta,Hawks,ATL,2009-2010
23,0020900005,201946,Tyler,Hansbrough,50,1610612754,Indiana,Pacers,IND,2009-2010
24,0020900005,101143,Travis,Diener,12,1610612754,Indiana,Pacers,IND,2009-2010
25,0020900005,2399,Mike,Dunleavy,17,1610612754,Indiana,Pacers,IND,2009-2010
26,0020900006,201950,Jrue,Holiday,11,1610612755,Philadelphia,76ers,PHI,2009-2010
27,0020900006,1502,Adonal,Foyle,31,1610612753,Orlando,Magic,ORL,2009-2010
28,0020900007,201980,Danny,Green,14,1610612739,Cleveland,Cavaliers,CLE,2009-2010
29,0020900007,200796,Leon,Powe,40,1610612739,Cleveland,Cavaliers,CLE,2009-2010
30,0020900007,2753,Delonte,West,13,1610612739,Cleveland,Cavaliers,CLE,2009-2010
31,0020900007,201603,Sonny,Weems,24,1610612761,Toronto,Raptors,TOR,2009-2010
32,0020900007,200763,Quincy,Douby, 5,1610612761,Toronto,Raptors,TOR,2009-2010
33,0020900007,2501,Reggie,Evans,30,1610612761,Toronto,Raptors,TOR,2009-2010
34,0020900008,2436,Flip,Murray,22,1610612766,Charlotte,Bobcats,CHA,2009-2010
35,0020900008,1952,Raja,Bell,19,1610612766,Charlotte,Bobcats,CHA,2009-2010
36,0020900008,2754,Tony,Allen,42,1610612738,Boston,Celtics,BOS,2009-2010
37,0020900008,201611,Henry,Walker,12,1610612738,Boston,Celtics,BOS,2009-2010
38,0020900008,201175,Glen,Davis,11,1610612738,Boston,Celtics,BOS,2009-2010
39,0020900009,200809,Chris,Quinn,11,1610612748,Miami,Heat,MIA,2009-2010
40,0020900009,200821,Yakhouba,Diawara, 9,1610612748,Miami,Heat,MIA,2009-2010
41,0020900009,101183,Shavlik,Randolph,42,1610612748,Miami,Heat,MIA,2009-2010
42,0020900009,2201,Eddy,Curry,34,1610612752,New York,Knicks,NYK,2009-2010
43,0020900009,1749,Cuttino,Mobley,32,1610612752,New York,Knicks,NYK,2009-2010
44,0020900010,201589,Darrell,Arthur,00,1610612763,Memphis,Grizzlies,MEM,2009-2010
45,0020900010,2060,Marko,Jaric,55,1610612763,Memphis,Grizzlies,MEM,2009-2010
46,0020900010,947,Allen,Iverson, 3,1610612763,Memphis,Grizzlies,MEM,2009-2010
47,0020900010,201969,DaJuan,Summers,35,1610612765,Detroit,Pistons,DET,2009-2010
48,0020900010,1088,Chucky,Atkins,17,1610612765,Detroit,Pistons,DET,2009-2010
49,0020900011,2039,Keyon,Dooling,55,1610612751,New Jersey,Nets,NJN,2009-2010
50,0020900011,2239,Trenton,Hassell,44,1610612751,New Jersey,Nets,NJN,2009-2010
51,0020900011,1499,Tony,Battie, 7,1610612751,New Jersey,Nets,NJN,2009-2010
52,0020900011,201605,Nathan,Jawai,15,1610612750,Minnesota,Timberwolves,MIN,2009-2010
53,0020900011,1548,Mark,Blount,15,1610612750,Minnesota,Timberwolves,MIN,2009-2010
54,0020900011,201567,Kevin,Love,42,1610612750,Minnesota,Timberwolves,MIN,2009-2010
55,0020900012,1903,Kenny,Thomas, 9,1610612758,Sacramento,Kings,SAC,2009-2010
56,0020900012,101128,Francisco,Garcia,32,1610612758,Sacramento,Kings,SAC,2009-2010
57,0020900012,201957,Byron,Mullens,23,1610612760,Oklahoma City,Thunder,OKC,2009-2010
58,0020900012,201602,Kyle,Weaver, 5,1610612760,Oklahoma City,Thunder,OKC,2009-2010
59,0020900012,1763,Ryan,Bowen,40,1610612760,Oklahoma City,Thunder,OKC,2009-2010
60,0020900013,1752,Sean,Marks, 4,1610612740,New Orleans,Hornets,NOH,2009-2010
61,0020900013,101113,Ike,Diogu, 1,1610612740,New Orleans,Hornets,NOH,2009-2010
62,0020900013,201977,Marcus,Thornton, 5,1610612740,New Orleans,Hornets,NOH,2009-2010
63,0020900013,2409,Marcus,Haislip,22,1610612759,San Antonio,Spurs,SAS,2009-2010
64,0020900013,201612,Malik,Hairston, 1,1610612759,San Antonio,Spurs,SAS,2009-2010
65,0020900013,101133,Ian,Mahinmi,28,1610612759,San Antonio,Spurs,SAS,2009-2010
66,0020900014,1723,Matt,Harpring,15,1610612762,Utah,Jazz,UTA,2009-2010
67,0020900014,101139,CJ,Miles,34,1610612762,Utah,Jazz,UTA,2009-2010
68,0020900014,101130,Johan,Petro,27,1610612743,Denver,Nuggets,DEN,2009-2010
69,0020900015,2397,Ming,Yao,11,1610612745,Houston,Rockets,HOU,2009-2010
70,0020900015,2567,Brian,Cook,43,1610612745,Houston,Rockets,HOU,2009-2010
71,0020900015,1503,Tracy,McGrady, 3,1610612745,Houston,Rockets,HOU,2009-2010
72,0020900015,2049,Speedy,Claxton,10,1610612744,Golden State,Warriors,GSW,2009-2010
73,0020900015,201148,Brandan,Wright,32,1610612744,Golden State,Warriors,GSW,2009-2010
74,0020900015,1904,Devean,George,19,1610612744,Golden State,Warriors,GSW,2009-2010
75,0020900016,201933,Blake,Griffin,32,1610612746,Los Angeles,Clippers,LAC,2009-2010
76,0020900016,200776,Mardy,Collins,25,1610612746,Los Angeles,Clippers,LAC,2009-2010
77,0020900016,1730,Brian,Skinner, 8,1610612746,Los Angeles,Clippers,LAC,2009-2010
78,0020900016,201981,Taylor,Griffin,32,1610612756,Phoenix,Suns,PHX,2009-2010
79,0020900016,201577,Robin,Lopez,15,1610612756,Phoenix,Suns,PHX,2009-2010
80,0020900017,1744,Jerome,James,31,1610612741,Chicago,Bulls,CHI,2009-2010
81,0020900017,201189,Aaron,Gray,34,1610612741,Chicago,Bulls,CHI,2009-2010
82,0020900017,2409,Marcus,Haislip,22,1610612759,San Antonio,Spurs,SAS,2009-2010
83,0020900017,201612,Malik,Hairston, 1,1610612759,San Antonio,Spurs,SAS,2009-2010
84,0020900017,101133,Ian,Mahinmi,28,1610612759,San Antonio,Spurs,SAS,2009-2010
85,0020900018,101130,Johan,Petro,27,1610612743,Denver,Nuggets,DEN,2009-2010
86,0020900018,201988,Patty,Mills, 8,1610612757,Portland,Trail Blazers,POR,2009-2010
87,0020900018,201965,Jeff,Ayres,31,1610612757,Portland,Trail Blazers,POR,2009-2010
88,0020900018,201587,Nicolas,Batum,88,1610612757,Portland,Trail Blazers,POR,2009-2010
89,0020900019,2436,Flip,Murray,22,1610612766,Charlotte,Bobcats,CHA,2009-2010
90,0020900019,1952,Raja,Bell,19,1610612766,Charlotte,Bobcats,CHA,2009-2010
91,0020900019,2201,Eddy,Curry,34,1610612752,New York,Knicks,NYK,2009-2010
92,0020900019,1749,Cuttino,Mobley,32,1610612752,New York,Knicks,NYK,2009-2010
93,0020900020,2056,Primoz,Brezec, 7,1610612755,Philadelphia,76ers,PHI,2009-2010
94,0020900020,201975,Jodie,Meeks,23,1610612749,Milwaukee,Bucks,MIL,2009-2010
95,0020900020,1922,Francisco,Elson, 9,1610612749,Milwaukee,Bucks,MIL,2009-2010
96,0020900020,201570,Joe,Alexander,11,1610612749,Milwaukee,Bucks,MIL,2009-2010
97,0020900021,201629,Othello,Hunter,50,1610612737,Atlanta,Hawks,ATL,2009-2010
98,0020900021,201159,Javaris,Crittenton, 8,1610612764,Washington,Wizards,WAS,2009-2010
99,0020900021,200781,Paul,Davis, 9,1610612764,Washington,Wizards,WAS,2009-2010
100,0020900021,1712,Antawn,Jamison, 4,1610612764,Washington,Wizards,WAS,2009-2010
101,0020900022,201189,Aaron,Gray,34,1610612741,Chicago,Bulls,CHI,2009-2010
102,0020900022,1744,Jerome,James,31,1610612741,Chicago,Bulls,CHI,2009-2010
103,0020900022,2754,Tony,Allen,42,1610612738,Boston,Celtics,BOS,2009-2010
104,0020900022,201611,Henry,Walker,12,1610612738,Boston,Celtics,BOS,2009-2010
105,0020900022,201175,Glen,Davis,11,1610612738,Boston,Celtics,BOS,2009-2010
106,0020900023,201969,DaJuan,Summers,35,1610612765,Detroit,Pistons,DET,2009-2010
107,0020900023,1888,Richard,Hamilton,32,1610612765,Detroit,Pistons,DET,2009-2010
108,0020900023,1763,Ryan,Bowen,40,1610612760,Oklahoma City,Thunder,OKC,2009-2010
109,0020900023,201602,Kyle,Weaver, 5,1610612760,Oklahoma City,Thunder,OKC,2009-2010
110,0020900023,201957,Byron,Mullens,23,1610612760,Oklahoma City,Thunder,OKC,2009-2010
111,0020900024,2592,James,Jones,22,1610612748,Miami,Heat,MIA,2009-2010
112,0020900024,200809,Chris,Quinn,11,1610612748,Miami,Heat,MIA,2009-2010
113,0020900024,101183,Shavlik,Randolph,42,1610612748,Miami,Heat,MIA,2009-2010
114,0020900024,201946,Tyler,Hansbrough,50,1610612754,Indiana,Pacers,IND,2009-2010
115,0020900024,101143,Travis,Diener,12,1610612754,Indiana,Pacers,IND,2009-2010
116,0020900024,2399,Mike,Dunleavy,17,1610612754,Indiana,Pacers,IND,2009-2010
117,0020900025,201589,Darrell,Arthur,00,1610612763,Memphis,Grizzlies,MEM,2009-2010
118,0020900025,2060,Marko,Jaric,55,1610612763,Memphis,Grizzlies,MEM,2009-2010
119,0020900025,947,Allen,Iverson, 3,1610612763,Memphis,Grizzlies,MEM,2009-2010
120,0020900025,200763,Quincy,Douby, 5,1610612761,Toronto,Raptors,TOR,2009-2010
121,0020900025,201603,Sonny,Weems,24,1610612761,Toronto,Raptors,TOR,2009-2010
122,0020900025,2501,Reggie,Evans,30,1610612761,Toronto,Raptors,TOR,2009-2010
123,0020900026,201980,Danny,Green, 14,1610612739,Cleveland,Cavaliers,CLE,2009-2010
124,0020900026,200796,Leon,Powe,44,1610612739,Cleveland,Cavaliers,CLE,2009-2010
125,0020900026,2753,Delonte,West,13,1610612739,Cleveland,Cavaliers,CLE,2009-2010
126,0020900026,1548,Mark,Blount,15,1610612750,Minnesota,Timberwolves,MIN,2009-2010
127,0020900026,2078,Jason,Hart, 6,1610612750,Minnesota,Timberwolves,MIN,2009-2010
128,0020900026,201567,Kevin,Love,42,1610612750,Minnesota,Timberwolves,MIN,2009-2010
129,0020900027,1502,Adonal,Foyle,31,1610612753,Orlando,Magic,ORL,2009-2010
130,0020900027,1499,Tony,Battie, 7,1610612751,New Jersey,Nets,NJN,2009-2010
131,0020900027,2039,Keyon,Dooling,55,1610612751,New Jersey,Nets,NJN,2009-2010
132,0020900027,2553,Jarvis,Hayes,22,1610612751,New Jersey,Nets,NJN,2009-2010
133,0020900028,201977,Marcus,Thornton, 5,1610612740,New Orleans,Hornets,NOH,2009-2010
134,0020900028,101113,Ike,Diogu, 1,1610612740,New Orleans,Hornets,NOH,2009-2010
135,0020900028,1752,Sean,Marks, 4,1610612740,New Orleans,Hornets,NOH,2009-2010
136,0020900028,101128,Francisco,Garcia,32,1610612758,Sacramento,Kings,SAC,2009-2010
137,0020900028,1903,Kenny,Thomas, 9,1610612758,Sacramento,Kings,SAC,2009-2010
138,0020900029,201933,Blake,Griffin,32,1610612746,Los Angeles,Clippers,LAC,2009-2010
139,0020900029,200776,Mardy,Collins,25,1610612746,Los Angeles,Clippers,LAC,2009-2010
140,0020900029,1730,Brian,Skinner, 8,1610612746,Los Angeles,Clippers,LAC,2009-2010
141,0020900029,1723,Matt,Harpring,15,1610612762,Utah,Jazz,UTA,2009-2010
142,0020900029,101139,CJ,Miles,34,1610612762,Utah,Jazz,UTA,2009-2010
143,0020900030,201981,Taylor,Griffin,32,1610612756,Phoenix,Suns,PHX,2009-2010
144,0020900030,201577,Robin,Lopez,15,1610612756,Phoenix,Suns,PHX,2009-2010
145,0020900030,1904,Devean,George,19,1610612744,Golden State,Warriors,GSW,2009-2010
146,0020900030,2049,Speedy,Claxton,10,1610612744,Golden State,Warriors,GSW,2009-2010
147,0020900030,201148,Brandan,Wright,32,1610612744,Golden State,Warriors,GSW,2009-2010
148,0020900031,2200,Pau,Gasol,16,1610612747,Los Angeles,Lakers,LAL,2009-2010
149,0020900031,1501,Tim,Thomas, 7,1610612742,Dallas,Mavericks,DAL,2009-2010
150,0020900031,2572,Josh,Howard, 5,1610612742,Dallas,Mavericks,DAL,2009-2010
151,0020900031,200761,Shawne,Williams, 4,1610612742,Dallas,Mavericks,DAL,2009-2010
152,0020900032,1499,Tony,Battie, 7,1610612751,New Jersey,Nets,NJN,2009-2010
153,0020900032,2553,Jarvis,Hayes,22,1610612751,New Jersey,Nets,NJN,2009-2010
154,0020900032,2039,Keyon,Dooling,55,1610612751,New Jersey,Nets,NJN,2009-2010
155,0020900032,2406,Caron,Butler, 3,1610612764,Washington,Wizards,WAS,2009-2010
156,0020900032,201159,Javaris,Crittenton, 8,1610612764,Washington,Wizards,WAS,2009-2010
157,0020900032,1712,Antawn,Jamison, 4,1610612764,Washington,Wizards,WAS,2009-2010
158,0020900033,2436,Flip,Murray,22,1610612766,Charlotte,Bobcats,CHA,2009-2010
159,0020900033,1952,Raja,Bell,19,1610612766,Charlotte,Bobcats,CHA,2009-2010
160,0020900033,201980,Danny,Green,14,1610612739,Cleveland,Cavaliers,CLE,2009-2010
161,0020900033,201207,Coby,Karl, 5,1610612739,Cleveland,Cavaliers,CLE,2009-2010
162,0020900033,200796,Leon,Powe,44,1610612739,Cleveland,Cavaliers,CLE,2009-2010
163,0020900034,2056,Primoz,Brezec, 7,1610612755,Philadelphia,76ers,PHI,2009-2010
164,0020900034,1749,Cuttino,Mobley,32,1610612752,New York,Knicks,NYK,2009-2010
165,0020900034,2201,Eddy,Curry,34,1610612752,New York,Knicks,NYK,2009-2010
166,0020900035,1503,Tracy,McGrady, 3,1610612745,Houston,Rockets,HOU,2009-2010
167,0020900035,201595,Joey,Dorsey,15,1610612745,Houston,Rockets,HOU,2009-2010
168,0020900035,2397,Ming,Yao,11,1610612745,Houston,Rockets,HOU,2009-2010
169,0020900035,201988,Patty,Mills, 8,1610612757,Portland,Trail Blazers,POR,2009-2010
170,0020900035,201965,Jeff,Ayres,31,1610612757,Portland,Trail Blazers,POR,2009-2010
171,0020900035,201587,Nicolas,Batum,88,1610612757,Portland,Trail Blazers,POR,2009-2010
172,0020900036,1922,Francisco,Elson, 9,1610612749,Milwaukee,Bucks,MIL,2009-2010
173,0020900036,201570,Joe,Alexander,11,1610612749,Milwaukee,Bucks,MIL,2009-2010
174,0020900036,201975,Jodie,Meeks,23,1610612749,Milwaukee,Bucks,MIL,2009-2010
175,0020900036,201969,DaJuan,Summers,35,1610612765,Detroit,Pistons,DET,2009-2010
176,0020900036,1888,Richard,Hamilton,32,1610612765,Detroit,Pistons,DET,2009-2010
177,0020900037,1903,Kenny,Thomas, 9,1610612758,Sacramento,Kings,SAC,2009-2010
178,0020900037,101128,Francisco,Garcia,32,1610612758,Sacramento,Kings,SAC,2009-2010
179,0020900037,2409,Marcus,Haislip,22,1610612759,San Antonio,Spurs,SAS,2009-2010
180,0020900037,201612,Malik,Hairston, 1,1610612759,San Antonio,Spurs,SAS,2009-2010
181,0020900037,101133,Ian,Mahinmi,28,1610612759,San Antonio,Spurs,SAS,2009-2010
182,0020900038,1729,Ricky,Davis,31,1610612746,Los Angeles,Clippers,LAC,2009-2010
183,0020900038,201933,Blake,Griffin,32,1610612746,Los Angeles,Clippers,LAC,2009-2010
184,0020900038,1730,Brian,Skinner, 8,1610612746,Los Angeles,Clippers,LAC,2009-2010
185,0020900038,200761,Shawne,Williams, 4,1610612742,Dallas,Mavericks,DAL,2009-2010
186,0020900038,2572,Josh,Howard, 5,1610612742,Dallas,Mavericks,DAL,2009-2010
187,0020900038,1501,Tim,Thomas, 7,1610612742,Dallas,Mavericks,DAL,2009-2010
188,0020900039,1502,Adonal,Foyle,31,1610612753,Orlando,Magic,ORL,2009-2010
189,0020900039,2556,Marcus,Banks, 3,1610612761,Toronto,Raptors,TOR,2009-2010
190,0020900039,200763,Quincy,Douby, 5,1610612761,Toronto,Raptors,TOR,2009-2010
191,0020900039,2501,Reggie,Evans,30,1610612761,Toronto,Raptors,TOR,2009-2010
192,0020900040,2754,Tony,Allen,42,1610612738,Boston,Celtics,BOS,2009-2010
193,0020900040,201611,Henry,Walker,12,1610612738,Boston,Celtics,BOS,2009-2010
194,0020900040,201175,Glen,Davis,11,1610612738,Boston,Celtics,BOS,2009-2010
195,0020900040,201977,Marcus,Thornton, 5,1610612740,New Orleans,Hornets,NOH,2009-2010
196,0020900040,101113,Ike,Diogu, 1,1610612740,New Orleans,Hornets,NOH,2009-2010
197,0020900040,1752,Sean,Marks, 4,1610612740,New Orleans,Hornets,NOH,2009-2010
198,0020900041,1744,Jerome,James,31,1610612741,Chicago,Bulls,CHI,2009-2010
199,0020900041,201189,Aaron,Gray,34,1610612741,Chicago,Bulls,CHI,2009-2010
200,0020900041,201161,Daequan,Cook,14,1610612748,Miami,Heat,MIA,2009-2010
201,0020900041,200809,Chris,Quinn,11,1610612748,Miami,Heat,MIA,2009-2010
202,0020900041,101183,Shavlik,Randolph,42,1610612748,Miami,Heat,MIA,2009-2010
203,0020900042,201957,Byron,Mullens,23,1610612760,Oklahoma City,Thunder,OKC,2009-2010
204,0020900042,201602,Kyle,Weaver, 5,1610612760,Oklahoma City,Thunder,OKC,2009-2010
205,0020900042,1763,Ryan,Bowen,40,1610612760,Oklahoma City,Thunder,OKC,2009-2010
206,0020900042,201965,Jeff,Ayres,31,1610612757,Portland,Trail Blazers,POR,2009-2010
207,0020900042,201988,Patty,Mills, 8,1610612757,Portland,Trail Blazers,POR,2009-2010
208,0020900042,201587,Nicolas,Batum,88,1610612757,Portland,Trail Blazers,POR,2009-2010
209,0020900043,201589,Darrell,Arthur,00,1610612763,Memphis,Grizzlies,MEM,2009-2010
210,0020900043,947,Allen,Iverson, 3,1610612763,Memphis,Grizzlies,MEM,2009-2010
211,0020900043,2060,Marko,Jaric,55,1610612763,Memphis,Grizzlies,MEM,2009-2010
212,0020900043,101130,Johan,Petro,27,1610612743,Denver,Nuggets,DEN,2009-2010
213,0020900044,201981,Taylor,Griffin,32,1610612756,Phoenix,Suns,PHX,2009-2010
214,0020900044,201577,Robin,Lopez,15,1610612756,Phoenix,Suns,PHX,2009-2010
215,0020900044,201567,Kevin,Love,42,1610612750,Minnesota,Timberwolves,MIN,2009-2010
216,0020900044,2078,Jason,Hart, 6,1610612750,Minnesota,Timberwolves,MIN,2009-2010
217,0020900044,1548,Mark,Blount,15,1610612750,Minnesota,Timberwolves,MIN,2009-2010
218,0020900045,201629,Othello,Hunter,50,1610612737,Atlanta,Hawks,ATL,2009-2010
219,0020900045,2200,Pau,Gasol,16,1610612747,Los Angeles,Lakers,LAL,2009-2010
220,0020900046,201974,Derrick,Brown, 4,1610612766,Charlotte,Bobcats,CHA,2009-2010
221,0020900046,2436,Flip,Murray,22,1610612766,Charlotte,Bobcats,CHA,2009-2010
222,0020900046,1499,Tony,Battie, 7,1610612751,New Jersey,Nets,NJN,2009-2010
223,0020900046,2553,Jarvis,Hayes,22,1610612751,New Jersey,Nets,NJN,2009-2010
224,0020900046,2039,Keyon,Dooling,55,1610612751,New Jersey,Nets,NJN,2009-2010
225,0020900047,201977,Marcus,Thornton, 5,1610612740,New Orleans,Hornets,NOH,2009-2010
226,0020900047,101113,Ike,Diogu, 1,1610612740,New Orleans,Hornets,NOH,2009-2010
227,0020900047,1752,Sean,Marks, 4,1610612740,New Orleans,Hornets,NOH,2009-2010
228,0020900047,2201,Eddy,Curry,34,1610612752,New York,Knicks,NYK,2009-2010
