,GID,GAME_ID,LAST_GAME_ID,LAST_GAME_DATE_EST,LAST_GAME_HOME_TEAM_ID,LAST_GAME_HOME_TEAM_CITY,LAST_GAME_HOME_TEAM_NAME,LAST_GAME_HOME_TEAM_ABBREVIATION,LAST_GAME_HOME_TEAM_POINTS,LAST_GAME_VISITOR_TEAM_ID,LAST_GAME_VISITOR_TEAM_CITY,LAST_GAME_VISITOR_TEAM_NAME,LAST_GAME_VISITOR_TEAM_CITY1,LAST_GAME_VISITOR_TEAM_POINTS,SEASON
0,0021600001,0021600001,0021501086,2016-03-26T00:00:00,1610612739,Cleveland,Cavaliers,CLE,107,1610612752,New York,Knicks,NYK,93,2016-2017
1,0021600002,0021600002,0011600087,2016-10-19T00:00:00,1610612757,Portland,Trail Blazers,POR,88,1610612762,Utah,Jazz,UTA,84,2016-2017
2,0021600003,0021600003,0021501201,2016-04-10T00:00:00,1610612744,Golden State,Warriors,GSW,92,1610612759,San Antonio,Spurs,SAS,86,2016-2017
3,0021600004,0021600004,0011600084,2016-10-18T00:00:00,1610612753,Orlando,Magic,ORL,77,1610612748,Miami,Heat,MIA,107,2016-2017
4,0021600005,0021600005,0021500973,2016-03-12T00:00:00,1610612754,Indiana,Pacers,IND,112,1610612742,Dallas,Mavericks,DAL,105,2016-2017
5,0021600006,0021600006,0011600078,2016-10-17T00:00:00,1610612738,Boston,Celtics,BOS,120,1610612751,Brooklyn,Nets,BKN,99,2016-2017
6,0021600007,0021600007,0011600090,2016-10-19T00:00:00,1610612761,Toronto,Raptors,TOR,103,1610612765,Detroit,Pistons,DET,92,2016-2017
7,0021600008,0021600008,0021501089,2016-03-26T00:00:00,1610612749,Milwaukee,Bucks,MIL,91,1610612766,Charlotte,Hornets,CHA,115,2016-2017
8,0021600009,0021600009,0011600086,2016-10-19T00:00:00,1610612763,Memphis,Grizzlies,MEM,94,1610612750,Minnesota,Timberwolves,MIN,101,2016-2017
9,0021600010,0021600010,0021501125,2016-03-31T00:00:00,1610612740,New Orleans,Pelicans,NOP,101,1610612743,Denver,Nuggets,DEN,95,2016-2017
10,0021600011,0021600011,0021501021,2016-03-18T00:00:00,1610612755,Philadelphia,76ers,PHI,97,1610612760,Oklahoma City,Thunder,OKC,111,2016-2017
11,0021600012,0021600012,0021501211,2016-04-11T00:00:00,1610612756,Phoenix,Suns,PHX,101,1610612758,Sacramento,Kings,SAC,105,2016-2017
12,0021600013,0021600013,0021501195,2016-04-10T00:00:00,1610612747,Los Angeles,Lakers,LAL,110,1610612745,Houston,Rockets,HOU,130,2016-2017
13,0021600014,0021600014,0021501221,2016-04-13T00:00:00,1610612737,Atlanta,Hawks,ATL,98,1610612764,Washington,Wizards,WAS,109,2016-2017
14,0021600015,0021600015,0021500646,2016-01-22T00:00:00,1610612741,Chicago,Bulls,CHI,101,1610612738,Boston,Celtics,BOS,110,2016-2017
15,0021600016,0021600016,0021500928,2016-03-05T00:00:00,1610612758,Sacramento,Kings,SAC,94,1610612759,San Antonio,Spurs,SAS,104,2016-2017
