,GID,PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,SEASON
0,0021200001,202376,Luke,Harangody,44,1610612739,Cleveland,Cavaliers,CLE,2012-2013
1,0021200001,202951,Jeremy,Pargo, 8,1610612739,Cleveland,Cavaliers,CLE,2012-2013
2,0021200001,202322,John,Wall, 2,1610612764,Washington,Wizards,WAS,2012-2013
3,0021200001,202338,Kevin,Seraphin,13,1610612764,Washington,Wizards,WAS,2012-2013
4,0021200001,2403,Nene,Hilario,42,1610612764,Washington,Wizards,WAS,2012-2013
5,0021200002,202340,Avery,Bradley, 0,1610612738,Boston,Celtics,BOS,2012-2013
6,0021200002,203097,Fab,Melo,13,1610612738,Boston,Celtics,BOS,2012-2013
7,0021200002,202354,Dexter,Pittman,45,1610612748,Miami,Heat,MIA,2012-2013
8,0021200002,201202,Joel,Anthony,50,1610612748,Miami,Heat,MIA,2012-2013
9,0021200003,203130,Darius,Johnson-Odom, 7,1610612747,Los Angeles,Lakers,LAL,2012-2013
10,0021200003,201947,Earl,Clark, 6,1610612747,Los Angeles,Lakers,LAL,2012-2013
11,0021200003,2549,Chris,Kaman,35,1610612742,Dallas,Mavericks,DAL,2012-2013
12,0021200003,1717,Dirk,Nowitzki,41,1610612742,Dallas,Mavericks,DAL,2012-2013
13,0021200004,101122,Danny,Granger,33,1610612754,Indiana,Pacers,IND,2012-2013
14,0021200004,203101,Miles,Plumlee,13,1610612754,Indiana,Pacers,IND,2012-2013
15,0021200004,203112,Quincy,Acy, 4,1610612761,Toronto,Raptors,TOR,2012-2013
16,0021200004,201187,Dominic,McGuire, 1,1610612761,Toronto,Raptors,TOR,2012-2013
17,0021200005,101115,Andrew,Bynum,33,1610612755,Philadelphia,76ers,PHI,2012-2013
18,0021200005,202389,Timofey,Mozgov,25,1610612743,Denver,Nuggets,DEN,2012-2013
19,0021200005,202933,Julyan,Stone,10,1610612743,Denver,Nuggets,DEN,2012-2013
20,0021200006,203139,Viacheslav,Kravtsov,55,1610612765,Detroit,Pistons,DET,2012-2013
21,0021200006,1894,Corey,Maggette,50,1610612765,Detroit,Pistons,DET,2012-2013
22,0021200006,203159,Scott,Machado, 1,1610612745,Houston,Rockets,HOU,2012-2013
23,0021200006,202335,Patrick,Patterson,54,1610612745,Houston,Rockets,HOU,2012-2013
24,0021200007,201565,Derrick,Rose, 1,1610612741,Chicago,Bulls,CHI,2012-2013
25,0021200007,2422,John,Salmons, 5,1610612758,Sacramento,Kings,SAC,2012-2013
26,0021200008,201569,Eric,Gordon,10,1610612740,New Orleans,Hornets,NOH,2012-2013
27,0021200008,1938,Manu,Ginobili,20,1610612759,San Antonio,Spurs,SAS,2012-2013
28,0021200009,1952,Raja,Bell,19,1610612762,Utah,Jazz,UTA,2012-2013
29,0021200009,2248,Earl,Watson,11,1610612762,Utah,Jazz,UTA,2012-2013
30,0021200009,2549,Chris,Kaman,35,1610612742,Dallas,Mavericks,DAL,2012-2013
31,0021200009,1717,Dirk,Nowitzki,41,1610612742,Dallas,Mavericks,DAL,2012-2013
32,0021200010,203197,Diante,Garrett,10,1610612756,Phoenix,Suns,PHX,2012-2013
33,0021200010,101112,Channing,Frye, 8,1610612756,Phoenix,Suns,PHX,2012-2013
34,0021200010,202719,Jeremy,Tyler, 3,1610612744,Golden State,Warriors,GSW,2012-2013
35,0021200010,203145,Kent,Bazemore,20,1610612744,Golden State,Warriors,GSW,2012-2013
36,0021200011,255,Grant,Hill,33,1610612746,Los Angeles,Clippers,LAC,2012-2013
37,0021200011,202717,Trey,Thompkins, 9,1610612746,Los Angeles,Clippers,LAC,2012-2013
38,0021200011,1497,Chauncey,Billups, 1,1610612746,Los Angeles,Clippers,LAC,2012-2013
39,0021200011,201589,Darrell,Arthur,00,1610612763,Memphis,Grizzlies,MEM,2012-2013
40,0021200012,201947,Earl,Clark, 6,1610612747,Los Angeles,Lakers,LAL,2012-2013
41,0021200012,203130,Darius,Johnson-Odom, 7,1610612747,Los Angeles,Lakers,LAL,2012-2013
42,0021200012,202343,Elliot,Williams, 9,1610612757,Portland,Trail Blazers,POR,2012-2013
43,0021200012,101179,Ronnie,Price,24,1610612757,Portland,Trail Blazers,POR,2012-2013
44,0021200013,202697,Iman,Shumpert,21,1610612752,New York,Knicks,NYK,2012-2013
