,GID,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,SEASON
0,0020900001,1146,Tony,Brothers,25,2009-2010
1,0020900001,1204,Derek,Richardson,63,2009-2010
2,0020900001,1167,Steve,Javie,29,2009-2010
3,0020900002,1164,Ron,Garretson,10,2009-2010
4,0020900002,1193,Michael,Smith,38,2009-2010
5,0020900002,201637,Haywoode,Workman,66,2009-2010
6,0020900003,1176,Monty,McCutchen,13,2009-2010
7,0020900003,2002,Derrick,Collins,54,2009-2010
8,0020900003,1179,Rodney,Mott,71,2009-2010
9,0020900004,1662,Bill,Kennedy,55,2009-2010
10,0020900004,1188,Leroy,Richardson,51,2009-2010
11,0020900004,1194,Bill,Spooner,22,2009-2010
12,0020900005,1147,Mike,Callahan,24,2009-2010
13,0020900005,2534,Zach,Zarba,58,2009-2010
14,0020900005,2716,Olandis,Poole,50,2009-2010
15,0020900006,2530,Ed,Malloy,73,2009-2010
16,0020900006,1159,Kevin,Fehr,39,2009-2010
17,0020900006,1155,JB,DeRosa,14,2009-2010
18,0020900007,1151,Sean,Corbin,33,2009-2010
19,0020900007,1200,Greg,Willard,57,2009-2010
20,0020900007,2878,Tommy,Nunez Jr.,28,2009-2010
21,0020900008,1162,Scott,Foster,48,2009-2010
22,0020900008,1664,Gary,Zielinski,59,2009-2010
23,0020900008,101283,Brian,Forte,62,2009-2010
24,0020900009,2001,Jason,Phillips,23,2009-2010
25,0020900009,1153,Joe,Crawford,17,2009-2010
26,0020900009,200834,Mark,Lindsay,53,2009-2010
27,0020900010,1363,Bennie,Adams,47,2009-2010
28,0020900010,1190,Eddie,Rush,32,2009-2010
29,0020900010,1161,Joe,Forte,45,2009-2010
30,0020900011,1830,Marc,Davis,34,2009-2010
31,0020900011,1204,Derek,Richardson,63,2009-2010
32,0020900011,1203,Mark,Wunderlich,18,2009-2010
33,0020900012,1164,Ron,Garretson,10,2009-2010
34,0020900012,1193,Michael,Smith,38,2009-2010
35,0020900012,200833,Eric,Dalen,75,2009-2010
36,0020900013,1195,Derrick,Stafford,9,2009-2010
37,0020900013,1168,David,Jones,36,2009-2010
38,0020900013,2714,David,Guthrie,60,2009-2010
39,0020900014,1148,James,Capers,19,2009-2010
40,0020900014,1188,Leroy,Richardson,51,2009-2010
41,0020900014,1154,Bob,Delaney,26,2009-2010
42,0020900015,1152,Dan,Crawford,43,2009-2010
43,0020900015,2529,Tony,Brown,30,2009-2010
44,0020900015,101284,John,Goble,67,2009-2010
45,0020900016,1176,Monty,McCutchen,13,2009-2010
46,0020900016,2002,Derrick,Collins,54,2009-2010
47,0020900016,1179,Rodney,Mott,71,2009-2010
48,0020900017,1162,Scott,Foster,48,2009-2010
49,0020900017,1201,Leon,Wood,40,2009-2010
50,0020900017,2882,Sean,Wright,65,2009-2010
51,0020900018,1152,Dan,Crawford,43,2009-2010
52,0020900018,2529,Tony,Brown,30,2009-2010
53,0020900018,101284,John,Goble,67,2009-2010
